t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_roll_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_roll_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_roll_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint,xi_x,xi_y,xi_ref_x,xi_ref_y,zmp_ref_x,zmp_ref_y,zmp_cmd_x,zmp_cmd_y,zmp_clamp,dcm_err,support,step,share_l,share_r,swing_tgt_x,swing_tgt_y,swing_tgt_z,ankle_roll_l,ankle_roll_r,push_fx,push_fy
0.0000,0.00025,0.00001,0.48036,1.00000,0.00000,-0.00110,0.00000,0.00627,-0.00000,0.32501,0.32501,0.00250,0.00457,2,0.03443,0.00250,0.034431,0.01254,-0.3084,0.0000,-0.2029,0.4140,-1.1458,0.0000,-2.1932,0,0.04900,0.01900,0.0952,0.0952,0.002394,0.032307,-0.6480,1.3121,18.9855,0.0776,1.8005,31.5655,-0.6378,1.3117,35.9279,0.0776,-1.8005,31.5655,0.025732,-0.006040,18.9784,-0.001803,-0.017928,31.5655,0.017291,-0.002880,35.9324,-0.001803,0.017928,31.5655,0.00071,0.00025,-0.34825,0.70638,-0.35446,0.00405,-0.00071,-0.00032,-0.34822,0.70633,-0.35443,-0.00393,-0.00069,0.00030,-0.00212,0.00069,0.00030,-0.00212,0.00075,-0.28670,0.13345,-0.08121,0.42614,0.06432,0.00190,-0.28945,0.32760,-0.53929,0.55755,0.06653,0.11407,0.02911,0.00146,-0.05707,0.02911,0.00146,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.007118,0.000000,0.004183,0.004572,0.004183,0.000000,0.012987,-0.013715,0.000000,0.005433,0.000000,0.000000,0.363493,0.636507,0.000000,0.000000,0.000000,0.004214,-0.004214,0.000000,0.000000
0.0050,0.00029,0.00003,0.48039,1.00000,0.00000,-0.00098,0.00000,0.00629,0.00001,0.32507,0.32501,0.00220,0.00470,2,0.03449,0.00220,0.034492,0.01187,-0.3167,-0.0001,-0.1890,0.3892,-0.8105,-0.0241,-1.7661,0,0.04900,0.01900,0.1292,0.0558,0.028883,0.044068,-0.6039,1.2325,20.5598,-0.6363,1.4279,20.1690,-0.5943,1.2339,36.4789,-0.6421,1.0529,36.8453,0.019482,-0.005359,20.5534,0.024695,-0.006182,20.1690,0.014397,-0.002487,36.4829,0.017103,-0.002154,36.8453,0.00068,0.00019,-0.34889,0.70715,-0.35495,0.00382,-0.00068,-0.00046,-0.34883,0.70701,-0.35487,-0.00340,-0.00066,0.00030,-0.00201,0.00066,0.00030,-0.00201,0.00058,-0.27403,0.07674,-0.19771,0.33471,0.05960,0.00168,-0.27081,0.25957,-0.62970,0.45937,0.06478,0.14296,0.02163,0.00370,-0.08967,0.02178,0.00370,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006972,0.000360,0.004183,0.004697,0.004183,0.000126,0.012550,-0.012887,0.000000,0.005157,0.000000,0.000000,0.371735,0.628265,0.000000,0.000000,0.000000,0.004051,-0.003928,0.000000,0.000000
0.0100,0.00031,0.00006,0.48040,1.00000,0.00001,-0.00087,0.00000,0.00630,0.00002,0.32511,0.32501,0.00195,0.00482,2,0.03454,0.00195,0.034549,0.01083,-0.3093,-0.0001,-0.1751,0.3652,-0.5606,-0.0360,-1.4375,0,0.04900,0.01900,0.1124,0.0551,0.023339,0.044813,-0.5594,1.1560,21.8522,-0.6049,1.3007,21.2674,-0.5503,1.1585,36.7703,-0.6050,1.0635,37.0032,0.015266,-0.004792,21.8466,0.019153,-0.005430,21.2674,0.012249,-0.002196,36.7737,0.014364,-0.002027,37.0032,0.00067,0.00010,-0.34968,0.70826,-0.35558,0.00357,-0.00067,-0.00065,-0.34956,0.70799,-0.35543,-0.00273,-0.00062,0.00029,-0.00185,0.00062,0.00030,-0.00185,0.00045,-0.26037,0.03718,-0.29164,0.26738,0.05568,0.00148,-0.25343,0.20890,-0.69772,0.38504,0.06243,0.16405,0.01617,0.00499,-0.11410,0.01640,0.00500,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006823,0.000714,0.004183,0.004823,0.004183,0.000251,0.012103,-0.012077,0.000000,0.004884,0.000000,0.000000,0.379798,0.620202,0.000000,0.000000,0.000000,0.003818,-0.003403,0.000000,0.000000
0.0150,0.00032,0.00011,0.48041,1.00000,0.00001,-0.00079,0.00000,0.00631,0.00005,0.32514,0.32501,0.00175,0.00495,2,0.03458,0.00175,0.034599,0.00963,-0.2924,-0.0002,-0.1615,0.3422,-0.3768,-0.0402,-1.1824,0,0.04900,0.01900,0.0988,0.0536,0.019371,0.045442,-0.5160,1.0827,22.9204,-0.5628,1.1908,22.2280,-0.5075,1.0859,36.8671,-0.5593,1.0504,37.0256,0.012336,-0.004305,22.9156,0.015186,-0.004796,22.2280,0.010631,-0.001974,36.8699,0.012262,-0.001923,37.0256,0.00066,-0.00003,-0.35053,0.70952,-0.35628,0.00334,-0.00066,-0.00088,-0.35034,0.70912,-0.35605,-0.00198,-0.00057,0.00029,-0.00166,0.00057,0.00030,-0.00166,0.00035,-0.24631,0.01027,-0.36762,0.21841,0.05242,0.00129,-0.23700,0.17118,-0.74821,0.32896,0.05956,0.17905,0.01226,0.00563,-0.13211,0.01251,0.00564,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006677,0.001059,0.004183,0.004949,0.004183,0.000377,0.011664,-0.011291,0.000000,0.004620,0.000000,0.000000,0.387623,0.612377,0.000000,0.000000,0.000000,0.003568,-0.002731,0.000000,0.000000
0.0200,0.00033,0.00017,0.48040,1.00000,0.00001,-0.00071,0.00001,0.00632,0.00008,0.32515,0.32501,0.00157,0.00507,2,0.03462,0.00157,0.034644,0.00837,-0.2703,-0.0002,-0.1485,0.3202,-0.2440,-0.0396,-0.9824,0,0.04900,0.01900,0.0875,0.0515,0.016499,0.045978,-0.4747,1.0130,23.8105,-0.5162,1.0952,23.0737,-0.4667,1.0167,36.8191,-0.5107,1.0219,36.9477,0.010252,-0.003878,23.8064,0.012314,-0.004256,23.0737,0.009396,-0.001800,36.8213,0.010640,-0.001832,36.9477,0.00066,-0.00020,-0.35137,0.71082,-0.35698,0.00316,-0.00066,-0.00116,-0.35113,0.71029,-0.35667,-0.00120,-0.00051,0.00028,-0.00147,0.00052,0.00030,-0.00147,0.00029,-0.23219,-0.00742,-0.42939,0.18319,0.04970,0.00110,-0.22137,0.14299,-0.78505,0.28664,0.05635,0.18936,0.00947,0.00582,-0.14518,0.00972,0.00583,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006536,0.001396,0.004183,0.005074,0.004183,0.000502,0.011243,-0.010532,0.000000,0.004366,0.000000,0.000000,0.395181,0.604819,0.000000,0.000000,0.000000,0.003340,-0.001982,0.000000,0.000000
0.0250,0.00032,0.00024,0.48040,1.00000,0.00001,-0.00065,0.00001,0.00633,0.00012,0.32516,0.32501,0.00142,0.00520,2,0.03466,0.00142,0.034682,0.00715,-0.2462,-0.0003,-0.1364,0.2994,-0.1500,-0.0364,-0.8238,0,0.04900,0.01900,0.0781,0.0492,0.014403,0.046436,-0.4359,0.9468,24.5599,-0.4696,1.0118,23.8218,-0.4285,0.9508,36.6653,-0.4631,0.9827,36.7931,0.008740,-0.003500,24.5565,0.010218,-0.003794,23.8218,0.008438,-0.001660,36.6670,0.009382,-0.001747,36.7931,0.00066,-0.00041,-0.35218,0.71206,-0.35764,0.00304,-0.00065,-0.00146,-0.35189,0.71141,-0.35725,-0.00043,-0.00045,0.00028,-0.00128,0.00046,0.00030,-0.00128,0.00025,-0.21820,-0.01852,-0.47995,0.15812,0.04740,0.00093,-0.20639,0.12173,-0.81134,0.25453,0.05295,0.19614,0.00752,0.00571,-0.15450,0.00774,0.00571,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006403,0.001724,0.004183,0.005200,0.004183,0.000628,0.010844,-0.009800,0.000000,0.004125,0.000000,0.000000,0.402458,0.597542,0.000000,0.000000,0.000000,0.003158,-0.001204,0.000000,0.000000
0.0300,0.00032,0.00031,0.48038,1.00000,0.00001,-0.00059,0.00001,0.00633,0.00017,0.32517,0.32501,0.00130,0.00533,2,0.03468,0.00130,0.034714,0.00602,-0.2220,-0.0003,-0.1251,0.2797,-0.0854,-0.0320,-0.6968,0,0.04900,0.01900,0.0702,0.0467,0.012861,0.046826,-0.3997,0.8841,25.1984,-0.4262,0.9391,24.4885,-0.3929,0.8884,36.4360,-0.4193,0.9355,36.5819,0.007619,-0.003165,25.1956,0.008675,-0.003400,24.4885,0.007681,-0.001544,36.4372,0.008399,-0.001661,36.5819,0.00065,-0.00066,-0.35294,0.71322,-0.35824,0.00298,-0.00065,-0.00179,-0.35260,0.71246,-0.35778,0.00032,-0.00040,0.00027,-0.00110,0.00041,0.00030,-0.00110,0.00023,-0.20447,-0.02498,-0.52169,0.14040,0.04545,0.00076,-0.19199,0.10545,-0.82956,0.22990,0.04954,0.20031,0.00617,0.00541,-0.16102,0.00635,0.00541,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006278,0.002042,0.004183,0.005325,0.004183,0.000754,0.010469,-0.009098,0.000000,0.003895,0.000000,0.000000,0.409450,0.590550,0.000000,0.000000,0.000000,0.003037,-0.000430,0.000000,0.000000
0.0350,0.00031,0.00040,0.48037,1.00000,0.00001,-0.00055,0.00001,0.00632,0.00022,0.32517,0.32501,0.00119,0.00545,2,0.03471,0.00119,0.034741,0.00501,-0.1992,-0.0003,-0.1145,0.2610,-0.0427,-0.0272,-0.5939,0,0.04900,0.01900,0.0635,0.0441,0.011713,0.047160,-0.3661,0.8249,25.7499,-0.3864,0.8743,25.0856,-0.3599,0.8293,36.1551,-0.3797,0.8840,36.3288,0.006770,-0.002868,25.7475,0.007527,-0.003062,25.0856,0.007071,-0.001443,36.1559,0.007622,-0.001574,36.3288,0.00065,-0.00093,-0.35364,0.71425,-0.35876,0.00300,-0.00065,-0.00214,-0.35326,0.71341,-0.35824,0.00104,-0.00034,0.00027,-0.00093,0.00036,0.00030,-0.00093,0.00022,-0.19106,-0.02826,-0.55652,0.12789,0.04374,0.00061,-0.17811,0.09271,-0.84165,0.21066,0.04623,0.20258,0.00523,0.00508,-0.16548,0.00536,0.00508,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006161,0.002350,0.004183,0.005451,0.004183,0.000879,0.010117,-0.008424,0.000000,0.003678,0.000000,0.000000,0.416158,0.583842,0.000000,0.000000,0.000000,0.002984,0.000322,0.000000,0.000000
0.0400,0.00030,0.00049,0.48036,1.00000,0.00001,-0.00050,0.00001,0.00632,0.00029,0.32517,0.32501,0.00109,0.00558,2,0.03473,0.00109,0.034763,0.00413,-0.1784,-0.0004,-0.1048,0.2434,-0.0161,-0.0206,-0.5098,0,0.04900,0.01900,0.0577,0.0416,0.010846,0.047449,-0.3349,0.7691,26.2326,-0.3500,0.8150,25.6251,-0.3292,0.7737,35.8411,-0.3441,0.8302,36.0457,0.006112,-0.002601,26.2307,0.006658,-0.002770,25.6251,0.006567,-0.001351,35.8416,0.006997,-0.001486,36.0457,0.00065,-0.00124,-0.35428,0.71516,-0.35920,0.00307,-0.00064,-0.00250,-0.35387,0.71425,-0.35863,0.00173,-0.00027,0.00027,-0.00077,0.00031,0.00030,-0.00077,0.00022,-0.17806,-0.02941,-0.58589,0.11901,0.04215,0.00048,-0.16475,0.08247,-0.84915,0.19528,0.04303,0.20353,0.00456,0.00479,-0.16843,0.00466,0.00478,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.006051,0.002649,0.004183,0.005576,0.004183,0.001005,0.009788,-0.007779,0.000000,0.003473,0.000000,0.000000,0.422578,0.577422,0.000000,0.000000,0.000000,0.002997,0.001043,0.000000,0.000000
0.0450,0.00028,0.00059,0.48035,1.00000,0.00002,-0.00047,0.00001,0.00631,0.00035,0.32516,0.32501,0.00101,0.00570,2,0.03474,0.00101,0.034782,0.00336,-0.1600,-0.0004,-0.0957,0.2269,-0.0008,-0.0133,-0.4406,0,0.04900,0.01900,0.0526,0.0391,0.010179,0.047704,-0.3060,0.7166,26.6623,-0.3172,0.7609,26.1123,-0.3008,0.7212,35.5085,-0.3119,0.7771,35.7426,0.005588,-0.002362,26.6607,0.005989,-0.002512,26.1123,0.006139,-0.001265,35.5088,0.006485,-0.001398,35.7426,0.00065,-0.00158,-0.35486,0.71595,-0.35956,0.00321,-0.00064,-0.00289,-0.35443,0.71498,-0.35895,0.00238,-0.00020,0.00027,-0.00062,0.00027,0.00030,-0.00062,0.00022,-0.16546,-0.02919,-0.61105,0.11258,0.04067,0.00037,-0.15187,0.07395,-0.85330,0.18258,0.04003,0.20358,0.00409,0.00451,-0.17033,0.00414,0.00451,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,6.000,0.005949,0.002938,0.004183,0.005702,0.004183,0.001130,0.009479,-0.007162,0.000000,0.003280,0.000000,0.000000,0.428722,0.571278,0.000000,0.000000,0.000000,0.003074,0.001728,0.000000,0.000000
