t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.7400,0.00008,0.00966,0.46275,1.00000,0.00007,0.00080,0.00007,0.00868,0.00705,0.30152,0.30051,0.00159,0.01000,2,0.03483,-0.00029,-0.03533,-0.54940,1.09315,-0.54518,0.03290,-0.00009,-0.03560,-0.54945,1.09350,-0.54547,0.03311,-0.00278,-0.00000,-0.00285,-0.00000,-0.00045,-0.00773,0.00794,-1.29772,0.08143,-0.17637,-0.00028,-0.00281,0.00651,-1.29643,0.08148,-0.17987,-0.00060,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7450,0.00009,0.00981,0.46275,1.00000,0.00007,0.00080,0.00007,0.00868,0.00716,0.30152,0.30051,0.00159,0.01013,2,0.03483,-0.00030,-0.03588,-0.54936,1.09305,-0.54513,0.03340,-0.00009,-0.03614,-0.54941,1.09340,-0.54542,0.03360,-0.00278,-0.00000,-0.00285,-0.00000,-0.00046,-0.00784,0.00800,-1.29768,0.08145,-0.17992,-0.00028,-0.00293,0.00654,-1.29636,0.08151,-0.18341,-0.00060,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7500,0.00009,0.00996,0.46275,1.00000,0.00007,0.00080,0.00007,0.00868,0.00727,0.30152,0.30051,0.00160,0.01026,2,0.03483,-0.00030,-0.03642,-0.54931,1.09295,-0.54507,0.03390,-0.00010,-0.03669,-0.54936,1.09330,-0.54538,0.03410,-0.00279,-0.00000,-0.00285,-0.00000,-0.00046,-0.00794,0.00805,-1.29763,0.08147,-0.18349,-0.00028,-0.00306,0.00656,-1.29628,0.08153,-0.18697,-0.00060,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7550,0.00009,0.01011,0.46275,1.00000,0.00007,0.00080,0.00007,0.00868,0.00738,0.30152,0.30051,0.00160,0.01039,2,0.03483,-0.00031,-0.03697,-0.54927,1.09285,-0.54502,0.03440,-0.00010,-0.03724,-0.54931,1.09320,-0.54533,0.03460,-0.00279,-0.00000,-0.00285,-0.00000,-0.00047,-0.00805,0.00811,-1.29758,0.08149,-0.18709,-0.00029,-0.00319,0.00659,-1.29621,0.08155,-0.19056,-0.00061,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7600,0.00009,0.01026,0.46275,1.00000,0.00007,0.00080,0.00008,0.00868,0.00749,0.30152,0.30051,0.00160,0.01052,2,0.03483,-0.00031,-0.03753,-0.54922,1.09275,-0.54497,0.03490,-0.00011,-0.03779,-0.54926,1.09310,-0.54528,0.03510,-0.00279,-0.00000,-0.00285,-0.00000,-0.00047,-0.00815,0.00816,-1.29754,0.08151,-0.19072,-0.00029,-0.00331,0.00661,-1.29613,0.08157,-0.19418,-0.00061,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7650,0.00009,0.01042,0.46275,1.00000,0.00007,0.00080,0.00008,0.00868,0.00760,0.30152,0.30051,0.00160,0.01065,2,0.03483,-0.00032,-0.03808,-0.54917,1.09264,-0.54491,0.03541,-0.00011,-0.03835,-0.54921,1.09299,-0.54523,0.03561,-0.00279,-0.00000,-0.00285,-0.00000,-0.00047,-0.00825,0.00822,-1.29749,0.08153,-0.19438,-0.00030,-0.00344,0.00664,-1.29604,0.08159,-0.19782,-0.00061,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7700,0.00009,0.01057,0.46275,1.00000,0.00007,0.00081,0.00008,0.00868,0.00772,0.30152,0.30051,0.00161,0.01079,2,0.03483,-0.00033,-0.03864,-0.54913,1.09253,-0.54486,0.03592,-0.00012,-0.03891,-0.54916,1.09288,-0.54517,0.03612,-0.00279,-0.00000,-0.00286,-0.00000,-0.00048,-0.00836,0.00828,-1.29743,0.08156,-0.19805,-0.00030,-0.00356,0.00666,-1.29596,0.08162,-0.20149,-0.00061,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7750,0.00009,0.01073,0.46275,1.00000,0.00007,0.00081,0.00008,0.00868,0.00783,0.30152,0.30051,0.00161,0.01092,2,0.03483,-0.00033,-0.03921,-0.54907,1.09242,-0.54480,0.03643,-0.00012,-0.03947,-0.54910,1.09277,-0.54512,0.03663,-0.00279,-0.00000,-0.00286,-0.00000,-0.00048,-0.00846,0.00834,-1.29738,0.08158,-0.20176,-0.00031,-0.00369,0.00669,-1.29587,0.08164,-0.20518,-0.00061,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7800,0.00009,0.01088,0.46275,1.00000,0.00007,0.00081,0.00009,0.00868,0.00795,0.30152,0.30051,0.00161,0.01105,2,0.03483,-0.00034,-0.03978,-0.54902,1.09231,-0.54474,0.03695,-0.00013,-0.04004,-0.54905,1.09266,-0.54507,0.03715,-0.00279,-0.00000,-0.00286,-0.00000,-0.00049,-0.00856,0.00839,-1.29732,0.08160,-0.20549,-0.00031,-0.00381,0.00672,-1.29578,0.08166,-0.20890,-0.00062,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7850,0.00009,0.01104,0.46275,1.00000,0.00007,0.00081,0.00009,0.00868,0.00807,0.30152,0.30051,0.00162,0.01119,2,0.03483,-0.00034,-0.04035,-0.54897,1.09220,-0.54468,0.03747,-0.00014,-0.04062,-0.54899,1.09255,-0.54501,0.03767,-0.00279,-0.00000,-0.00286,-0.00000,-0.00049,-0.00866,0.00845,-1.29726,0.08162,-0.20925,-0.00031,-0.00394,0.00674,-1.29569,0.08169,-0.21265,-0.00062,-0.00011,-0.00069,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7900,0.00010,0.01120,0.46275,1.00000,0.00007,0.00081,0.00009,0.00868,0.00818,0.30152,0.30051,0.00162,0.01132,2,0.03483,-0.00035,-0.04093,-0.54892,1.09208,-0.54462,0.03799,-0.00014,-0.04119,-0.54893,1.09243,-0.54495,0.03820,-0.00279,-0.00000,-0.00286,-0.00000,-0.00050,-0.00877,0.00851,-1.29720,0.08165,-0.21303,-0.00032,-0.00406,0.00677,-1.29560,0.08171,-0.21642,-0.00062,-0.00011,-0.00069,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7950,0.00010,0.01136,0.46275,1.00000,0.00007,0.00081,0.00009,0.00868,0.00830,0.30152,0.30051,0.00162,0.01146,2,0.03483,-0.00035,-0.04151,-0.54886,1.09196,-0.54456,0.03852,-0.00015,-0.04177,-0.54887,1.09231,-0.54490,0.03872,-0.00279,-0.00000,-0.00286,-0.00000,-0.00050,-0.00887,0.00857,-1.29714,0.08167,-0.21684,-0.00032,-0.00419,0.00680,-1.29550,0.08174,-0.22021,-0.00062,-0.00011,-0.00069,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8000,0.00010,0.01152,0.46275,1.00000,0.00007,0.00081,0.00010,0.00868,0.00842,0.30152,0.30051,0.00162,0.01160,2,0.03483,-0.00036,-0.04209,-0.54880,1.09184,-0.54450,0.03905,-0.00015,-0.04235,-0.54881,1.09219,-0.54484,0.03925,-0.00280,-0.00000,-0.00287,-0.00000,-0.00051,-0.00897,0.00863,-1.29707,0.08170,-0.22067,-0.00033,-0.00431,0.00683,-1.29540,0.08177,-0.22403,-0.00063,-0.00011,-0.00069,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8050,0.00010,0.01168,0.46275,1.00000,0.00008,0.00081,0.00010,0.00868,0.00854,0.30152,0.30051,0.00163,0.01173,2,0.03483,-0.00037,-0.04268,-0.54874,1.09171,-0.54443,0.03958,-0.00016,-0.04294,-0.54875,1.09206,-0.54478,0.03979,-0.00280,-0.00000,-0.00287,-0.00000,-0.00051,-0.00907,0.00869,-1.29700,0.08172,-0.22453,-0.00033,-0.00443,0.00685,-1.29530,0.08180,-0.22788,-0.00063,-0.00011,-0.00070,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8100,0.00010,0.01185,0.46275,1.00000,0.00008,0.00082,0.00010,0.00868,0.00866,0.30152,0.30051,0.00163,0.01187,2,0.03483,-0.00037,-0.04327,-0.54869,1.09158,-0.54437,0.04012,-0.00017,-0.04353,-0.54869,1.09194,-0.54472,0.04032,-0.00280,-0.00000,-0.00287,-0.00000,-0.00052,-0.00917,0.00875,-1.29693,0.08175,-0.22841,-0.00034,-0.00456,0.00688,-1.29519,0.08182,-0.23175,-0.00063,-0.00011,-0.00070,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8150,0.00010,0.01201,0.46276,1.00000,0.00008,0.00082,0.00010,0.00868,0.00878,0.30152,0.30051,0.00163,0.01201,2,0.03483,-0.00038,-0.04386,-0.54862,1.09145,-0.54430,0.04066,-0.00017,-0.04412,-0.54862,1.09181,-0.54465,0.04086,-0.00280,-0.00000,-0.00287,-0.00000,-0.00052,-0.00926,0.00881,-1.29686,0.08178,-0.23232,-0.00034,-0.00468,0.00691,-1.29508,0.08185,-0.23565,-0.00063,-0.00011,-0.00070,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8200,0.00010,0.01217,0.46276,1.00000,0.00008,0.00082,0.00011,0.00868,0.00890,0.30152,0.30051,0.00163,0.01215,2,0.03483,-0.00039,-0.04446,-0.54856,1.09132,-0.54423,0.04120,-0.00018,-0.04472,-0.54856,1.09167,-0.54459,0.04141,-0.00280,-0.00000,-0.00287,-0.00000,-0.00053,-0.00936,0.00888,-1.29678,0.08181,-0.23625,-0.00035,-0.00480,0.00694,-1.29497,0.08188,-0.23957,-0.00064,-0.00011,-0.00071,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8250,0.00010,0.01234,0.46276,1.00000,0.00008,0.00082,0.00011,0.00868,0.00902,0.30152,0.30051,0.00164,0.01229,2,0.03483,-0.00039,-0.04506,-0.54850,1.09118,-0.54416,0.04175,-0.00019,-0.04532,-0.54849,1.09154,-0.54453,0.04195,-0.00280,-0.00000,-0.00287,-0.00000,-0.00053,-0.00946,0.00894,-1.29670,0.08183,-0.24021,-0.00035,-0.00492,0.00697,-1.29486,0.08191,-0.24352,-0.00064,-0.00011,-0.00071,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8300,0.00011,0.01251,0.46276,1.00000,0.00008,0.00082,0.00011,0.00868,0.00915,0.30152,0.30051,0.00164,0.01243,2,0.03483,-0.00040,-0.04566,-0.54843,1.09105,-0.54409,0.04230,-0.00019,-0.04593,-0.54842,1.09140,-0.54446,0.04250,-0.00281,-0.00000,-0.00288,-0.00000,-0.00053,-0.00956,0.00900,-1.29662,0.08186,-0.24420,-0.00035,-0.00504,0.00699,-1.29474,0.08194,-0.24749,-0.00064,-0.00011,-0.00071,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8350,0.00011,0.01268,0.46276,1.00000,0.00008,0.00082,0.00011,0.00868,0.00927,0.30152,0.30051,0.00164,0.01257,2,0.03483,-0.00040,-0.04627,-0.54837,1.09091,-0.54402,0.04285,-0.00020,-0.04653,-0.54835,1.09126,-0.54439,0.04306,-0.00281,-0.00000,-0.00288,-0.00000,-0.00054,-0.00965,0.00906,-1.29654,0.08189,-0.24820,-0.00036,-0.00517,0.00702,-1.29462,0.08197,-0.25148,-0.00065,-0.00011,-0.00071,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8400,0.00011,0.01284,0.46276,1.00000,0.00008,0.00082,0.00012,0.00868,0.00939,0.30152,0.30051,0.00164,0.01271,2,0.03483,-0.00041,-0.04688,-0.54830,1.09076,-0.54395,0.04341,-0.00020,-0.04715,-0.54828,1.09112,-0.54432,0.04361,-0.00281,-0.00000,-0.00288,-0.00000,-0.00054,-0.00975,0.00913,-1.29645,0.08192,-0.25224,-0.00036,-0.00529,0.00705,-1.29450,0.08200,-0.25550,-0.00065,-0.00011,-0.00072,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8450,0.00011,0.01301,0.46276,1.00000,0.00008,0.00082,0.00012,0.00868,0.00952,0.30152,0.30051,0.00165,0.01285,2,0.03483,-0.00042,-0.04750,-0.54823,1.09062,-0.54388,0.04397,-0.00021,-0.04776,-0.54820,1.09097,-0.54425,0.04417,-0.00281,-0.00000,-0.00288,-0.00000,-0.00055,-0.00985,0.00919,-1.29636,0.08195,-0.25629,-0.00037,-0.00541,0.00708,-1.29438,0.08204,-0.25954,-0.00065,-0.00011,-0.00072,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8500,0.00011,0.01318,0.46276,1.00000,0.00008,0.00083,0.00012,0.00868,0.00965,0.30152,0.30051,0.00165,0.01299,2,0.03483,-0.00042,-0.04812,-0.54816,1.09047,-0.54380,0.04453,-0.00022,-0.04838,-0.54813,1.09082,-0.54418,0.04473,-0.00281,-0.00000,-0.00289,-0.00000,-0.00055,-0.00994,0.00926,-1.29627,0.08198,-0.26037,-0.00037,-0.00553,0.00711,-1.29425,0.08207,-0.26361,-0.00066,-0.00011,-0.00072,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8550,0.00011,0.01336,0.46276,1.00000,0.00008,0.00083,0.00012,0.00868,0.00977,0.30152,0.30051,0.00165,0.01314,2,0.03483,-0.00043,-0.04874,-0.54809,1.09032,-0.54372,0.04510,-0.00022,-0.04900,-0.54805,1.09067,-0.54411,0.04530,-0.00282,-0.00000,-0.00289,-0.00000,-0.00056,-0.01004,0.00932,-1.29618,0.08201,-0.26448,-0.00038,-0.00565,0.00714,-1.29412,0.08210,-0.26770,-0.00066,-0.00011,-0.00073,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8600,0.00011,0.01353,0.46276,1.00000,0.00008,0.00083,0.00013,0.00868,0.00990,0.30152,0.30051,0.00165,0.01328,2,0.03483,-0.00044,-0.04936,-0.54801,1.09016,-0.54364,0.04566,-0.00023,-0.04963,-0.54797,1.09051,-0.54404,0.04587,-0.00282,-0.00000,-0.00289,-0.00000,-0.00056,-0.01013,0.00939,-1.29608,0.08205,-0.26861,-0.00038,-0.00577,0.00717,-1.29398,0.08214,-0.27182,-0.00066,-0.00011,-0.00073,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8650,0.00011,0.01370,0.46276,1.00000,0.00008,0.00083,0.00013,0.00868,0.01003,0.30152,0.30051,0.00166,0.01342,2,0.03483,-0.00044,-0.04999,-0.54794,1.09000,-0.54356,0.04624,-0.00024,-0.05025,-0.54789,1.09036,-0.54396,0.04644,-0.00282,-0.00000,-0.00289,-0.00000,-0.00057,-0.01022,0.00945,-1.29598,0.08208,-0.27276,-0.00039,-0.00589,0.00720,-1.29385,0.08217,-0.27596,-0.00067,-0.00011,-0.00074,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8700,0.00012,0.01388,0.46276,1.00000,0.00008,0.00083,0.00013,0.00868,0.01016,0.30152,0.30051,0.00166,0.01357,2,0.03483,-0.00045,-0.05062,-0.54786,1.08984,-0.54348,0.04681,-0.00025,-0.05089,-0.54781,1.09020,-0.54388,0.04701,-0.00282,-0.00000,-0.00290,-0.00000,-0.00057,-0.01032,0.00952,-1.29587,0.08211,-0.27694,-0.00039,-0.00601,0.00723,-1.29371,0.08221,-0.28012,-0.00067,-0.00011,-0.00074,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8750,0.00012,0.01405,0.46276,1.00000,0.00008,0.00083,0.00014,0.00868,0.01029,0.30152,0.30051,0.00166,0.01372,2,0.03483,-0.00046,-0.05126,-0.54778,1.08968,-0.54340,0.04739,-0.00025,-0.05152,-0.54773,1.09003,-0.54381,0.04759,-0.00283,-0.00000,-0.00290,-0.00000,-0.00058,-0.01041,0.00959,-1.29577,0.08214,-0.28114,-0.00040,-0.00613,0.00727,-1.29356,0.08224,-0.28431,-0.00067,-0.00011,-0.00074,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8800,0.00012,0.01423,0.46276,1.00000,0.00008,0.00083,0.00014,0.00868,0.01042,0.30152,0.30051,0.00166,0.01386,2,0.03483,-0.00047,-0.05190,-0.54770,1.08951,-0.54332,0.04797,-0.00026,-0.05216,-0.54764,1.08987,-0.54373,0.04817,-0.00283,-0.00000,-0.00290,-0.00000,-0.00058,-0.01050,0.00966,-1.29566,0.08218,-0.28536,-0.00040,-0.00625,0.00730,-1.29342,0.08228,-0.28852,-0.00068,-0.00011,-0.00075,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8850,0.00012,0.01441,0.46276,1.00000,0.00008,0.00083,0.00014,0.00868,0.01055,0.30152,0.30051,0.00166,0.01401,2,0.03483,-0.00047,-0.05254,-0.54762,1.08934,-0.54323,0.04855,-0.00027,-0.05280,-0.54756,1.08970,-0.54364,0.04876,-0.00283,-0.00000,-0.00291,-0.00000,-0.00059,-0.01059,0.00973,-1.29554,0.08221,-0.28961,-0.00040,-0.00636,0.00733,-1.29327,0.08231,-0.29275,-0.00068,-0.00011,-0.00075,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8900,0.00012,0.01459,0.46276,1.00000,0.00008,0.00083,0.00014,0.00868,0.01068,0.30152,0.30051,0.00167,0.01416,2,0.03483,-0.00048,-0.05318,-0.54754,1.08917,-0.54314,0.04914,-0.00027,-0.05345,-0.54747,1.08953,-0.54356,0.04934,-0.00283,-0.00000,-0.00291,-0.00000,-0.00059,-0.01068,0.00979,-1.29543,0.08225,-0.29388,-0.00041,-0.00648,0.00736,-1.29311,0.08235,-0.29701,-0.00069,-0.00011,-0.00076,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8950,0.00012,0.01476,0.46276,1.00000,0.00008,0.00083,0.00015,0.00868,0.01081,0.30152,0.30051,0.00167,0.01430,2,0.03483,-0.00049,-0.05383,-0.54745,1.08900,-0.54306,0.04973,-0.00028,-0.05409,-0.54738,1.08935,-0.54348,0.04993,-0.00284,-0.00000,-0.00291,-0.00000,-0.00060,-0.01077,0.00986,-1.29531,0.08228,-0.29817,-0.00041,-0.00660,0.00739,-1.29296,0.08239,-0.30129,-0.00069,-0.00011,-0.00076,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9000,0.00013,0.01494,0.46276,1.00000,0.00008,0.00084,0.00015,0.00868,0.01094,0.30152,0.30051,0.00167,0.01445,2,0.03483,-0.00049,-0.05449,-0.54737,1.08882,-0.54297,0.05032,-0.00029,-0.05475,-0.54729,1.08917,-0.54339,0.05052,-0.00284,-0.00000,-0.00292,-0.00000,-0.00060,-0.01086,0.00993,-1.29519,0.08232,-0.30249,-0.00042,-0.00672,0.00743,-1.29280,0.08243,-0.30559,-0.00069,-0.00011,-0.00076,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9050,0.00013,0.01513,0.46276,1.00000,0.00008,0.00084,0.00015,0.00868,0.01108,0.30152,0.30051,0.00167,0.01460,2,0.03483,-0.00050,-0.05514,-0.54728,1.08864,-0.54288,0.05092,-0.00030,-0.05540,-0.54720,1.08899,-0.54331,0.05112,-0.00284,-0.00000,-0.00292,-0.00000,-0.00061,-0.01095,0.01001,-1.29506,0.08235,-0.30683,-0.00042,-0.00683,0.00746,-1.29263,0.08247,-0.30992,-0.00070,-0.00011,-0.00077,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9100,0.00013,0.01531,0.46276,1.00000,0.00008,0.00084,0.00016,0.00868,0.01121,0.30152,0.30051,0.00167,0.01475,2,0.03483,-0.00051,-0.05580,-0.54719,1.08845,-0.54278,0.05152,-0.00030,-0.05606,-0.54710,1.08880,-0.54322,0.05172,-0.00285,-0.00000,-0.00292,-0.00000,-0.00061,-0.01104,0.01008,-1.29493,0.08239,-0.31120,-0.00043,-0.00695,0.00749,-1.29246,0.08251,-0.31427,-0.00070,-0.00011,-0.00077,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9150,0.00013,0.01549,0.46276,1.00000,0.00008,0.00084,0.00016,0.00868,0.01135,0.30152,0.30051,0.00168,0.01490,2,0.03483,-0.00052,-0.05646,-0.54710,1.08827,-0.54269,0.05212,-0.00031,-0.05672,-0.54701,1.08862,-0.54313,0.05232,-0.00285,-0.00000,-0.00293,-0.00000,-0.00062,-0.01112,0.01015,-1.29480,0.08243,-0.31558,-0.00043,-0.00707,0.00753,-1.29229,0.08254,-0.31864,-0.00071,-0.00011,-0.00078,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9200,0.00013,0.01567,0.46276,1.00000,0.00008,0.00084,0.00016,0.00868,0.01148,0.30153,0.30051,0.00168,0.01505,2,0.03483,-0.00052,-0.05712,-0.54700,1.08807,-0.54259,0.05272,-0.00032,-0.05738,-0.54691,1.08843,-0.54304,0.05292,-0.00285,-0.00000,-0.00293,-0.00000,-0.00062,-0.01121,0.01022,-1.29467,0.08247,-0.31999,-0.00044,-0.00718,0.00756,-1.29212,0.08259,-0.32304,-0.00071,-0.00011,-0.00078,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9250,0.00013,0.01586,0.46276,1.00000,0.00008,0.00084,0.00017,0.00868,0.01162,0.30153,0.30051,0.00168,0.01520,2,0.03483,-0.00053,-0.05779,-0.54691,1.08788,-0.54249,0.05333,-0.00033,-0.05805,-0.54681,1.08823,-0.54294,0.05353,-0.00286,-0.00000,-0.00293,-0.00000,-0.00063,-0.01130,0.01029,-1.29453,0.08251,-0.32442,-0.00044,-0.00730,0.00760,-1.29194,0.08263,-0.32745,-0.00072,-0.00011,-0.00079,-0.00012,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9300,0.00014,0.01605,0.46276,1.00000,0.00007,0.00084,0.00017,0.00868,0.01176,0.30153,0.30051,0.00168,0.01536,2,0.03483,-0.00054,-0.05846,-0.54681,1.08768,-0.54240,0.05394,-0.00033,-0.05872,-0.54671,1.08803,-0.54285,0.05414,-0.00286,-0.00000,-0.00294,-0.00000,-0.00063,-0.01138,0.01037,-1.29438,0.08254,-0.32888,-0.00044,-0.00742,0.00763,-1.29176,0.08267,-0.33189,-0.00072,-0.00011,-0.00079,-0.00012,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9350,0.00014,0.01623,0.46276,1.00000,0.00007,0.00084,0.00017,0.00868,0.01189,0.30153,0.30051,0.00168,0.01551,2,0.03483,-0.00055,-0.05914,-0.54672,1.08748,-0.54229,0.05455,-0.00034,-0.05940,-0.54660,1.08783,-0.54275,0.05475,-0.00286,-0.00000,-0.00294,-0.00000,-0.00064,-0.01147,0.01044,-1.29424,0.08258,-0.33336,-0.00045,-0.00753,0.00767,-1.29157,0.08271,-0.33635,-0.00072,-0.00011,-0.00080,-0.00012,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
