t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint,xi_x,xi_y,xi_ref_x,xi_ref_y,zmp_ref_x,zmp_ref_y,zmp_cmd_x,zmp_cmd_y,zmp_clamp,dcm_err,support,step,share_l,share_r,swing_tgt_x,swing_tgt_y,swing_tgt_z,ankle_roll_l,ankle_roll_r,push_fx,push_fy
8.6500,-0.00210,0.12751,0.47828,1.00000,-0.00120,0.00040,0.00028,0.00490,0.11434,0.32556,0.32501,0.00250,0.13435,1,0.03734,0.00250,0.034730,-0.00060,-0.0357,-0.0003,-0.0049,-0.8929,-0.0126,-0.2501,0.7268,0,0.04900,0.01900,0.1534,0.0000,0.015091,0.152670,-0.0313,-5.6592,62.0956,-0.0572,-5.7388,62.3834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.009824,0.005978,62.0749,0.010093,0.006344,62.3834,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00375,-0.10332,-0.38023,0.72708,-0.34701,0.10187,0.01983,-0.14645,-0.38647,0.74834,-0.34861,0.15701,0.00067,0.00061,-0.00729,0.00032,-0.12568,2.95938,0.86424,-1.30847,0.65449,-0.11825,0.05204,-0.42467,-0.65779,0.58152,0.01099,0.02370,0.05125,0.00820,0.06120,0.00746,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004477,0.134211,0.004187,0.134348,0.004187,0.144328,0.005059,0.143917,0.000000,0.000321,1.000000,13.000000,1.000000,0.000000,0.004694,0.034698,0.038971,0.100111,0.156075,0.000000,0.000000
8.6550,-0.00218,0.12808,0.47826,1.00000,-0.00116,0.00034,0.00030,0.00488,0.11487,0.32555,0.32501,0.00240,0.13407,1,0.03785,0.00240,0.034727,-0.00058,-0.0357,-0.0003,-0.0037,-0.8758,-0.0161,-0.2604,0.8164,0,0.04900,0.01900,0.1503,0.0000,0.014845,0.152358,-0.0235,-5.5506,62.0739,-0.0620,-5.6256,62.3833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.009326,0.005652,62.0519,0.009848,0.006019,62.3833,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00391,-0.10534,-0.37985,0.72578,-0.34588,0.10362,0.02020,-0.14834,-0.39326,0.76010,-0.34862,0.15769,0.00112,0.00073,-0.00650,0.00041,-0.11987,2.98356,0.83106,-1.32545,0.62084,-0.10129,0.05225,-0.41772,-0.67882,0.63882,0.01080,0.01622,0.05108,0.00828,0.06149,0.00746,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004460,0.133922,0.004187,0.134070,0.004187,0.144328,0.005007,0.143882,0.000000,0.000311,1.000000,13.000000,1.000000,0.000000,0.004689,0.034917,0.039697,0.101869,0.157013,0.000000,0.000000
8.6600,-0.00227,0.12861,0.47823,1.00000,-0.00111,0.00028,0.00032,0.00487,0.11538,0.32554,0.32501,0.00231,0.13378,1,0.03843,0.00231,0.034724,-0.00056,-0.0356,-0.0003,-0.0024,-0.8594,-0.0190,-0.2680,0.8852,0,0.04900,0.01900,0.1474,0.0000,0.014370,0.152035,-0.0153,-5.4471,62.0553,-0.0653,-5.5163,62.3820,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.008631,0.005333,62.0327,0.009374,0.005682,62.3820,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00406,-0.10726,-0.37963,0.72473,-0.34486,0.10536,0.02060,-0.15009,-0.40102,0.77352,-0.34867,0.15812,0.00162,0.00085,-0.00563,0.00050,-0.11062,3.00681,0.78564,-1.35457,0.57425,-0.08513,0.05133,-0.41103,-0.69347,0.69277,0.01072,0.00912,0.04999,0.00823,0.06073,0.00731,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004442,0.133626,0.004187,0.133785,0.004187,0.144328,0.004952,0.143851,0.000000,0.000301,1.000000,13.000000,1.000000,0.000000,0.004682,0.035153,0.040468,0.103623,0.157690,0.000000,0.000000
8.6650,-0.00238,0.12911,0.47820,1.00000,-0.00107,0.00022,0.00034,0.00486,0.11587,0.32553,0.32501,0.00222,0.13349,1,0.03907,0.00222,0.034721,-0.00055,-0.0355,-0.0003,-0.0011,-0.8439,-0.0215,-0.2735,0.9321,0,0.04900,0.01900,0.1446,0.0000,0.013698,0.151719,-0.0068,-5.3485,62.0398,-0.0669,-5.4113,62.3793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.007774,0.005035,62.0172,0.008703,0.005351,62.3793,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00421,-0.10907,-0.37958,0.72395,-0.34395,0.10707,0.02104,-0.15172,-0.40970,0.78846,-0.34875,0.15831,0.00216,0.00098,-0.00471,0.00060,-0.09857,3.02818,0.73032,-1.39382,0.51701,-0.07067,0.04934,-0.40437,-0.70211,0.74232,0.01078,0.00239,0.04813,0.00805,0.05903,0.00704,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004423,0.133323,0.004187,0.133491,0.004187,0.144328,0.004896,0.143824,0.000000,0.000290,1.000000,13.000000,1.000000,0.000000,0.004675,0.035406,0.041276,0.105359,0.158119,0.000000,0.000000
8.6700,-0.00249,0.12958,0.47815,1.00000,-0.00103,0.00015,0.00037,0.00485,0.11633,0.32553,0.32501,0.00214,0.13319,1,0.03977,0.00214,0.034719,-0.00053,-0.0354,-0.0003,0.0003,-0.8291,-0.0234,-0.2772,0.9572,0,0.04900,0.01900,0.1419,0.0000,0.012863,0.151425,0.0018,-5.2550,62.0276,-0.0668,-5.3109,62.3749,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.006792,0.004770,62.0053,0.007869,0.005042,62.3749,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00436,-0.11078,-0.37970,0.72346,-0.34318,0.10873,0.02153,-0.15322,-0.41922,0.80479,-0.34885,0.15829,0.00275,0.00112,-0.00374,0.00070,-0.08440,3.04696,0.66756,-1.44108,0.45154,-0.05862,0.04637,-0.39758,-0.70529,0.78660,0.01097,-0.00397,0.04563,0.00777,0.05652,0.00666,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004404,0.133014,0.004187,0.133189,0.004187,0.144328,0.004839,0.143802,0.000000,0.000279,1.000000,13.000000,1.000000,0.000000,0.004668,0.035674,0.042116,0.107066,0.158314,0.000000,0.000000
8.6750,-0.00261,0.13002,0.47810,1.00000,-0.00098,0.00009,0.00039,0.00484,0.11678,0.32552,0.32501,0.00205,0.13288,1,0.04053,0.00205,0.034716,-0.00052,-0.0352,-0.0003,0.0016,-0.8151,-0.0248,-0.2796,0.9611,0,0.04900,0.01900,0.1394,0.0000,0.011900,0.151165,0.0103,-5.1663,62.0186,-0.0648,-5.2153,62.3683,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.005721,0.004545,61.9969,0.006907,0.004766,62.3683,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00450,-0.11238,-0.37999,0.72327,-0.34255,0.11034,0.02205,-0.15459,-0.42947,0.82234,-0.34896,0.15805,0.00336,0.00127,-0.00273,0.00081,-0.06879,3.06266,0.59978,-1.49430,0.38022,-0.04943,0.04258,-0.39057,-0.70361,0.82495,0.01130,-0.00998,0.04262,0.00740,0.05335,0.00619,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004385,0.132697,0.004187,0.132879,0.004187,0.144328,0.004782,0.143784,0.000000,0.000269,1.000000,13.000000,1.000000,0.000000,0.004661,0.035957,0.042981,0.108730,0.158288,0.000000,0.000000
8.6800,-0.00273,0.13043,0.47803,1.00000,-0.00094,0.00003,0.00041,0.00482,0.11720,0.32551,0.32501,0.00197,0.13256,1,0.04133,0.00197,0.034713,-0.00050,-0.0351,-0.0003,0.0029,-0.8019,-0.0257,-0.2807,0.9451,0,0.04900,0.01900,0.1370,0.0000,0.010846,0.150947,0.0186,-5.0825,62.0127,-0.0612,-5.1248,62.3592,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.004595,0.004367,61.9919,0.005855,0.004531,62.3592,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00463,-0.11389,-0.38047,0.72339,-0.34208,0.11188,0.02261,-0.15583,-0.44036,0.84091,-0.34908,0.15762,0.00401,0.00141,-0.00169,0.00092,-0.05235,3.07500,0.52922,-1.55158,0.30527,-0.04333,0.03807,-0.38327,-0.69771,0.85690,0.01174,-0.01564,0.03924,0.00695,0.04967,0.00565,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004366,0.132374,0.004187,0.132560,0.004187,0.144328,0.004726,0.143770,0.000000,0.000259,1.000000,13.000000,1.000000,0.000000,0.004653,0.036254,0.043864,0.110338,0.158052,0.000000,0.000000
8.6850,-0.00286,0.13080,0.47796,1.00000,-0.00090,-0.00002,0.00043,0.00481,0.11761,0.32550,0.32501,0.00188,0.13223,1,0.04218,0.00188,0.034711,-0.00048,-0.0351,-0.0003,0.0042,-0.7894,-0.0261,-0.2808,0.9109,0,0.04900,0.01900,0.1348,0.0000,0.009734,0.150777,0.0266,-5.0033,62.0102,-0.0559,-5.0398,62.3474,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.003445,0.004235,61.9903,0.004744,0.004344,62.3474,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00475,-0.11529,-0.38113,0.72381,-0.34175,0.11334,0.02320,-0.15694,-0.45178,0.86033,-0.34920,0.15700,0.00467,0.00156,-0.00063,0.00102,-0.03565,3.08390,0.45786,-1.61124,0.22870,-0.04038,0.03301,-0.37568,-0.68821,0.88217,0.01224,-0.02095,0.03562,0.00645,0.04561,0.00507,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004348,0.132043,0.004187,0.132232,0.004187,0.144328,0.004672,0.143760,0.000000,0.000249,1.000000,13.000000,1.000000,0.000000,0.004644,0.036564,0.044758,0.111880,0.157620,0.000000,0.000000
8.6900,-0.00299,0.13115,0.47788,1.00000,-0.00086,-0.00007,0.00045,0.00480,0.11799,0.32549,0.32501,0.00180,0.13190,1,0.04306,0.00180,0.034708,-0.00045,-0.0353,-0.0003,0.0054,-0.7776,-0.0260,-0.2800,0.8607,0,0.04900,0.01900,0.1327,0.0000,0.008593,0.150655,0.0342,-4.9286,62.0108,-0.0493,-4.9602,62.3329,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.002295,0.004150,61.9919,0.003604,0.004205,62.3329,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00485,-0.11660,-0.38195,0.72453,-0.34158,0.11472,0.02382,-0.15793,-0.46362,0.88039,-0.34931,0.15621,0.00535,0.00171,0.00044,0.00113,-0.01913,3.08943,0.38739,-1.67188,0.15223,-0.04048,0.02750,-0.36779,-0.67566,0.90066,0.01277,-0.02594,0.03185,0.00589,0.04130,0.00445,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004331,0.131704,0.004187,0.131895,0.004187,0.144328,0.004620,0.143754,0.000000,0.000240,1.000000,13.000000,1.000000,0.000000,0.004636,0.036886,0.045655,0.113343,0.157002,0.000000,0.000000
8.6950,-0.00313,0.13147,0.47780,1.00000,-0.00082,-0.00012,0.00047,0.00479,0.11836,0.32548,0.32501,0.00173,0.13155,1,0.04398,0.00173,0.034706,-0.00041,-0.0356,-0.0003,0.0065,-0.7665,-0.0254,-0.2783,0.7969,0,0.04900,0.01900,0.1307,0.0000,0.007449,0.150582,0.0411,-4.8583,62.0145,-0.0414,-4.8863,62.3160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.001168,0.004108,61.9966,0.002462,0.004114,62.3160,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00494,-0.11780,-0.38294,0.72554,-0.34157,0.11600,0.02444,-0.15878,-0.47576,0.90090,-0.34942,0.15526,0.00603,0.00185,0.00151,0.00124,-0.00316,3.09177,0.31913,-1.73239,0.07727,-0.04338,0.02167,-0.35962,-0.66056,0.91239,0.01327,-0.03060,0.02803,0.00531,0.03685,0.00382,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004315,0.131357,0.004187,0.131549,0.004187,0.144328,0.004571,0.143752,0.000000,0.000231,1.000000,13.000000,1.000000,0.000000,0.004627,0.037221,0.046549,0.114720,0.156212,0.000000,0.000000
8.7000,-0.00327,0.13176,0.47770,1.00000,-0.00079,-0.00015,0.00048,0.00477,0.11870,0.32548,0.32501,0.00165,0.13119,1,0.04492,0.00165,0.034704,-0.00037,-0.0361,-0.0003,0.0075,-0.7561,-0.0244,-0.2757,0.7217,0,0.04900,0.01900,0.1289,0.0000,0.006323,0.150554,0.0474,-4.7922,62.0212,-0.0326,-4.8180,62.2968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.000078,0.004106,62.0044,0.001336,0.004069,62.2968,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00501,-0.11892,-0.38407,0.72681,-0.34170,0.11718,0.02507,-0.15950,-0.48809,0.92166,-0.34951,0.15415,0.00672,0.00199,0.00257,0.00135,0.01201,3.09119,0.25411,-1.79190,0.00491,-0.04879,0.01562,-0.35121,-0.64330,0.91751,0.01370,-0.03496,0.02422,0.00470,0.03234,0.00318,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004299,0.131001,0.004187,0.131193,0.004187,0.144328,0.004525,0.143752,0.000000,0.000223,1.000000,13.000000,1.000000,0.000000,0.004618,0.037567,0.047432,0.116002,0.155259,0.000000,0.000000
8.7050,-0.00340,0.13202,0.47760,1.00000,-0.00075,-0.00019,0.00049,0.00476,0.11903,0.32547,0.32501,0.00158,0.13083,1,0.04588,0.00158,0.034702,-0.00032,-0.0368,-0.0003,0.0083,-0.7463,-0.0229,-0.2723,0.6378,0,0.04900,0.01900,0.1273,0.0000,0.005230,0.150568,0.0529,-4.7301,62.0308,-0.0232,-4.7550,62.2759,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.000962,0.004138,62.0148,0.000245,0.004066,62.2759,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00506,-0.11993,-0.38534,0.72834,-0.34196,0.11826,0.02570,-0.16009,-0.50052,0.94250,-0.34959,0.15291,0.00740,0.00213,0.00360,0.00145,0.02618,3.08802,0.19306,-1.84983,-0.06402,-0.05636,0.00942,-0.34259,-0.62421,0.91625,0.01403,-0.03901,0.02048,0.00408,0.02785,0.00254,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004285,0.130636,0.004187,0.130827,0.004187,0.144328,0.004483,0.143753,0.000000,0.000216,1.000000,13.000000,1.000000,0.000000,0.004608,0.037924,0.048296,0.117183,0.154154,0.000000,0.000000
8.7100,-0.00354,0.13226,0.47750,1.00000,-0.00072,-0.00021,0.00050,0.00475,0.11934,0.32546,0.32501,0.00150,0.13045,1,0.04684,0.00150,0.034701,-0.00027,-0.0377,-0.0003,0.0091,-0.7371,-0.0210,-0.2681,0.5472,0,0.04900,0.01900,0.1258,0.0000,0.004184,0.150619,0.0577,-4.6719,62.0429,-0.0133,-4.6973,62.2538,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.001943,0.004200,62.0277,-0.000801,0.004099,62.2538,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00510,-0.12085,-0.38673,0.73009,-0.34235,0.11923,0.02630,-0.16054,-0.51292,0.96323,-0.34966,0.15153,0.00807,0.00226,0.00462,0.00154,0.03926,3.08260,0.13645,-1.90574,-0.12895,-0.06569,0.00315,-0.33381,-0.60354,0.90895,0.01421,-0.04278,0.01684,0.00346,0.02343,0.00192,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004273,0.130261,0.004187,0.130451,0.004187,0.144328,0.004446,0.143757,0.000000,0.000209,1.000000,13.000000,1.000000,0.000000,0.004598,0.038290,0.049137,0.118258,0.152908,0.000000,0.000000
8.7150,-0.00367,0.13246,0.47739,1.00000,-0.00068,-0.00023,0.00050,0.00473,0.11962,0.32545,0.32501,0.00143,0.13006,1,0.04781,0.00143,0.034700,-0.00022,-0.0387,-0.0003,0.0097,-0.7285,-0.0187,-0.2631,0.4522,0,0.04900,0.01900,0.1244,0.0000,0.003191,0.150701,0.0617,-4.6175,62.0572,-0.0033,-4.6446,62.2310,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.002862,0.004286,62.0428,-0.001793,0.004163,62.2310,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00512,-0.12168,-0.38821,0.73202,-0.34285,0.12008,0.02687,-0.16085,-0.52521,0.98368,-0.34972,0.15003,0.00873,0.00238,0.00560,0.00163,0.05120,3.07529,0.08456,-1.95937,-0.18951,-0.07642,-0.00314,-0.32492,-0.58148,0.89595,0.01422,-0.04627,0.01332,0.00284,0.01913,0.00131,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004262,0.129876,0.004187,0.130065,0.004187,0.144328,0.004412,0.143761,0.000000,0.000203,1.000000,13.000000,1.000000,0.000000,0.004588,0.038666,0.049945,0.119226,0.151531,0.000000,0.000000
8.7200,-0.00380,0.13265,0.47727,1.00000,-0.00065,-0.00024,0.00050,0.00472,0.11989,0.32545,0.32501,0.00137,0.12967,1,0.04876,0.00137,0.034699,-0.00016,-0.0398,-0.0003,0.0102,-0.7205,-0.0161,-0.2574,0.3546,0,0.04900,0.01900,0.1232,0.0000,0.002259,0.150808,0.0649,-4.5666,62.0735,0.0067,-4.5966,62.2081,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.003714,0.004390,62.0597,-0.002724,0.004254,62.2081,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00513,-0.12242,-0.38978,0.73411,-0.34345,0.12083,0.02741,-0.16102,-0.53729,1.00371,-0.34977,0.14842,0.00937,0.00250,0.00654,0.00172,0.06200,3.06645,0.03748,-2.01058,-0.24546,-0.08815,-0.00941,-0.31596,-0.55817,0.87765,0.01402,-0.04949,0.00995,0.00222,0.01498,0.00073,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004252,0.129480,0.004187,0.129668,0.004187,0.144328,0.004382,0.143766,0.000000,0.000198,1.000000,13.000000,1.000000,0.000000,0.004578,0.039050,0.050715,0.120083,0.150032,0.000000,0.000000
8.7250,-0.00393,0.13281,0.47716,1.00000,-0.00062,-0.00025,0.00050,0.00471,0.12015,0.32544,0.32501,0.00130,0.12926,1,0.04970,0.00130,0.034698,-0.00011,-0.0409,-0.0003,0.0106,-0.7130,-0.0133,-0.2510,0.2561,0,0.04900,0.01900,0.1220,0.0000,0.001390,0.150934,0.0673,-4.5193,62.0914,0.0164,-4.5530,62.1858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.004500,0.004507,62.0781,-0.003593,0.004364,62.1858,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00512,-0.12307,-0.39139,0.73631,-0.34413,0.12147,0.02789,-0.16104,-0.54907,1.02316,-0.34983,0.14670,0.00998,0.00260,0.00744,0.00179,0.07168,3.05641,-0.00479,-2.05929,-0.29673,-0.10055,-0.01561,-0.30698,-0.53374,0.85449,0.01362,-0.05247,0.00673,0.00161,0.01100,0.00016,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004243,0.129074,0.004187,0.129259,0.004187,0.144328,0.004357,0.143770,0.000000,0.000194,1.000000,13.000000,1.000000,0.000000,0.004567,0.039441,0.051441,0.120830,0.148419,0.000000,0.000000
8.7300,-0.00405,0.13294,0.47705,1.00000,-0.00059,-0.00025,0.00050,0.00470,0.12038,0.32543,0.32501,0.00124,0.12884,1,0.05062,0.00124,0.034698,-0.00005,-0.0421,-0.0003,0.0109,-0.7061,-0.0103,-0.2441,0.1582,0,0.04900,0.01900,0.1210,0.0000,0.000586,0.151075,0.0690,-4.4753,62.1103,0.0257,-4.5134,62.1644,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.005219,0.004633,62.0974,-0.004397,0.004489,62.1644,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00510,-0.12363,-0.39304,0.73860,-0.34486,0.12200,0.02832,-0.16091,-0.56046,1.04191,-0.34988,0.14489,0.01057,0.00270,0.00830,0.00186,0.08030,3.04551,-0.04236,-2.10547,-0.34331,-0.11328,-0.02172,-0.29803,-0.50827,0.82688,0.01299,-0.05521,0.00366,0.00102,0.00719,-0.00037,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004236,0.128656,0.004187,0.128840,0.004187,0.144328,0.004335,0.143775,0.000000,0.000191,1.000000,13.000000,1.000000,0.000000,0.004557,0.039840,0.052117,0.121468,0.146703,0.000000,0.000000
8.7350,-0.00416,0.13305,0.47694,1.00000,-0.00056,-0.00024,0.00049,0.00468,0.12060,0.32542,0.32501,0.00118,0.12841,1,0.05150,0.00118,0.034698,-0.00001,-0.0433,-0.0003,0.0111,-0.6997,-0.0072,-0.2368,0.0621,0,0.04900,0.01900,0.1201,0.0000,-0.000154,0.151225,0.0701,-4.4347,62.1300,0.0343,-4.4777,62.1445,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.005872,0.004763,62.1173,-0.005135,0.004624,62.1445,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00507,-0.12410,-0.39470,0.74092,-0.34564,0.12242,0.02868,-0.16063,-0.57140,1.05982,-0.34995,0.14299,0.01113,0.00278,0.00910,0.00193,0.08792,3.03405,-0.07538,-2.14912,-0.38528,-0.12603,-0.02769,-0.28918,-0.48184,0.79528,0.01213,-0.05773,0.00075,0.00044,0.00357,-0.00088,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004230,0.128226,0.004187,0.128408,0.004187,0.144328,0.004317,0.143779,0.000000,0.000188,1.000000,13.000000,1.000000,0.000000,0.004546,0.040245,0.052737,0.121998,0.144890,0.000000,0.000000
8.7400,-0.00427,0.13314,0.47683,1.00000,-0.00053,-0.00023,0.00048,0.00467,0.12080,0.32542,0.32501,0.00112,0.12797,1,0.05234,0.00112,0.034698,0.00003,-0.0444,-0.0003,0.0111,-0.6938,-0.0041,-0.2293,-0.0312,0,0.04900,0.01900,0.1193,0.0000,-0.000828,0.151379,0.0705,-4.3973,62.1499,0.0424,-4.4454,62.1264,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.006462,0.004892,62.1374,-0.005810,0.004763,62.1264,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00502,-0.12448,-0.39635,0.74325,-0.34644,0.12274,0.02897,-0.16020,-0.58180,1.07678,-0.35003,0.14101,0.01165,0.00285,0.00985,0.00198,0.09461,3.02230,-0.10407,-2.19026,-0.42275,-0.13854,-0.03351,-0.28048,-0.45453,0.76012,0.01104,-0.06004,-0.00202,-0.00013,0.00013,-0.00136,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004225,0.127783,0.004187,0.127965,0.004187,0.144328,0.004303,0.143783,0.000000,0.000186,1.000000,13.000000,1.000000,0.000000,0.004535,0.040656,0.053296,0.122423,0.142989,0.000000,0.000000
8.7450,-0.00437,0.13320,0.47673,1.00000,-0.00051,-0.00022,0.00047,0.00466,0.12098,0.32541,0.32501,0.00107,0.12751,1,0.05314,0.00107,0.034698,0.00007,-0.0454,-0.0003,0.0111,-0.6884,-0.0010,-0.2217,-0.1210,0,0.04900,0.01900,0.1185,0.0000,-0.001440,0.151533,0.0704,-4.3632,62.1696,0.0497,-4.4165,62.1105,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-0.006991,0.005017,62.1571,-0.006421,0.004902,62.1105,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,-0.00497,-0.12478,-0.39796,0.74554,-0.34725,0.12297,0.02918,-0.15961,-0.59159,1.09268,-0.35013,0.13895,0.01214,0.00292,0.01054,0.00203,0.10044,3.01053,-0.12863,-2.22890,-0.45587,-0.15056,-0.03915,-0.27197,-0.42642,0.72182,0.00973,-0.06215,-0.00464,-0.00067,-0.00312,-0.00181,6.000,14.000,6.000,14.000,6.000,6.000,6.000,14.000,6.000,14.000,6.000,6.000,6.000,6.000,6.000,6.000,0.004222,0.127329,0.004187,0.127509,0.004187,0.144328,0.004291,0.143785,0.000000,0.000184,1.000000,13.000000,1.000000,0.000000,0.004524,0.041071,0.053791,0.122745,0.141007,0.000000,0.000000
