t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_pitch_joint,tau_left_hip_roll_joint,tau_left_hip_yaw_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_pitch_joint,tau_right_hip_roll_joint,tau_right_hip_yaw_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_pitch_joint,lim_left_hip_roll_joint,lim_left_hip_yaw_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_pitch_joint,lim_right_hip_roll_joint,lim_right_hip_yaw_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0800,-0.00215,-0.00127,0.74820,0.99998,-0.00464,0.00243,0.00220,0.03545,0.00034,0.68166,0.68452,0.00899,0.00007,2,0.03453,0.00899,1,0.08500,0.03000,0.9738,0.7818,0.119345,0.095446,-80.6670,-100.8477,148.4023,-81.4834,18.6682,143.0737,62.5415,72.8713,153.3248,69.7623,-33.9839,165.4249,0.085007,-0.030007,150.0005,0.085020,-0.030103,143.0737,-0.024638,-0.030007,150.0005,-0.085075,-0.025113,165.4249,-0.36274,0.05308,0.07099,0.76223,-0.39936,0.01981,-0.34618,0.05477,0.08297,0.73309,-0.40925,0.03358,-0.02467,0.02973,-0.00255,0.06155,-33.92152,-25.36186,16.82955,-27.88583,10.98061,1.87950,34.88496,31.60924,-22.38005,-0.08183,-4.32269,7.54433,1.23458,-0.39031,-4.64120,4.36634,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0810,-0.00218,-0.00130,0.74813,0.99998,-0.00483,0.00245,0.00261,0.03546,0.00035,0.68159,0.68452,0.00937,0.00007,2,0.03455,0.00937,1,0.08500,0.03000,0.9699,0.7908,0.119517,0.095359,-80.5035,-100.8719,148.4747,-81.1374,19.1326,143.2429,63.2314,74.6190,153.5432,70.0244,-34.3142,164.3455,0.085007,-0.030007,150.0005,0.085017,-0.030098,143.2429,-0.061343,-0.030007,150.0005,-0.085075,-0.025121,164.3455,-0.36345,0.05403,0.07262,0.76298,-0.40015,0.01885,-0.34624,0.05658,0.08474,0.73362,-0.40956,0.03550,-0.02575,0.03078,-0.00229,0.06496,-33.92152,-25.36186,16.82955,-27.88583,10.98061,1.87950,34.88496,31.60924,-22.38005,-0.08183,-4.32269,7.54433,1.23458,-0.39031,-4.64120,4.36634,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0820,-0.00220,-0.00134,0.74806,0.99998,-0.00502,0.00247,0.00302,0.03546,0.00037,0.68152,0.68452,0.00976,0.00007,2,0.03458,0.00976,0,0.08500,0.03000,0.9671,0.7993,0.119705,0.095257,-80.3575,-100.8927,148.5397,-80.9376,19.4917,143.4705,63.8680,76.3772,153.7648,70.2364,-34.5942,163.2597,0.085007,-0.030007,150.0005,0.085014,-0.030092,143.4705,-0.078209,-0.030007,150.0005,-0.085074,-0.025129,163.2597,-0.36414,0.05486,0.07390,0.76366,-0.40101,0.01807,-0.34630,0.05823,0.08633,0.73418,-0.40972,0.03727,-0.02684,0.03184,-0.00205,0.06846,-26.27655,67.76229,-37.72182,-24.35238,12.87770,7.46583,29.19935,-65.53787,30.21007,1.52848,-2.84229,1.57832,2.12556,-0.09755,-5.20597,4.57739,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0830,-0.00223,-0.00137,0.74798,0.99998,-0.00520,0.00249,0.00343,0.03547,0.00038,0.68145,0.68452,0.01014,0.00007,2,0.03461,0.01014,0,0.08500,0.03000,0.8278,0.8251,0.119896,0.095187,-80.2621,-100.9220,148.5713,-58.1602,-49.3074,153.5251,63.9711,76.1972,153.8858,54.7931,56.9777,159.6726,0.085007,-0.030007,150.0005,0.085010,-0.030087,153.5251,-0.031174,-0.030007,150.0005,-0.085074,-0.022800,159.6726,-0.36482,0.05557,0.07484,0.76429,-0.40192,0.01743,-0.34634,0.05974,0.08784,0.73478,-0.40938,0.03895,-0.02793,0.03282,-0.00180,0.07195,-27.17900,65.03642,-35.97783,-24.03627,12.87944,7.46754,34.99311,-62.86974,29.22559,8.15301,4.16869,1.55569,1.26560,-2.33635,-5.94804,2.14141,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0840,-0.00225,-0.00140,0.74790,0.99997,-0.00539,0.00250,0.00385,0.03547,0.00039,0.68138,0.68452,0.01051,0.00007,2,0.03465,0.01051,1,0.08500,0.03000,0.0000,0.8269,0.000000,0.000000,-80.2131,-100.9595,148.5722,0.0000,0.0000,0.0000,65.1873,77.8453,154.0391,41.4364,36.1249,110.8018,0.085007,-0.030007,150.0005,0.000000,0.000000,0.0000,0.019624,-0.030007,150.0005,-0.085071,-0.021488,110.8018,-0.36545,0.05627,0.07554,0.76458,-0.40171,0.01744,-0.34638,0.06116,0.08928,0.73542,-0.40856,0.04056,-0.02900,0.03372,-0.00155,0.07543,-27.17900,65.03642,-35.97783,-24.03627,12.87944,7.46754,34.99311,-62.86974,29.22559,8.15301,4.16869,1.55569,1.26560,-2.33635,-5.94804,2.14141,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0850,-0.00227,-0.00142,0.74782,0.99997,-0.00557,0.00251,0.00427,0.03548,0.00040,0.68130,0.68452,0.01088,0.00007,2,0.03468,0.01088,1,0.08500,0.03000,0.8274,0.8264,0.120299,0.095177,-80.0511,-101.0801,148.5776,-60.3282,-51.6543,159.9749,61.4478,76.1226,153.9481,41.5637,36.9566,112.1718,0.085007,-0.030007,150.0005,0.085004,-0.030082,159.9749,0.085007,-0.030007,150.0005,-0.085066,-0.022063,112.1718,-0.36607,0.05685,0.07591,0.76484,-0.40170,0.01751,-0.34639,0.06244,0.09065,0.73610,-0.40729,0.04209,-0.03007,0.03455,-0.00130,0.07891,-27.17900,65.03642,-35.97783,-24.03627,12.87944,7.46754,34.99311,-62.86974,29.22559,8.15301,4.16869,1.55569,1.26560,-2.33635,-5.94804,2.14141,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0860,-0.00229,-0.00145,0.74773,0.99997,-0.00574,0.00251,0.00471,0.03549,0.00041,0.68122,0.68452,0.01124,0.00007,2,0.03471,0.01124,0,0.08500,0.03000,0.8263,0.8260,0.120515,0.095234,-79.9532,-101.1968,148.5509,-59.3620,-52.9766,160.4837,62.2338,77.9304,154.0113,41.7352,37.7315,113.5240,0.085007,-0.030007,150.0005,0.085003,-0.030081,160.4837,0.005847,-0.030007,150.0005,-0.085059,-0.022390,113.5240,-0.36671,0.05730,0.07600,0.76510,-0.40185,0.01766,-0.34638,0.06361,0.09199,0.73679,-0.40533,0.04359,-0.03114,0.03535,-0.00104,0.08240,-25.69768,54.51307,-30.20137,-21.44511,12.98128,7.50581,33.59437,-53.30861,25.35169,10.85887,9.37873,1.48534,1.20090,-1.20429,-4.00593,3.16822,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0870,-0.00231,-0.00147,0.74765,0.99997,-0.00591,0.00252,0.00515,0.03549,0.00042,0.68114,0.68452,0.01158,0.00007,2,0.03475,0.01158,0,0.08500,0.03000,0.8356,0.8310,0.084220,0.092577,-79.9053,-101.3131,148.4973,-56.7968,-78.6310,193.4682,64.1269,81.1091,154.0800,58.6526,74.7995,190.6458,0.085007,-0.030007,150.0005,0.048403,-0.029005,193.4682,0.032072,-0.030007,150.0005,0.001620,-0.027738,190.6458,-0.36737,0.05769,0.07594,0.76545,-0.40197,0.01775,-0.34641,0.06468,0.09321,0.73756,-0.40357,0.04483,-0.03221,0.03609,-0.00078,0.08590,-26.00485,52.78534,-29.06271,-21.19637,12.96934,7.48987,35.98832,-51.50746,24.71827,14.60340,13.28367,1.40435,0.71154,-2.04149,-3.87265,2.38314,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0880,-0.00234,-0.00148,0.74756,0.99996,-0.00608,0.00252,0.00560,0.03550,0.00043,0.68106,0.68452,0.01192,0.00007,2,0.03480,0.01192,0,0.08500,0.03000,0.8356,0.8279,0.085505,0.092693,-79.8601,-101.4095,148.4558,-56.0352,-77.6036,190.9126,62.5709,81.3039,153.9885,64.2286,76.0681,200.4238,0.085007,-0.030007,150.0005,0.049487,-0.029037,190.9126,0.030756,-0.030007,150.0005,0.016250,-0.028175,200.4238,-0.36806,0.05802,0.07577,0.76586,-0.40206,0.01777,-0.34647,0.06567,0.09430,0.73838,-0.40200,0.04583,-0.03327,0.03678,-0.00051,0.08939,-26.01666,52.14406,-28.63307,-21.41290,12.95722,7.46264,35.72722,-50.59275,24.38616,13.82416,12.96879,1.32242,0.85757,-1.98237,-4.30352,2.10694,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0890,-0.00236,-0.00150,0.74747,0.99996,-0.00625,0.00253,0.00604,0.03550,0.00044,0.68098,0.68452,0.01226,0.00007,2,0.03486,0.01226,1,0.08500,0.03000,0.8363,0.8289,0.085724,0.092734,-79.8175,-101.4876,148.4254,-55.6107,-77.8557,190.6663,61.1948,81.3839,153.8915,62.9093,76.5808,199.2716,0.085007,-0.030007,150.0005,0.049517,-0.029037,190.6663,-0.009842,-0.030007,150.0005,0.015844,-0.028165,199.2716,-0.36878,0.05830,0.07548,0.76635,-0.40212,0.01774,-0.34655,0.06658,0.09528,0.73927,-0.40060,0.04660,-0.03432,0.03742,-0.00025,0.09288,-26.01666,52.14406,-28.63307,-21.41290,12.95722,7.46264,35.72722,-50.59275,24.38616,13.82416,12.96879,1.32242,0.85757,-1.98237,-4.30352,2.10694,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0900,-0.00239,-0.00151,0.74739,0.99996,-0.00641,0.00253,0.00649,0.03551,0.00045,0.68090,0.68452,0.01259,0.00007,2,0.03492,0.01259,1,0.08500,0.03000,0.8383,0.8303,0.085758,0.092764,-79.7770,-101.5489,148.4052,-54.5914,-78.6731,190.3778,59.8292,81.3957,153.7903,61.5311,77.3517,198.4040,0.085007,-0.030007,150.0005,0.049377,-0.029033,190.3778,0.031217,-0.030007,150.0005,0.016842,-0.028195,198.4040,-0.36953,0.05852,0.07508,0.76691,-0.40217,0.01765,-0.34667,0.06742,0.09616,0.74022,-0.39938,0.04718,-0.03536,0.03801,0.00001,0.09637,-26.01666,52.14406,-28.63307,-21.41290,12.95722,7.46264,35.72722,-50.59275,24.38616,13.82416,12.96879,1.32242,0.85757,-1.98237,-4.30352,2.10694,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0910,-0.00241,-0.00152,0.74730,0.99995,-0.00658,0.00254,0.00694,0.03552,0.00046,0.68083,0.68452,0.01292,0.00007,2,0.03498,0.01292,1,0.08500,0.03000,0.8402,0.8325,0.085674,0.092789,-79.7385,-101.5947,148.3946,-53.7237,-79.4521,190.2512,58.5535,81.3393,153.6853,59.5496,78.1845,196.7629,0.085007,-0.030007,150.0005,0.049131,-0.029025,190.2512,-0.001774,-0.030007,150.0005,0.018007,-0.028230,196.7629,-0.37030,0.05871,0.07459,0.76753,-0.40219,0.01752,-0.34682,0.06818,0.09695,0.74122,-0.39833,0.04759,-0.03640,0.03855,0.00028,0.09985,-26.01666,52.14406,-28.63307,-21.41290,12.95722,7.46264,35.72722,-50.59275,24.38616,13.82416,12.96879,1.32242,0.85757,-1.98237,-4.30352,2.10694,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0920,-0.00244,-0.00153,0.74722,0.99995,-0.00674,0.00254,0.00739,0.03552,0.00048,0.68075,0.68452,0.01324,0.00007,2,0.03506,0.01324,1,0.08500,0.03000,0.8420,0.8350,0.085630,0.092819,77.5403,-84.5695,148.6004,-52.9282,-80.1445,190.1040,-99.4874,64.1978,153.5604,57.5572,78.9451,195.0032,-0.029718,0.029907,150.0005,0.048937,-0.029018,190.1040,0.085007,0.030005,150.0005,0.019168,-0.028265,195.0032,-0.37109,0.05885,0.07400,0.76821,-0.40219,0.01733,-0.34699,0.06888,0.09766,0.74228,-0.39744,0.04785,-0.03743,0.03905,0.00054,0.10333,-26.01666,52.14406,-28.63307,-21.41290,12.95722,7.46264,35.72722,-50.59275,24.38616,13.82416,12.96879,1.32242,0.85757,-1.98237,-4.30352,2.10694,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0930,-0.00247,-0.00154,0.74713,0.99994,-0.00690,0.00254,0.00784,0.03553,0.00049,0.68068,0.68452,0.01356,0.00007,2,0.03514,0.01356,1,0.08500,0.03000,0.8438,0.8377,0.085626,0.092856,76.9580,-84.5777,148.6185,-52.1993,-80.7520,189.9305,-99.3395,64.0684,153.7358,55.6986,79.6179,193.3092,0.019848,0.030007,150.0005,0.048794,-0.029013,189.9305,0.085007,0.030007,150.0005,0.020287,-0.028298,193.3092,-0.37191,0.05894,0.07333,0.76895,-0.40216,0.01711,-0.34718,0.06952,0.09829,0.74340,-0.39669,0.04799,-0.03845,0.03950,0.00081,0.10681,-26.01666,52.14406,-28.63307,-21.41290,12.95722,7.46264,35.72722,-50.59275,24.38616,13.82416,12.96879,1.32242,0.85757,-1.98237,-4.30352,2.10694,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0940,-0.00250,-0.00155,0.74704,0.99994,-0.00705,0.00254,0.00829,0.03554,0.00050,0.68061,0.68452,0.01387,0.00007,2,0.03522,0.01387,1,0.08500,0.03000,0.8454,0.8406,0.085666,0.092900,76.4564,-84.5792,148.6354,-51.5325,-81.2767,189.7275,-99.1952,63.8925,153.8860,53.8902,80.1526,191.4898,0.039810,0.030007,150.0005,0.048706,-0.029010,189.7275,0.085007,0.030007,150.0005,0.021449,-0.028331,191.4898,-0.37275,0.05900,0.07257,0.76975,-0.40211,0.01685,-0.34740,0.07011,0.09885,0.74456,-0.39608,0.04800,-0.03947,0.03991,0.00107,0.11029,-26.01666,52.14406,-28.63307,-21.41290,12.95722,7.46264,35.72722,-50.59275,24.38616,13.82416,12.96879,1.32242,0.85757,-1.98237,-4.30352,2.10694,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0950,-0.00253,-0.00155,0.74696,0.99993,-0.00721,0.00254,0.00875,0.03554,0.00051,0.68053,0.68452,0.01418,0.00007,2,0.03532,0.01418,1,0.08500,0.03000,0.8469,0.8438,0.085753,0.092949,76.0383,-84.5735,148.6513,-50.9246,-81.7199,189.4922,-99.0555,63.6807,154.0138,51.9882,80.4511,189.1990,-0.020836,0.030007,150.0005,0.048674,-0.029007,189.4922,0.085007,0.030007,150.0005,0.022823,-0.028371,189.1990,-0.37361,0.05902,0.07173,0.77060,-0.40204,0.01655,-0.34762,0.07064,0.09936,0.74578,-0.39561,0.04792,-0.04048,0.04028,0.00134,0.11377,-26.01666,52.14406,-28.63307,-21.41290,12.95722,7.46264,35.72722,-50.59275,24.38616,13.82416,12.96879,1.32242,0.85757,-1.98237,-4.30352,2.10694,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0960,-0.00256,-0.00155,0.74687,0.99993,-0.00736,0.00254,0.00915,0.03555,0.00052,0.68047,0.68452,0.01449,0.00007,2,0.03540,0.01449,0,0.08500,0.03000,0.8483,0.8472,0.085883,0.093006,75.7193,-84.5589,148.6662,-50.3714,-82.0893,189.2295,-98.9225,63.4511,154.1221,49.9989,80.5385,186.4820,0.085007,-0.030007,150.0005,0.048693,-0.029007,189.2295,-0.060807,-0.030007,150.0005,0.024412,-0.028417,186.4820,-0.37444,0.05908,0.07094,0.77150,-0.40202,0.01625,-0.34788,0.07113,0.09978,0.74692,-0.39524,0.04774,-0.04148,0.04068,0.00159,0.11727,72.63103,40.35864,-24.71902,28.61890,21.00407,7.29422,-71.97991,-34.43857,22.65169,-53.91382,-9.31805,0.91554,-6.41764,0.22814,3.13536,2.87993,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0970,-0.00259,-0.00155,0.74679,0.99992,-0.00751,0.00254,0.00950,0.03556,0.00053,0.68040,0.68452,0.01480,0.00007,2,0.03548,0.01480,1,0.08500,0.03000,0.8363,0.8337,0.097479,0.093989,75.4526,-84.5433,148.6779,76.0045,-54.3103,186.1640,-98.7656,62.9511,154.1908,-75.2391,56.1041,187.6332,-0.047905,0.020360,150.0005,0.060234,-0.029345,186.1640,0.085007,0.030007,150.0005,-0.056450,-0.026052,187.6332,-0.37524,0.05918,0.07021,0.77246,-0.40206,0.01594,-0.34817,0.07158,0.10013,0.74801,-0.39497,0.04745,-0.04248,0.04113,0.00181,0.12080,72.63103,40.35864,-24.71902,28.61890,21.00407,7.29422,-71.97991,-34.43857,22.65169,-53.91382,-9.31805,0.91554,-6.41764,0.22814,3.13536,2.87993,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0980,-0.00262,-0.00155,0.74671,0.99992,-0.00766,0.00254,0.00980,0.03556,0.00054,0.68033,0.68452,0.01509,0.00007,2,0.03555,0.01509,1,0.08500,0.03000,0.8386,0.8357,0.096759,0.093991,75.1623,-84.5347,148.6869,77.6639,-53.6714,187.6218,-98.6265,62.4835,154.2355,-76.5023,55.2217,188.1770,0.085007,-0.030007,150.0005,0.059446,-0.029321,187.6218,-0.044693,-0.030007,150.0005,-0.055960,-0.026067,188.1770,-0.37602,0.05933,0.06953,0.77347,-0.40215,0.01563,-0.34850,0.07198,0.10040,0.74903,-0.39480,0.04708,-0.04348,0.04161,0.00202,0.12434,72.63103,40.35864,-24.71902,28.61890,21.00407,7.29422,-71.97991,-34.43857,22.65169,-53.91382,-9.31805,0.91554,-6.41764,0.22814,3.13536,2.87993,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0990,-0.00265,-0.00154,0.74663,0.99992,-0.00781,0.00255,0.01005,0.03557,0.00055,0.68026,0.68452,0.01539,0.00007,2,0.03562,0.01539,1,0.08500,0.03000,0.8408,0.8372,0.096184,0.094009,74.8509,-84.5324,148.6934,79.1026,-53.0949,188.8537,-98.5000,62.0136,154.2560,-77.6375,54.7330,189.1007,-0.016456,0.007865,150.0005,0.058825,-0.029302,188.8537,0.085007,0.030007,150.0005,-0.055599,-0.026077,189.1007,-0.37677,0.05952,0.06891,0.77453,-0.40229,0.01531,-0.34885,0.07234,0.10062,0.75000,-0.39471,0.04661,-0.04447,0.04213,0.00221,0.12790,72.63103,40.35864,-24.71902,28.61890,21.00407,7.29422,-71.97991,-34.43857,22.65169,-53.91382,-9.31805,0.91554,-6.41764,0.22814,3.13536,2.87993,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.1000,-0.00269,-0.00154,0.74655,0.99991,-0.00795,0.00255,0.01026,0.03558,0.00056,0.68020,0.68452,0.01568,0.00007,2,0.03563,0.01568,1,0.08500,0.03000,0.8431,1.1667,0.096239,0.094085,74.5224,-84.5355,148.6979,80.0523,-52.1864,188.9124,-98.3819,61.5159,154.2528,-41.4966,0.0000,59.2808,-0.000048,-0.030007,150.0005,0.058853,-0.029301,188.9124,0.085007,-0.004475,150.0005,0.085038,-0.030180,59.2808,-0.37751,0.05974,0.06832,0.77565,-0.40248,0.01499,-0.34913,0.07268,0.10096,0.75050,-0.39551,0.04617,-0.04546,0.04268,0.00238,0.13148,72.63103,40.35864,-24.71902,28.61890,21.00407,7.29422,-71.97991,-34.43857,22.65169,-53.91382,-9.31805,0.91554,-6.41764,0.22814,3.13536,2.87993,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.1010,-0.00272,-0.00153,0.74647,0.99991,-0.00809,0.00256,0.01043,0.03558,0.00057,0.68013,0.68452,0.01596,0.00007,2,0.03559,0.01596,1,0.08500,0.03000,0.8450,1.1667,0.095872,0.094132,72.0820,-84.7745,148.6993,81.1353,-51.6789,189.7345,-99.1863,66.0026,154.3511,-44.5934,0.0000,63.7048,-0.011398,-0.004681,150.0002,0.058477,-0.029290,189.7345,0.085003,0.030003,150.0002,0.085036,-0.030180,63.7048,-0.37822,0.05998,0.06777,0.77682,-0.40273,0.01466,-0.34934,0.07298,0.10140,0.75055,-0.39718,0.04575,-0.04644,0.04325,0.00253,0.13506,72.63103,40.35864,-24.71902,28.61890,21.00407,7.29422,-71.97991,-34.43857,22.65169,-53.91382,-9.31805,0.91554,-6.41764,0.22814,3.13536,2.87993,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.1020,-0.00275,-0.00151,0.74639,0.99991,-0.00823,0.00256,0.01054,0.03559,0.00058,0.68006,0.68452,0.01624,0.00007,2,0.03555,0.01624,1,0.08500,0.03000,0.8464,0.8401,0.095029,0.094148,69.9618,-84.9831,148.7006,82.3855,-51.6582,191.4910,-100.0960,69.8052,154.3006,-91.1557,61.7651,218.4583,0.042253,0.030007,150.0005,0.057640,-0.029264,191.4910,0.085007,0.030007,150.0005,-0.053866,-0.026120,218.4583,-0.37892,0.06028,0.06729,0.77803,-0.40302,0.01432,-0.34961,0.07325,0.10177,0.75064,-0.39876,0.04520,-0.04742,0.04386,0.00266,0.13867,72.63103,40.35864,-24.71902,28.61890,21.00407,7.29422,-71.97991,-34.43857,22.65169,-53.91382,-9.31805,0.91554,-6.41764,0.22814,3.13536,2.87993,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.1030,-0.00279,-0.00150,0.74631,0.99991,-0.00836,0.00257,0.01061,0.03560,0.00058,0.67999,0.68452,0.01651,0.00007,2,0.03552,0.01651,1,0.08500,0.03000,0.8479,0.8424,0.094801,0.094219,70.7050,-84.8777,148.7007,83.2007,-51.2431,192.0625,-100.3065,68.9983,154.0447,-91.7414,60.2910,217.1891,-0.016092,0.006138,150.0005,0.057438,-0.029258,192.0625,0.085007,0.030007,150.0005,-0.053733,-0.026119,217.1891,-0.37959,0.06063,0.06686,0.77928,-0.40337,0.01397,-0.34993,0.07349,0.10206,0.75077,-0.40026,0.04454,-0.04840,0.04451,0.00277,0.14229,72.63103,40.35864,-24.71902,28.61890,21.00407,7.29422,-71.97991,-34.43857,22.65169,-53.91382,-9.31805,0.91554,-6.41764,0.22814,3.13536,2.87993,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.1040,-0.00282,-0.00148,0.74623,0.99990,-0.00850,0.00258,0.01062,0.03561,0.00059,0.67993,0.68452,0.01678,0.00007,2,0.03550,0.01678,0,0.08500,0.03000,0.8494,0.8449,0.094622,0.094302,71.3940,-84.7812,148.6990,83.9039,-50.8612,192.5217,-100.4125,67.6738,153.7641,-92.3672,58.9358,216.1471,0.085007,-0.030007,150.0005,0.057299,-0.029253,192.5217,-0.076769,-0.030007,150.0005,-0.053584,-0.026118,216.1471,-0.38023,0.06102,0.06651,0.78054,-0.40375,0.01363,-0.35029,0.07370,0.10231,0.75094,-0.40170,0.04379,-0.04935,0.04513,0.00286,0.14584,61.53821,35.05987,-21.07652,23.05735,20.40493,7.22211,-58.90521,-26.16787,20.49600,-48.12611,-11.00479,0.76602,-4.32483,-0.51901,0.49892,0.34978,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.1050,-0.00286,-0.00146,0.74616,0.99990,-0.00863,0.00259,0.01058,0.03562,0.00060,0.67987,0.68452,0.01704,0.00007,2,0.03548,0.01704,1,0.08500,0.03000,0.8348,0.8445,0.097753,0.094652,72.0246,-84.6939,148.6955,74.3551,-54.3738,183.8985,-100.6395,67.3403,153.5246,-80.6945,51.7093,189.1483,0.006004,-0.000322,150.0005,0.060488,-0.029346,183.8985,0.085007,0.030006,150.0005,-0.068682,-0.025670,189.1483,-0.38084,0.06146,0.06623,0.78182,-0.40415,0.01329,-0.35068,0.07391,0.10251,0.75116,-0.40308,0.04297,-0.05027,0.04574,0.00293,0.14933,61.53821,35.05987,-21.07652,23.05735,20.40493,7.22211,-58.90521,-26.16787,20.49600,-48.12611,-11.00479,0.76602,-4.32483,-0.51901,0.49892,0.34978,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.1060,-0.00289,-0.00145,0.74608,0.99990,-0.00876,0.00259,0.01049,0.03563,0.00061,0.67980,0.68452,0.01730,0.00007,2,0.03547,0.01730,0,0.08500,0.03000,0.8357,0.8466,0.097640,0.094740,72.6271,-84.6125,148.6904,74.8339,-53.9873,184.0304,-100.8515,67.0575,153.2864,-80.9945,50.6393,188.0483,-0.085007,-0.030007,150.0005,0.060432,-0.029344,184.0304,0.071292,-0.030007,150.0005,-0.068776,-0.025662,188.0483,-0.38140,0.06202,0.06613,0.78310,-0.40473,0.01306,-0.35111,0.07420,0.10281,0.75141,-0.40428,0.04204,-0.05116,0.04637,0.00299,0.15278,36.23853,35.79591,-20.84790,-2.56180,-5.07348,7.21172,-35.93670,-26.55657,21.26563,-26.07173,11.29497,0.78671,-4.11181,0.45567,0.84590,1.02072,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
