t_s,phase,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,quat_w,quat_x,quat_y,quat_z,imu_temp,power_v,power_a,foot0,foot1,foot2,foot3,FR_hip_cmd,FR_hip_q,FR_hip_dq,FR_hip_tau,FR_thigh_cmd,FR_thigh_q,FR_thigh_dq,FR_thigh_tau,FR_calf_cmd,FR_calf_q,FR_calf_dq,FR_calf_tau,FL_hip_cmd,FL_hip_q,FL_hip_dq,FL_hip_tau,FL_thigh_cmd,FL_thigh_q,FL_thigh_dq,FL_thigh_tau,FL_calf_cmd,FL_calf_q,FL_calf_dq,FL_calf_tau,RR_hip_cmd,RR_hip_q,RR_hip_dq,RR_hip_tau,RR_thigh_cmd,RR_thigh_q,RR_thigh_dq,RR_thigh_tau,RR_calf_cmd,RR_calf_q,RR_calf_dq,RR_calf_tau,RL_hip_cmd,RL_hip_q,RL_hip_dq,RL_hip_tau,RL_thigh_cmd,RL_thigh_q,RL_thigh_dq,RL_thigh_tau,RL_calf_cmd,RL_calf_q,RL_calf_dq,RL_calf_tau
9.5900,C,-0.00975,0.00433,-2.14039,-0.05646,0.22264,-0.02024,-1.37786,1.20668,9.67976,-0.479957,0.000440,-0.005315,0.877276,79,30.845,1.675,101,16,36,18,0.00000,0.00344,-0.02325,-0.5442,0.54521,0.54843,0.00000,-3.2902,-1.20823,-1.21042,-0.20827,7.5864,0.00000,-0.00251,0.01550,-0.9401,0.61896,0.61725,0.08526,0.5937,-1.21302,-1.21124,-0.10110,2.7027,0.00000,0.00350,-0.03488,0.5195,0.65308,0.65122,0.02713,0.8906,-1.20990,-1.20895,-0.03640,3.6035,0.00000,-0.00144,0.01163,-2.3501,0.58298,0.58212,0.04651,0.1484,-1.21246,-1.21033,-0.10717,3.3191
9.5920,C,-0.00976,0.00481,-2.14043,-0.04368,0.20986,-0.02131,-1.37786,1.20668,9.67976,-0.479940,0.000233,-0.005437,0.877285,79,30.854,1.777,101,16,36,20,0.00000,0.00335,-0.01163,-0.2474,0.54533,0.54846,0.00388,-3.1170,-1.20824,-1.21072,-0.20018,7.8235,0.00000,-0.00245,0.01163,-0.9401,0.61908,0.61731,0.02325,0.7669,-1.21302,-1.21135,-0.05864,2.7975,0.00000,0.00344,-0.12014,0.5195,0.65319,0.65113,-0.06588,1.4101,-1.20989,-1.20909,-0.03640,3.8406,0.00000,-0.00138,0.05813,-2.3254,0.58309,0.58231,0.08526,0.2474,-1.21247,-1.21040,-0.05662,3.3191
9.5940,C,-0.00975,0.00527,-2.14047,-0.02876,0.20666,-0.01917,-1.78607,1.51194,11.22043,-0.479922,0.000026,-0.005540,0.877294,79,30.845,1.846,101,16,38,20,0.00000,0.00323,0.01550,-0.2474,0.54545,0.54855,0.02713,-3.1912,-1.20826,-1.21145,-0.20220,8.6770,0.00000,-0.00235,0.07363,-1.1874,0.61919,0.61734,0.01550,0.9648,-1.21301,-1.21168,-0.06875,3.1294,0.00000,0.00341,-0.03100,0.5937,0.65329,0.65110,-0.01938,1.3853,-1.20987,-1.20917,-0.02629,4.0777,0.00000,-0.00135,0.05426,-2.4244,0.58321,0.58231,-0.01938,0.3463,-1.21248,-1.21063,-0.11121,3.6035
9.5960,C,-0.00970,0.00564,-2.14050,-0.01172,0.15127,-0.02024,-1.78607,1.51194,11.22043,-0.479908,-0.000148,-0.005607,0.877301,79,30.845,1.846,101,16,38,20,0.00000,0.00314,-0.01938,-0.1484,0.54558,0.54861,0.02713,-3.1170,-1.20828,-1.21173,-0.17187,8.7718,0.00000,-0.00226,0.03488,-1.1132,0.61930,0.61746,0.11239,0.8658,-1.21301,-1.21183,-0.08088,3.2716,0.00000,0.00341,-0.01163,0.5937,0.65340,0.65110,0.00388,1.5833,-1.20985,-1.20927,-0.04246,3.9829,0.00000,-0.00135,-0.00775,-2.4491,0.58333,0.58237,0.10076,0.5442,-1.21249,-1.21070,-0.04651,3.7932
9.5980,C,-0.00964,0.00591,-2.14053,-0.00426,0.09268,-0.00746,-2.10809,0.99958,12.38880,-0.479898,-0.000279,-0.005646,0.877306,79,30.845,1.914,101,16,38,20,0.00000,0.00308,-0.02713,-0.1237,0.54570,0.54867,0.02325,-2.9686,-1.20830,-1.21197,-0.13345,8.7718,0.00000,-0.00220,0.06976,-1.1874,0.61941,0.61749,0.01550,1.2122,-1.21301,-1.21197,-0.10312,3.3191,0.00000,0.00335,-0.03876,0.7421,0.65351,0.65104,0.03488,1.8059,-1.20984,-1.20946,-0.05864,4.2674,0.00000,-0.00132,-0.03488,-2.3996,0.58345,0.58237,-0.01938,0.6679,-1.21249,-1.21085,-0.09099,3.8880
9.6000,C,-0.00958,0.00613,-2.14052,-0.00533,0.09161,-0.00107,-2.10809,0.99958,12.38880,-0.479902,-0.000391,-0.005676,0.877304,79,30.837,1.983,101,16,41,20,0.00000,0.00305,-0.01938,-0.2226,0.54582,0.54870,0.00000,-2.9439,-1.20832,-1.21236,-0.07077,9.0089,0.00000,-0.00217,0.05038,-1.0885,0.61952,0.61759,0.05426,0.8906,-1.21300,-1.21225,-0.11323,3.6984,0.00000,0.00329,-0.07751,0.7421,0.65361,0.65101,0.01550,1.8306,-1.20982,-1.20955,-0.06066,4.5993,0.00000,-0.00126,0.02713,-2.4986,0.58357,0.58243,0.05038,0.5937,-1.21250,-1.21099,-0.10919,4.0777
9.6020,C,-0.00958,0.00628,-2.14049,-0.04155,0.04474,0.01278,-2.10809,0.99958,12.38880,-0.479913,-0.000455,-0.005711,0.877298,79,30.854,1.983,101,16,41,20,0.00000,0.00302,0.00000,-0.0742,0.54595,0.54870,-0.03876,-2.7459,-1.20834,-1.21252,-0.06066,9.1037,0.00000,-0.00220,-0.00388,-1.0390,0.61964,0.61762,0.01550,1.2122,-1.21300,-1.21238,-0.07077,3.6984,0.00000,0.00326,-0.02325,0.7916,0.65372,0.65098,-0.04263,1.9296,-1.20981,-1.20966,-0.05459,4.3148,0.00000,-0.00126,-0.01163,-2.4244,0.58368,0.58243,0.12402,0.8411,-1.21251,-1.21112,-0.11525,4.2199
9.6040,C,-0.00964,0.00641,-2.14044,-0.06498,0.02131,0.01811,-1.97402,1.55025,12.91073,-0.479936,-0.000497,-0.005766,0.877285,79,30.837,2.017,101,16,41,21,0.00000,0.00299,-0.00775,-0.0495,0.54607,0.54876,0.00000,-2.6470,-1.20836,-1.21266,-0.04853,9.0089,0.00000,-0.00217,0.03876,-0.9401,0.61975,0.61768,0.01550,1.0637,-1.21299,-1.21254,-0.08897,3.9829,0.00000,0.00320,0.00000,0.9648,0.65382,0.65104,0.02325,1.9791,-1.20979,-1.20976,-0.04853,4.5993,0.00000,-0.00123,0.00388,-2.5480,0.58380,0.58249,0.06588,0.8658,-1.21252,-1.21135,-0.07481,4.4096
9.6060,C,-0.00971,0.00642,-2.14038,-0.07457,-0.03196,0.02131,-1.97402,1.55025,12.91073,-0.479962,-0.000489,-0.005800,0.877270,79,30.845,2.119,101,16,42,21,0.00000,0.00293,-0.02325,-0.0742,0.54619,0.54879,0.05038,-2.4986,-1.20838,-1.21277,-0.04448,9.0089,0.00000,-0.00220,-0.08139,-1.0390,0.61986,0.61777,0.01163,1.2122,-1.21299,-1.21268,-0.12334,4.0303,0.00000,0.00317,-0.03876,0.8658,0.65393,0.65104,-0.03100,1.8306,-1.20977,-1.20993,-0.04044,4.5993,0.00000,-0.00117,-0.00775,-2.5480,0.58392,0.58255,0.05038,0.9648,-1.21252,-1.21149,-0.11121,4.4570
9.6080,C,-0.00981,0.00639,-2.14029,-0.08629,-0.05007,0.04474,-1.81600,1.67594,13.35007,-0.480002,-0.000448,-0.005835,0.877248,79,30.837,2.119,101,16,42,21,0.00000,0.00296,0.04263,-0.1237,0.54632,0.54879,-0.05813,-2.4491,-1.20840,-1.21292,-0.04853,8.9614,0.00000,-0.00217,0.03100,-0.9401,0.61997,0.61780,0.08139,1.5090,-1.21298,-1.21281,-0.04246,4.0303,0.00000,0.00317,-0.03876,0.8658,0.65403,0.65104,-0.03876,2.0780,-1.20976,-1.20999,-0.06268,4.8837,0.00000,-0.00111,0.03488,-2.6470,0.58404,0.58258,0.05813,1.0390,-1.21253,-1.21160,-0.13345,4.5993
9.6100,C,-0.00994,0.00627,-2.14020,-0.10120,-0.08096,0.03941,-1.81600,1.67594,13.35007,-0.480043,-0.000365,-0.005868,0.877225,79,30.837,2.051,101,16,42,21,0.00000,0.00296,0.05426,-0.1484,0.54644,0.54886,0.06588,-2.2017,-1.20842,-1.21295,-0.01618,8.9614,0.00000,-0.00217,0.03876,-1.0390,0.62008,0.61783,0.02325,1.3606,-1.21298,-1.21290,-0.05459,4.0303,0.00000,0.00311,-0.03876,0.8906,0.65414,0.65113,0.03100,2.0038,-1.20974,-1.21006,-0.03437,4.8363,0.00000,-0.00108,-0.00775,-2.7212,0.58415,0.58267,0.10851,1.1132,-1.21254,-1.21165,-0.04853,4.6467
9.6120,C,-0.01009,0.00609,-2.14010,-0.11398,-0.11824,0.04261,-1.81600,1.67594,13.35007,-0.480084,-0.000249,-0.005885,0.877203,79,30.837,2.119,101,16,42,21,0.00000,0.00290,-0.01938,-0.1484,0.54656,0.54886,0.00775,-2.1522,-1.20844,-1.21296,-0.01011,8.8192,0.00000,-0.00223,-0.04651,-0.8906,0.62020,0.61789,0.01163,1.5585,-1.21297,-1.21293,-0.00809,4.0777,0.00000,0.00308,-0.00388,1.0885,0.65425,0.65119,0.05038,2.1028,-1.20972,-1.21014,-0.04651,4.9786,0.00000,-0.00105,0.01550,-2.6223,0.58427,0.58270,0.06201,1.1627,-1.21255,-1.21189,-0.06875,4.8363
9.6140,C,-0.01024,0.00585,-2.13998,-0.10866,-0.15127,0.05965,-1.67235,1.33357,13.56674,-0.480137,-0.000109,-0.005894,0.877174,79,30.845,2.085,101,16,44,21,0.00000,0.00293,0.00388,-0.1237,0.54669,0.54886,-0.01163,-1.9048,-1.20846,-1.21292,0.04651,8.6770,0.00000,-0.00223,-0.04263,-0.9895,0.62031,0.61798,0.03876,1.6080,-1.21297,-1.21299,-0.06470,4.0303,0.00000,0.00302,-0.01938,1.0885,0.65435,0.65131,0.02713,2.0285,-1.20971,-1.21021,-0.01213,4.9786,0.00000,-0.00099,0.00000,-2.6717,0.58439,0.58288,0.13564,1.0390,-1.21255,-1.21198,-0.07279,4.9786
9.6160,C,-0.01036,0.00556,-2.13985,-0.08948,-0.18216,0.05539,-1.67235,1.33357,13.56674,-0.480193,0.000050,-0.005877,0.877143,79,30.845,2.085,101,16,44,22,0.00000,0.00293,0.01550,-0.1484,0.54681,0.54882,-0.05813,-1.9048,-1.20848,-1.21293,-0.01820,8.6770,0.00000,-0.00223,0.03876,-0.7669,0.62042,0.61798,0.02713,1.6327,-1.21297,-1.21299,-0.02426,3.9829,0.00000,0.00298,-0.00775,0.9401,0.65446,0.65137,0.05813,2.1028,-1.20969,-1.21025,0.00000,5.0260,0.00000,-0.00096,0.02713,-2.6470,0.58451,0.58288,-0.02713,1.1132,-1.21256,-1.21206,-0.07481,5.0260
9.6180,C,-0.01047,0.00523,-2.13973,-0.08735,-0.18429,0.06179,-1.29646,1.17076,13.46140,-0.480247,0.000222,-0.005848,0.877114,79,30.837,2.085,101,16,45,22,0.00000,0.00293,0.01550,-0.1237,0.54693,0.54889,0.05426,-1.7069,-1.20849,-1.21288,0.03437,8.5821,0.00000,-0.00226,0.03488,-0.7916,0.62053,0.61804,0.03100,1.6822,-1.21296,-1.21299,-0.02224,3.8880,0.00000,0.00295,-0.03100,1.0637,0.65456,0.65149,0.00000,1.9296,-1.20968,-1.21029,-0.01011,5.0734,0.00000,-0.00096,-0.01550,-2.7707,0.58463,0.58300,0.12014,1.0390,-1.21257,-1.21214,-0.07684,5.0260
9.6200,C,-0.01058,0.00491,-2.13960,-0.09800,-0.17257,0.05965,-1.29646,1.17076,13.46140,-0.480305,0.000389,-0.005819,0.877082,79,30.837,2.119,101,15,45,22,0.00000,0.00296,0.01163,-0.3216,0.54706,0.54886,0.00388,-1.6327,-1.20851,-1.21284,0.03033,8.4399,0.00000,-0.00226,0.05813,-0.7669,0.62064,0.61807,0.01938,1.7069,-1.21296,-1.21296,-0.01011,3.7932,0.00000,0.00289,-0.08139,1.1627,0.65467,0.65155,0.03876,2.0038,-1.20966,-1.21031,0.01415,5.0734,0.00000,-0.00096,-0.04263,-2.7707,0.58474,0.58309,0.10464,1.0885,-1.21258,-1.21222,-0.06875,5.0734
9.6220,C,-0.01065,0.00455,-2.13944,-0.06498,-0.19707,0.07244,-1.29646,1.17076,13.46140,-0.480373,0.000563,-0.005763,0.877045,79,30.837,2.051,101,15,45,22,0.00000,0.00299,0.06201,-0.1237,0.54718,0.54882,-0.08526,-1.5833,-1.20853,-1.21277,0.01011,8.2028,0.00000,-0.00232,0.05426,-0.5442,0.62076,0.61810,0.03100,1.9048,-1.21295,-1.21292,0.03640,3.8880,0.00000,0.00283,-0.08914,1.1627,0.65478,0.65164,-0.03488,1.9048,-1.20964,-1.21034,-0.02224,5.0734,0.00000,-0.00096,-0.03876,-2.6470,0.58486,0.58315,0.08914,1.1627,-1.21258,-1.21236,-0.04448,5.1208
9.6240,C,-0.01070,0.00418,-2.13928,-0.05646,-0.20133,0.07244,-0.58299,0.87388,12.80778,-0.480444,0.000736,-0.005695,0.877007,79,30.845,2.085,101,14,45,22,0.00000,0.00302,0.00388,-0.2721,0.54730,0.54889,0.04651,-1.4596,-1.20855,-1.21265,0.08897,8.0606,0.00000,-0.00241,0.03100,-0.4700,0.62087,0.61816,0.05426,1.9048,-1.21295,-1.21290,0.00000,3.7932,0.00000,0.00274,-0.14339,1.3853,0.65488,0.65185,0.02325,1.9048,-1.20963,-1.21033,0.02022,5.1208,0.00000,-0.00096,-0.03876,-2.5975,0.58498,0.58324,0.09301,1.1627,-1.21259,-1.21243,-0.04853,5.2631
9.6260,C,-0.01072,0.00382,-2.13910,-0.04368,-0.18962,0.08309,-0.58299,0.87388,12.80778,-0.480519,0.000899,-0.005621,0.876966,79,30.837,2.051,101,14,45,22,0.00000,0.00311,0.09301,-0.3463,0.54743,0.54889,0.01938,-1.2122,-1.20857,-1.21257,0.07077,7.9657,0.00000,-0.00251,-0.01163,-0.4453,0.62098,0.61813,-0.01938,2.1275,-1.21294,-1.21285,0.00404,3.6984,0.00000,0.00274,-0.14339,1.3853,0.65499,0.65185,0.02325,1.9048,-1.20961,-1.21033,0.01011,5.0734,0.00000,-0.00096,-0.01163,-2.4986,0.58510,0.58328,-0.01163,1.1132,-1.21260,-1.21243,-0.04853,5.2631
9.6280,C,-0.01071,0.00346,-2.13893,-0.02557,-0.19068,0.08735,-0.28730,0.53510,11.80820,-0.480595,0.001056,-0.005529,0.876925,79,30.845,2.017,101,14,45,20,0.00000,0.00311,0.00000,-0.4453,0.54755,0.54886,-0.02713,-1.0390,-1.20859,-1.21249,0.06875,7.8235,0.00000,-0.00254,0.04263,-0.4206,0.62109,0.61819,0.00000,2.2017,-1.21294,-1.21279,0.02831,3.6035,0.00000,0.00268,-0.10851,1.3606,0.65509,0.65197,0.01938,2.1028,-1.20959,-1.21029,0.06268,5.0260,0.00000,-0.00105,-0.06976,-2.3996,0.58521,0.58340,0.04651,1.4101,-1.21260,-1.21251,-0.06268,5.2157
9.6300,C,-0.01071,0.00313,-2.13873,-0.01704,-0.17790,0.09481,-0.28730,0.53510,11.80820,-0.480679,0.001203,-0.005448,0.876879,79,30.837,2.017,101,14,44,20,0.00000,0.00317,0.06201,-0.4206,0.54767,0.54886,-0.05426,-1.0390,-1.20861,-1.21224,0.07886,7.3967,0.00000,-0.00266,0.03100,-0.3216,0.62120,0.61822,0.02325,2.2264,-1.21293,-1.21268,0.04044,3.4613,0.00000,0.00265,0.01163,1.3853,0.65520,0.65207,0.01550,2.0285,-1.20958,-1.21031,0.02022,5.0734,0.00000,-0.00105,-0.05813,-2.4986,0.58533,0.58343,0.00775,1.4101,-1.21261,-1.21252,-0.03640,5.1208
9.6320,C,-0.01072,0.00282,-2.13853,-0.04261,-0.15659,0.10013,-0.28730,0.53510,11.80820,-0.480770,0.001342,-0.005379,0.876829,79,30.845,1.983,101,14,44,20,0.00000,0.00314,-0.03876,-0.4700,0.54780,0.54886,-0.03100,-0.7916,-1.20863,-1.21209,0.10110,7.1123,0.00000,-0.00269,-0.03876,-0.3463,0.62132,0.61825,0.01550,2.3007,-1.21293,-1.21265,0.02831,3.6035,0.00000,0.00262,0.02713,1.6080,0.65530,0.65210,-0.00388,2.1275,-1.20956,-1.21033,-0.02224,4.9786,0.00000,-0.00108,0.04263,-2.2017,0.58545,0.58349,0.03100,1.4843,-1.21262,-1.21252,-0.01415,5.0734
9.6340,C,-0.01071,0.00253,-2.13830,-0.02770,-0.15872,0.10546,-0.11372,0.49680,10.72483,-0.480869,0.001469,-0.005304,0.876775,79,30.837,1.983,101,14,44,18,0.00000,0.00323,0.05813,-0.4453,0.54792,0.54886,-0.01163,-0.8658,-1.20864,-1.21192,0.13547,6.9700,0.00000,-0.00284,-0.06976,-0.1484,0.62143,0.61828,0.06201,2.5233,-1.21292,-1.21260,0.00809,3.4139,0.00000,0.00253,-0.07363,1.4596,0.65541,0.65219,0.03488,2.3007,-1.20954,-1.21031,0.02629,4.9786,0.00000,-0.00120,-0.08526,-2.2512,0.58557,0.58352,0.03876,1.6327,-1.21262,-1.21252,0.01011,5.0734
9.6360,C,-0.01073,0.00223,-2.13809,-0.04048,-0.14381,0.09161,-0.11372,0.49680,10.72483,-0.480958,0.001603,-0.005241,0.876727,79,30.845,1.983,101,14,44,18,0.00000,0.00323,0.03100,-0.5442,0.54804,0.54882,-0.03100,-0.6679,-1.20866,-1.21172,0.10514,6.6381,0.00000,-0.00284,-0.06976,-0.1484,0.62154,0.61831,-0.03876,2.3007,-1.21292,-1.21252,0.01820,3.2242,0.00000,0.00253,-0.02325,1.6080,0.65552,0.65225,0.00000,2.2264,-1.20953,-1.21029,0.00809,5.0260,0.00000,-0.00126,-0.13177,-2.1275,0.58569,0.58352,-0.05813,1.7317,-1.21263,-1.21254,-0.01618,5.1208
9.6380,C,-0.01075,0.00196,-2.13786,-0.03515,-0.13316,0.11079,0.12450,0.64763,9.42597,-0.481060,0.001728,-0.005184,0.876671,79,30.845,1.983,101,14,42,18,0.00000,0.00320,-0.03100,-0.5195,0.54817,0.54882,-0.03876,-0.5442,-1.20868,-1.21153,0.13750,6.4959,0.00000,-0.00296,-0.01163,-0.0247,0.62165,0.61831,0.03876,2.5480,-1.21291,-1.21244,0.04651,3.2716,0.00000,0.00250,-0.01550,1.5833,0.65562,0.65234,-0.02713,2.2264,-1.20951,-1.21026,0.03640,5.0260,0.00000,-0.00126,-0.00775,-2.0285,0.58580,0.58355,-0.02325,1.8059,-1.21264,-1.21252,0.00404,5.0734
9.6400,C,-0.01082,0.00172,-2.13760,-0.06605,-0.11398,0.12357,0.12450,0.64763,9.42597,-0.481176,0.001852,-0.005157,0.876607,79,30.845,1.983,101,14,42,16,0.00000,0.00323,0.03876,-0.4206,0.54829,0.54886,0.00000,-0.3711,-1.20870,-1.21132,0.11930,6.1165,0.00000,-0.00305,-0.03876,0.0495,0.62176,0.61840,0.06588,2.5975,-1.21291,-1.21239,0.01820,3.1294,0.00000,0.00250,0.00775,1.6080,0.65573,0.65243,0.06588,2.0780,-1.20949,-1.21023,-0.01011,4.9786,0.00000,-0.00141,-0.07363,-2.0038,0.58592,0.58364,0.12014,1.9296,-1.21264,-1.21252,0.00607,4.9786
9.6420,C,-0.01091,0.00148,-2.13733,-0.07670,-0.11185,0.12357,0.12450,0.64763,9.42597,-0.481289,0.001974,-0.005136,0.876544,79,30.837,1.914,101,15,41,16,0.00000,0.00320,-0.00388,-0.4206,0.54841,0.54882,-0.03876,-0.1732,-1.20872,-1.21102,0.10110,5.9743,0.00000,-0.00311,-0.03100,0.1484,0.62187,0.61840,0.03876,2.7707,-1.21290,-1.21227,0.05055,2.9871,0.00000,0.00247,-0.01163,1.5585,0.65583,0.65249,0.05426,2.3501,-1.20948,-1.21023,0.01618,5.0260,0.00000,-0.00144,-0.06588,-1.9791,0.58604,0.58361,-0.00775,2.1028,-1.21265,-1.21254,-0.01213,5.0734
9.6440,C,-0.01106,0.00121,-2.13708,-0.10653,-0.12677,0.12464,0.47166,0.76136,8.42879,-0.481401,0.002131,-0.005140,0.876483,79,30.837,1.948,101,15,41,16,0.00000,0.00323,-0.01938,-0.5195,0.54854,0.54886,0.01550,-0.0495,-1.20874,-1.21085,0.11525,5.8320,0.00000,-0.00320,0.03876,0.1732,0.62199,0.61843,0.04651,2.6470,-1.21290,-1.21222,0.02426,2.9871,0.00000,0.00244,-0.07363,1.5833,0.65594,0.65249,-0.02713,2.3501,-1.20946,-1.21021,0.01011,5.1208,0.00000,-0.00144,0.02713,-1.9296,0.58616,0.58361,-0.01938,2.2264,-1.21266,-1.21254,-0.00607,5.0734
9.6460,C,-0.01124,0.00099,-2.13679,-0.12996,-0.10227,0.13848,0.47166,0.76136,8.42879,-0.481525,0.002275,-0.005165,0.876414,79,30.837,1.948,101,15,41,15,0.00000,0.00323,0.05038,-0.4206,0.54866,0.54892,0.00388,-0.0742,-1.20876,-1.21056,0.12334,5.4527,0.00000,-0.00326,0.05426,0.3463,0.62210,0.61852,0.03876,2.7459,-1.21289,-1.21219,0.00000,2.9871,0.00000,0.00250,0.04651,1.4101,0.65604,0.65258,-0.03876,2.5233,-1.20944,-1.21020,-0.02426,5.0260,0.00000,-0.00153,-0.05038,-2.0038,0.58627,0.58367,0.05038,2.3007,-1.21266,-1.21255,-0.03842,4.9786
9.6480,C,-0.01145,0.00076,-2.13652,-0.13422,-0.10972,0.12464,0.63686,0.72425,7.48667,-0.481643,0.002424,-0.005201,0.876349,79,30.845,1.948,101,15,39,15,0.00000,0.00320,-0.00388,-0.3711,0.54878,0.54892,0.00000,0.0000,-1.20877,-1.21044,0.12334,5.3105,0.00000,-0.00332,0.03488,0.2721,0.62221,0.61861,0.11627,2.7707,-1.21289,-1.21214,0.01011,2.9871,0.00000,0.00247,-0.03876,1.4843,0.65615,0.65264,0.00388,2.5233,-1.20943,-1.21018,0.02022,5.0734,0.00000,-0.00153,-0.02713,-2.0038,0.58639,0.58364,0.00388,2.4244,-1.21267,-1.21255,-0.02629,5.1208
9.6500,C,-0.01167,0.00054,-2.13627,-0.14594,-0.10546,0.11824,0.63686,0.72425,7.48667,-0.481752,0.002573,-0.005243,0.876288,79,30.845,1.948,101,15,39,15,0.00000,0.00320,0.00000,-0.3711,0.54891,0.54892,-0.03100,0.0742,-1.20879,-1.21029,0.11525,5.1208,0.00000,-0.00338,0.00000,0.3463,0.62232,0.61868,0.08526,2.7707,-1.21288,-1.21208,-0.01820,2.9871,0.00000,0.00247,-0.04263,1.4101,0.65625,0.65270,0.04651,2.5233,-1.20941,-1.21012,0.05864,4.9786,0.00000,-0.00156,-0.05813,-2.0285,0.58651,0.58367,0.01163,2.4986,-1.21268,-1.21255,-0.01213,5.0260
9.6520,C,-0.01190,0.00033,-2.13600,-0.14594,-0.10013,0.11718,0.63686,0.72425,7.48667,-0.481870,0.002724,-0.005293,0.876223,79,30.837,1.948,101,15,39,15,0.00000,0.00323,0.03100,-0.4453,0.54903,0.54898,-0.03876,0.0742,-1.20881,-1.21014,0.10514,5.0260,0.00000,-0.00341,-0.04263,0.3711,0.62243,0.61880,0.09689,2.5975,-1.21288,-1.21202,0.00607,2.8923,0.00000,0.00250,0.00000,1.4596,0.65636,0.65276,-0.03876,2.7707,-1.20939,-1.21010,0.05257,4.9786,0.00000,-0.00156,-0.05038,-1.9791,0.58663,0.58367,-0.01550,2.6223,-1.21268,-1.21258,-0.05257,4.9786
9.6540,C,-0.01215,0.00012,-2.13572,-0.16512,-0.09161,0.12996,0.68833,0.42737,7.13592,-0.481992,0.002876,-0.005352,0.876154,79,30.837,1.914,101,15,39,15,0.00000,0.00323,0.05813,-0.3463,0.54915,0.54913,-0.02713,0.0000,-1.20883,-1.20998,0.12739,4.6941,0.00000,-0.00347,-0.02325,0.5195,0.62254,0.61895,0.20153,2.7212,-1.21287,-1.21200,0.01415,2.9871,0.00000,0.00244,-0.09301,1.4596,0.65647,0.65291,0.10076,2.3254,-1.20937,-1.21009,0.03640,4.9786,0.00000,-0.00159,-0.09301,-2.0038,0.58674,0.58373,0.00000,2.6717,-1.21269,-1.21262,-0.06470,5.0734
9.6560,C,-0.01240,-0.00008,-2.13545,-0.14914,-0.08203,0.12570,0.68833,0.42737,7.13592,-0.482111,0.003026,-0.005413,0.876088,79,30.845,1.948,101,15,37,15,0.00000,0.00317,-0.03100,-0.3463,0.54928,0.54919,-0.05038,0.0247,-1.20885,-1.20987,0.08897,4.6941,0.00000,-0.00350,-0.02325,0.4453,0.62266,0.61913,0.06976,2.4491,-1.21287,-1.21200,-0.01820,2.9871,0.00000,0.00250,0.01163,1.4843,0.65657,0.65288,-0.02713,2.9191,-1.20936,-1.21006,0.00607,5.0260,0.00000,-0.00153,-0.00388,-2.1028,0.58686,0.58376,0.04263,2.5975,-1.21270,-1.21263,-0.02426,5.1208
9.6580,C,-0.01264,-0.00027,-2.13516,-0.15127,-0.07563,0.13422,0.71467,0.00359,6.90129,-0.482235,0.003164,-0.005472,0.876019,79,30.845,1.914,101,15,37,16,0.00000,0.00317,-0.01163,-0.3711,0.54940,0.54925,-0.02713,0.1484,-1.20887,-1.20957,0.08290,4.4096,0.00000,-0.00354,-0.01550,0.4206,0.62277,0.61928,0.03100,2.2512,-1.21286,-1.21197,0.01011,2.8923,0.00000,0.00247,-0.04651,1.5090,0.65668,0.65300,0.07363,2.6470,-1.20934,-1.21004,0.02831,4.8837,0.00000,-0.00153,0.00000,-2.0780,0.58698,0.58382,0.08139,2.7459,-1.21270,-1.21268,-0.01618,5.2631
9.6600,C,-0.01287,-0.00043,-2.13489,-0.13955,-0.06924,0.12996,0.71467,0.00359,6.90129,-0.482354,0.003294,-0.005532,0.875953,79,30.845,1.983,101,15,37,16,0.00000,0.00317,0.00388,-0.3711,0.54952,0.54937,0.08139,0.1732,-1.20888,-1.20944,0.09706,4.2674,0.00000,-0.00357,-0.01938,0.4700,0.62288,0.61937,0.06201,2.5975,-1.21286,-1.21195,0.00607,2.9871,0.00000,0.00247,-0.00775,1.5090,0.65678,0.65306,0.07751,2.7707,-1.20932,-1.21002,0.03842,4.9786,0.00000,-0.00150,0.07363,-2.0780,0.58710,0.58382,0.03876,2.9686,-1.21271,-1.21276,-0.07077,5.3105
9.6620,C,-0.01309,-0.00062,-2.13459,-0.15553,-0.07244,0.13955,0.71467,0.00359,6.90129,-0.482482,0.003428,-0.005585,0.875882,79,30.837,1.948,101,15,37,16,0.00000,0.00314,0.00000,-0.3216,0.54964,0.54946,0.05038,0.1484,-1.20890,-1.20936,0.03033,4.2674,0.00000,-0.00357,0.06588,0.5690,0.62299,0.61955,0.09689,2.3007,-1.21285,-1.21198,-0.04246,3.0346,0.00000,0.00244,-0.06976,1.5833,0.65689,0.65313,0.07751,2.6717,-1.20931,-1.21004,-0.01011,5.0734,0.00000,-0.00150,0.01938,-2.0285,0.58721,0.58382,-0.01550,2.9191,-1.21272,-1.21281,-0.05055,5.4527
