t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,slip_l,slip_r,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
7.5200,-0.00493,0.03719,0.44024,0.94616,-0.05120,-0.01108,0.31943,0.00682,0.04703,0.29822,0.30051,0.10415,0.05830,1,0.07486,0,0.04900,0.01900,0.0000,0.0000,-0.027295,-0.010340,69.4439,-0.008910,-0.008106,65.0397,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50742,-0.10312,-0.75479,1.48242,-0.79045,0.19382,0.52457,0.30940,-1.33578,1.39349,-0.10187,0.30802,0.98118,0.08665,-0.91150,-0.00067,-0.79148,-2.48386,-1.41112,-5.10165,-0.79335,0.51473,3.70954,6.00062,0.72790,0.57656,0.11387,0.09553,0.39036,0.04065,-0.36463,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5250,-0.00493,0.03720,0.44024,0.94615,-0.05120,-0.01108,0.31945,0.00682,0.04703,0.29822,0.30051,0.10415,0.05830,1,0.07486,0,0.04900,0.01900,0.0000,0.0000,-0.027287,-0.010341,69.4425,-0.008908,-0.008107,65.0397,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50736,-0.10312,-0.75480,1.48242,-0.79044,0.19382,0.52456,0.30940,-1.33578,1.39374,-0.10221,0.30797,0.98120,0.08661,-0.91157,-0.00067,-0.79145,-2.48392,-1.41127,-5.10144,-0.79301,0.51476,3.70920,6.00062,0.72828,0.57671,0.11389,0.09555,0.39037,0.04065,-0.36465,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5300,-0.00493,0.03720,0.44024,0.94614,-0.05120,-0.01108,0.31948,0.00682,0.04703,0.29822,0.30051,0.10416,0.05830,1,0.07486,0,0.04900,0.01900,0.0000,0.0000,-0.027279,-0.010341,69.4411,-0.008907,-0.008107,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50730,-0.10313,-0.75481,1.48241,-0.79044,0.19383,0.52455,0.30940,-1.33578,1.39399,-0.10256,0.30792,0.98122,0.08658,-0.91164,-0.00067,-0.79141,-2.48397,-1.41142,-5.10122,-0.79267,0.51478,3.70886,6.00062,0.72866,0.57686,0.11392,0.09558,0.39038,0.04065,-0.36466,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5350,-0.00493,0.03720,0.44024,0.94613,-0.05121,-0.01107,0.31951,0.00682,0.04703,0.29822,0.30051,0.10416,0.05830,1,0.07486,0,0.04900,0.01900,0.0000,0.0000,-0.027271,-0.010342,69.4397,-0.008905,-0.008107,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50724,-0.10313,-0.75481,1.48241,-0.79043,0.19383,0.52454,0.30940,-1.33578,1.39424,-0.10291,0.30786,0.98123,0.08655,-0.91171,-0.00067,-0.79138,-2.48403,-1.41156,-5.10099,-0.79233,0.51480,3.70852,6.00062,0.72904,0.57700,0.11394,0.09560,0.39039,0.04065,-0.36468,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5400,-0.00492,0.03721,0.44024,0.94612,-0.05121,-0.01107,0.31954,0.00682,0.04704,0.29822,0.30051,0.10417,0.05830,1,0.07487,0,0.04900,0.01900,0.0000,0.0000,-0.027263,-0.010343,69.4383,-0.008904,-0.008108,65.0399,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50718,-0.10313,-0.75482,1.48241,-0.79043,0.19384,0.52453,0.30940,-1.33579,1.39450,-0.10326,0.30781,0.98125,0.08651,-0.91178,-0.00067,-0.79136,-2.48409,-1.41171,-5.10077,-0.79199,0.51482,3.70817,6.00062,0.72941,0.57714,0.11396,0.09562,0.39039,0.04065,-0.36469,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5450,-0.00492,0.03721,0.44024,0.94611,-0.05121,-0.01107,0.31957,0.00682,0.04704,0.29822,0.30051,0.10417,0.05830,1,0.07487,0,0.04900,0.01900,0.0000,0.0000,-0.027255,-0.010344,69.4369,-0.008902,-0.008108,65.0399,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50712,-0.10313,-0.75483,1.48241,-0.79042,0.19384,0.52452,0.30940,-1.33579,1.39475,-0.10362,0.30776,0.98127,0.08648,-0.91185,-0.00067,-0.79133,-2.48415,-1.41185,-5.10055,-0.79165,0.51484,3.70783,6.00062,0.72977,0.57728,0.11398,0.09564,0.39040,0.04065,-0.36471,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5500,-0.00492,0.03722,0.44024,0.94610,-0.05122,-0.01107,0.31959,0.00682,0.04704,0.29822,0.30051,0.10418,0.05830,1,0.07487,0,0.04900,0.01900,0.0000,0.0000,-0.027247,-0.010345,69.4354,-0.008901,-0.008108,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50706,-0.10313,-0.75484,1.48240,-0.79042,0.19385,0.52451,0.30940,-1.33579,1.39501,-0.10397,0.30771,0.98129,0.08645,-0.91192,-0.00067,-0.79130,-2.48420,-1.41199,-5.10032,-0.79131,0.51486,3.70748,6.00062,0.73013,0.57742,0.11400,0.09567,0.39041,0.04064,-0.36472,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5550,-0.00492,0.03722,0.44024,0.94609,-0.05122,-0.01106,0.31962,0.00683,0.04704,0.29822,0.30051,0.10418,0.05830,1,0.07488,0,0.04900,0.01900,0.0000,0.0000,-0.027239,-0.010345,69.4340,-0.008899,-0.008109,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50700,-0.10313,-0.75485,1.48240,-0.79041,0.19385,0.52450,0.30940,-1.33579,1.39526,-0.10433,0.30766,0.98131,0.08641,-0.91199,-0.00067,-0.79127,-2.48426,-1.41212,-5.10010,-0.79098,0.51489,3.70713,6.00062,0.73049,0.57755,0.11402,0.09569,0.39042,0.04064,-0.36473,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5600,-0.00492,0.03722,0.44024,0.94608,-0.05122,-0.01106,0.31965,0.00683,0.04704,0.29822,0.30051,0.10419,0.05830,1,0.07488,0,0.04900,0.01900,0.0000,0.0000,-0.027231,-0.010346,69.4326,-0.008898,-0.008109,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50693,-0.10313,-0.75486,1.48240,-0.79041,0.19386,0.52449,0.30939,-1.33579,1.39552,-0.10469,0.30761,0.98133,0.08638,-0.91206,-0.00067,-0.79124,-2.48431,-1.41226,-5.09987,-0.79064,0.51491,3.70679,6.00062,0.73084,0.57768,0.11404,0.09571,0.39043,0.04064,-0.36475,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5650,-0.00491,0.03723,0.44024,0.94607,-0.05123,-0.01106,0.31968,0.00683,0.04704,0.29822,0.30051,0.10419,0.05830,1,0.07488,0,0.04900,0.01900,0.0000,0.0000,-0.027223,-0.010347,69.4311,-0.008896,-0.008109,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50687,-0.10314,-0.75487,1.48240,-0.79040,0.19386,0.52448,0.30939,-1.33580,1.39577,-0.10505,0.30756,0.98135,0.08635,-0.91213,-0.00067,-0.79121,-2.48436,-1.41240,-5.09964,-0.79030,0.51493,3.70643,6.00062,0.73119,0.57781,0.11406,0.09574,0.39043,0.04064,-0.36476,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5700,-0.00491,0.03723,0.44024,0.94606,-0.05123,-0.01106,0.31971,0.00683,0.04704,0.29823,0.30051,0.10420,0.05830,1,0.07488,0,0.04900,0.01900,0.0000,0.0000,-0.027215,-0.010348,69.4297,-0.008895,-0.008110,65.0401,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50681,-0.10314,-0.75487,1.48239,-0.79039,0.19387,0.52447,0.30939,-1.33580,1.39603,-0.10541,0.30751,0.98137,0.08631,-0.91220,-0.00067,-0.79119,-2.48441,-1.41253,-5.09942,-0.78996,0.51495,3.70608,6.00062,0.73153,0.57793,0.11408,0.09576,0.39044,0.04064,-0.36478,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5750,-0.00491,0.03723,0.44024,0.94605,-0.05123,-0.01106,0.31974,0.00683,0.04704,0.29823,0.30051,0.10420,0.05830,1,0.07489,0,0.04900,0.01900,0.0000,0.0000,-0.027207,-0.010349,69.4283,-0.008893,-0.008110,65.0401,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50674,-0.10314,-0.75488,1.48239,-0.79039,0.19387,0.52446,0.30939,-1.33580,1.39628,-0.10578,0.30746,0.98139,0.08628,-0.91227,-0.00067,-0.79116,-2.48446,-1.41266,-5.09919,-0.78962,0.51497,3.70573,6.00062,0.73187,0.57806,0.11410,0.09579,0.39045,0.04064,-0.36479,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5800,-0.00491,0.03724,0.44024,0.94604,-0.05124,-0.01105,0.31977,0.00683,0.04705,0.29823,0.30051,0.10421,0.05830,1,0.07489,0,0.04900,0.01900,0.0000,0.0000,-0.027199,-0.010349,69.4269,-0.008892,-0.008110,65.0401,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50668,-0.10314,-0.75489,1.48239,-0.79038,0.19388,0.52445,0.30939,-1.33580,1.39654,-0.10614,0.30742,0.98141,0.08625,-0.91234,-0.00067,-0.79113,-2.48451,-1.41279,-5.09896,-0.78928,0.51499,3.70537,6.00062,0.73221,0.57817,0.11412,0.09582,0.39045,0.04064,-0.36481,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5850,-0.00491,0.03724,0.44024,0.94603,-0.05124,-0.01105,0.31980,0.00683,0.04705,0.29823,0.30051,0.10421,0.05830,1,0.07489,0,0.04900,0.01900,0.0000,0.0000,-0.027190,-0.010350,69.4255,-0.008890,-0.008111,65.0401,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50661,-0.10314,-0.75490,1.48239,-0.79038,0.19388,0.52444,0.30939,-1.33580,1.39680,-0.10651,0.30737,0.98143,0.08621,-0.91241,-0.00067,-0.79110,-2.48456,-1.41292,-5.09873,-0.78894,0.51502,3.70501,6.00062,0.73254,0.57829,0.11414,0.09584,0.39046,0.04064,-0.36482,-0.05838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5900,-0.00490,0.03725,0.44024,0.94602,-0.05125,-0.01105,0.31983,0.00683,0.04705,0.29823,0.30051,0.10422,0.05830,1,0.07489,0,0.04900,0.01900,0.0000,0.0000,-0.027182,-0.010351,69.4241,-0.008889,-0.008111,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50655,-0.10314,-0.75491,1.48238,-0.79037,0.19388,0.52443,0.30938,-1.33580,1.39706,-0.10688,0.30732,0.98145,0.08618,-0.91248,-0.00067,-0.79107,-2.48460,-1.41305,-5.09850,-0.78860,0.51504,3.70465,6.00062,0.73287,0.57840,0.11416,0.09587,0.39047,0.04063,-0.36483,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.5950,-0.00490,0.03725,0.44024,0.94601,-0.05125,-0.01105,0.31986,0.00683,0.04705,0.29823,0.30051,0.10422,0.05830,1,0.07490,0,0.04900,0.01900,0.0000,0.0000,-0.027174,-0.010352,69.4227,-0.008888,-0.008111,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50648,-0.10314,-0.75492,1.48238,-0.79037,0.19389,0.52442,0.30938,-1.33580,1.39731,-0.10726,0.30728,0.98147,0.08615,-0.91255,-0.00067,-0.79103,-2.48465,-1.41318,-5.09827,-0.78825,0.51506,3.70428,6.00062,0.73319,0.57852,0.11418,0.09589,0.39047,0.04063,-0.36485,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6000,-0.00490,0.03725,0.44024,0.94600,-0.05125,-0.01105,0.31989,0.00683,0.04705,0.29823,0.30051,0.10423,0.05830,1,0.07490,0,0.04900,0.01900,0.0000,0.0000,-0.027166,-0.010353,69.4213,-0.008886,-0.008112,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50642,-0.10314,-0.75492,1.48238,-0.79036,0.19389,0.52442,0.30938,-1.33580,1.39757,-0.10763,0.30723,0.98149,0.08611,-0.91262,-0.00067,-0.79100,-2.48469,-1.41330,-5.09804,-0.78791,0.51509,3.70392,6.00062,0.73351,0.57862,0.11419,0.09592,0.39048,0.04063,-0.36486,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6050,-0.00490,0.03726,0.44024,0.94599,-0.05126,-0.01104,0.31992,0.00683,0.04705,0.29823,0.30051,0.10423,0.05830,1,0.07490,0,0.04900,0.01900,0.0000,0.0000,-0.027158,-0.010353,69.4199,-0.008885,-0.008112,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50635,-0.10314,-0.75493,1.48238,-0.79036,0.19390,0.52441,0.30938,-1.33581,1.39783,-0.10800,0.30719,0.98151,0.08608,-0.91269,-0.00067,-0.79097,-2.48473,-1.41343,-5.09781,-0.78756,0.51511,3.70355,6.00062,0.73383,0.57873,0.11421,0.09594,0.39049,0.04063,-0.36487,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6100,-0.00490,0.03726,0.44024,0.94598,-0.05126,-0.01104,0.31995,0.00684,0.04705,0.29823,0.30051,0.10424,0.05830,1,0.07491,0,0.04900,0.01900,0.0000,0.0000,-0.027150,-0.010354,69.4186,-0.008883,-0.008112,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50629,-0.10314,-0.75494,1.48238,-0.79035,0.19390,0.52440,0.30937,-1.33581,1.39809,-0.10838,0.30714,0.98153,0.08605,-0.91276,-0.00067,-0.79093,-2.48477,-1.41356,-5.09758,-0.78721,0.51513,3.70318,6.00062,0.73414,0.57884,0.11423,0.09597,0.39049,0.04063,-0.36489,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6150,-0.00489,0.03727,0.44024,0.94597,-0.05126,-0.01104,0.31998,0.00684,0.04705,0.29823,0.30051,0.10424,0.05830,1,0.07491,0,0.04900,0.01900,0.0000,0.0000,-0.027141,-0.010355,69.4173,-0.008882,-0.008113,65.0400,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50622,-0.10314,-0.75495,1.48238,-0.79035,0.19391,0.52439,0.30937,-1.33581,1.39835,-0.10876,0.30710,0.98155,0.08601,-0.91283,-0.00067,-0.79090,-2.48481,-1.41368,-5.09735,-0.78686,0.51515,3.70281,6.00062,0.73445,0.57894,0.11424,0.09599,0.39050,0.04063,-0.36490,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6200,-0.00489,0.03727,0.44024,0.94596,-0.05127,-0.01104,0.32001,0.00684,0.04706,0.29823,0.30051,0.10425,0.05830,1,0.07491,0,0.04900,0.01900,0.0000,0.0000,-0.027133,-0.010356,69.4159,-0.008880,-0.008113,65.0399,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50615,-0.10314,-0.75496,1.48237,-0.79034,0.19391,0.52439,0.30937,-1.33581,1.39861,-0.10914,0.30706,0.98157,0.08598,-0.91290,-0.00067,-0.79086,-2.48484,-1.41381,-5.09712,-0.78650,0.51518,3.70243,6.00062,0.73475,0.57904,0.11426,0.09601,0.39051,0.04063,-0.36492,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6250,-0.00489,0.03727,0.44024,0.94595,-0.05127,-0.01104,0.32004,0.00684,0.04706,0.29823,0.30051,0.10425,0.05830,1,0.07491,0,0.04900,0.01900,0.0000,0.0000,-0.027124,-0.010357,69.4146,-0.008879,-0.008113,65.0399,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50608,-0.10315,-0.75496,1.48237,-0.79033,0.19392,0.52438,0.30936,-1.33581,1.39887,-0.10953,0.30702,0.98159,0.08595,-0.91297,-0.00067,-0.79082,-2.48488,-1.41393,-5.09689,-0.78615,0.51520,3.70206,6.00062,0.73505,0.57914,0.11427,0.09604,0.39051,0.04063,-0.36493,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6300,-0.00489,0.03728,0.44024,0.94594,-0.05127,-0.01104,0.32008,0.00684,0.04706,0.29824,0.30051,0.10426,0.05830,1,0.07492,0,0.04900,0.01900,0.0000,0.0000,-0.027116,-0.010357,69.4134,-0.008877,-0.008114,65.0399,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50602,-0.10315,-0.75497,1.48237,-0.79033,0.19392,0.52437,0.30936,-1.33581,1.39913,-0.10991,0.30697,0.98161,0.08591,-0.91304,-0.00067,-0.79079,-2.48491,-1.41406,-5.09666,-0.78579,0.51522,3.70168,6.00062,0.73535,0.57924,0.11429,0.09606,0.39052,0.04063,-0.36494,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6350,-0.00488,0.03728,0.44024,0.94593,-0.05128,-0.01103,0.32011,0.00684,0.04706,0.29824,0.30051,0.10426,0.05830,1,0.07492,0,0.04900,0.01900,0.0000,0.0000,-0.027107,-0.010358,69.4121,-0.008876,-0.008114,65.0399,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50595,-0.10315,-0.75498,1.48237,-0.79032,0.19393,0.52436,0.30936,-1.33581,1.39939,-0.11030,0.30693,0.98163,0.08588,-0.91311,-0.00067,-0.79075,-2.48495,-1.41418,-5.09643,-0.78543,0.51524,3.70129,6.00062,0.73565,0.57933,0.11430,0.09609,0.39053,0.04063,-0.36495,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6400,-0.00488,0.03728,0.44024,0.94592,-0.05128,-0.01103,0.32014,0.00684,0.04706,0.29824,0.30051,0.10427,0.05830,1,0.07492,0,0.04900,0.01900,0.0000,0.0000,-0.027099,-0.010359,69.4108,-0.008874,-0.008114,65.0399,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50588,-0.10315,-0.75499,1.48237,-0.79032,0.19393,0.52436,0.30936,-1.33581,1.39966,-0.11069,0.30689,0.98165,0.08584,-0.91318,-0.00067,-0.79071,-2.48498,-1.41430,-5.09620,-0.78507,0.51526,3.70091,6.00062,0.73594,0.57943,0.11431,0.09611,0.39054,0.04063,-0.36497,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6450,-0.00488,0.03729,0.44024,0.94591,-0.05128,-0.01103,0.32017,0.00684,0.04706,0.29824,0.30051,0.10427,0.05830,1,0.07492,0,0.04900,0.01900,0.0000,0.0000,-0.027090,-0.010360,69.4096,-0.008873,-0.008115,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50581,-0.10315,-0.75500,1.48236,-0.79031,0.19394,0.52435,0.30935,-1.33581,1.39992,-0.11108,0.30685,0.98167,0.08581,-0.91325,-0.00067,-0.79066,-2.48501,-1.41443,-5.09597,-0.78471,0.51528,3.70052,6.00062,0.73623,0.57952,0.11432,0.09613,0.39054,0.04063,-0.36498,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6500,-0.00488,0.03729,0.44024,0.94590,-0.05129,-0.01103,0.32020,0.00684,0.04706,0.29824,0.30051,0.10428,0.05830,1,0.07493,0,0.04900,0.01900,0.0000,0.0000,-0.027081,-0.010360,69.4084,-0.008871,-0.008115,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50574,-0.10315,-0.75500,1.48236,-0.79031,0.19394,0.52434,0.30935,-1.33581,1.40018,-0.11147,0.30681,0.98169,0.08578,-0.91332,-0.00067,-0.79062,-2.48504,-1.41455,-5.09575,-0.78434,0.51530,3.70013,6.00062,0.73652,0.57961,0.11433,0.09616,0.39055,0.04063,-0.36499,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6550,-0.00488,0.03730,0.44024,0.94588,-0.05129,-0.01103,0.32024,0.00684,0.04706,0.29824,0.30051,0.10428,0.05830,1,0.07493,0,0.04900,0.01900,0.0000,0.0000,-0.027073,-0.010361,69.4072,-0.008870,-0.008115,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50567,-0.10315,-0.75501,1.48236,-0.79030,0.19395,0.52434,0.30935,-1.33581,1.40045,-0.11186,0.30678,0.98171,0.08574,-0.91339,-0.00067,-0.79058,-2.48507,-1.41468,-5.09552,-0.78398,0.51532,3.69974,6.00062,0.73680,0.57970,0.11435,0.09618,0.39056,0.04063,-0.36501,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6600,-0.00487,0.03730,0.44024,0.94587,-0.05129,-0.01103,0.32027,0.00684,0.04707,0.29824,0.30051,0.10429,0.05830,1,0.07493,0,0.04900,0.01900,0.0000,0.0000,-0.027064,-0.010362,69.4060,-0.008868,-0.008116,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50560,-0.10315,-0.75502,1.48236,-0.79030,0.19396,0.52433,0.30934,-1.33581,1.40071,-0.11226,0.30674,0.98173,0.08571,-0.91346,-0.00067,-0.79053,-2.48510,-1.41480,-5.09529,-0.78361,0.51534,3.69935,6.00062,0.73708,0.57978,0.11436,0.09620,0.39057,0.04063,-0.36502,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6650,-0.00487,0.03730,0.44024,0.94586,-0.05130,-0.01103,0.32030,0.00684,0.04707,0.29824,0.30051,0.10429,0.05830,1,0.07494,0,0.04900,0.01900,0.0000,0.0000,-0.027055,-0.010363,69.4048,-0.008867,-0.008116,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50553,-0.10315,-0.75503,1.48236,-0.79029,0.19396,0.52432,0.30934,-1.33580,1.40097,-0.11266,0.30670,0.98175,0.08568,-0.91353,-0.00067,-0.79049,-2.48512,-1.41493,-5.09506,-0.78324,0.51536,3.69895,6.00062,0.73736,0.57987,0.11436,0.09622,0.39058,0.04063,-0.36503,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6700,-0.00487,0.03731,0.44024,0.94585,-0.05130,-0.01102,0.32033,0.00685,0.04707,0.29824,0.30051,0.10430,0.05830,1,0.07494,0,0.04900,0.01900,0.0000,0.0000,-0.027046,-0.010363,69.4036,-0.008865,-0.008116,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50546,-0.10315,-0.75503,1.48236,-0.79028,0.19397,0.52432,0.30934,-1.33580,1.40124,-0.11306,0.30666,0.98177,0.08564,-0.91360,-0.00067,-0.79044,-2.48515,-1.41505,-5.09483,-0.78287,0.51538,3.69855,6.00062,0.73764,0.57995,0.11437,0.09625,0.39059,0.04063,-0.36505,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
7.6750,-0.00487,0.03731,0.44024,0.94584,-0.05130,-0.01102,0.32037,0.00685,0.04707,0.29824,0.30051,0.10430,0.05830,1,0.07494,0,0.04900,0.01900,0.0000,0.0000,-0.027037,-0.010364,69.4025,-0.008864,-0.008117,65.0398,0.000000,0.000000,0.0000,0.000000,0.000000,0.0000,0.50539,-0.10315,-0.75504,1.48236,-0.79028,0.19397,0.52431,0.30933,-1.33580,1.40150,-0.11346,0.30663,0.98179,0.08561,-0.91367,-0.00067,-0.79040,-2.48517,-1.41518,-5.09461,-0.78250,0.51540,3.69815,6.00062,0.73791,0.58003,0.11438,0.09627,0.39060,0.04063,-0.36506,-0.05837,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
