t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0000,0.00020,-0.00000,0.48034,1.00000,0.00000,-0.00124,-0.00000,0.00608,-0.00000,0.31445,0.31445,0.00282,-0.00000,2,0.03442,-0.00071,-0.00023,-0.34803,0.70646,-0.35455,-0.00303,0.00071,0.00023,-0.34803,0.70646,-0.35455,0.00303,0.00033,-0.00039,0.00033,-0.00039,0.00002,-0.00202,0.12198,-0.63004,0.31687,0.00117,-0.00002,0.00202,0.12198,-0.63004,0.31687,-0.00117,0.01280,0.00037,0.01280,0.00037,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0050,0.00025,-0.00000,0.48040,1.00000,0.00000,-0.00110,-0.00000,0.00610,-0.00000,0.31452,0.31445,0.00249,-0.00000,2,0.03448,-0.00069,-0.00026,-0.34828,0.70641,-0.35468,-0.00274,0.00069,0.00026,-0.34828,0.70641,-0.35468,0.00274,0.00031,-0.00037,0.00031,-0.00037,0.00046,0.00961,0.09501,-0.66755,0.26649,-0.00289,-0.00046,-0.00961,0.09501,-0.66755,0.26649,0.00289,0.00950,0.00065,0.00950,0.00065,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0100,0.00029,-0.00000,0.48046,1.00000,0.00000,-0.00097,-0.00000,0.00612,-0.00000,0.31458,0.31445,0.00219,-0.00000,2,0.03454,-0.00068,-0.00029,-0.34855,0.70643,-0.35482,-0.00240,0.00068,0.00029,-0.34855,0.70643,-0.35482,0.00240,0.00029,-0.00034,0.00029,-0.00034,0.00073,0.01678,0.07640,-0.69424,0.23061,-0.00559,-0.00073,-0.01678,0.07640,-0.69424,0.23061,0.00559,0.00740,0.00086,0.00740,0.00086,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0150,0.00033,-0.00000,0.48050,1.00000,0.00000,-0.00085,-0.00000,0.00613,-0.00000,0.31464,0.31444,0.00193,-0.00000,2,0.03458,-0.00068,-0.00033,-0.34883,0.70651,-0.35498,-0.00203,0.00068,0.00033,-0.34883,0.70651,-0.35498,0.00203,0.00026,-0.00031,0.00026,-0.00031,0.00087,0.02101,0.06323,-0.71328,0.20448,-0.00742,-0.00087,-0.02101,0.06323,-0.71328,0.20448,0.00742,0.00607,0.00100,0.00607,0.00100,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0200,0.00036,-0.00000,0.48054,1.00000,0.00000,-0.00074,-0.00000,0.00614,-0.00000,0.31469,0.31442,0.00170,-0.00000,2,0.03463,-0.00067,-0.00037,-0.34912,0.70663,-0.35513,-0.00168,0.00067,0.00037,-0.34912,0.70663,-0.35513,0.00168,0.00022,-0.00028,0.00022,-0.00028,0.00093,0.02326,0.05352,-0.72694,0.18485,-0.00868,-0.00093,-0.02326,0.05352,-0.72694,0.18485,0.00868,0.00521,0.00108,0.00521,0.00108,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0250,0.00038,-0.00000,0.48057,1.00000,0.00000,-0.00065,-0.00000,0.00615,-0.00000,0.31472,0.31441,0.00149,-0.00000,2,0.03466,-0.00067,-0.00040,-0.34942,0.70680,-0.35529,-0.00135,0.00067,0.00040,-0.34942,0.70680,-0.35529,0.00135,0.00018,-0.00025,0.00018,-0.00025,0.00094,0.02421,0.04594,-0.73676,0.16949,-0.00953,-0.00094,-0.02421,0.04594,-0.73676,0.16949,0.00953,0.00463,0.00111,0.00463,0.00111,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0300,0.00040,0.00000,0.48059,1.00000,0.00000,-0.00056,-0.00000,0.00616,-0.00000,0.31476,0.31439,0.00130,-0.00000,2,0.03469,-0.00067,-0.00043,-0.34974,0.70703,-0.35546,-0.00106,0.00067,0.00043,-0.34974,0.70703,-0.35546,0.00106,0.00014,-0.00022,0.00014,-0.00022,0.00091,0.02437,0.03969,-0.74380,0.15696,-0.01012,-0.00091,-0.02437,0.03969,-0.74380,0.15696,0.01012,0.00424,0.00111,0.00424,0.00111,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0350,0.00042,0.00000,0.48061,1.00000,0.00000,-0.00048,-0.00000,0.00617,0.00000,0.31478,0.31436,0.00113,-0.00000,2,0.03472,-0.00067,-0.00046,-0.35009,0.70735,-0.35565,-0.00081,0.00067,0.00046,-0.35009,0.70735,-0.35565,0.00081,0.00010,-0.00019,0.00010,-0.00019,0.00086,0.02413,0.03426,-0.74876,0.14636,-0.01055,-0.00086,-0.02413,0.03426,-0.74876,0.14636,0.01055,0.00396,0.00108,0.00396,0.00108,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0400,0.00043,0.00000,0.48061,1.00000,0.00000,-0.00041,-0.00000,0.00617,0.00000,0.31480,0.31433,0.00097,-0.00000,2,0.03474,-0.00067,-0.00048,-0.35048,0.70775,-0.35586,-0.00059,0.00067,0.00048,-0.35048,0.70775,-0.35586,0.00059,0.00006,-0.00016,0.00006,-0.00016,0.00081,0.02368,0.02935,-0.75217,0.13708,-0.01086,-0.00081,-0.02368,0.02935,-0.75217,0.13708,0.01086,0.00375,0.00104,0.00375,0.00104,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0450,0.00044,0.00000,0.48061,1.00000,0.00000,-0.00035,-0.00000,0.00618,0.00000,0.31480,0.31430,0.00083,-0.00000,2,0.03475,-0.00067,-0.00050,-0.35091,0.70827,-0.35612,-0.00041,0.00067,0.00050,-0.35091,0.70827,-0.35612,0.00041,0.00002,-0.00013,0.00002,-0.00013,0.00076,0.02317,0.02478,-0.75441,0.12876,-0.01110,-0.00076,-0.02317,0.02478,-0.75441,0.12876,0.01110,0.00359,0.00100,0.00359,0.00100,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0500,0.00045,0.00000,0.48060,1.00000,0.00000,-0.00029,-0.00000,0.00618,0.00000,0.31481,0.31426,0.00070,-0.00000,2,0.03477,-0.00067,-0.00051,-0.35141,0.70890,-0.35642,-0.00026,0.00067,0.00051,-0.35141,0.70890,-0.35642,0.00026,-0.00002,-0.00011,-0.00002,-0.00011,0.00072,0.02265,0.02043,-0.75576,0.12116,-0.01128,-0.00072,-0.02265,0.02043,-0.75576,0.12116,0.01128,0.00347,0.00096,0.00347,0.00096,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0550,0.00045,0.00000,0.48058,1.00000,0.00000,-0.00024,-0.00000,0.00618,0.00000,0.31480,0.31422,0.00058,-0.00000,2,0.03478,-0.00067,-0.00052,-0.35196,0.70967,-0.35677,-0.00014,0.00067,0.00052,-0.35196,0.70967,-0.35677,0.00014,-0.00006,-0.00009,-0.00006,-0.00009,0.00068,0.02216,0.01626,-0.75643,0.11412,-0.01142,-0.00068,-0.02216,0.01626,-0.75643,0.11412,0.01142,0.00338,0.00092,0.00338,0.00092,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0600,0.00045,0.00000,0.48056,1.00000,0.00000,-0.00019,-0.00000,0.00618,0.00000,0.31479,0.31418,0.00047,-0.00000,2,0.03479,-0.00067,-0.00053,-0.35257,0.71058,-0.35719,-0.00004,0.00067,0.00053,-0.35257,0.71058,-0.35719,0.00004,-0.00010,-0.00007,-0.00010,-0.00007,0.00064,0.02172,0.01223,-0.75659,0.10756,-0.01152,-0.00064,-0.02172,0.01223,-0.75659,0.10756,0.01152,0.00330,0.00088,0.00330,0.00088,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0650,0.00045,-0.00000,0.48052,1.00000,0.00000,-0.00014,-0.00000,0.00618,0.00000,0.31478,0.31413,0.00037,-0.00000,2,0.03479,-0.00067,-0.00054,-0.35326,0.71164,-0.35768,0.00004,0.00067,0.00054,-0.35326,0.71164,-0.35768,-0.00004,-0.00013,-0.00005,-0.00013,-0.00005,0.00061,0.02133,0.00832,-0.75639,0.10140,-0.01160,-0.00061,-0.02133,0.00832,-0.75639,0.10140,0.01160,0.00325,0.00085,0.00325,0.00085,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0700,0.00045,-0.00000,0.48048,1.00000,0.00000,-0.00010,-0.00000,0.00618,-0.00000,0.31475,0.31408,0.00028,-0.00000,2,0.03480,-0.00067,-0.00054,-0.35402,0.71285,-0.35823,0.00011,0.00067,0.00054,-0.35402,0.71285,-0.35823,-0.00011,-0.00016,-0.00004,-0.00016,-0.00004,0.00058,0.02099,0.00452,-0.75592,0.09560,-0.01166,-0.00058,-0.02099,0.00452,-0.75592,0.09560,0.01166,0.00320,0.00082,0.00320,0.00082,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0750,0.00044,-0.00000,0.48044,1.00000,0.00000,-0.00005,-0.00000,0.00618,-0.00000,0.31473,0.31402,0.00019,-0.00000,2,0.03480,-0.00067,-0.00055,-0.35485,0.71422,-0.35886,0.00016,0.00067,0.00055,-0.35485,0.71422,-0.35886,-0.00016,-0.00019,-0.00002,-0.00019,-0.00002,0.00056,0.02070,0.00084,-0.75528,0.09011,-0.01170,-0.00056,-0.02070,0.00084,-0.75528,0.09011,0.01170,0.00317,0.00078,0.00317,0.00078,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0800,0.00043,-0.00000,0.48038,1.00000,0.00000,-0.00002,-0.00000,0.00618,-0.00000,0.31469,0.31396,0.00011,-0.00000,2,0.03481,-0.00067,-0.00055,-0.35576,0.71575,-0.35957,0.00020,0.00067,0.00055,-0.35576,0.71575,-0.35957,-0.00020,-0.00022,-0.00001,-0.00022,-0.00001,0.00054,0.02045,-0.00274,-0.75453,0.08492,-0.01173,-0.00054,-0.02045,-0.00274,-0.75453,0.08492,0.01173,0.00315,0.00075,0.00315,0.00075,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0850,0.00042,-0.00000,0.48032,1.00000,0.00000,0.00002,-0.00000,0.00618,-0.00000,0.31465,0.31390,0.00003,-0.00000,2,0.03481,-0.00067,-0.00055,-0.35675,0.71745,-0.36035,0.00024,0.00067,0.00055,-0.35675,0.71745,-0.36035,-0.00024,-0.00025,0.00001,-0.00025,0.00001,0.00053,0.02023,-0.00622,-0.75376,0.07999,-0.01174,-0.00053,-0.02023,-0.00622,-0.75376,0.07999,0.01174,0.00314,0.00073,0.00314,0.00073,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0900,0.00041,-0.00000,0.48026,1.00000,0.00000,0.00005,-0.00000,0.00618,-0.00000,0.31461,0.31384,0.00004,-0.00000,2,0.03481,-0.00067,-0.00055,-0.35782,0.71930,-0.36122,0.00026,0.00067,0.00055,-0.35782,0.71930,-0.36122,-0.00026,-0.00027,0.00002,-0.00027,0.00002,0.00052,0.02004,-0.00959,-0.75299,0.07530,-0.01174,-0.00052,-0.02004,-0.00959,-0.75299,0.07530,0.01174,0.00313,0.00070,0.00313,0.00070,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0950,0.00040,-0.00000,0.48018,1.00000,0.00000,0.00009,-0.00000,0.00618,-0.00000,0.31456,0.31376,0.00011,-0.00000,2,0.03481,-0.00067,-0.00055,-0.35896,0.72132,-0.36216,0.00028,0.00067,0.00055,-0.35896,0.72132,-0.36216,-0.00028,-0.00029,0.00003,-0.00029,0.00003,0.00051,0.01988,-0.01287,-0.75228,0.07084,-0.01174,-0.00051,-0.01988,-0.01287,-0.75228,0.07084,0.01174,0.00313,0.00067,0.00313,0.00067,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1000,0.00038,-0.00000,0.48010,1.00000,0.00000,0.00012,-0.00000,0.00618,-0.00000,0.31451,0.31369,0.00017,-0.00000,2,0.03482,-0.00066,-0.00055,-0.36019,0.72350,-0.36318,0.00030,0.00066,0.00055,-0.36019,0.72350,-0.36318,-0.00030,-0.00031,0.00004,-0.00031,0.00004,0.00050,0.01974,-0.01605,-0.75165,0.06660,-0.01173,-0.00050,-0.01974,-0.01605,-0.75165,0.06660,0.01173,0.00314,0.00065,0.00314,0.00065,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1050,0.00036,-0.00000,0.48002,1.00000,0.00000,0.00014,-0.00000,0.00618,-0.00000,0.31445,0.31361,0.00023,-0.00000,2,0.03482,-0.00066,-0.00056,-0.36149,0.72583,-0.36428,0.00031,0.00066,0.00056,-0.36149,0.72583,-0.36428,-0.00031,-0.00032,0.00005,-0.00032,0.00005,0.00049,0.01962,-0.01914,-0.75114,0.06254,-0.01172,-0.00049,-0.01962,-0.01914,-0.75114,0.06254,0.01172,0.00315,0.00062,0.00315,0.00062,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1100,0.00034,-0.00000,0.47992,1.00000,0.00000,0.00017,-0.00000,0.00617,-0.00000,0.31438,0.31353,0.00029,-0.00000,2,0.03482,-0.00066,-0.00056,-0.36287,0.72833,-0.36546,0.00032,0.00066,0.00056,-0.36287,0.72833,-0.36546,-0.00032,-0.00033,0.00006,-0.00033,0.00006,0.00049,0.01951,-0.02213,-0.75077,0.05866,-0.01170,-0.00049,-0.01951,-0.02213,-0.75077,0.05866,0.01170,0.00316,0.00060,0.00316,0.00060,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1150,0.00032,-0.00000,0.47982,1.00000,0.00000,0.00020,-0.00000,0.00617,-0.00000,0.31432,0.31344,0.00035,-0.00000,2,0.03482,-0.00066,-0.00056,-0.36432,0.73098,-0.36671,0.00032,0.00066,0.00056,-0.36432,0.73098,-0.36671,-0.00032,-0.00034,0.00007,-0.00034,0.00007,0.00049,0.01942,-0.02504,-0.75057,0.05495,-0.01168,-0.00049,-0.01942,-0.02504,-0.75057,0.05495,0.01168,0.00318,0.00057,0.00318,0.00057,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1200,0.00030,-0.00000,0.47972,1.00000,0.00000,0.00023,-0.00000,0.00617,-0.00000,0.31424,0.31336,0.00040,-0.00000,2,0.03482,-0.00066,-0.00056,-0.36585,0.73378,-0.36804,0.00033,0.00066,0.00056,-0.36585,0.73378,-0.36804,-0.00033,-0.00035,0.00007,-0.00035,0.00007,0.00048,0.01933,-0.02787,-0.75053,0.05139,-0.01166,-0.00048,-0.01933,-0.02787,-0.75053,0.05139,0.01166,0.00320,0.00055,0.00320,0.00055,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1250,0.00028,-0.00000,0.47961,1.00000,0.00000,0.00025,-0.00000,0.00617,-0.00000,0.31416,0.31326,0.00045,-0.00000,2,0.03482,-0.00066,-0.00055,-0.36745,0.73673,-0.36944,0.00033,0.00066,0.00055,-0.36745,0.73673,-0.36944,-0.00033,-0.00035,0.00008,-0.00035,0.00008,0.00048,0.01925,-0.03061,-0.75068,0.04797,-0.01164,-0.00048,-0.01925,-0.03061,-0.75068,0.04797,0.01164,0.00323,0.00053,0.00323,0.00053,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1300,0.00025,-0.00000,0.47949,1.00000,0.00000,0.00027,-0.00000,0.00617,-0.00000,0.31408,0.31317,0.00050,-0.00000,2,0.03482,-0.00066,-0.00055,-0.36913,0.73983,-0.37092,0.00034,0.00066,0.00055,-0.36913,0.73983,-0.37092,-0.00034,-0.00035,0.00009,-0.00035,0.00009,0.00048,0.01918,-0.03327,-0.75103,0.04469,-0.01161,-0.00048,-0.01918,-0.03327,-0.75103,0.04469,0.01161,0.00325,0.00051,0.00325,0.00051,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1350,0.00023,-0.00000,0.47936,1.00000,0.00000,0.00030,-0.00000,0.00617,-0.00000,0.31399,0.31307,0.00055,-0.00000,2,0.03482,-0.00066,-0.00055,-0.37088,0.74307,-0.37246,0.00034,0.00066,0.00055,-0.37088,0.74307,-0.37246,-0.00034,-0.00034,0.00009,-0.00034,0.00009,0.00048,0.01911,-0.03586,-0.75158,0.04153,-0.01158,-0.00048,-0.01911,-0.03586,-0.75158,0.04153,0.01158,0.00328,0.00049,0.00328,0.00049,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1400,0.00020,-0.00000,0.47923,1.00000,0.00000,0.00032,-0.00000,0.00617,-0.00000,0.31390,0.31296,0.00059,-0.00000,2,0.03482,-0.00066,-0.00055,-0.37270,0.74646,-0.37408,0.00034,0.00066,0.00055,-0.37270,0.74646,-0.37408,-0.00034,-0.00034,0.00010,-0.00034,0.00010,0.00048,0.01904,-0.03837,-0.75234,0.03848,-0.01156,-0.00048,-0.01904,-0.03837,-0.75234,0.03848,0.01156,0.00330,0.00047,0.00330,0.00047,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1450,0.00017,-0.00000,0.47910,1.00000,0.00000,0.00034,-0.00000,0.00616,-0.00000,0.31380,0.31285,0.00064,-0.00000,2,0.03483,-0.00066,-0.00055,-0.37458,0.74998,-0.37576,0.00034,0.00066,0.00055,-0.37458,0.74998,-0.37576,-0.00034,-0.00033,0.00010,-0.00033,0.00010,0.00048,0.01898,-0.04081,-0.75330,0.03554,-0.01153,-0.00048,-0.01898,-0.04081,-0.75330,0.03554,0.01153,0.00333,0.00045,0.00333,0.00045,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1500,0.00014,-0.00000,0.47896,1.00000,-0.00000,0.00036,-0.00000,0.00616,-0.00000,0.31370,0.31274,0.00068,-0.00000,2,0.03483,-0.00066,-0.00055,-0.37654,0.75364,-0.37751,0.00034,0.00066,0.00055,-0.37654,0.75364,-0.37751,-0.00034,-0.00032,0.00011,-0.00032,0.00011,0.00048,0.01892,-0.04318,-0.75448,0.03271,-0.01150,-0.00048,-0.01892,-0.04318,-0.75448,0.03271,0.01150,0.00336,0.00043,0.00336,0.00043,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1550,0.00011,-0.00000,0.47881,1.00000,-0.00000,0.00038,-0.00000,0.00616,-0.00000,0.31360,0.31263,0.00072,-0.00000,2,0.03483,-0.00066,-0.00055,-0.37856,0.75743,-0.37933,0.00034,0.00066,0.00055,-0.37856,0.75743,-0.37933,-0.00034,-0.00030,0.00011,-0.00030,0.00011,0.00048,0.01886,-0.04549,-0.75587,0.02997,-0.01147,-0.00048,-0.01886,-0.04549,-0.75587,0.02997,0.01147,0.00339,0.00041,0.00339,0.00041,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1600,0.00008,-0.00000,0.47865,1.00000,-0.00000,0.00040,-0.00000,0.00616,-0.00000,0.31349,0.31251,0.00076,-0.00000,2,0.03483,-0.00066,-0.00055,-0.38064,0.76135,-0.38121,0.00034,0.00066,0.00055,-0.38064,0.76135,-0.38121,-0.00034,-0.00028,0.00011,-0.00028,0.00011,0.00048,0.01881,-0.04773,-0.75748,0.02732,-0.01144,-0.00048,-0.01881,-0.04773,-0.75748,0.02732,0.01144,0.00342,0.00040,0.00342,0.00040,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1650,0.00005,-0.00000,0.47850,1.00000,-0.00000,0.00042,-0.00000,0.00616,-0.00000,0.31337,0.31239,0.00080,-0.00000,2,0.03483,-0.00066,-0.00055,-0.38279,0.76539,-0.38315,0.00034,0.00066,0.00055,-0.38279,0.76539,-0.38315,-0.00034,-0.00026,0.00012,-0.00026,0.00012,0.00048,0.01875,-0.04990,-0.75929,0.02475,-0.01141,-0.00048,-0.01875,-0.04990,-0.75929,0.02475,0.01141,0.00345,0.00038,0.00345,0.00038,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1700,0.00002,-0.00000,0.47833,1.00000,-0.00000,0.00044,-0.00000,0.00616,-0.00000,0.31326,0.31226,0.00084,-0.00000,2,0.03483,-0.00066,-0.00055,-0.38499,0.76955,-0.38515,0.00034,0.00066,0.00055,-0.38499,0.76955,-0.38515,-0.00034,-0.00024,0.00012,-0.00024,0.00012,0.00049,0.01870,-0.05202,-0.76132,0.02227,-0.01138,-0.00049,-0.01870,-0.05202,-0.76132,0.02227,0.01138,0.00348,0.00037,0.00348,0.00037,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1750,-0.00002,-0.00000,0.47816,1.00000,-0.00000,0.00046,-0.00000,0.00615,-0.00000,0.31313,0.31213,0.00088,-0.00000,2,0.03483,-0.00066,-0.00055,-0.38726,0.77383,-0.38720,0.00034,0.00066,0.00055,-0.38726,0.77383,-0.38720,-0.00034,-0.00021,0.00012,-0.00021,0.00012,0.00049,0.01864,-0.05408,-0.76356,0.01987,-0.01136,-0.00049,-0.01864,-0.05408,-0.76356,0.01987,0.01136,0.00351,0.00035,0.00351,0.00035,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1800,-0.00005,-0.00000,0.47798,1.00000,-0.00000,0.00048,-0.00000,0.00615,-0.00000,0.31301,0.31200,0.00092,-0.00000,2,0.03483,-0.00066,-0.00055,-0.38958,0.77823,-0.38932,0.00034,0.00066,0.00055,-0.38958,0.77823,-0.38932,-0.00034,-0.00019,0.00012,-0.00019,0.00012,0.00049,0.01859,-0.05607,-0.76600,0.01754,-0.01133,-0.00049,-0.01859,-0.05607,-0.76600,0.01754,0.01133,0.00354,0.00034,0.00354,0.00034,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1850,-0.00009,-0.00000,0.47780,1.00000,-0.00000,0.00049,-0.00000,0.00615,-0.00000,0.31288,0.31186,0.00095,-0.00000,2,0.03483,-0.00066,-0.00055,-0.39196,0.78274,-0.39149,0.00034,0.00066,0.00055,-0.39196,0.78274,-0.39149,-0.00034,-0.00015,0.00012,-0.00015,0.00012,0.00049,0.01853,-0.05802,-0.76864,0.01528,-0.01130,-0.00049,-0.01853,-0.05802,-0.76864,0.01528,0.01130,0.00357,0.00033,0.00357,0.00033,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1900,-0.00013,-0.00000,0.47762,1.00000,-0.00000,0.00051,-0.00000,0.00615,-0.00000,0.31274,0.31172,0.00099,-0.00000,2,0.03483,-0.00066,-0.00055,-0.39439,0.78736,-0.39371,0.00034,0.00066,0.00055,-0.39439,0.78736,-0.39371,-0.00034,-0.00012,0.00012,-0.00012,0.00012,0.00049,0.01848,-0.05990,-0.77148,0.01309,-0.01127,-0.00049,-0.01848,-0.05990,-0.77148,0.01309,0.01127,0.00360,0.00031,0.00360,0.00031,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1950,-0.00017,-0.00000,0.47742,1.00000,-0.00000,0.00053,-0.00000,0.00615,-0.00000,0.31260,0.31158,0.00102,-0.00000,2,0.03483,-0.00066,-0.00055,-0.39688,0.79209,-0.39599,0.00034,0.00066,0.00055,-0.39688,0.79209,-0.39599,-0.00034,-0.00009,0.00012,-0.00009,0.00012,0.00049,0.01843,-0.06174,-0.77452,0.01097,-0.01124,-0.00049,-0.01843,-0.06174,-0.77452,0.01097,0.01124,0.00363,0.00030,0.00363,0.00030,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2000,-0.00020,-0.00000,0.47723,1.00000,-0.00000,0.00054,-0.00000,0.00615,-0.00000,0.31246,0.31143,0.00105,-0.00000,2,0.03483,-0.00066,-0.00055,-0.39941,0.79692,-0.39832,0.00034,0.00066,0.00055,-0.39941,0.79692,-0.39832,-0.00034,-0.00005,0.00013,-0.00005,0.00013,0.00049,0.01837,-0.06352,-0.77775,0.00891,-0.01121,-0.00049,-0.01837,-0.06352,-0.77775,0.00891,0.01121,0.00366,0.00029,0.00366,0.00029,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
