t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_pitch_joint,tau_left_hip_roll_joint,tau_left_hip_yaw_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_pitch_joint,tau_right_hip_roll_joint,tau_right_hip_yaw_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_pitch_joint,lim_left_hip_roll_joint,lim_left_hip_yaw_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_pitch_joint,lim_right_hip_roll_joint,lim_right_hip_yaw_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0000,-0.00006,0.00000,0.75205,1.00000,-0.00000,-0.00093,-0.00000,0.03516,0.00007,0.68452,0.68452,0.00183,0.00007,2,0.03423,0.00183,0,0.08500,0.03000,0.0862,0.0862,0.056853,0.118397,16.2346,-0.1223,131.5726,-8.9380,-0.6137,173.2324,16.2324,0.0508,131.3517,-8.9347,0.6301,173.0819,-0.078920,-0.000342,131.5654,0.025531,-0.000134,173.2324,-0.079039,0.000703,131.3445,0.025547,0.000147,173.0819,-0.32322,0.00004,-0.00002,0.70525,-0.38059,-0.00002,-0.32322,-0.00003,0.00001,0.70525,-0.38059,0.00002,0.00137,0.00120,0.00137,0.00120,-1.18038,-0.17630,0.11786,-14.01886,-5.05044,0.04921,-1.18638,0.17204,-0.11400,-14.00077,-5.05651,-0.09400,-1.19297,-0.81544,-1.19275,-0.81550,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0020,-0.00008,0.00000,0.75208,1.00000,-0.00000,-0.00094,-0.00000,0.03514,0.00007,0.68457,0.68452,0.00185,0.00007,2,0.03426,0.00185,0,0.08500,0.03000,0.2119,0.2122,-0.044896,0.118238,13.5153,-0.1192,135.5377,17.6417,-0.1986,138.7567,13.5132,0.0559,135.3189,17.6373,0.1435,138.5389,-0.065416,-0.000369,135.5321,-0.076219,-0.000292,138.7567,-0.065509,0.000660,135.3133,-0.076325,0.000608,138.5389,-0.32320,0.00004,-0.00002,0.70518,-0.38050,-0.00002,-0.32319,-0.00003,0.00001,0.70517,-0.38050,0.00002,0.00132,0.00118,0.00132,0.00118,-0.96850,-0.17969,0.11378,-13.67401,-3.54255,0.05408,-0.97442,0.17686,-0.11135,-13.65614,-3.54854,-0.09125,-1.21914,-0.85429,-1.21925,-0.85437,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0040,-0.00009,0.00000,0.75212,1.00000,-0.00000,-0.00094,-0.00000,0.03512,0.00007,0.68461,0.68452,0.00187,0.00007,2,0.03429,0.00187,0,0.08500,0.03000,0.1768,0.1770,-0.032393,0.118199,11.1748,-0.1175,138.9109,15.1244,-0.1575,142.5968,11.1728,0.0619,138.6939,15.1222,0.1053,142.3789,-0.054564,-0.000397,138.9065,-0.063717,-0.000331,142.5968,-0.054637,0.000633,138.6894,-0.063802,0.000594,142.3789,-0.32319,0.00004,-0.00002,0.70515,-0.38046,-0.00002,-0.32319,-0.00003,0.00001,0.70514,-0.38045,0.00002,0.00127,0.00116,0.00127,0.00116,-0.79446,-0.18465,0.11132,-13.38756,-2.26405,0.05920,-0.80026,0.18296,-0.10954,-13.36987,-2.27000,-0.09000,-1.24016,-0.88649,-1.24033,-0.88658,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0060,-0.00011,0.00000,0.75214,1.00000,-0.00000,-0.00095,-0.00000,0.03511,0.00007,0.68464,0.68452,0.00189,0.00007,2,0.03432,0.00189,0,0.08500,0.03000,0.1471,0.1472,-0.022245,0.118171,9.1784,-0.1158,141.7873,12.8659,-0.1549,145.8317,9.1763,0.0673,141.5717,12.8644,0.1076,145.6157,-0.045708,-0.000419,141.7838,-0.053568,-0.000360,145.8317,-0.045766,0.000612,141.5681,-0.053636,0.000575,145.6157,-0.32321,0.00004,-0.00002,0.70516,-0.38044,-0.00002,-0.32320,-0.00003,0.00001,0.70516,-0.38044,0.00001,0.00122,0.00114,0.00122,0.00114,-0.64400,-0.18901,0.10939,-13.14027,-1.17166,0.06349,-0.64968,0.18810,-0.10795,-13.12273,-1.17759,-0.08906,-1.25713,-0.91362,-1.25729,-0.91370,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0080,-0.00012,0.00000,0.75216,1.00000,-0.00000,-0.00095,-0.00000,0.03510,0.00008,0.68467,0.68452,0.00190,0.00007,2,0.03434,0.00190,0,0.08500,0.03000,0.1224,0.1226,-0.013919,0.118149,7.4810,-0.1142,144.2456,10.9130,-0.1532,148.5637,7.4789,0.0721,144.0311,10.9114,0.1116,148.3492,-0.038400,-0.000438,144.2427,-0.045241,-0.000382,148.5637,-0.038446,0.000596,144.0282,-0.045296,0.000558,148.3492,-0.32324,0.00004,-0.00002,0.70521,-0.38045,-0.00002,-0.32324,-0.00003,0.00001,0.70520,-0.38045,0.00001,0.00117,0.00113,0.00117,0.00113,-0.51078,-0.19279,0.10783,-12.92273,-0.23430,0.06707,-0.51639,0.19241,-0.10661,-12.90529,-0.24021,-0.08834,-1.27066,-0.93660,-1.27080,-0.93667,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0100,-0.00013,0.00000,0.75218,1.00000,-0.00000,-0.00096,-0.00000,0.03509,0.00008,0.68469,0.68452,0.00191,0.00007,2,0.03437,0.00191,0,0.08500,0.03000,0.1021,0.1023,-0.007023,0.118132,6.0392,-0.1128,146.3503,9.2459,-0.1516,150.8797,6.0372,0.0762,146.1367,9.2443,0.1150,150.6664,-0.032316,-0.000452,146.3479,-0.038344,-0.000399,150.8797,-0.032352,0.000583,146.1343,-0.038387,0.000544,150.6664,-0.32329,0.00004,-0.00002,0.70528,-0.38048,-0.00001,-0.32328,-0.00003,0.00001,0.70528,-0.38048,0.00001,0.00112,0.00112,0.00112,0.00112,-0.39125,-0.19607,0.10656,-12.72912,0.57252,0.07007,-0.39681,0.19602,-0.10550,-12.71177,0.56663,-0.08779,-1.28124,-0.95607,-1.28136,-0.95614,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0120,-0.00014,0.00000,0.75220,1.00000,-0.00000,-0.00095,-0.00000,0.03508,0.00008,0.68471,0.68451,0.00191,0.00007,2,0.03439,0.00191,0,0.08500,0.03000,0.0853,0.0854,-0.001262,0.118118,4.8159,-0.1116,148.1556,7.8240,-0.1501,152.8455,4.8138,0.0798,147.9428,7.8224,0.1181,152.6332,-0.027211,-0.000464,148.1537,-0.032581,-0.000413,152.8455,-0.027239,0.000572,147.9409,-0.032616,0.000533,152.6332,-0.32335,0.00004,-0.00002,0.70538,-0.38052,-0.00001,-0.32335,-0.00003,0.00001,0.70537,-0.38052,0.00000,0.00108,0.00112,0.00108,0.00112,-0.28266,-0.19890,0.10555,-12.55486,1.26925,0.07257,-0.28820,0.19903,-0.10457,-12.53758,1.26338,-0.08737,-1.28929,-0.97260,-1.28939,-0.97265,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0140,-0.00015,0.00000,0.75221,1.00000,-0.00000,-0.00095,-0.00000,0.03508,0.00008,0.68473,0.68451,0.00191,0.00007,2,0.03442,0.00191,0,0.08500,0.03000,0.0713,0.0714,0.003589,0.118107,3.7789,-0.1104,149.7071,6.6123,-0.1488,154.5162,3.7770,0.0830,149.4950,6.6108,0.1208,154.3047,-0.022896,-0.000474,149.7056,-0.027729,-0.000424,154.5162,-0.022917,0.000564,149.4934,-0.027757,0.000525,154.3047,-0.32343,0.00004,-0.00002,0.70549,-0.38057,-0.00001,-0.32342,-0.00003,0.00001,0.70548,-0.38057,-0.00000,0.00103,0.00111,0.00103,0.00111,-0.18289,-0.20135,0.10475,-12.39635,1.87301,0.07466,-0.18842,0.20155,-0.10382,-12.37911,1.86716,-0.08707,-1.29520,-0.98664,-1.29527,-0.98668,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0160,-0.00017,-0.00000,0.75222,1.00000,-0.00001,-0.00094,0.00002,0.03507,0.00008,0.68474,0.68450,0.00190,0.00007,2,0.03445,0.00190,0,0.08500,0.03000,0.0597,0.0597,0.007701,0.118097,-25.9279,89.9708,149.9925,5.5806,-0.1475,155.9382,31.7287,-89.9943,150.0168,5.5791,0.1231,155.7275,0.033559,-0.029762,150.0002,-0.023615,-0.000434,155.9382,-0.069145,0.030002,150.0002,-0.023637,0.000518,155.7275,-0.32360,0.00009,0.00012,0.70575,-0.38056,0.00014,-0.32352,0.00010,0.00013,0.70566,-0.38083,-0.00016,0.00098,0.00111,0.00099,0.00112,-11.00837,-44.02894,29.69174,-13.78383,8.78014,1.31522,11.06889,47.22585,-23.78529,-10.09917,-3.59509,-1.35035,-1.27569,-0.99133,-1.27574,-0.99136,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0180,-0.00018,-0.00001,0.75223,1.00000,-0.00001,-0.00093,0.00004,0.03507,0.00008,0.68476,0.68450,0.00188,0.00007,2,0.03448,0.00188,0,0.08500,0.03000,0.6925,0.7057,0.044682,0.100147,1.2465,-0.7194,148.1884,-10.6576,78.7619,191.2950,1.0803,-1.6413,148.2626,32.1763,-64.6966,170.6483,-0.019963,-0.000016,148.1882,0.013365,-0.018367,191.2950,-0.018263,-0.005222,148.2618,-0.059043,0.017763,170.6483,-0.32380,0.00015,0.00029,0.70603,-0.38055,0.00031,-0.32363,0.00026,0.00027,0.70585,-0.38112,-0.00034,0.00092,0.00112,0.00094,0.00113,-0.16511,1.45302,0.36019,-12.60650,2.15678,0.05351,-0.73390,0.13125,0.90244,-12.54159,2.41236,0.79956,-1.77031,-1.01664,-0.94104,-0.98568,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0200,-0.00019,-0.00001,0.75223,1.00000,-0.00002,-0.00091,0.00005,0.03507,0.00008,0.68477,0.68449,0.00185,0.00007,2,0.03451,0.00185,0,0.08500,0.03000,0.0299,0.0381,0.010795,0.118200,0.8051,-0.6022,149.9873,2.7073,-0.4582,153.3048,0.6559,-1.3440,150.0011,2.9866,-1.8497,153.7845,-0.016676,-0.000270,149.9873,-0.020516,-0.000279,153.3048,-0.015316,-0.004380,150.0002,-0.019518,-0.004539,153.7845,-0.32398,0.00022,0.00044,0.70629,-0.38056,0.00044,-0.32375,0.00041,0.00041,0.70603,-0.38136,-0.00046,0.00086,0.00112,0.00089,0.00114,-0.06005,1.19592,0.33697,-12.43355,2.64987,0.07855,-0.53782,0.15571,0.76054,-12.37632,2.86967,0.68269,-1.70403,-1.02649,-0.99885,-0.99928,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0220,-0.00020,-0.00001,0.75224,1.00000,-0.00002,-0.00089,0.00004,0.03507,0.00008,0.68478,0.68449,0.00182,0.00007,2,0.03453,0.00182,1,0.08500,0.03000,0.0246,0.0309,0.013961,0.117992,-89.1897,88.2726,150.0272,2.2422,-0.4392,154.9819,89.9237,-89.8904,150.1120,2.5319,-1.3765,155.4249,0.063208,0.030002,150.0002,-0.017346,-0.000467,154.9819,-0.085002,-0.014566,150.0002,-0.016633,-0.003840,155.4249,-0.32417,0.00028,0.00059,0.70653,-0.38059,0.00055,-0.32390,0.00054,0.00055,0.70622,-0.38156,-0.00055,0.00080,0.00112,0.00084,0.00114,-0.06005,1.19592,0.33697,-12.43355,2.64987,0.07855,-0.53782,0.15571,0.76054,-12.37632,2.86967,0.68269,-1.70403,-1.02649,-0.99885,-0.99928,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0240,-0.00021,-0.00003,0.75224,1.00000,-0.00004,-0.00086,0.00011,0.03507,0.00008,0.68479,0.68448,0.00178,0.00007,2,0.03458,0.00178,0,0.08500,0.03000,0.0283,0.0283,0.013808,0.118010,-89.9703,88.5176,150.0413,2.5400,-0.7210,155.7637,89.9222,-89.8675,150.1268,2.5358,-0.7583,155.6719,0.085002,0.030002,150.0002,-0.017497,-0.000433,155.7637,-0.071229,-0.014481,150.0002,-0.016667,-0.003940,155.6719,-0.32456,0.00046,0.00097,0.70703,-0.38045,0.00041,-0.32403,0.00093,0.00098,0.70657,-0.38227,-0.00030,0.00072,0.00115,0.00078,0.00118,-43.65630,-49.30273,35.28579,-27.19531,13.13789,-7.59168,47.65573,54.32388,-21.72071,8.67848,-0.86556,5.31952,0.48342,-0.91123,-3.14098,-1.09801,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0260,-0.00023,-0.00004,0.75225,1.00000,-0.00005,-0.00083,0.00016,0.03507,0.00008,0.68481,0.68447,0.00173,0.00007,2,0.03463,0.00173,0,0.08500,0.03000,0.6156,0.8119,0.056772,0.133522,-2.9427,-2.2775,143.9506,-44.0599,80.5958,248.6882,-2.6467,-4.3657,144.2721,77.8852,-48.7955,188.6575,-0.021520,0.000213,143.9504,0.025473,0.015085,248.6882,-0.012405,-0.011472,144.2757,-0.047668,-0.011628,188.6575,-0.32498,0.00067,0.00142,0.70756,-0.38031,0.00023,-0.32419,0.00136,0.00148,0.70695,-0.38301,0.00003,0.00064,0.00118,0.00071,0.00123,0.31710,3.53544,1.28235,-13.37666,1.67280,0.04698,-2.58321,0.40505,2.60101,-13.14621,3.00771,1.81005,-2.79127,-1.07496,-0.16273,-0.94952,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0280,-0.00024,-0.00005,0.75225,1.00000,-0.00006,-0.00080,0.00018,0.03508,0.00009,0.68482,0.68446,0.00167,0.00007,2,0.03467,0.00167,0,0.08500,0.03000,0.0343,0.0433,0.009967,0.118622,-2.6122,-1.9222,146.8638,-2.2313,-2.0442,146.9752,-2.4246,-3.6691,147.0862,-0.5677,-3.8069,148.2774,-0.017564,-0.000555,146.8622,-0.021368,0.000312,146.9752,-0.010206,-0.010197,147.0920,-0.014468,-0.010969,148.2774,-0.32534,0.00088,0.00184,0.70799,-0.38022,0.00008,-0.32438,0.00175,0.00196,0.70728,-0.38359,0.00033,0.00056,0.00121,0.00063,0.00127,0.38562,3.04388,1.17106,-13.06049,2.29453,0.14983,-2.03202,0.44377,2.26205,-12.87819,3.43337,1.62542,-2.59005,-1.08084,-0.31901,-0.97148,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0300,-0.00026,-0.00005,0.75225,1.00000,-0.00007,-0.00076,0.00016,0.03508,0.00009,0.68484,0.68445,0.00159,0.00007,2,0.03471,0.00159,0,0.08500,0.03000,0.0289,0.0314,0.013725,0.117903,-2.3335,-1.6362,149.3058,-1.7768,-1.8978,150.0539,-2.2371,-3.1096,149.4404,-0.5450,-2.7913,150.9668,-0.014090,-0.001090,149.3036,-0.017625,-0.000361,150.0539,-0.008141,-0.009151,149.4476,-0.012116,-0.009901,150.9668,-0.32566,0.00109,0.00225,0.70836,-0.38017,-0.00005,-0.32458,0.00211,0.00242,0.70757,-0.38403,0.00058,0.00047,0.00122,0.00055,0.00130,0.46683,2.64520,1.07361,-12.75232,2.85696,0.22407,-1.54762,0.47027,1.98186,-12.61139,3.83196,1.46801,-2.41794,-1.08514,-0.44640,-0.98967,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0320,-0.00027,-0.00006,0.75225,1.00000,-0.00007,-0.00071,0.00012,0.03509,0.00009,0.68484,0.68445,0.00151,0.00007,2,0.03472,0.00151,1,0.08500,0.03000,0.0245,0.0073,0.016996,0.117401,-89.5931,-90.2056,150.1208,-1.3442,-1.7960,152.7748,85.4223,85.9907,150.3163,-0.6222,-0.2358,151.7259,0.019982,0.030002,150.0002,-0.014365,-0.000830,152.7748,0.085003,-0.015935,150.0002,-0.010156,-0.010537,151.7259,-0.32595,0.00128,0.00265,0.70869,-0.38016,-0.00014,-0.32476,0.00245,0.00290,0.70768,-0.38387,0.00080,0.00038,0.00123,0.00048,0.00132,0.46683,2.64520,1.07361,-12.75232,2.85696,0.22407,-1.54762,0.47027,1.98186,-12.61139,3.83196,1.46801,-2.41794,-1.08514,-0.44640,-0.98967,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0340,-0.00028,-0.00008,0.75225,1.00000,-0.00010,-0.00066,0.00013,0.03509,0.00010,0.68484,0.68444,0.00142,0.00007,2,0.03477,0.00142,0,0.08500,0.03000,0.0230,0.0020,0.016440,0.117455,-89.5411,-90.2198,150.1433,-0.3170,-2.1187,155.0402,85.2372,85.6790,150.3251,-0.1919,-0.0003,159.9596,-0.064198,0.005668,150.0002,-0.014930,-0.000741,155.0402,0.085002,-0.030002,150.0002,-0.010707,-0.010184,159.9596,-0.32631,0.00175,0.00324,0.70911,-0.38054,-0.00033,-0.32507,0.00307,0.00399,0.70814,-0.38307,0.00096,0.00029,0.00125,0.00038,0.00137,-64.67052,52.83901,-20.94132,-49.36744,-9.27155,2.30250,67.57330,-43.72546,31.34024,30.77052,22.41755,1.49081,1.05068,-0.74290,-3.34634,-1.11921,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0360,-0.00030,-0.00009,0.75224,1.00000,-0.00013,-0.00060,0.00009,0.03510,0.00010,0.68485,0.68442,0.00132,0.00007,2,0.03484,0.00132,0,0.08500,0.03000,0.8166,0.8444,-0.019565,0.113172,1.9825,-4.2037,146.8864,-80.3551,-49.5526,192.6869,-9.9028,-3.3019,148.5828,108.3692,58.9510,243.5018,-0.030388,-0.027525,146.8858,-0.050974,-0.004891,192.6869,-0.011061,-0.022805,148.6007,0.032484,-0.008035,243.5018,-0.32668,0.00237,0.00400,0.70957,-0.38106,-0.00037,-0.32544,0.00381,0.00526,0.70868,-0.38232,0.00118,0.00019,0.00128,0.00029,0.00144,-0.89798,5.26443,4.67885,-13.68442,0.57988,4.14427,-3.61088,6.66103,3.88908,-15.75485,3.01905,3.49510,-4.04974,-1.00955,1.16245,-0.90909,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0380,-0.00032,-0.00011,0.75224,1.00000,-0.00018,-0.00053,-0.00002,0.03510,0.00011,0.68486,0.68441,0.00120,0.00007,2,0.03489,0.00120,0,0.08500,0.03000,0.0352,0.1078,0.002366,0.095951,-1.2679,-3.9290,148.9136,2.1632,-2.4610,155.1026,-5.3353,-3.1398,149.9935,-9.9014,-0.7133,153.4400,-0.017986,-0.024873,148.9108,-0.029150,-0.022207,155.1026,-0.013375,-0.020538,150.0002,-0.010274,-0.019952,153.4400,-0.32703,0.00306,0.00488,0.71000,-0.38159,-0.00021,-0.32582,0.00457,0.00653,0.70913,-0.38171,0.00150,0.00009,0.00129,0.00019,0.00151,-1.70608,5.08632,4.94208,-13.26420,2.25532,3.81872,-1.49915,6.32766,4.23293,-14.67592,2.93394,3.18266,-3.92959,-1.05126,1.05301,-0.93344,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0400,-0.00034,-0.00012,0.75224,1.00000,-0.00022,-0.00048,-0.00021,0.03511,0.00011,0.68487,0.68440,0.00106,0.00007,2,0.03495,0.00106,0,0.08500,0.03000,0.0312,0.0640,0.013446,0.097783,85.0953,-89.4806,149.9945,-0.5606,-2.8693,156.1824,-90.5794,82.9401,150.2156,-5.9079,-0.2839,154.1027,0.029879,-0.010528,150.0002,-0.018092,-0.020445,156.1824,0.085003,-0.030002,150.0002,-0.012340,-0.018281,154.1027,-0.32733,0.00375,0.00560,0.71067,-0.38222,-0.00005,-0.32624,0.00532,0.00782,0.70957,-0.38112,0.00193,-0.00004,0.00137,0.00006,0.00164,59.63265,45.29285,-30.73238,21.95888,13.90062,4.71996,-44.22846,-44.66704,22.13144,-28.07000,13.19531,1.56297,-4.09093,-1.05339,0.65467,-0.91519,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0420,-0.00035,-0.00013,0.75223,1.00000,-0.00026,-0.00043,-0.00047,0.03511,0.00012,0.68487,0.68439,0.00096,0.00007,2,0.03499,0.00096,0,0.08500,0.03000,0.8304,0.8251,0.049026,0.105888,-1.7814,-4.9378,145.1567,77.8793,-61.7745,199.5055,-5.5214,-2.7136,146.8804,-66.7288,68.7909,193.5996,-0.015839,-0.030003,145.1569,0.017571,-0.012636,199.5055,-0.019402,-0.023441,146.8793,0.051821,-0.018166,193.5996,-0.32759,0.00448,0.00636,0.71136,-0.38287,0.00021,-0.32665,0.00609,0.00911,0.70994,-0.38060,0.00238,-0.00018,0.00146,-0.00007,0.00178,-3.01142,3.78918,4.19112,-13.82266,2.41072,4.47450,-0.91138,7.11190,2.49215,-14.84296,1.99188,3.53432,-3.29795,-0.98911,0.31247,-0.94540,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0440,-0.00037,-0.00014,0.75222,1.00000,-0.00033,-0.00038,-0.00073,0.03512,0.00012,0.68488,0.68438,0.00086,0.00007,2,0.03498,0.00086,0,0.08500,0.03000,0.0000,1.1186,0.000000,0.000000,-1.1819,-4.2274,148.2272,0.0000,0.0000,0.0000,-4.5435,-2.6056,149.4283,-37.9319,-1.6670,56.5699,-0.011216,-0.027674,148.2295,0.000000,0.000000,0.0000,-0.013795,-0.018658,149.4264,0.085009,-0.030014,56.5699,-0.32771,0.00541,0.00747,0.71152,-0.38290,0.00118,-0.32684,0.00704,0.01067,0.70986,-0.38060,0.00304,-0.00032,0.00150,-0.00018,0.00189,-2.09791,3.67305,3.94344,-13.15263,3.19052,4.21115,-0.45639,6.18182,2.65915,-13.99941,2.90603,2.86033,-3.21061,-1.03097,0.27346,-0.96536,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0460,-0.00037,-0.00015,0.75220,1.00000,-0.00039,-0.00036,-0.00109,0.03512,0.00013,0.68487,0.68436,0.00076,0.00007,2,0.03497,0.00076,0,0.08500,0.03000,0.0292,0.0146,0.019668,0.091333,90.7116,-89.5539,149.8390,-2.3121,-1.4925,157.0059,-90.1236,83.2039,150.4337,-1.3666,0.4555,164.1481,0.085003,0.010591,150.0002,-0.011860,-0.027159,157.0059,0.085003,-0.030002,150.0002,-0.016333,-0.017808,164.1481,-0.32772,0.00633,0.00829,0.71181,-0.38286,0.00080,-0.32703,0.00790,0.01213,0.70978,-0.38072,0.00385,-0.00048,0.00163,-0.00031,0.00209,68.94878,43.15830,-25.03186,31.92283,22.37964,1.57938,-47.56428,-46.28283,16.66625,-27.27814,13.21141,1.56061,-3.48690,-0.80266,1.22740,-0.54390,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0480,-0.00038,-0.00014,0.75218,1.00000,-0.00043,-0.00038,-0.00157,0.03512,0.00013,0.68485,0.68435,0.00077,0.00007,2,0.03497,0.00077,0,0.08500,0.03000,0.8986,0.7990,0.116513,0.089397,89.2267,-89.5128,149.8152,76.2237,-30.2398,152.0907,-90.7692,77.7297,150.4440,-65.9543,66.5764,195.4801,0.085003,0.004274,150.0002,0.085002,-0.030008,152.0907,0.085003,-0.030003,150.0002,0.051792,-0.016624,195.4801,-0.32755,0.00701,0.00829,0.71219,-0.38289,-0.00061,-0.32728,0.00861,0.01342,0.70987,-0.38080,0.00476,-0.00065,0.00191,-0.00049,0.00244,67.28376,37.91040,-27.27910,30.74366,22.24929,2.32994,-45.72423,-41.70023,14.58039,-27.07442,13.22411,1.73943,-2.46776,-0.42104,0.03724,-0.30450,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
0.0500,-0.00038,-0.00013,0.75217,1.00000,-0.00046,-0.00044,-0.00220,0.03512,0.00014,0.68484,0.68433,0.00086,0.00007,2,0.03498,0.00086,1,0.08500,0.03000,0.8630,0.8105,0.116273,0.107551,87.5498,-89.4489,149.8563,74.1233,-39.2829,162.0088,-90.7940,72.9848,150.4596,-59.7774,70.4171,189.9484,0.085007,-0.007162,150.0005,0.085005,-0.012033,162.0088,0.085007,-0.030007,150.0005,0.050936,-0.029022,189.9484,-0.32721,0.00735,0.00733,0.71268,-0.38325,-0.00223,-0.32761,0.00916,0.01447,0.71006,-0.38077,0.00525,-0.00083,0.00234,-0.00071,0.00294,67.28376,37.91040,-27.27910,30.74366,22.24929,2.32994,-45.72423,-41.70023,14.58039,-27.07442,13.22411,1.73943,-2.46776,-0.42104,0.03724,-0.30450,88.000,88.000,88.000,139.000,35.000,35.000,88.000,88.000,88.000,139.000,35.000,35.000,25.000,25.000,25.000,25.000
