t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.8300,-0.00020,0.00944,0.46185,1.00000,0.00010,0.00023,0.00031,0.00860,0.00685,0.30085,0.30051,0.00045,0.01239,2,0.03485,0,0.04900,0.01900,0.0055,0.0053,0.009898,0.064884,-0.0172,0.1773,38.0638,0.0062,0.1254,38.1628,-0.0310,0.1608,26.5819,-0.0065,0.0848,26.8791,0.003764,-0.005227,38.0632,0.003698,-0.005113,38.1628,0.000544,-0.008647,26.5813,0.000526,-0.008318,26.8791,-0.00077,-0.03533,-0.55627,1.10891,-0.55283,0.03765,-0.00053,-0.03568,-0.55637,1.11039,-0.55443,0.03851,-0.00041,-0.00000,-0.00076,0.00000,-0.00170,0.42553,0.10627,-1.54982,0.14206,0.20373,0.00059,0.36075,-0.10186,-1.08246,0.01282,0.23543,0.00029,-0.00002,0.00001,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8350,-0.00020,0.00957,0.46185,1.00000,0.00010,0.00022,0.00031,0.00860,0.00695,0.30084,0.30051,0.00045,0.01253,2,0.03485,0,0.04900,0.01900,0.0055,0.0053,0.009910,0.064874,-0.0168,0.1773,38.1304,0.0063,0.1255,38.2269,-0.0309,0.1603,26.5192,-0.0065,0.0842,26.8151,0.003776,-0.005235,38.1298,0.003710,-0.005123,38.2269,0.000517,-0.008725,26.5186,0.000500,-0.008395,26.8151,-0.00078,-0.03584,-0.55625,1.10888,-0.55281,0.03817,-0.00054,-0.03620,-0.55636,1.11037,-0.55443,0.03904,-0.00040,-0.00000,-0.00075,0.00000,-0.00174,0.43079,0.10746,-1.55248,0.14280,0.20449,0.00062,0.36425,-0.10301,-1.07986,0.01211,0.23706,0.00029,-0.00002,0.00000,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8400,-0.00020,0.00971,0.46184,1.00000,0.00011,0.00022,0.00032,0.00860,0.00705,0.30084,0.30051,0.00045,0.01267,2,0.03485,0,0.04900,0.01900,0.0055,0.0052,0.009922,0.064865,-0.0165,0.1773,38.1973,0.0064,0.1257,38.2913,-0.0307,0.1599,26.4562,-0.0066,0.0837,26.7507,0.003787,-0.005243,38.1967,0.003722,-0.005132,38.2913,0.000489,-0.008803,26.4556,0.000474,-0.008472,26.7507,-0.00079,-0.03635,-0.55623,1.10885,-0.55279,0.03870,-0.00055,-0.03671,-0.55634,1.11035,-0.55443,0.03958,-0.00039,-0.00000,-0.00075,0.00000,-0.00177,0.43608,0.10866,-1.55515,0.14355,0.20524,0.00064,0.36775,-0.10417,-1.07725,0.01140,0.23870,0.00029,-0.00002,0.00000,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8450,-0.00021,0.00985,0.46184,1.00000,0.00011,0.00022,0.00032,0.00860,0.00716,0.30084,0.30051,0.00044,0.01281,2,0.03486,0,0.04900,0.01900,0.0055,0.0052,0.009934,0.064855,-0.0161,0.1773,38.2645,0.0065,0.1259,38.3560,-0.0305,0.1594,26.3930,-0.0067,0.0831,26.6861,0.003799,-0.005251,38.2639,0.003735,-0.005141,38.3560,0.000462,-0.008883,26.3923,0.000447,-0.008549,26.6861,-0.00080,-0.03687,-0.55621,1.10881,-0.55277,0.03922,-0.00055,-0.03723,-0.55632,1.11033,-0.55442,0.04012,-0.00038,-0.00000,-0.00074,0.00000,-0.00181,0.44141,0.10986,-1.55782,0.14429,0.20597,0.00067,0.37125,-0.10532,-1.07463,0.01068,0.24034,0.00029,-0.00002,-0.00000,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8500,-0.00021,0.00999,0.46184,1.00000,0.00011,0.00022,0.00033,0.00860,0.00726,0.30084,0.30051,0.00044,0.01296,2,0.03486,0,0.04900,0.01900,0.0055,0.0052,0.009946,0.064847,-0.0158,0.1773,38.3319,0.0066,0.1260,38.4210,-0.0304,0.1589,26.3294,-0.0068,0.0824,26.6212,0.003811,-0.005258,38.3313,0.003747,-0.005149,38.4210,0.000434,-0.008962,26.3288,0.000420,-0.008627,26.6212,-0.00081,-0.03739,-0.55619,1.10878,-0.55275,0.03975,-0.00056,-0.03776,-0.55630,1.11031,-0.55442,0.04066,-0.00036,-0.00000,-0.00073,0.00000,-0.00185,0.44677,0.11107,-1.56051,0.14504,0.20669,0.00069,0.37476,-0.10649,-1.07199,0.00996,0.24199,0.00029,-0.00002,-0.00000,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8550,-0.00021,0.01014,0.46183,1.00000,0.00011,0.00022,0.00033,0.00860,0.00736,0.30083,0.30051,0.00044,0.01310,2,0.03486,0,0.04900,0.01900,0.0055,0.0052,0.009958,0.064839,-0.0155,0.1773,38.3996,0.0067,0.1262,38.4862,-0.0302,0.1584,26.2655,-0.0068,0.0818,26.5560,0.003822,-0.005265,38.3990,0.003759,-0.005157,38.4862,0.000406,-0.009043,26.2649,0.000393,-0.008706,26.5560,-0.00082,-0.03792,-0.55617,1.10874,-0.55272,0.04028,-0.00057,-0.03828,-0.55627,1.11028,-0.55441,0.04121,-0.00035,-0.00000,-0.00073,0.00000,-0.00189,0.45217,0.11228,-1.56320,0.14580,0.20739,0.00072,0.37826,-0.10765,-1.06935,0.00924,0.24363,0.00029,-0.00002,-0.00001,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8600,-0.00021,0.01028,0.46183,1.00000,0.00011,0.00022,0.00033,0.00860,0.00747,0.30083,0.30051,0.00044,0.01324,2,0.03486,0,0.04900,0.01900,0.0055,0.0051,0.009971,0.064831,-0.0151,0.1773,38.4675,0.0068,0.1264,38.5517,-0.0301,0.1579,26.2013,-0.0069,0.0812,26.4905,0.003834,-0.005271,38.4669,0.003771,-0.005164,38.5517,0.000378,-0.009124,26.2007,0.000366,-0.008785,26.4905,-0.00083,-0.03845,-0.55615,1.10870,-0.55270,0.04082,-0.00058,-0.03881,-0.55625,1.11025,-0.55441,0.04177,-0.00034,-0.00000,-0.00072,0.00000,-0.00193,0.45761,0.11350,-1.56590,0.14655,0.20808,0.00075,0.38177,-0.10882,-1.06668,0.00852,0.24528,0.00029,-0.00002,-0.00001,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8650,-0.00021,0.01042,0.46183,1.00000,0.00011,0.00021,0.00034,0.00860,0.00757,0.30083,0.30051,0.00043,0.01339,2,0.03486,0,0.04900,0.01900,0.0055,0.0051,0.009983,0.064823,-0.0148,0.1772,38.5357,0.0069,0.1265,38.6175,-0.0299,0.1574,26.1369,-0.0070,0.0805,26.4248,0.003846,-0.005277,38.5351,0.003783,-0.005171,38.6175,0.000349,-0.009205,26.1363,0.000338,-0.008865,26.4248,-0.00084,-0.03898,-0.55613,1.10865,-0.55267,0.04136,-0.00059,-0.03935,-0.55622,1.11022,-0.55440,0.04232,-0.00033,-0.00000,-0.00071,0.00000,-0.00197,0.46308,0.11473,-1.56861,0.14731,0.20876,0.00077,0.38529,-0.11000,-1.06401,0.00780,0.24693,0.00029,-0.00002,-0.00001,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8700,-0.00021,0.01057,0.46182,1.00000,0.00011,0.00021,0.00034,0.00860,0.00768,0.30082,0.30051,0.00043,0.01353,2,0.03486,0,0.04900,0.01900,0.0055,0.0051,0.009995,0.064816,-0.0145,0.1772,38.6041,0.0069,0.1267,38.6836,-0.0298,0.1569,26.0721,-0.0071,0.0799,26.3588,0.003857,-0.005283,38.6035,0.003796,-0.005178,38.6836,0.000320,-0.009287,26.0715,0.000311,-0.008945,26.3588,-0.00085,-0.03951,-0.55610,1.10861,-0.55265,0.04190,-0.00059,-0.03988,-0.55620,1.11019,-0.55439,0.04288,-0.00032,-0.00000,-0.00071,0.00000,-0.00201,0.46859,0.11596,-1.57132,0.14808,0.20941,0.00080,0.38880,-0.11118,-1.06132,0.00707,0.24858,0.00029,-0.00002,-0.00002,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8750,-0.00021,0.01071,0.46182,1.00000,0.00011,0.00021,0.00035,0.00860,0.00779,0.30082,0.30051,0.00043,0.01367,2,0.03486,0,0.04900,0.01900,0.0055,0.0050,0.010007,0.064810,-0.0141,0.1772,38.6727,0.0070,0.1269,38.7499,-0.0296,0.1563,26.0071,-0.0071,0.0792,26.2925,0.003869,-0.005288,38.6721,0.003808,-0.005184,38.7499,0.000292,-0.009370,26.0065,0.000283,-0.009026,26.2925,-0.00086,-0.04005,-0.55608,1.10856,-0.55262,0.04245,-0.00060,-0.04043,-0.55617,1.11016,-0.55438,0.04344,-0.00031,-0.00000,-0.00070,0.00000,-0.00205,0.47413,0.11719,-1.57405,0.14884,0.21006,0.00083,0.39232,-0.11236,-1.05863,0.00634,0.25024,0.00029,-0.00002,-0.00002,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8800,-0.00021,0.01086,0.46181,1.00000,0.00011,0.00021,0.00035,0.00859,0.00790,0.30082,0.30051,0.00042,0.01382,2,0.03486,0,0.04900,0.01900,0.0055,0.0050,0.010020,0.064804,-0.0138,0.1772,38.7417,0.0071,0.1271,38.8165,-0.0295,0.1558,25.9418,-0.0072,0.0785,26.2259,0.003881,-0.005292,38.7411,0.003820,-0.005190,38.8165,0.000262,-0.009454,25.9412,0.000254,-0.009108,26.2259,-0.00087,-0.04060,-0.55605,1.10851,-0.55259,0.04300,-0.00061,-0.04097,-0.55614,1.11012,-0.55437,0.04401,-0.00030,-0.00000,-0.00070,0.00001,-0.00209,0.47971,0.11843,-1.57678,0.14961,0.21069,0.00086,0.39583,-0.11354,-1.05591,0.00561,0.25190,0.00029,-0.00002,-0.00002,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8850,-0.00021,0.01101,0.46181,1.00000,0.00011,0.00021,0.00036,0.00859,0.00800,0.30082,0.30051,0.00042,0.01397,2,0.03486,0,0.04900,0.01900,0.0055,0.0050,0.010032,0.064798,-0.0135,0.1771,38.8108,0.0072,0.1272,38.8834,-0.0294,0.1552,25.8762,-0.0073,0.0778,26.1591,0.003892,-0.005296,38.8102,0.003833,-0.005195,38.8834,0.000233,-0.009538,25.8755,0.000226,-0.009190,26.1591,-0.00088,-0.04114,-0.55602,1.10845,-0.55256,0.04355,-0.00062,-0.04152,-0.55611,1.11008,-0.55436,0.04458,-0.00029,-0.00000,-0.00069,0.00001,-0.00213,0.48533,0.11968,-1.57952,0.15039,0.21130,0.00089,0.39935,-0.11473,-1.05319,0.00488,0.25356,0.00029,-0.00002,-0.00002,-0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8900,-0.00021,0.01116,0.46181,1.00000,0.00011,0.00021,0.00036,0.00859,0.00811,0.30081,0.30051,0.00042,0.01411,2,0.03486,0,0.04900,0.01900,0.0055,0.0049,0.010044,0.064793,-0.0132,0.1771,38.8802,0.0073,0.1274,38.9505,-0.0292,0.1546,25.8103,-0.0074,0.0771,26.0920,0.003904,-0.005300,38.8796,0.003845,-0.005200,38.9505,0.000203,-0.009622,25.8097,0.000197,-0.009273,26.0920,-0.00089,-0.04169,-0.55599,1.10840,-0.55253,0.04411,-0.00063,-0.04207,-0.55608,1.11004,-0.55435,0.04515,-0.00028,-0.00000,-0.00068,0.00001,-0.00217,0.49098,0.12093,-1.58226,0.15116,0.21190,0.00092,0.40286,-0.11593,-1.05045,0.00414,0.25522,0.00028,-0.00001,-0.00003,-0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8950,-0.00021,0.01131,0.46180,1.00000,0.00011,0.00020,0.00036,0.00859,0.00822,0.30081,0.30051,0.00041,0.01426,2,0.03486,0,0.04900,0.01900,0.0055,0.0049,0.010056,0.064788,-0.0129,0.1771,38.9499,0.0074,0.1276,39.0179,-0.0291,0.1540,25.7441,-0.0074,0.0764,26.0247,0.003916,-0.005303,38.9493,0.003857,-0.005205,39.0179,0.000173,-0.009707,25.7435,0.000168,-0.009356,26.0247,-0.00090,-0.04224,-0.55596,1.10834,-0.55250,0.04467,-0.00063,-0.04262,-0.55605,1.10999,-0.55433,0.04573,-0.00028,-0.00000,-0.00068,0.00001,-0.00222,0.49667,0.12218,-1.58502,0.15194,0.21248,0.00095,0.40638,-0.11713,-1.04770,0.00341,0.25689,0.00028,-0.00001,-0.00003,-0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9000,-0.00021,0.01146,0.46180,1.00000,0.00011,0.00020,0.00037,0.00859,0.00833,0.30081,0.30051,0.00041,0.01441,2,0.03486,0,0.04900,0.01900,0.0055,0.0049,0.010069,0.064784,-0.0125,0.1770,39.0198,0.0075,0.1278,39.0856,-0.0290,0.1534,25.6777,-0.0075,0.0757,25.9571,0.003928,-0.005306,39.0192,0.003869,-0.005209,39.0856,0.000143,-0.009793,25.6771,0.000139,-0.009440,25.9571,-0.00091,-0.04280,-0.55593,1.10828,-0.55246,0.04523,-0.00064,-0.04318,-0.55602,1.10994,-0.55432,0.04631,-0.00027,-0.00000,-0.00067,0.00001,-0.00226,0.50240,0.12344,-1.58778,0.15272,0.21305,0.00098,0.40989,-0.11833,-1.04494,0.00267,0.25856,0.00028,-0.00001,-0.00003,-0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9050,-0.00021,0.01161,0.46180,1.00000,0.00011,0.00020,0.00037,0.00859,0.00844,0.30081,0.30051,0.00041,0.01456,2,0.03486,0,0.04900,0.01900,0.0055,0.0049,0.010081,0.064780,-0.0122,0.1770,39.0899,0.0076,0.1280,39.1535,-0.0288,0.1527,25.6110,-0.0076,0.0750,25.8892,0.003940,-0.005308,39.0893,0.003882,-0.005212,39.1535,0.000113,-0.009880,25.6103,0.000109,-0.009525,25.8892,-0.00092,-0.04336,-0.55590,1.10821,-0.55243,0.04579,-0.00065,-0.04374,-0.55598,1.10989,-0.55430,0.04690,-0.00026,-0.00000,-0.00067,0.00001,-0.00230,0.50816,0.12471,-1.59054,0.15351,0.21361,0.00102,0.41341,-0.11953,-1.04217,0.00192,0.26023,0.00028,-0.00001,-0.00003,-0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9100,-0.00021,0.01176,0.46179,1.00000,0.00011,0.00020,0.00038,0.00859,0.00856,0.30080,0.30051,0.00040,0.01470,2,0.03486,0,0.04900,0.01900,0.0055,0.0048,0.010093,0.064776,-0.0119,0.1769,39.1603,0.0076,0.1282,39.2217,-0.0287,0.1521,25.5440,-0.0077,0.0742,25.8211,0.003951,-0.005310,39.1597,0.003894,-0.005215,39.2217,0.000082,-0.009967,25.5434,0.000080,-0.009610,25.8211,-0.00093,-0.04392,-0.55586,1.10815,-0.55239,0.04636,-0.00066,-0.04431,-0.55595,1.10984,-0.55428,0.04748,-0.00025,-0.00000,-0.00066,0.00001,-0.00235,0.51397,0.12598,-1.59331,0.15430,0.21414,0.00105,0.41692,-0.12074,-1.03938,0.00118,0.26191,0.00028,-0.00001,-0.00004,-0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9150,-0.00021,0.01191,0.46179,1.00000,0.00011,0.00020,0.00038,0.00859,0.00867,0.30080,0.30051,0.00040,0.01485,2,0.03486,0,0.04900,0.01900,0.0055,0.0048,0.010106,0.064773,-0.0116,0.1769,39.2309,0.0077,0.1284,39.2901,-0.0286,0.1515,25.4768,-0.0078,0.0735,25.7527,0.003963,-0.005312,39.2303,0.003906,-0.005218,39.2901,0.000051,-0.010055,25.4761,0.000050,-0.009696,25.7527,-0.00094,-0.04449,-0.55583,1.10808,-0.55235,0.04693,-0.00067,-0.04488,-0.55591,1.10978,-0.55426,0.04807,-0.00024,-0.00000,-0.00066,0.00001,-0.00240,0.51980,0.12725,-1.59609,0.15509,0.21466,0.00108,0.42044,-0.12195,-1.03658,0.00043,0.26358,0.00028,-0.00001,-0.00004,0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9200,-0.00021,0.01207,0.46179,1.00000,0.00011,0.00020,0.00039,0.00859,0.00878,0.30080,0.30051,0.00040,0.01500,2,0.03486,0,0.04900,0.01900,0.0055,0.0047,0.010118,0.064771,-0.0113,0.1768,39.3017,0.0078,0.1286,39.3588,-0.0285,0.1508,25.4092,-0.0079,0.0727,25.6841,0.003975,-0.005313,39.3011,0.003919,-0.005220,39.3588,0.000020,-0.010144,25.4086,0.000019,-0.009783,25.6841,-0.00095,-0.04506,-0.55579,1.10801,-0.55231,0.04751,-0.00067,-0.04545,-0.55587,1.10973,-0.55424,0.04867,-0.00023,-0.00000,-0.00065,0.00001,-0.00244,0.52568,0.12853,-1.59888,0.15589,0.21517,0.00112,0.42395,-0.12316,-1.03377,-0.00032,0.26527,0.00028,-0.00001,-0.00004,0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9250,-0.00021,0.01222,0.46179,1.00000,0.00011,0.00019,0.00039,0.00859,0.00890,0.30080,0.30051,0.00039,0.01515,2,0.03486,0,0.04900,0.01900,0.0055,0.0047,0.010130,0.064769,-0.0110,0.1767,39.3728,0.0079,0.1288,39.4277,-0.0284,0.1501,25.3414,-0.0079,0.0719,25.6152,0.003987,-0.005313,39.3721,0.003931,-0.005222,39.4277,-0.000012,-0.010233,25.3408,-0.000011,-0.009870,25.6152,-0.00096,-0.04563,-0.55575,1.10793,-0.55227,0.04809,-0.00068,-0.04603,-0.55583,1.10967,-0.55422,0.04927,-0.00022,-0.00000,-0.00065,0.00001,-0.00249,0.53159,0.12982,-1.60167,0.15668,0.21566,0.00115,0.42746,-0.12438,-1.03095,-0.00107,0.26695,0.00028,-0.00001,-0.00005,0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9300,-0.00021,0.01238,0.46178,1.00000,0.00011,0.00019,0.00039,0.00859,0.00901,0.30080,0.30051,0.00039,0.01530,2,0.03486,0,0.04900,0.01900,0.0055,0.0047,0.010142,0.064767,-0.0107,0.1767,39.4441,0.0080,0.1290,39.4969,-0.0282,0.1494,25.2734,-0.0080,0.0711,25.5461,0.003999,-0.005314,39.4434,0.003943,-0.005223,39.4969,-0.000043,-0.010323,25.2727,-0.000042,-0.009958,25.5461,-0.00097,-0.04621,-0.55571,1.10786,-0.55223,0.04867,-0.00069,-0.04660,-0.55579,1.10960,-0.55419,0.04987,-0.00021,-0.00000,-0.00064,0.00001,-0.00254,0.53753,0.13111,-1.60447,0.15748,0.21613,0.00119,0.43097,-0.12560,-1.02811,-0.00182,0.26864,0.00028,-0.00001,-0.00005,0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9350,-0.00021,0.01254,0.46178,1.00000,0.00011,0.00019,0.00040,0.00859,0.00913,0.30079,0.30051,0.00039,0.01546,2,0.03486,0,0.04900,0.01900,0.0055,0.0046,0.010155,0.064766,-0.0104,0.1766,39.5156,0.0081,0.1292,39.5663,-0.0281,0.1487,25.2051,-0.0081,0.0703,25.4767,0.004010,-0.005313,39.5150,0.003955,-0.005224,39.5663,-0.000075,-0.010414,25.2044,-0.000073,-0.010047,25.4767,-0.00098,-0.04679,-0.55567,1.10778,-0.55219,0.04925,-0.00070,-0.04719,-0.55575,1.10954,-0.55417,0.05047,-0.00020,-0.00000,-0.00064,0.00001,-0.00259,0.54352,0.13240,-1.60727,0.15829,0.21658,0.00122,0.43447,-0.12683,-1.02527,-0.00257,0.27033,0.00027,-0.00001,-0.00005,0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9400,-0.00020,0.01270,0.46178,1.00000,0.00011,0.00019,0.00040,0.00859,0.00924,0.30079,0.30051,0.00038,0.01561,2,0.03486,0,0.04900,0.01900,0.0055,0.0046,0.010167,0.064765,-0.0100,0.1765,39.5873,0.0082,0.1294,39.6360,-0.0280,0.1480,25.1365,-0.0082,0.0695,25.4070,0.004022,-0.005312,39.5867,0.003968,-0.005225,39.6360,-0.000107,-0.010505,25.1358,-0.000104,-0.010136,25.4070,-0.00099,-0.04737,-0.55563,1.10769,-0.55215,0.04984,-0.00070,-0.04777,-0.55570,1.10947,-0.55414,0.05108,-0.00020,-0.00000,-0.00063,0.00001,-0.00264,0.54954,0.13370,-1.61008,0.15909,0.21702,0.00126,0.43797,-0.12805,-1.02241,-0.00333,0.27202,0.00027,-0.00001,-0.00006,0.00000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9450,-0.00020,0.01285,0.46177,1.00000,0.00011,0.00019,0.00041,0.00859,0.00936,0.30079,0.30051,0.00038,0.01576,2,0.03486,0,0.04900,0.01900,0.0055,0.0045,0.010179,0.064764,-0.0097,0.1765,39.6593,0.0083,0.1296,39.7059,-0.0279,0.1473,25.0676,-0.0083,0.0687,25.3372,0.004034,-0.005311,39.6587,0.003980,-0.005225,39.7059,-0.000140,-0.010597,25.0670,-0.000136,-0.010226,25.3372,-0.00100,-0.04796,-0.55559,1.10761,-0.55210,0.05043,-0.00071,-0.04836,-0.55566,1.10940,-0.55412,0.05169,-0.00019,-0.00000,-0.00063,0.00001,-0.00269,0.55560,0.13500,-1.61290,0.15990,0.21745,0.00130,0.44147,-0.12929,-1.01954,-0.00409,0.27372,0.00027,-0.00001,-0.00006,0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9500,-0.00020,0.01301,0.46177,1.00000,0.00011,0.00019,0.00041,0.00859,0.00948,0.30079,0.30051,0.00038,0.01591,2,0.03486,0,0.04900,0.01900,0.0055,0.0045,0.010191,0.064764,-0.0094,0.1764,39.7315,0.0084,0.1298,39.7760,-0.0278,0.1465,24.9986,-0.0084,0.0678,25.2671,0.004046,-0.005310,39.7309,0.003992,-0.005224,39.7760,-0.000173,-0.010690,24.9979,-0.000168,-0.010317,25.2671,-0.00101,-0.04855,-0.55554,1.10752,-0.55205,0.05103,-0.00072,-0.04895,-0.55561,1.10932,-0.55409,0.05231,-0.00018,-0.00000,-0.00062,0.00002,-0.00274,0.56169,0.13631,-1.61572,0.16071,0.21785,0.00133,0.44497,-0.13052,-1.01666,-0.00485,0.27542,0.00027,-0.00001,-0.00006,0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9550,-0.00020,0.01318,0.46177,1.00000,0.00011,0.00019,0.00042,0.00859,0.00959,0.30078,0.30051,0.00037,0.01607,2,0.03486,0,0.04900,0.01900,0.0055,0.0045,0.010204,0.064765,-0.0091,0.1763,39.8039,0.0085,0.1301,39.8464,-0.0277,0.1458,24.9292,-0.0085,0.0670,25.1967,0.004058,-0.005307,39.8033,0.004005,-0.005224,39.8464,-0.000206,-0.010784,24.9285,-0.000200,-0.010409,25.1967,-0.00102,-0.04914,-0.55549,1.10743,-0.55200,0.05162,-0.00073,-0.04955,-0.55556,1.10924,-0.55406,0.05293,-0.00017,-0.00000,-0.00062,0.00002,-0.00279,0.56783,0.13762,-1.61854,0.16153,0.21824,0.00137,0.44846,-0.13176,-1.01376,-0.00561,0.27712,0.00027,-0.00001,-0.00007,0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.9600,-0.00020,0.01334,0.46176,1.00000,0.00011,0.00018,0.00042,0.00859,0.00971,0.30078,0.30051,0.00037,0.01622,2,0.03486,0,0.04900,0.01900,0.0055,0.0044,0.010216,0.064766,-0.0088,0.1763,39.8765,0.0086,0.1303,39.9171,-0.0276,0.1450,24.8596,-0.0085,0.0661,25.1261,0.004069,-0.005305,39.8759,0.004017,-0.005222,39.9171,-0.000239,-0.010878,24.8589,-0.000232,-0.010501,25.1261,-0.00103,-0.04974,-0.55545,1.10734,-0.55195,0.05222,-0.00074,-0.05015,-0.55551,1.10916,-0.55403,0.05355,-0.00016,-0.00000,-0.00062,0.00002,-0.00284,0.57400,0.13893,-1.62137,0.16235,0.21862,0.00141,0.45195,-0.13300,-1.01086,-0.00638,0.27883,0.00027,-0.00001,-0.00007,0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
