t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,slip_l,slip_r,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.7050,-0.00275,-0.00170,0.44869,0.99932,0.01007,-0.00879,0.03435,0.00790,-0.00226,0.28838,0.29530,0.01944,0.00809,2,0.02496,0,0.04900,0.01900,0.0088,0.0294,0.001664,-0.019045,41.4109,0.002349,-0.005763,34.2966,-0.003040,-0.019052,35.9304,0.000756,-0.005650,30.9206,-0.09026,-0.05411,-0.57057,1.11410,-0.51086,0.24027,-0.08750,-0.05349,-0.54421,1.19221,-0.63454,0.20800,0.03289,0.11999,-0.03084,0.02187,0.11280,0.27442,0.00715,-1.39192,0.07119,0.00174,-0.50521,0.04953,-0.11805,-1.39597,0.00071,0.01176,0.01191,-0.11914,0.05848,0.00409,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7100,-0.00272,-0.00165,0.44865,0.99919,0.01014,-0.00871,0.03802,0.00789,-0.00222,0.28835,0.29530,0.01952,0.00819,2,0.02495,0,0.04900,0.01900,0.0073,0.0291,0.001386,-0.019045,41.3829,0.002097,-0.005774,34.2597,-0.002169,-0.019052,35.9461,0.001116,-0.005649,30.9459,-0.09673,-0.05447,-0.57346,1.11427,-0.50917,0.24050,-0.09578,-0.05416,-0.54228,1.19276,-0.63642,0.20843,0.03333,0.11642,-0.02808,0.02211,0.13974,0.27470,-0.00750,-1.40476,0.05305,0.00194,-0.44013,0.05395,-0.10142,-1.38599,0.01881,0.01361,0.00148,-0.10792,0.06895,0.00489,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7150,-0.00268,-0.00160,0.44861,0.99905,0.01021,-0.00863,0.04159,0.00789,-0.00218,0.28832,0.29530,0.01960,0.00830,2,0.02494,0,0.04900,0.01900,0.0060,0.0294,0.001083,-0.019045,41.3593,0.001843,-0.005792,34.2213,-0.001294,-0.019052,35.9606,0.001468,-0.005649,30.9745,-0.10292,-0.05482,-0.57622,1.11443,-0.50763,0.24075,-0.10369,-0.05485,-0.54041,1.19326,-0.63810,0.20892,0.03385,0.11318,-0.02542,0.02233,0.16449,0.27533,-0.02241,-1.41797,0.03459,0.00231,-0.37122,0.05848,-0.08545,-1.37623,0.03646,0.01537,-0.00907,-0.09950,0.07942,0.00573,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7200,-0.00264,-0.00155,0.44858,0.99890,0.01027,-0.00856,0.04505,0.00788,-0.00213,0.28829,0.29530,0.01968,0.00841,2,0.02494,0,0.04900,0.01900,0.0077,0.0300,0.000759,-0.019017,41.3240,0.001583,-0.005800,34.1892,-0.000417,-0.019020,35.9894,0.001815,-0.005650,31.0017,-0.10881,-0.05517,-0.57884,1.11459,-0.50626,0.24101,-0.11120,-0.05553,-0.53862,1.19372,-0.63958,0.20943,0.03438,0.11022,-0.02285,0.02254,0.18766,0.27491,-0.03757,-1.43062,0.01578,0.00147,-0.30001,0.06225,-0.06994,-1.36726,0.05400,0.01608,-0.01941,-0.09278,0.08963,0.00658,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7250,-0.00261,-0.00149,0.44854,0.99874,0.01033,-0.00849,0.04836,0.00788,-0.00209,0.28827,0.29530,0.01975,0.00853,2,0.02493,0,0.04900,0.01900,0.0100,0.0312,0.000411,-0.019045,41.3114,0.001329,-0.005803,34.1532,0.000453,-0.019052,35.9959,0.002160,-0.005644,31.0342,-0.11432,-0.05551,-0.58133,1.11476,-0.50506,0.24126,-0.11825,-0.05622,-0.53692,1.19414,-0.64084,0.20999,0.03480,0.10769,-0.02038,0.02270,0.20695,0.27617,-0.05210,-1.44401,-0.00299,0.00292,-0.22473,0.06788,-0.05562,-1.35763,0.07070,0.01855,-0.03037,-0.08433,0.09963,0.00749,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7300,-0.00258,-0.00144,0.44851,0.99858,0.01039,-0.00843,0.05147,0.00787,-0.00204,0.28824,0.29530,0.01983,0.00864,2,0.02492,0,0.04900,0.01900,0.0135,0.0315,0.000028,-0.019045,41.2693,0.001064,-0.005815,34.1369,0.001308,-0.019052,36.0340,0.002488,-0.005659,31.0332,-0.11939,-0.05584,-0.58364,1.11494,-0.50405,0.24152,-0.12474,-0.05688,-0.53537,1.19453,-0.64187,0.21058,0.03512,0.10553,-0.01829,0.02236,0.22497,0.27427,-0.06735,-1.45626,-0.02257,0.00294,-0.14880,0.07148,-0.04208,-1.34980,0.08758,0.02007,-0.04120,-0.07366,0.10903,0.00444,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7350,-0.00256,-0.00138,0.44847,0.99843,0.01045,-0.00838,0.05437,0.00787,-0.00199,0.28821,0.29530,0.01989,0.00875,2,0.02491,0,0.04900,0.01900,0.0169,0.0334,-0.000384,-0.019045,41.2259,0.000794,-0.005820,34.0996,0.002134,-0.019052,36.0755,0.002793,-0.005666,31.0756,-0.12399,-0.05616,-0.58579,1.11514,-0.50327,0.24177,-0.13060,-0.05753,-0.53398,1.19489,-0.64264,0.21121,0.03537,0.10369,-0.01655,0.02163,0.23971,0.27188,-0.08172,-1.46788,-0.04232,0.00271,-0.07120,0.07487,-0.03035,-1.34188,0.10472,0.02138,-0.04986,-0.06477,0.11697,-0.00690,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7400,-0.00254,-0.00132,0.44844,0.99828,0.01049,-0.00834,0.05705,0.00787,-0.00194,0.28819,0.29530,0.01995,0.00886,2,0.02490,0,0.04900,0.01900,0.0202,0.0354,-0.000783,-0.019017,41.1681,0.000515,-0.005824,34.0629,0.002960,-0.019020,36.1294,0.003121,-0.005673,31.1146,-0.12812,-0.05646,-0.58775,1.11539,-0.50271,0.24200,-0.13583,-0.05816,-0.53274,1.19520,-0.64318,0.21186,0.03554,0.10213,-0.01505,0.02064,0.25145,0.26820,-0.09551,-1.47758,-0.06090,0.00100,0.00749,0.07712,-0.01798,-1.33429,0.12165,0.02159,-0.05807,-0.05697,0.12489,-0.01401,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7450,-0.00253,-0.00126,0.44841,0.99814,0.01053,-0.00829,0.05948,0.00787,-0.00189,0.28816,0.29530,0.02000,0.00898,2,0.02489,0,0.04900,0.01900,0.0232,0.0382,-0.001147,-0.019045,41.1513,0.000254,-0.005818,34.0192,0.003748,-0.019052,36.1407,0.003442,-0.005675,31.1624,-0.13176,-0.05674,-0.58954,1.11568,-0.50239,0.24221,-0.14038,-0.05875,-0.53167,1.19549,-0.64347,0.21255,0.03567,0.10081,-0.01374,0.01952,0.25800,0.26794,-0.10629,-1.48689,-0.07695,0.00187,0.08781,0.08171,-0.00719,-1.32541,0.13665,0.02346,-0.06554,-0.05024,0.13217,-0.01777,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7500,-0.00251,-0.00119,0.44838,0.99801,0.01056,-0.00825,0.06166,0.00786,-0.00184,0.28814,0.29530,0.02004,0.00909,2,0.02488,0,0.04900,0.01900,0.0261,0.0403,-0.001504,-0.019045,41.1265,0.000030,-0.005827,33.9933,0.004500,-0.019052,36.1606,0.003737,-0.005697,31.1808,-0.13490,-0.05702,-0.59113,1.11601,-0.50229,0.24240,-0.14423,-0.05931,-0.53076,1.19574,-0.64354,0.21327,0.03578,0.09970,-0.01258,0.01832,0.26033,0.26653,-0.11579,-1.49460,-0.09154,0.00177,0.16692,0.08476,0.00241,-1.31779,0.15052,0.02425,-0.07186,-0.04459,0.13832,-0.01927,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7550,-0.00250,-0.00113,0.44834,0.99789,0.01058,-0.00822,0.06358,0.00786,-0.00178,0.28811,0.29530,0.02006,0.00921,2,0.02487,0,0.04900,0.01900,0.0287,0.0427,-0.001839,-0.019045,41.1149,-0.000175,-0.005827,33.9666,0.005191,-0.019052,36.1675,0.004015,-0.005712,31.2047,-0.13754,-0.05728,-0.59253,1.11639,-0.50241,0.24259,-0.14736,-0.05982,-0.53003,1.19597,-0.64340,0.21402,0.03587,0.09874,-0.01157,0.01711,0.25812,0.26608,-0.12295,-1.50113,-0.10404,0.00190,0.24433,0.08773,0.00987,-1.31092,0.16235,0.02473,-0.07696,-0.04001,0.14322,-0.01929,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7600,-0.00250,-0.00106,0.44831,0.99778,0.01059,-0.00818,0.06521,0.00786,-0.00172,0.28809,0.29530,0.02008,0.00932,2,0.02485,0,0.04900,0.01900,0.0310,0.0449,-0.002150,-0.019045,41.1167,-0.000351,-0.005826,33.9480,0.005806,-0.019052,36.1615,0.004264,-0.005728,31.2195,-0.13967,-0.05753,-0.59374,1.11682,-0.50275,0.24276,-0.14977,-0.06030,-0.52947,1.19619,-0.64305,0.21480,0.03597,0.09790,-0.01068,0.01592,0.25153,0.26672,-0.12751,-1.50636,-0.11430,0.00230,0.31875,0.09037,0.01481,-1.30513,0.17181,0.02485,-0.08073,-0.03645,0.14670,-0.01836,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7650,-0.00249,-0.00099,0.44828,0.99769,0.01060,-0.00815,0.06657,0.00786,-0.00167,0.28807,0.29530,0.02008,0.00944,2,0.02484,0,0.04900,0.01900,0.0331,0.0467,-0.002446,-0.019017,41.1162,-0.000496,-0.005825,33.9378,0.006343,-0.019020,36.1587,0.004476,-0.005746,31.2250,-0.14129,-0.05776,-0.59475,1.11729,-0.50327,0.24293,-0.15144,-0.06073,-0.52910,1.19639,-0.64253,0.21559,0.03610,0.09716,-0.00993,0.01477,0.24065,0.26716,-0.13000,-1.50988,-0.12268,0.00166,0.38906,0.09162,0.01737,-1.30120,0.17913,0.02362,-0.08308,-0.03380,0.14868,-0.01680,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7700,-0.00248,-0.00092,0.44825,0.99762,0.01060,-0.00812,0.06765,0.00786,-0.00161,0.28804,0.29530,0.02007,0.00956,2,0.02483,0,0.04900,0.01900,0.0348,0.0483,-0.002691,-0.019017,41.1470,-0.000616,-0.005816,33.9300,0.006765,-0.019020,36.1252,0.004654,-0.005754,31.2323,-0.14242,-0.05799,-0.59558,1.11781,-0.50398,0.24308,-0.15240,-0.06112,-0.52891,1.19660,-0.64185,0.21638,0.03626,0.09647,-0.00930,0.01368,0.22630,0.27058,-0.12865,-1.51218,-0.12801,0.00254,0.45378,0.09354,0.01648,-1.29816,0.18311,0.02288,-0.08407,-0.03193,0.14918,-0.01485,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7750,-0.00248,-0.00084,0.44822,0.99757,0.01058,-0.00809,0.06844,0.00786,-0.00155,0.28802,0.29530,0.02005,0.00967,2,0.02482,0,0.04900,0.01900,0.0361,0.0492,-0.002903,-0.019017,41.1893,-0.000695,-0.005813,33.9381,0.007080,-0.019020,36.0815,0.004781,-0.005772,31.2174,-0.14308,-0.05822,-0.59622,1.11836,-0.50483,0.24324,-0.15264,-0.06146,-0.52889,1.19681,-0.64105,0.21716,0.03647,0.09581,-0.00878,0.01265,0.20855,0.27510,-0.12421,-1.51282,-0.13080,0.00378,0.51159,0.09445,0.01255,-1.29682,0.18432,0.02179,-0.08358,-0.03069,0.14814,-0.01280,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7800,-0.00248,-0.00077,0.44820,0.99753,0.01056,-0.00806,0.06895,0.00786,-0.00149,0.28800,0.29530,0.02001,0.00979,2,0.02481,0,0.04900,0.01900,0.0371,0.0498,-0.003058,-0.019045,41.2601,-0.000740,-0.005811,33.9547,0.007267,-0.019052,36.0107,0.004863,-0.005789,31.1940,-0.14326,-0.05843,-0.59668,1.11895,-0.50581,0.24342,-0.15221,-0.06176,-0.52904,1.19704,-0.64016,0.21793,0.03673,0.09518,-0.00837,0.01168,0.18851,0.28226,-0.11583,-1.51208,-0.13050,0.00669,0.56078,0.09521,0.00518,-1.29663,0.18233,0.02130,-0.08166,-0.02994,0.14565,-0.01094,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7850,-0.00248,-0.00069,0.44817,0.99751,0.01054,-0.00804,0.06920,0.00786,-0.00142,0.28798,0.29530,0.01997,0.00991,2,0.02481,0,0.04900,0.01900,0.0377,0.0497,-0.003193,-0.019045,41.3260,-0.000744,-0.005818,33.9868,0.007353,-0.019052,35.9467,0.004892,-0.005816,31.1503,-0.14301,-0.05865,-0.59697,1.11955,-0.50690,0.24364,-0.15114,-0.06201,-0.52935,1.19729,-0.63921,0.21868,0.03705,0.09454,-0.00806,0.01075,0.16549,0.28894,-0.10513,-1.50942,-0.12817,0.00873,0.60131,0.09368,-0.00467,-1.29864,0.17830,0.01958,-0.07826,-0.02956,0.14171,-0.00945,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7900,-0.00248,-0.00060,0.44814,0.99752,0.01050,-0.00801,0.06918,0.00786,-0.00136,0.28796,0.29530,0.01991,0.01003,2,0.02480,0,0.04900,0.01900,0.0378,0.0497,-0.003281,-0.019045,41.4058,-0.000722,-0.005818,34.0221,0.007320,-0.019052,35.8699,0.004882,-0.005832,31.1097,-0.14235,-0.05886,-0.59709,1.12016,-0.50806,0.24390,-0.14947,-0.06222,-0.52981,1.19756,-0.63823,0.21941,0.03742,0.09389,-0.00782,0.00984,0.14096,0.29701,-0.09138,-1.50524,-0.12337,0.01095,0.63208,0.09134,-0.01723,-1.30201,0.17186,0.01748,-0.07357,-0.02944,0.13654,-0.00864,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7950,-0.00248,-0.00052,0.44811,0.99754,0.01046,-0.00799,0.06893,0.00786,-0.00130,0.28794,0.29530,0.01985,0.01015,2,0.02480,0,0.04900,0.01900,0.0375,0.0493,-0.003326,-0.019043,41.4946,-0.000666,-0.005818,34.0676,0.007176,-0.019050,35.7849,0.004827,-0.005846,31.0591,-0.14132,-0.05907,-0.59706,1.12078,-0.50928,0.24420,-0.14725,-0.06239,-0.53041,1.19787,-0.63725,0.22009,0.03785,0.09323,-0.00764,0.00893,0.11528,0.30608,-0.07500,-1.49961,-0.11636,0.01319,0.65278,0.08788,-0.03214,-1.30671,0.16342,0.01493,-0.06767,-0.02949,0.13024,-0.00870,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8000,-0.00248,-0.00043,0.44809,0.99757,0.01041,-0.00797,0.06844,0.00786,-0.00123,0.28792,0.29530,0.01977,0.01027,2,0.02480,0,0.04900,0.01900,0.0370,0.0488,-0.003344,-0.019016,41.5788,-0.000580,-0.005817,34.1208,0.006935,-0.019019,35.7051,0.004730,-0.005857,31.0015,-0.13994,-0.05927,-0.59688,1.12141,-0.51052,0.24454,-0.14454,-0.06252,-0.53113,1.19820,-0.63630,0.22072,0.03834,0.09253,-0.00750,0.00799,0.08819,0.31487,-0.05684,-1.49239,-0.10771,0.01433,0.66395,0.08276,-0.04884,-1.31307,0.15354,0.01121,-0.06068,-0.02963,0.12292,-0.00955,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8050,-0.00248,-0.00034,0.44806,0.99762,0.01035,-0.00794,0.06774,0.00786,-0.00116,0.28790,0.29530,0.01968,0.01040,2,0.02481,0,0.04900,0.01900,0.0360,0.0483,-0.003290,-0.019043,41.7032,-0.000473,-0.005808,34.1758,0.006567,-0.019050,35.5853,0.004600,-0.005857,30.9465,-0.13826,-0.05948,-0.59659,1.12203,-0.51177,0.24493,-0.14141,-0.06262,-0.53196,1.19857,-0.63539,0.22128,0.03888,0.09181,-0.00739,0.00700,0.06287,0.32747,-0.03540,-1.48498,-0.09661,0.01792,0.66298,0.07874,-0.06790,-1.31900,0.14151,0.00901,-0.05277,-0.02978,0.11470,-0.01109,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8100,-0.00248,-0.00024,0.44803,0.99768,0.01029,-0.00792,0.06686,0.00786,-0.00109,0.28788,0.29530,0.01958,0.01052,2,0.02481,0,0.04900,0.01900,0.0352,0.0471,-0.003223,-0.019043,41.8168,-0.000330,-0.005815,34.2504,0.006124,-0.019050,35.4772,0.004427,-0.005872,30.8623,-0.13631,-0.05968,-0.59618,1.12263,-0.51300,0.24538,-0.13792,-0.06268,-0.53289,1.19897,-0.63456,0.22177,0.03947,0.09106,-0.00729,0.00597,0.03654,0.33886,-0.01315,-1.47643,-0.08454,0.02044,0.65281,0.07255,-0.08788,-1.32638,0.12886,0.00580,-0.04393,-0.02991,0.10559,-0.01318,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8150,-0.00249,-0.00014,0.44801,0.99775,0.01022,-0.00790,0.06581,0.00786,-0.00103,0.28786,0.29530,0.01948,0.01064,2,0.02482,0,0.04900,0.01900,0.0341,0.0465,-0.003139,-0.019015,41.9234,-0.000175,-0.005815,34.3243,0.005610,-0.019018,35.3767,0.004230,-0.005875,30.7850,-0.13414,-0.05988,-0.59567,1.12321,-0.51420,0.24587,-0.13415,-0.06272,-0.53389,1.19941,-0.63382,0.22218,0.04010,0.09027,-0.00719,0.00488,0.01001,0.34947,0.00966,-1.46704,-0.07168,0.02161,0.63402,0.06505,-0.10849,-1.33474,0.11572,0.00148,-0.03441,-0.02998,0.09578,-0.01554,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8200,-0.00249,-0.00004,0.44798,0.99783,0.01015,-0.00788,0.06463,0.00786,-0.00095,0.28784,0.29530,0.01936,0.01076,2,0.02483,0,0.04900,0.01900,0.0327,0.0462,-0.003001,-0.019039,42.0682,-0.000009,-0.005806,34.3985,0.005005,-0.019046,35.2378,0.004012,-0.005866,30.7123,-0.13180,-0.06009,-0.59508,1.12377,-0.51534,0.24642,-0.13015,-0.06275,-0.53496,1.19988,-0.63318,0.22250,0.04076,0.08946,-0.00709,0.00374,-0.01331,0.36355,0.03413,-1.45861,-0.05762,0.02508,0.60430,0.05913,-0.12993,-1.34161,0.10171,-0.00120,-0.02444,-0.02996,0.08542,-0.01793,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8250,-0.00249,0.00006,0.44796,0.99791,0.01008,-0.00786,0.06332,0.00786,-0.00088,0.28782,0.29530,0.01924,0.01089,2,0.02484,0,0.04900,0.01900,0.0320,0.0453,-0.002862,-0.019037,42.2004,0.000175,-0.005812,34.4910,0.004359,-0.019045,35.1122,0.003769,-0.005871,30.6122,-0.12931,-0.06030,-0.59442,1.12430,-0.51641,0.24703,-0.12601,-0.06275,-0.53608,1.20039,-0.63265,0.22273,0.04146,0.08862,-0.00698,0.00257,-0.03657,0.37602,0.05806,-1.44979,-0.04345,0.02739,0.56785,0.05152,-0.15105,-1.34925,0.08794,-0.00471,-0.01408,-0.02986,0.07459,-0.02020,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8300,-0.00249,0.00016,0.44793,0.99800,0.01000,-0.00784,0.06193,0.00786,-0.00081,0.28780,0.29530,0.01912,0.01101,2,0.02486,0,0.04900,0.01900,0.0311,0.0451,-0.002706,-0.019037,42.3389,0.000360,-0.005811,34.5811,0.003673,-0.019045,34.9802,0.003517,-0.005865,30.5204,-0.12673,-0.06051,-0.59370,1.12478,-0.51741,0.24770,-0.12180,-0.06275,-0.53724,1.20093,-0.63226,0.22287,0.04218,0.08774,-0.00685,0.00137,-0.05806,0.38881,0.08164,-1.44148,-0.02922,0.02965,0.52453,0.04391,-0.17166,-1.35632,0.07444,-0.00816,-0.00354,-0.02979,0.06352,-0.02222,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8350,-0.00249,0.00027,0.44791,0.99809,0.00992,-0.00782,0.06048,0.00786,-0.00074,0.28778,0.29530,0.01899,0.01113,2,0.02488,0,0.04900,0.01900,0.0304,0.0453,-0.002539,-0.019037,42.4808,0.000547,-0.005810,34.6747,0.002964,-0.019045,34.8447,0.003258,-0.005858,30.4281,-0.12411,-0.06072,-0.59295,1.12523,-0.51830,0.24842,-0.11759,-0.06273,-0.53840,1.20150,-0.63199,0.22291,0.04293,0.08683,-0.00664,0.00023,-0.07773,0.40160,0.10438,-1.43383,-0.01519,0.03175,0.47575,0.03629,-0.19131,-1.36274,0.06150,-0.01153,0.00695,-0.02974,0.05246,-0.02399,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8400,-0.00249,0.00038,0.44788,0.99818,0.00983,-0.00780,0.05899,0.00785,-0.00066,0.28776,0.29530,0.01885,0.01126,2,0.02490,0,0.04900,0.01900,0.0298,0.0455,-0.002357,-0.019037,42.6263,0.000731,-0.005809,34.7726,0.002254,-0.019045,34.7048,0.003004,-0.005847,30.3277,-0.12148,-0.06094,-0.59217,1.12562,-0.51910,0.24920,-0.11344,-0.06272,-0.53956,1.20210,-0.63186,0.22286,0.04369,0.08590,-0.00632,-0.00072,-0.09539,0.41442,0.12594,-1.42690,-0.00135,0.03372,0.42269,0.02881,-0.20918,-1.36819,0.04925,-0.01472,0.01688,-0.02962,0.04185,-0.02266,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8450,-0.00248,0.00049,0.44786,0.99827,0.00975,-0.00778,0.05749,0.00785,-0.00059,0.28775,0.29530,0.01871,0.01138,2,0.02492,0,0.04900,0.01900,0.0296,0.0459,-0.002185,-0.019014,42.7576,0.000917,-0.005807,34.8741,0.001545,-0.019017,34.5789,0.002748,-0.005835,30.2248,-0.11888,-0.06117,-0.59137,1.12597,-0.51980,0.25002,-0.10941,-0.06271,-0.54071,1.20273,-0.63186,0.22270,0.04446,0.08493,-0.00594,-0.00131,-0.11206,0.42560,0.14557,-1.42046,0.01151,0.03435,0.36764,0.02088,-0.22588,-1.37398,0.03770,-0.01854,0.02657,-0.02955,0.03043,-0.01622,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8500,-0.00248,0.00061,0.44784,0.99835,0.00967,-0.00776,0.05600,0.00785,-0.00051,0.28773,0.29530,0.01858,0.01151,2,0.02495,0,0.04900,0.01900,0.0293,0.0467,-0.002011,-0.019037,42.9154,0.001091,-0.005798,34.9697,0.000841,-0.019046,34.4260,0.002494,-0.005813,30.1318,-0.11635,-0.06140,-0.59058,1.12627,-0.52039,0.25088,-0.10555,-0.06271,-0.54183,1.20338,-0.63199,0.22246,0.04524,0.08393,-0.00551,-0.00163,-0.12536,0.43898,0.16384,-1.41652,0.02330,0.03687,0.30932,0.01509,-0.24103,-1.37715,0.02720,-0.02057,0.03579,-0.02949,0.01915,-0.00888,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8550,-0.00247,0.00072,0.44781,0.99844,0.00958,-0.00774,0.05454,0.00785,-0.00044,0.28771,0.29530,0.01844,0.01163,2,0.02498,0,0.04900,0.01900,0.0300,0.0469,-0.001846,-0.019037,43.0547,0.001250,-0.005802,35.0762,0.000167,-0.019046,34.2919,0.002250,-0.005805,30.0196,-0.11392,-0.06164,-0.58980,1.12652,-0.52088,0.25179,-0.10190,-0.06271,-0.54291,1.20405,-0.63223,0.22213,0.04602,0.08290,-0.00502,-0.00176,-0.13759,0.45018,0.17982,-1.41270,0.03427,0.03819,0.25171,0.00855,-0.25432,-1.38053,0.01779,-0.02301,0.04445,-0.02943,0.00878,-0.00401,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8600,-0.00247,0.00084,0.44779,0.99851,0.00950,-0.00773,0.05313,0.00785,-0.00036,0.28769,0.29530,0.01830,0.01175,2,0.02501,0,0.04900,0.01900,0.0303,0.0477,-0.001685,-0.019037,43.1916,0.001399,-0.005800,35.1750,-0.000471,-0.019046,34.1601,0.002018,-0.005789,29.9201,-0.11161,-0.06188,-0.58904,1.12672,-0.52126,0.25273,-0.09850,-0.06273,-0.54395,1.20473,-0.63260,0.22173,0.04680,0.08185,-0.00447,-0.00177,-0.14786,0.46090,0.19378,-1.40990,0.04426,0.03923,0.19479,0.00267,-0.26575,-1.38295,0.00956,-0.02512,0.05238,-0.02936,-0.00064,-0.00097,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
