t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,slip_l,slip_r,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
1.4650,-0.00248,0.02123,0.44642,0.99864,0.00121,-0.00796,0.05159,0.00757,0.01390,0.28664,0.29530,0.01601,0.02989,2,0.02739,0,0.04900,0.01900,0.0418,0.0857,-0.000734,-0.019012,52.9247,0.001328,-0.004921,41.6030,-0.002732,-0.019024,25.0648,0.001081,-0.004953,23.4657,-0.09767,-0.11129,-0.57815,1.10750,-0.50606,0.35124,-0.10400,-0.11043,-0.54768,1.22703,-0.65990,0.22015,0.07728,0.01948,0.01360,0.02230,0.03731,1.16376,0.18749,-1.75492,0.01026,0.04171,0.01819,0.09755,-0.19882,-1.01843,0.03752,0.00157,0.01296,-0.00231,0.00383,0.00198,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.4700,-0.00249,0.02144,0.44641,0.99864,0.00112,-0.00796,0.05148,0.00757,0.01405,0.28664,0.29530,0.01602,0.03006,2,0.02741,0,0.04900,0.01900,0.0418,0.0858,-0.000723,-0.019030,53.0501,0.001335,-0.004899,41.6729,-0.002805,-0.019064,24.9521,0.001058,-0.004941,23.3951,-0.09729,-0.11170,-0.57791,1.10726,-0.50604,0.35132,-0.10373,-0.11090,-0.54766,1.22694,-0.65985,0.22024,0.07732,0.01946,0.01356,0.02232,0.03527,1.17249,0.18966,-1.75788,0.01146,0.04594,0.01764,0.09909,-0.20004,-1.01425,0.03652,0.00203,0.01343,-0.00209,0.00319,0.00187,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.4750,-0.00249,0.02166,0.44641,0.99865,0.00102,-0.00797,0.05137,0.00757,0.01420,0.28664,0.29530,0.01602,0.03023,2,0.02743,0,0.04900,0.01900,0.0419,0.0855,-0.000719,-0.019030,53.1590,0.001345,-0.004876,41.7508,-0.002864,-0.019064,24.8562,0.001027,-0.004938,23.3151,-0.09690,-0.11212,-0.57766,1.10702,-0.50600,0.35141,-0.10345,-0.11137,-0.54764,1.22686,-0.65981,0.22033,0.07736,0.01945,0.01353,0.02233,0.03323,1.17924,0.19126,-1.76028,0.01235,0.04895,0.01651,0.09996,-0.20089,-1.01080,0.03593,0.00186,0.01397,-0.00188,0.00248,0.00175,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.4800,-0.00249,0.02187,0.44640,0.99865,0.00093,-0.00798,0.05125,0.00756,0.01436,0.28663,0.29530,0.01603,0.03041,2,0.02745,0,0.04900,0.01900,0.0417,0.0857,-0.000717,-0.019011,53.2564,0.001352,-0.004853,41.8195,-0.002915,-0.019025,24.7722,0.001003,-0.004927,23.2461,-0.09650,-0.11253,-0.57740,1.10677,-0.50597,0.35151,-0.10315,-0.11184,-0.54762,1.22677,-0.65976,0.22041,0.07740,0.01944,0.01349,0.02235,0.03137,1.18500,0.19242,-1.76232,0.01300,0.05088,0.01506,0.10024,-0.20146,-1.00782,0.03562,0.00088,0.01451,-0.00169,0.00177,0.00163,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.4850,-0.00249,0.02209,0.44640,0.99866,0.00083,-0.00799,0.05112,0.00756,0.01451,0.28663,0.29530,0.01603,0.03058,2,0.02748,0,0.04900,0.01900,0.0415,0.0863,-0.000701,-0.019030,53.3846,0.001357,-0.004831,41.8812,-0.003000,-0.019065,24.6569,0.000982,-0.004905,23.1855,-0.09609,-0.11294,-0.57714,1.10651,-0.50592,0.35161,-0.10285,-0.11231,-0.54761,1.22669,-0.65972,0.22048,0.07744,0.01944,0.01346,0.02236,0.02917,1.19417,0.19470,-1.76518,0.01434,0.05508,0.01396,0.10183,-0.20275,-1.00363,0.03451,0.00143,0.01499,-0.00150,0.00111,0.00152,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.4900,-0.00250,0.02230,0.44639,0.99867,0.00073,-0.00799,0.05098,0.00756,0.01466,0.28663,0.29530,0.01603,0.03075,2,0.02750,0,0.04900,0.01900,0.0416,0.0860,-0.000692,-0.019030,53.4952,0.001370,-0.004808,41.9605,-0.003070,-0.019065,24.5596,0.000946,-0.004902,23.1040,-0.09567,-0.11336,-0.57687,1.10624,-0.50587,0.35170,-0.10254,-0.11277,-0.54759,1.22660,-0.65968,0.22055,0.07748,0.01944,0.01343,0.02237,0.02698,1.20123,0.19637,-1.76748,0.01535,0.05807,0.01231,0.10272,-0.20364,-1.00020,0.03383,0.00134,0.01554,-0.00132,0.00038,0.00141,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.4950,-0.00250,0.02252,0.44639,0.99867,0.00063,-0.00800,0.05085,0.00756,0.01482,0.28663,0.29530,0.01604,0.03093,2,0.02752,0,0.04900,0.01900,0.0415,0.0861,-0.000682,-0.019030,53.6069,0.001379,-0.004785,42.0302,-0.003142,-0.019065,24.4612,0.000918,-0.004889,23.0340,-0.09526,-0.11377,-0.57660,1.10596,-0.50580,0.35181,-0.10223,-0.11324,-0.54758,1.22651,-0.65965,0.22061,0.07751,0.01945,0.01339,0.02238,0.02477,1.20847,0.19807,-1.76979,0.01640,0.06106,0.01056,0.10363,-0.20455,-0.99675,0.03312,0.00125,0.01608,-0.00116,-0.00035,0.00130,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5000,-0.00250,0.02274,0.44638,0.99868,0.00053,-0.00801,0.05071,0.00756,0.01498,0.28662,0.29530,0.01604,0.03110,2,0.02755,0,0.04900,0.01900,0.0414,0.0863,-0.000675,-0.019011,53.7061,0.001389,-0.004763,42.1004,-0.003204,-0.019025,24.3758,0.000887,-0.004877,22.9635,-0.09485,-0.11418,-0.57632,1.10568,-0.50573,0.35191,-0.10192,-0.11371,-0.54757,1.22642,-0.65961,0.22067,0.07754,0.01946,0.01335,0.02239,0.02277,1.21457,0.19929,-1.77172,0.01716,0.06297,0.00855,0.10390,-0.20516,-0.99380,0.03270,0.00037,0.01660,-0.00101,-0.00106,0.00120,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5050,-0.00250,0.02296,0.44638,0.99869,0.00044,-0.00801,0.05057,0.00756,0.01513,0.28662,0.29530,0.01605,0.03128,2,0.02757,0,0.04900,0.01900,0.0411,0.0868,-0.000660,-0.019011,53.8220,0.001396,-0.004740,42.1630,-0.003285,-0.019025,24.2734,0.000862,-0.004854,22.9019,-0.09444,-0.11460,-0.57605,1.10540,-0.50565,0.35201,-0.10161,-0.11417,-0.54756,1.22632,-0.65958,0.22071,0.07758,0.01947,0.01332,0.02240,0.02066,1.22272,0.20111,-1.77409,0.01829,0.06605,0.00682,0.10480,-0.20616,-0.99021,0.03183,0.00018,0.01706,-0.00087,-0.00171,0.00110,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5100,-0.00250,0.02318,0.44638,0.99870,0.00034,-0.00802,0.05043,0.00756,0.01529,0.28662,0.29530,0.01605,0.03145,2,0.02759,0,0.04900,0.01900,0.0411,0.0869,-0.000645,-0.019011,53.9365,0.001407,-0.004718,42.2349,-0.003365,-0.019025,24.1726,0.000827,-0.004840,22.8292,-0.09403,-0.11501,-0.57577,1.10510,-0.50557,0.35211,-0.10131,-0.11464,-0.54754,1.22622,-0.65955,0.22074,0.07760,0.01948,0.01328,0.02241,0.01851,1.23067,0.20289,-1.77640,0.01942,0.06910,0.00497,0.10562,-0.20714,-0.98670,0.03096,0.00006,0.01752,-0.00075,-0.00237,0.00101,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5150,-0.00251,0.02340,0.44637,0.99870,0.00023,-0.00803,0.05029,0.00755,0.01545,0.28662,0.29530,0.01605,0.03163,2,0.02762,0,0.04900,0.01900,0.0411,0.0869,-0.000625,-0.019029,54.0632,0.001419,-0.004695,42.3062,-0.003460,-0.019066,24.0592,0.000793,-0.004827,22.7572,-0.09364,-0.11543,-0.57549,1.10480,-0.50547,0.35222,-0.10102,-0.11510,-0.54752,1.22612,-0.65953,0.22078,0.07763,0.01950,0.01324,0.02242,0.01610,1.23977,0.20515,-1.77901,0.02088,0.07323,0.00323,0.10704,-0.20840,-0.98276,0.02976,0.00080,0.01797,-0.00063,-0.00303,0.00092,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5200,-0.00251,0.02362,0.44637,0.99871,0.00013,-0.00803,0.05015,0.00755,0.01560,0.28661,0.29530,0.01606,0.03180,2,0.02764,0,0.04900,0.01900,0.0411,0.0866,-0.000613,-0.019029,54.1732,0.001434,-0.004672,42.3850,-0.003537,-0.019066,23.9629,0.000752,-0.004823,22.6764,-0.09325,-0.11584,-0.57521,1.10449,-0.50536,0.35232,-0.10074,-0.11557,-0.54749,1.22602,-0.65951,0.22082,0.07766,0.01952,0.01320,0.02242,0.01380,1.24684,0.20679,-1.78113,0.02197,0.07618,0.00106,0.10782,-0.20925,-0.97951,0.02900,0.00089,0.01847,-0.00052,-0.00372,0.00083,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5250,-0.00251,0.02384,0.44636,0.99872,0.00003,-0.00804,0.05002,0.00755,0.01576,0.28661,0.29530,0.01606,0.03198,2,0.02766,0,0.04900,0.01900,0.0410,0.0867,-0.000603,-0.019011,54.2715,0.001445,-0.004650,42.4544,-0.003602,-0.019025,23.8786,0.000718,-0.004810,22.6068,-0.09288,-0.11626,-0.57494,1.10418,-0.50524,0.35243,-0.10047,-0.11604,-0.54746,1.22590,-0.65950,0.22085,0.07768,0.01954,0.01315,0.02243,0.01179,1.25288,0.20798,-1.78292,0.02277,0.07805,-0.00127,0.10801,-0.20979,-0.97669,0.02854,0.00016,0.01892,-0.00043,-0.00437,0.00075,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5300,-0.00251,0.02407,0.44636,0.99872,-0.00007,-0.00805,0.04989,0.00755,0.01592,0.28661,0.29530,0.01606,0.03215,2,0.02769,0,0.04900,0.01900,0.0407,0.0873,-0.000584,-0.019011,54.3871,0.001453,-0.004628,42.5166,-0.003688,-0.019025,23.7769,0.000690,-0.004787,22.5457,-0.09252,-0.11667,-0.57467,1.10386,-0.50511,0.35254,-0.10021,-0.11651,-0.54742,1.22579,-0.65949,0.22088,0.07770,0.01956,0.01310,0.02243,0.00968,1.26104,0.20979,-1.78517,0.02395,0.08112,-0.00317,0.10884,-0.21075,-0.97322,0.02759,0.00011,0.01930,-0.00036,-0.00495,0.00067,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5350,-0.00252,0.02429,0.44636,0.99873,-0.00017,-0.00805,0.04977,0.00755,0.01608,0.28661,0.29530,0.01607,0.03233,2,0.02771,0,0.04900,0.01900,0.0407,0.0874,-0.000566,-0.019011,54.5016,0.001466,-0.004605,42.5884,-0.003772,-0.019026,23.6763,0.000652,-0.004773,22.4733,-0.09217,-0.11709,-0.57439,1.10354,-0.50496,0.35264,-0.09998,-0.11698,-0.54737,1.22567,-0.65948,0.22090,0.07772,0.01958,0.01305,0.02243,0.00756,1.26906,0.21157,-1.78736,0.02512,0.08417,-0.00509,0.10960,-0.21169,-0.96982,0.02665,0.00009,0.01967,-0.00029,-0.00551,0.00061,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5400,-0.00252,0.02451,0.44635,0.99873,-0.00028,-0.00806,0.04965,0.00755,0.01624,0.28660,0.29530,0.01607,0.03250,2,0.02774,0,0.04900,0.01900,0.0406,0.0874,-0.000548,-0.019011,54.6154,0.001478,-0.004583,42.6597,-0.003856,-0.019026,23.5764,0.000615,-0.004758,22.4014,-0.09185,-0.11750,-0.57413,1.10321,-0.50481,0.35275,-0.09976,-0.11745,-0.54732,1.22554,-0.65948,0.22092,0.07773,0.01961,0.01300,0.02244,0.00544,1.27698,0.21335,-1.78951,0.02627,0.08721,-0.00702,0.11033,-0.21260,-0.96646,0.02572,0.00011,0.02002,-0.00024,-0.00605,0.00054,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5450,-0.00252,0.02474,0.44635,0.99874,-0.00038,-0.00807,0.04955,0.00755,0.01640,0.28660,0.29530,0.01607,0.03268,2,0.02776,0,0.04900,0.01900,0.0406,0.0875,-0.000525,-0.019029,54.7419,0.001491,-0.004561,42.7306,-0.003955,-0.019067,23.4634,0.000578,-0.004744,22.3300,-0.09154,-0.11792,-0.57386,1.10287,-0.50464,0.35285,-0.09956,-0.11792,-0.54726,1.22541,-0.65949,0.22095,0.07775,0.01963,0.01294,0.02244,0.00307,1.28613,0.21563,-1.79197,0.02776,0.09133,-0.00869,0.11166,-0.21383,-0.96265,0.02442,0.00097,0.02035,-0.00020,-0.00658,0.00048,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5500,-0.00252,0.02496,0.44635,0.99874,-0.00049,-0.00807,0.04945,0.00754,0.01656,0.28660,0.29530,0.01608,0.03285,2,0.02779,0,0.04900,0.01900,0.0406,0.0872,-0.000513,-0.019011,54.8389,0.001507,-0.004538,42.8092,-0.004018,-0.019026,23.3807,0.000534,-0.004740,22.2495,-0.09125,-0.11834,-0.57360,1.10253,-0.50446,0.35296,-0.09938,-0.11840,-0.54718,1.22527,-0.65950,0.22098,0.07776,0.01965,0.01288,0.02244,0.00116,1.29203,0.21680,-1.79362,0.02853,0.09320,-0.01098,0.11173,-0.21431,-0.95996,0.02394,0.00034,0.02072,-0.00017,-0.00713,0.00043,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5550,-0.00252,0.02519,0.44634,0.99875,-0.00059,-0.00808,0.04936,0.00754,0.01672,0.28660,0.29530,0.01608,0.03303,2,0.02781,0,0.04900,0.01900,0.0403,0.0878,-0.000493,-0.019011,54.9539,0.001515,-0.004516,42.8708,-0.004104,-0.019026,23.2797,0.000505,-0.004716,22.1892,-0.09098,-0.11876,-0.57335,1.10218,-0.50427,0.35307,-0.09922,-0.11887,-0.54710,1.22513,-0.65952,0.22101,0.07777,0.01968,0.01282,0.02245,-0.00085,1.30017,0.21864,-1.79574,0.02969,0.09626,-0.01270,0.11246,-0.21522,-0.95660,0.02294,0.00038,0.02099,-0.00015,-0.00758,0.00038,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5600,-0.00253,0.02542,0.44634,0.99875,-0.00070,-0.00809,0.04927,0.00754,0.01688,0.28660,0.29530,0.01608,0.03320,2,0.02783,0,0.04900,0.01900,0.0403,0.0879,-0.000468,-0.019029,55.0812,0.001529,-0.004494,42.9422,-0.004204,-0.019068,23.1661,0.000466,-0.004701,22.1172,-0.09074,-0.11918,-0.57310,1.10183,-0.50406,0.35317,-0.09909,-0.11935,-0.54701,1.22498,-0.65954,0.22104,0.07778,0.01970,0.01275,0.02245,-0.00315,1.30949,0.22099,-1.79813,0.03118,0.10040,-0.01413,0.11377,-0.21646,-0.95281,0.02158,0.00123,0.02124,-0.00014,-0.00801,0.00034,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5650,-0.00253,0.02564,0.44634,0.99876,-0.00080,-0.00810,0.04920,0.00754,0.01704,0.28660,0.29530,0.01609,0.03338,2,0.02786,0,0.04900,0.01900,0.0403,0.0875,-0.000455,-0.019011,55.1788,0.001545,-0.004472,43.0211,-0.004266,-0.019026,23.0828,0.000421,-0.004697,22.0365,-0.09052,-0.11960,-0.57286,1.10147,-0.50384,0.35328,-0.09897,-0.11983,-0.54690,1.22482,-0.65957,0.22107,0.07778,0.01972,0.01268,0.02245,-0.00494,1.31553,0.22222,-1.79974,0.03192,0.10229,-0.01623,0.11379,-0.21693,-0.95013,0.02107,0.00061,0.02153,-0.00015,-0.00847,0.00030,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5700,-0.00253,0.02587,0.44633,0.99876,-0.00091,-0.00810,0.04914,0.00754,0.01720,0.28659,0.29530,0.01609,0.03355,2,0.02788,0,0.04900,0.01900,0.0401,0.0881,-0.000429,-0.019029,55.3071,0.001554,-0.004450,43.0828,-0.004368,-0.019069,22.9682,0.000391,-0.004672,21.9760,-0.09032,-0.12002,-0.57262,1.10110,-0.50361,0.35339,-0.09889,-0.12031,-0.54679,1.22466,-0.65961,0.22111,0.07778,0.01973,0.01260,0.02245,-0.00717,1.32506,0.22464,-1.80211,0.03341,0.10645,-0.01743,0.11509,-0.21819,-0.94633,0.01966,0.00144,0.02173,-0.00016,-0.00883,0.00027,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5750,-0.00253,0.02610,0.44633,0.99876,-0.00101,-0.00811,0.04910,0.00754,0.01737,0.28659,0.29530,0.01610,0.03373,2,0.02791,0,0.04900,0.01900,0.0401,0.0878,-0.000415,-0.019011,55.4053,0.001570,-0.004428,43.1621,-0.004431,-0.019026,22.8843,0.000345,-0.004668,21.8949,-0.09015,-0.12044,-0.57239,1.10073,-0.50336,0.35350,-0.09883,-0.12080,-0.54666,1.22449,-0.65965,0.22115,0.07779,0.01975,0.01252,0.02245,-0.00886,1.33126,0.22593,-1.80369,0.03413,0.10836,-0.01934,0.11508,-0.21866,-0.94365,0.01912,0.00080,0.02197,-0.00019,-0.00922,0.00024,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5800,-0.00253,0.02633,0.44633,0.99876,-0.00112,-0.00812,0.04906,0.00754,0.01753,0.28659,0.29530,0.01610,0.03391,2,0.02793,0,0.04900,0.01900,0.0399,0.0884,-0.000392,-0.019011,55.5210,0.001579,-0.004407,43.2241,-0.004516,-0.019026,22.7828,0.000315,-0.004643,21.8341,-0.09001,-0.12086,-0.57216,1.10035,-0.50310,0.35361,-0.09879,-0.12128,-0.54652,1.22432,-0.65970,0.22119,0.07779,0.01976,0.01244,0.02245,-0.01071,1.33965,0.22789,-1.80569,0.03525,0.11145,-0.02061,0.11570,-0.21959,-0.94033,0.01805,0.00081,0.02211,-0.00023,-0.00952,0.00023,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5850,-0.00254,0.02656,0.44632,0.99876,-0.00122,-0.00813,0.04903,0.00753,0.01769,0.28659,0.29530,0.01611,0.03408,2,0.02796,0,0.04900,0.01900,0.0398,0.0885,-0.000366,-0.019028,55.6486,0.001593,-0.004385,43.2956,-0.004615,-0.019069,22.6690,0.000275,-0.004627,21.7620,-0.08989,-0.12128,-0.57194,1.09997,-0.50283,0.35371,-0.09879,-0.12177,-0.54636,1.22414,-0.65976,0.22123,0.07778,0.01977,0.01235,0.02245,-0.01287,1.34919,0.23037,-1.80795,0.03668,0.11562,-0.02153,0.11687,-0.22086,-0.93662,0.01662,0.00164,0.02225,-0.00028,-0.00980,0.00022,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5900,-0.00254,0.02679,0.44632,0.99876,-0.00133,-0.00814,0.04902,0.00753,0.01786,0.28659,0.29530,0.01612,0.03426,2,0.02798,0,0.04900,0.01900,0.0399,0.0881,-0.000352,-0.019011,55.7466,0.001609,-0.004363,43.3744,-0.004675,-0.019027,22.5855,0.000229,-0.004622,21.6814,-0.08979,-0.12171,-0.57173,1.09958,-0.50254,0.35382,-0.09880,-0.12226,-0.54619,1.22396,-0.65982,0.22127,0.07778,0.01978,0.01226,0.02246,-0.01444,1.35543,0.23172,-1.80945,0.03734,0.11753,-0.02319,0.11677,-0.22132,-0.93398,0.01608,0.00100,0.02243,-0.00033,-0.01012,0.00020,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.5950,-0.00254,0.02702,0.44632,0.99876,-0.00144,-0.00814,0.04902,0.00753,0.01802,0.28659,0.29530,0.01612,0.03443,2,0.02800,0,0.04900,0.01900,0.0396,0.0888,-0.000329,-0.019011,55.8620,0.001618,-0.004342,43.4361,-0.004759,-0.019027,22.4843,0.000199,-0.004597,21.6209,-0.08973,-0.12213,-0.57152,1.09919,-0.50224,0.35393,-0.09885,-0.12275,-0.54601,1.22376,-0.65989,0.22132,0.07778,0.01979,0.01217,0.02246,-0.01618,1.36388,0.23375,-1.81136,0.03840,0.12064,-0.02415,0.11730,-0.22226,-0.93071,0.01500,0.00101,0.02251,-0.00040,-0.01034,0.00020,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.6000,-0.00254,0.02725,0.44632,0.99876,-0.00155,-0.00815,0.04903,0.00753,0.01818,0.28659,0.29530,0.01613,0.03461,2,0.02803,0,0.04900,0.01900,0.0396,0.0889,-0.000307,-0.019011,55.9766,0.001631,-0.004320,43.5074,-0.004840,-0.019027,22.3841,0.000159,-0.004581,21.5491,-0.08969,-0.12255,-0.57132,1.09879,-0.50193,0.35404,-0.09892,-0.12324,-0.54582,1.22357,-0.65997,0.22136,0.07777,0.01979,0.01207,0.02246,-0.01790,1.37223,0.23579,-1.81322,0.03943,0.12374,-0.02505,0.11776,-0.22319,-0.92750,0.01394,0.00103,0.02259,-0.00048,-0.01054,0.00020,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.6050,-0.00255,0.02748,0.44631,0.99876,-0.00165,-0.00816,0.04905,0.00753,0.01835,0.28658,0.29530,0.01614,0.03479,2,0.02805,0,0.04900,0.01900,0.0395,0.0890,-0.000286,-0.019011,56.0907,0.001644,-0.004299,43.5783,-0.004920,-0.019027,22.2843,0.000120,-0.004565,21.4777,-0.08967,-0.12298,-0.57112,1.09838,-0.50161,0.35414,-0.09901,-0.12374,-0.54561,1.22336,-0.66005,0.22140,0.07776,0.01979,0.01196,0.02246,-0.01960,1.38053,0.23785,-1.81504,0.04043,0.12683,-0.02586,0.11818,-0.22412,-0.92432,0.01289,0.00107,0.02266,-0.00056,-0.01073,0.00021,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.6100,-0.00255,0.02772,0.44631,0.99876,-0.00176,-0.00817,0.04909,0.00753,0.01851,0.28658,0.29530,0.01614,0.03496,2,0.02808,0,0.04900,0.01900,0.0394,0.0891,-0.000260,-0.019028,56.2175,0.001657,-0.004277,43.6489,-0.005016,-0.019071,22.1716,0.000081,-0.004549,21.4067,-0.08969,-0.12341,-0.57093,1.09797,-0.50127,0.35425,-0.09913,-0.12424,-0.54539,1.22315,-0.66014,0.22145,0.07775,0.01978,0.01185,0.02246,-0.02165,1.39008,0.24047,-1.81712,0.04177,0.13100,-0.02625,0.11917,-0.22540,-0.92072,0.01146,0.00192,0.02271,-0.00065,-0.01089,0.00022,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.6150,-0.00255,0.02795,0.44631,0.99876,-0.00187,-0.00818,0.04914,0.00753,0.01868,0.28658,0.29530,0.01615,0.03514,2,0.02810,0,0.04900,0.01900,0.0395,0.0888,-0.000241,-0.019028,56.3280,0.001672,-0.004256,43.7271,-0.005090,-0.019071,22.0754,0.000035,-0.004544,21.3268,-0.08973,-0.12383,-0.57075,1.09756,-0.50091,0.35436,-0.09928,-0.12474,-0.54516,1.22294,-0.66024,0.22151,0.07774,0.01977,0.01174,0.02247,-0.02340,1.39767,0.24251,-1.81876,0.04268,0.13401,-0.02710,0.11954,-0.22623,-0.91770,0.01054,0.00209,0.02280,-0.00075,-0.01109,0.00023,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
1.6200,-0.00255,0.02818,0.44631,0.99875,-0.00198,-0.00819,0.04920,0.00753,0.01884,0.28658,0.29530,0.01616,0.03532,2,0.02812,0,0.04900,0.01900,0.0394,0.0890,-0.000225,-0.019011,56.4274,0.001684,-0.004235,43.7962,-0.005148,-0.019027,21.9908,-0.000001,-0.004528,21.2576,-0.08979,-0.12426,-0.57057,1.09713,-0.50055,0.35447,-0.09945,-0.12524,-0.54491,1.22271,-0.66034,0.22157,0.07773,0.01976,0.01162,0.02247,-0.02470,1.40427,0.24410,-1.82012,0.04323,0.13598,-0.02810,0.11934,-0.22676,-0.91507,0.00996,0.00143,0.02287,-0.00085,-0.01124,0.00025,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
