t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.4350,-0.00036,0.00181,0.46164,1.00000,0.00003,-0.00012,0.00003,0.00856,0.00128,0.30069,0.30051,0.00024,0.00357,2,0.03483,0,0.04900,0.01900,0.0050,0.0054,0.008994,0.066865,-0.0010,0.1242,34.1690,0.0009,0.1031,34.1376,-0.0045,0.1237,30.8540,-0.0024,0.1002,30.9121,0.002808,-0.003236,34.1688,0.002794,-0.003160,34.1376,0.001888,-0.003605,30.8538,0.001896,-0.003503,30.9121,-0.00017,-0.00682,-0.55880,1.11610,-0.55688,0.00812,0.00003,-0.00713,-0.55890,1.11647,-0.55722,0.00845,-0.00016,0.00003,-0.00023,0.00005,-0.00020,0.11930,0.02845,-1.39096,0.09456,0.11095,-0.00024,0.11670,-0.03187,-1.25488,0.05663,0.11177,0.00027,-0.00006,0.00019,-0.00005,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4400,-0.00036,0.00187,0.46164,1.00000,0.00003,-0.00011,0.00004,0.00856,0.00132,0.30068,0.30051,0.00023,0.00365,2,0.03483,0,0.04900,0.01900,0.0050,0.0054,0.009003,0.066829,-0.0008,0.1246,34.2073,0.0010,0.1035,34.1747,-0.0044,0.1240,30.8172,-0.0024,0.1005,30.8751,0.002817,-0.003271,34.2071,0.002803,-0.003196,34.1747,0.001875,-0.003656,30.8170,0.001884,-0.003554,30.8751,-0.00017,-0.00703,-0.55885,1.11616,-0.55690,0.00835,0.00003,-0.00734,-0.55894,1.11655,-0.55725,0.00868,-0.00015,0.00003,-0.00021,0.00005,-0.00021,0.12194,0.02917,-1.39264,0.09498,0.11236,-0.00024,0.11913,-0.03253,-1.25346,0.05620,0.11329,0.00027,-0.00006,0.00019,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4450,-0.00036,0.00192,0.46163,1.00000,0.00003,-0.00011,0.00004,0.00856,0.00137,0.30068,0.30051,0.00022,0.00373,2,0.03483,0,0.04900,0.01900,0.0051,0.0055,0.009012,0.066793,-0.0006,0.1249,34.2459,0.0011,0.1039,34.2121,-0.0043,0.1243,30.7800,-0.0024,0.1008,30.8376,0.002825,-0.003307,34.2457,0.002812,-0.003231,34.2121,0.001862,-0.003707,30.7798,0.001872,-0.003605,30.8376,-0.00017,-0.00725,-0.55889,1.11623,-0.55693,0.00859,0.00003,-0.00756,-0.55899,1.11662,-0.55729,0.00892,-0.00013,0.00003,-0.00020,0.00005,-0.00021,0.12461,0.02989,-1.39433,0.09542,0.11377,-0.00024,0.12159,-0.03319,-1.25203,0.05576,0.11481,0.00027,-0.00006,0.00019,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4500,-0.00036,0.00198,0.46163,1.00000,0.00003,-0.00010,0.00004,0.00856,0.00141,0.30068,0.30051,0.00022,0.00381,2,0.03483,0,0.04900,0.01900,0.0051,0.0055,0.009021,0.066757,-0.0005,0.1253,34.2849,0.0012,0.1044,34.2500,-0.0043,0.1246,30.7423,-0.0025,0.1011,30.7998,0.002834,-0.003342,34.2847,0.002820,-0.003267,34.2500,0.001850,-0.003759,30.7421,0.001859,-0.003656,30.7998,-0.00017,-0.00747,-0.55893,1.11629,-0.55695,0.00882,0.00003,-0.00778,-0.55903,1.11669,-0.55732,0.00916,-0.00011,0.00003,-0.00018,0.00005,-0.00022,0.12731,0.03063,-1.39603,0.09586,0.11518,-0.00024,0.12407,-0.03386,-1.25057,0.05533,0.11633,0.00027,-0.00005,0.00019,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4550,-0.00035,0.00204,0.46162,1.00000,0.00003,-0.00010,0.00004,0.00856,0.00145,0.30067,0.30051,0.00021,0.00390,2,0.03483,0,0.04900,0.01900,0.0051,0.0055,0.009030,0.066721,-0.0003,0.1256,34.3243,0.0012,0.1047,34.2882,-0.0042,0.1249,30.7042,-0.0025,0.1014,30.7616,0.002843,-0.003377,34.3241,0.002829,-0.003302,34.2882,0.001837,-0.003810,30.7040,0.001847,-0.003708,30.7616,-0.00017,-0.00769,-0.55898,1.11635,-0.55698,0.00906,0.00002,-0.00800,-0.55908,1.11676,-0.55736,0.00940,-0.00010,0.00003,-0.00017,0.00005,-0.00023,0.13005,0.03137,-1.39775,0.09630,0.11659,-0.00024,0.12657,-0.03453,-1.24910,0.05489,0.11786,0.00027,-0.00005,0.00019,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4600,-0.00035,0.00210,0.46162,1.00000,0.00003,-0.00010,0.00004,0.00856,0.00150,0.30067,0.30051,0.00020,0.00398,2,0.03483,0,0.04900,0.01900,0.0051,0.0055,0.009039,0.066686,-0.0002,0.1259,34.3640,0.0013,0.1051,34.3268,-0.0042,0.1252,30.6656,-0.0025,0.1017,30.7229,0.002852,-0.003412,34.3638,0.002839,-0.003337,34.3268,0.001824,-0.003862,30.6654,0.001834,-0.003759,30.7229,-0.00018,-0.00792,-0.55902,1.11641,-0.55700,0.00931,0.00002,-0.00823,-0.55912,1.11682,-0.55739,0.00965,-0.00008,0.00002,-0.00015,0.00005,-0.00023,0.13281,0.03212,-1.39948,0.09675,0.11800,-0.00024,0.12909,-0.03522,-1.24761,0.05444,0.11938,0.00027,-0.00005,0.00019,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4650,-0.00035,0.00217,0.46162,1.00000,0.00003,-0.00009,0.00004,0.00856,0.00154,0.30067,0.30051,0.00020,0.00407,2,0.03483,0,0.04900,0.01900,0.0051,0.0055,0.009048,0.066651,-0.0000,0.1262,34.4040,0.0014,0.1055,34.3658,-0.0041,0.1254,30.6267,-0.0025,0.1020,30.6839,0.002861,-0.003446,34.4038,0.002848,-0.003372,34.3658,0.001811,-0.003914,30.6264,0.001821,-0.003811,30.6839,-0.00018,-0.00815,-0.55906,1.11647,-0.55703,0.00956,0.00002,-0.00846,-0.55916,1.11689,-0.55742,0.00990,-0.00007,0.00002,-0.00014,0.00005,-0.00024,0.13561,0.03288,-1.40122,0.09721,0.11940,-0.00024,0.13164,-0.03591,-1.24610,0.05399,0.12091,0.00027,-0.00005,0.00019,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4700,-0.00035,0.00223,0.46161,1.00000,0.00003,-0.00009,0.00004,0.00856,0.00159,0.30067,0.30051,0.00019,0.00415,2,0.03483,0,0.04900,0.01900,0.0051,0.0056,0.009057,0.066616,0.0001,0.1265,34.4445,0.0015,0.1059,34.4052,-0.0041,0.1256,30.5873,-0.0025,0.1022,30.6445,0.002871,-0.003480,34.4442,0.002857,-0.003407,34.4052,0.001798,-0.003966,30.5870,0.001808,-0.003863,30.6445,-0.00018,-0.00839,-0.55909,1.11652,-0.55705,0.00981,0.00002,-0.00870,-0.55920,1.11695,-0.55745,0.01016,-0.00005,0.00002,-0.00012,0.00005,-0.00025,0.13843,0.03364,-1.40298,0.09767,0.12080,-0.00023,0.13420,-0.03661,-1.24457,0.05354,0.12244,0.00027,-0.00005,0.00019,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4750,-0.00035,0.00229,0.46161,1.00000,0.00003,-0.00009,0.00004,0.00856,0.00163,0.30066,0.30051,0.00018,0.00424,2,0.03483,0,0.04900,0.01900,0.0051,0.0056,0.009067,0.066581,0.0003,0.1268,34.4852,0.0015,0.1062,34.4450,-0.0040,0.1258,30.5475,-0.0025,0.1025,30.6047,0.002880,-0.003514,34.4850,0.002866,-0.003441,34.4450,0.001784,-0.004019,30.5472,0.001795,-0.003915,30.6047,-0.00018,-0.00863,-0.55913,1.11658,-0.55707,0.01007,0.00002,-0.00894,-0.55924,1.11701,-0.55748,0.01042,-0.00004,0.00002,-0.00011,0.00005,-0.00026,0.14129,0.03441,-1.40475,0.09813,0.12219,-0.00023,0.13679,-0.03731,-1.24302,0.05309,0.12397,0.00027,-0.00005,0.00019,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4800,-0.00035,0.00236,0.46160,1.00000,0.00003,-0.00009,0.00004,0.00856,0.00168,0.30066,0.30051,0.00018,0.00433,2,0.03483,0,0.04900,0.01900,0.0052,0.0056,0.009076,0.066547,0.0004,0.1271,34.5264,0.0016,0.1066,34.4852,-0.0040,0.1260,30.5072,-0.0026,0.1027,30.5644,0.002890,-0.003548,34.5261,0.002876,-0.003476,34.4852,0.001771,-0.004071,30.5070,0.001782,-0.003967,30.5644,-0.00018,-0.00887,-0.55917,1.11663,-0.55710,0.01033,0.00001,-0.00918,-0.55927,1.11708,-0.55751,0.01068,-0.00002,0.00002,-0.00010,0.00005,-0.00027,0.14417,0.03519,-1.40654,0.09860,0.12358,-0.00023,0.13940,-0.03803,-1.24146,0.05263,0.12550,0.00027,-0.00004,0.00019,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4850,-0.00035,0.00242,0.46160,1.00000,0.00003,-0.00008,0.00004,0.00856,0.00173,0.30066,0.30051,0.00017,0.00442,2,0.03483,0,0.04900,0.01900,0.0052,0.0056,0.009086,0.066512,0.0005,0.1273,34.5678,0.0017,0.1069,34.5257,-0.0040,0.1262,30.4666,-0.0026,0.1029,30.5238,0.002899,-0.003582,34.5676,0.002886,-0.003510,34.5257,0.001757,-0.004124,30.4663,0.001769,-0.004020,30.5238,-0.00019,-0.00912,-0.55920,1.11668,-0.55712,0.01059,0.00001,-0.00943,-0.55931,1.11713,-0.55754,0.01095,-0.00001,0.00002,-0.00008,0.00005,-0.00027,0.14709,0.03597,-1.40834,0.09908,0.12497,-0.00023,0.14202,-0.03875,-1.23987,0.05217,0.12703,0.00027,-0.00004,0.00019,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4900,-0.00035,0.00249,0.46160,1.00000,0.00003,-0.00008,0.00004,0.00856,0.00178,0.30065,0.30051,0.00016,0.00451,2,0.03483,0,0.04900,0.01900,0.0052,0.0056,0.009095,0.066478,0.0006,0.1276,34.6097,0.0017,0.1073,34.5667,-0.0040,0.1264,30.4255,-0.0026,0.1031,30.4829,0.002909,-0.003615,34.6095,0.002895,-0.003543,34.5667,0.001744,-0.004177,30.4253,0.001756,-0.004072,30.4829,-0.00019,-0.00937,-0.55924,1.11673,-0.55714,0.01086,0.00001,-0.00968,-0.55935,1.11719,-0.55757,0.01122,0.00001,0.00002,-0.00007,0.00005,-0.00028,0.15004,0.03676,-1.41016,0.09956,0.12635,-0.00023,0.14467,-0.03948,-1.23827,0.05170,0.12857,0.00027,-0.00004,0.00019,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.4950,-0.00035,0.00256,0.46159,1.00000,0.00003,-0.00008,0.00005,0.00856,0.00182,0.30065,0.30051,0.00016,0.00460,2,0.03483,0,0.04900,0.01900,0.0052,0.0057,0.009105,0.066445,0.0008,0.1278,34.6519,0.0018,0.1076,34.6080,-0.0039,0.1265,30.3841,-0.0027,0.1033,30.4415,0.002919,-0.003648,34.6516,0.002905,-0.003577,34.6080,0.001730,-0.004231,30.3838,0.001742,-0.004125,30.4415,-0.00019,-0.00962,-0.55927,1.11678,-0.55716,0.01113,0.00001,-0.00993,-0.55938,1.11725,-0.55760,0.01149,0.00002,0.00002,-0.00006,0.00005,-0.00029,0.15302,0.03756,-1.41198,0.10005,0.12773,-0.00023,0.14734,-0.04021,-1.23665,0.05123,0.13010,0.00027,-0.00004,0.00019,-0.00003,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5000,-0.00035,0.00263,0.46159,1.00000,0.00003,-0.00007,0.00005,0.00856,0.00187,0.30065,0.30051,0.00015,0.00469,2,0.03484,0,0.04900,0.01900,0.0052,0.0057,0.009115,0.066411,0.0009,0.1280,34.6944,0.0019,0.1079,34.6497,-0.0039,0.1267,30.3422,-0.0027,0.1035,30.3997,0.002928,-0.003681,34.6942,0.002915,-0.003610,34.6497,0.001716,-0.004284,30.3419,0.001728,-0.004179,30.3997,-0.00019,-0.00988,-0.55930,1.11683,-0.55718,0.01141,0.00001,-0.01019,-0.55941,1.11730,-0.55763,0.01177,0.00003,0.00002,-0.00005,0.00005,-0.00030,0.15603,0.03836,-1.41383,0.10054,0.12911,-0.00022,0.15003,-0.04095,-1.23502,0.05076,0.13164,0.00027,-0.00004,0.00018,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5050,-0.00035,0.00270,0.46159,1.00000,0.00003,-0.00007,0.00005,0.00856,0.00193,0.30065,0.30051,0.00015,0.00478,2,0.03484,0,0.04900,0.01900,0.0052,0.0057,0.009125,0.066378,0.0010,0.1282,34.7374,0.0019,0.1083,34.6917,-0.0039,0.1268,30.2999,-0.0027,0.1036,30.3576,0.002938,-0.003714,34.7371,0.002925,-0.003643,34.6917,0.001702,-0.004338,30.2997,0.001715,-0.004232,30.3576,-0.00019,-0.01014,-0.55933,1.11687,-0.55719,0.01169,0.00000,-0.01046,-0.55945,1.11736,-0.55765,0.01205,0.00005,0.00002,-0.00004,0.00005,-0.00031,0.15908,0.03918,-1.41568,0.10104,0.13048,-0.00022,0.15274,-0.04170,-1.23336,0.05028,0.13318,0.00027,-0.00004,0.00018,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5100,-0.00035,0.00277,0.46158,1.00000,0.00003,-0.00007,0.00005,0.00856,0.00198,0.30064,0.30051,0.00014,0.00487,2,0.03484,0,0.04900,0.01900,0.0052,0.0057,0.009135,0.066345,0.0011,0.1284,34.7806,0.0020,0.1086,34.7342,-0.0039,0.1269,30.2572,-0.0028,0.1038,30.3150,0.002948,-0.003746,34.7804,0.002935,-0.003676,34.7342,0.001688,-0.004392,30.2570,0.001701,-0.004286,30.3150,-0.00020,-0.01041,-0.55936,1.11692,-0.55721,0.01197,0.00000,-0.01072,-0.55948,1.11741,-0.55768,0.01234,0.00006,0.00002,-0.00003,0.00005,-0.00032,0.16215,0.03999,-1.41755,0.10154,0.13185,-0.00022,0.15547,-0.04246,-1.23169,0.04980,0.13472,0.00026,-0.00004,0.00018,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5150,-0.00035,0.00284,0.46158,1.00000,0.00003,-0.00007,0.00005,0.00856,0.00203,0.30064,0.30051,0.00014,0.00497,2,0.03484,0,0.04900,0.01900,0.0052,0.0057,0.009145,0.066312,0.0012,0.1286,34.8243,0.0021,0.1089,34.7770,-0.0039,0.1270,30.2141,-0.0028,0.1039,30.2721,0.002959,-0.003778,34.8240,0.002945,-0.003708,34.7770,0.001673,-0.004446,30.2139,0.001686,-0.004340,30.2721,-0.00020,-0.01068,-0.55939,1.11696,-0.55723,0.01226,-0.00000,-0.01099,-0.55951,1.11746,-0.55770,0.01263,0.00007,0.00002,-0.00001,0.00005,-0.00033,0.16526,0.04082,-1.41943,0.10205,0.13321,-0.00021,0.15822,-0.04322,-1.23000,0.04932,0.13626,0.00026,-0.00003,0.00018,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5200,-0.00035,0.00291,0.46158,1.00000,0.00003,-0.00006,0.00005,0.00856,0.00208,0.30064,0.30051,0.00013,0.00506,2,0.03484,0,0.04900,0.01900,0.0052,0.0057,0.009155,0.066279,0.0013,0.1288,34.8683,0.0021,0.1092,34.8203,-0.0039,0.1271,30.1707,-0.0028,0.1041,30.2288,0.002969,-0.003810,34.8680,0.002955,-0.003741,34.8203,0.001659,-0.004500,30.1704,0.001672,-0.004394,30.2288,-0.00020,-0.01095,-0.55942,1.11700,-0.55725,0.01255,-0.00000,-0.01127,-0.55954,1.11751,-0.55773,0.01292,0.00008,0.00002,-0.00000,0.00005,-0.00034,0.16839,0.04165,-1.42133,0.10256,0.13457,-0.00021,0.16098,-0.04399,-1.22829,0.04883,0.13780,0.00026,-0.00003,0.00018,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5250,-0.00035,0.00299,0.46157,1.00000,0.00003,-0.00006,0.00005,0.00856,0.00214,0.30064,0.30051,0.00013,0.00515,2,0.03484,0,0.04900,0.01900,0.0052,0.0058,0.009166,0.066247,0.0014,0.1290,34.9126,0.0022,0.1095,34.8638,-0.0039,0.1272,30.1268,-0.0029,0.1042,30.1851,0.002979,-0.003841,34.9124,0.002966,-0.003773,34.8638,0.001644,-0.004555,30.1265,0.001658,-0.004448,30.1851,-0.00020,-0.01123,-0.55945,1.11704,-0.55726,0.01284,-0.00001,-0.01154,-0.55957,1.11756,-0.55775,0.01322,0.00009,0.00002,0.00001,0.00005,-0.00035,0.17156,0.04249,-1.42324,0.10308,0.13592,-0.00021,0.16377,-0.04477,-1.22657,0.04834,0.13935,0.00026,-0.00003,0.00018,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5300,-0.00035,0.00306,0.46157,1.00000,0.00003,-0.00006,0.00005,0.00856,0.00219,0.30063,0.30051,0.00013,0.00525,2,0.03484,0,0.04900,0.01900,0.0052,0.0058,0.009176,0.066215,0.0015,0.1291,34.9573,0.0023,0.1097,34.9078,-0.0039,0.1272,30.0825,-0.0029,0.1043,30.1411,0.002989,-0.003872,34.9571,0.002976,-0.003804,34.9078,0.001629,-0.004610,30.0823,0.001643,-0.004503,30.1411,-0.00021,-0.01151,-0.55947,1.11707,-0.55728,0.01314,-0.00001,-0.01182,-0.55959,1.11760,-0.55778,0.01352,0.00011,0.00002,0.00002,0.00005,-0.00036,0.17476,0.04333,-1.42516,0.10360,0.13727,-0.00020,0.16658,-0.04556,-1.22482,0.04784,0.14089,0.00026,-0.00003,0.00017,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5350,-0.00035,0.00314,0.46157,1.00000,0.00003,-0.00006,0.00005,0.00856,0.00225,0.30063,0.30051,0.00012,0.00535,2,0.03484,0,0.04900,0.01900,0.0052,0.0058,0.009187,0.066183,0.0016,0.1293,35.0024,0.0023,0.1100,34.9521,-0.0039,0.1273,30.0379,-0.0029,0.1043,30.0967,0.003000,-0.003903,35.0021,0.002986,-0.003836,34.9521,0.001615,-0.004665,30.0376,0.001629,-0.004557,30.0967,-0.00021,-0.01179,-0.55950,1.11711,-0.55729,0.01344,-0.00001,-0.01211,-0.55962,1.11765,-0.55780,0.01383,0.00012,0.00001,0.00003,0.00005,-0.00037,0.17799,0.04419,-1.42710,0.10413,0.13861,-0.00020,0.16940,-0.04635,-1.22306,0.04734,0.14244,0.00026,-0.00003,0.00017,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5400,-0.00035,0.00322,0.46156,1.00000,0.00003,-0.00006,0.00006,0.00856,0.00230,0.30063,0.30051,0.00012,0.00545,2,0.03484,0,0.04900,0.01900,0.0053,0.0058,0.009197,0.066152,0.0017,0.1294,35.0478,0.0024,0.1103,34.9969,-0.0040,0.1273,29.9928,-0.0030,0.1044,30.0518,0.003010,-0.003934,35.0475,0.002997,-0.003867,34.9969,0.001599,-0.004720,29.9926,0.001614,-0.004613,30.0518,-0.00021,-0.01208,-0.55952,1.11714,-0.55730,0.01375,-0.00001,-0.01240,-0.55964,1.11769,-0.55782,0.01414,0.00013,0.00001,0.00004,0.00005,-0.00038,0.18126,0.04505,-1.42905,0.10466,0.13995,-0.00020,0.17225,-0.04715,-1.22129,0.04684,0.14399,0.00026,-0.00003,0.00017,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5450,-0.00035,0.00329,0.46156,1.00000,0.00003,-0.00005,0.00006,0.00856,0.00236,0.30063,0.30051,0.00011,0.00554,2,0.03484,0,0.04900,0.01900,0.0053,0.0058,0.009208,0.066121,0.0018,0.1295,35.0936,0.0025,0.1106,35.0419,-0.0040,0.1273,29.9474,-0.0030,0.1045,30.0067,0.003021,-0.003964,35.0933,0.003008,-0.003898,35.0419,0.001584,-0.004776,29.9471,0.001599,-0.004668,30.0067,-0.00021,-0.01237,-0.55954,1.11718,-0.55732,0.01405,-0.00001,-0.01269,-0.55967,1.11773,-0.55784,0.01445,0.00014,0.00001,0.00005,0.00005,-0.00039,0.18455,0.04591,-1.43101,0.10519,0.14128,-0.00019,0.17511,-0.04795,-1.21949,0.04633,0.14554,0.00026,-0.00003,0.00017,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5500,-0.00035,0.00337,0.46156,1.00000,0.00003,-0.00005,0.00006,0.00856,0.00242,0.30062,0.30051,0.00011,0.00564,2,0.03484,0,0.04900,0.01900,0.0053,0.0058,0.009218,0.066090,0.0019,0.1296,35.1397,0.0025,0.1108,35.0874,-0.0040,0.1273,29.9016,-0.0031,0.1045,29.9611,0.003032,-0.003994,35.1395,0.003018,-0.003928,35.0874,0.001569,-0.004832,29.9013,0.001584,-0.004723,29.9611,-0.00021,-0.01267,-0.55956,1.11721,-0.55733,0.01437,-0.00002,-0.01299,-0.55969,1.11777,-0.55787,0.01477,0.00015,0.00001,0.00006,0.00005,-0.00040,0.18788,0.04678,-1.43299,0.10573,0.14260,-0.00019,0.17799,-0.04877,-1.21768,0.04582,0.14709,0.00026,-0.00002,0.00017,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5550,-0.00035,0.00345,0.46155,1.00000,0.00003,-0.00005,0.00006,0.00856,0.00248,0.30062,0.30051,0.00011,0.00574,2,0.03484,0,0.04900,0.01900,0.0053,0.0058,0.009229,0.066059,0.0020,0.1297,35.1862,0.0026,0.1111,35.1332,-0.0040,0.1273,29.8554,-0.0031,0.1046,29.9152,0.003042,-0.004024,35.1859,0.003029,-0.003959,35.1332,0.001553,-0.004888,29.8551,0.001568,-0.004779,29.9152,-0.00022,-0.01297,-0.55959,1.11724,-0.55734,0.01468,-0.00002,-0.01329,-0.55972,1.11781,-0.55789,0.01509,0.00016,0.00001,0.00006,0.00005,-0.00042,0.19124,0.04766,-1.43498,0.10628,0.14392,-0.00018,0.18088,-0.04959,-1.21585,0.04530,0.14864,0.00025,-0.00002,0.00017,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5600,-0.00035,0.00354,0.46155,1.00000,0.00003,-0.00005,0.00006,0.00856,0.00254,0.30062,0.30051,0.00010,0.00584,2,0.03484,0,0.04900,0.01900,0.0053,0.0058,0.009240,0.066029,0.0021,0.1298,35.2331,0.0027,0.1113,35.1794,-0.0040,0.1273,29.8088,-0.0032,0.1046,29.8689,0.003053,-0.004053,35.2328,0.003040,-0.003988,35.1794,0.001538,-0.004944,29.8085,0.001553,-0.004835,29.8689,-0.00022,-0.01327,-0.55961,1.11726,-0.55735,0.01501,-0.00002,-0.01360,-0.55974,1.11784,-0.55791,0.01541,0.00017,0.00001,0.00007,0.00005,-0.00043,0.19463,0.04855,-1.43698,0.10683,0.14524,-0.00018,0.18380,-0.05041,-1.21400,0.04479,0.15019,0.00025,-0.00002,0.00016,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.5650,-0.00035,0.00362,0.46155,1.00000,0.00003,-0.00005,0.00006,0.00856,0.00260,0.30062,0.30051,0.00010,0.00595,2,0.03484,0,0.04900,0.01900,0.0053,0.0058,0.009251,0.065999,0.0022,0.1299,35.2803,0.0027,0.1116,35.2260,-0.0041,0.1272,29.7619,-0.0032,0.1046,29.8222,0.003064,-0.004082,35.2800,0.003051,-0.004018,35.2260,0.001522,-0.005001,29.7616,0.001537,-0.004892,29.8222,-0.00022,-0.01358,-0.55963,1.11729,-0.55736,0.01533,-0.00002,-0.01390,-0.55976,1.11788,-0.55792,0.01574,0.00018,0.00001,0.00008,0.00005,-0.00044,0.19806,0.04944,-1.43900,0.10738,0.14654,-0.00017,0.18673,-0.05125,-1.21214,0.04426,0.15174,0.00025,-0.00002,0.00016,-0.00001,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
