t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0000,-0.00064,0.00000,0.46168,1.00000,0.00000,-0.00196,0.00000,0.00856,-0.00000,0.30051,0.30051,0.00370,-0.00000,2,0.03434,0,0.04900,0.01900,0.0288,0.0288,0.013398,0.067548,3.2850,-0.0003,27.8717,-0.4918,0.2767,32.6831,3.2850,0.0003,27.8717,-0.4918,-0.2767,32.6831,-0.044990,-0.000057,27.8734,0.007182,-0.002494,32.6831,-0.044990,0.000057,27.8734,0.007182,0.002494,32.6831,-0.00011,0.00009,-0.54856,1.10723,-0.55428,0.00051,0.00011,-0.00009,-0.54856,1.10723,-0.55428,-0.00051,0.00018,-0.00042,0.00018,-0.00042,0.00011,-0.00061,-0.48390,-1.90368,-0.98005,0.00035,-0.00011,0.00061,-0.48390,-1.90368,-0.98005,-0.00035,-0.07239,-0.00683,-0.07239,-0.00683,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0050,-0.00069,0.00000,0.46173,1.00000,0.00000,-0.00204,-0.00000,0.00851,0.00000,0.30058,0.30051,0.00392,0.00000,2,0.03442,0,0.04900,0.01900,0.1793,0.1793,-0.035262,0.069916,2.0680,-0.0002,29.0678,3.1712,0.0254,29.4834,2.0680,0.0012,29.0674,3.1712,-0.0254,29.4834,-0.026826,-0.000094,29.0688,-0.041476,-0.000132,29.4834,-0.026827,0.000081,29.0684,-0.041476,0.000132,29.4834,-0.00011,0.00009,-0.54867,1.10767,-0.55455,0.00045,0.00011,-0.00009,-0.54867,1.10767,-0.55455,-0.00045,0.00017,-0.00040,0.00017,-0.00040,-0.00004,-0.00221,-0.32967,-1.69652,-0.61672,0.00107,0.00004,0.00232,-0.32968,-1.69650,-0.61673,-0.00072,-0.04643,-0.00359,-0.04643,-0.00359,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0100,-0.00072,0.00000,0.46176,1.00000,0.00000,-0.00208,-0.00000,0.00849,0.00000,0.30063,0.30051,0.00407,0.00000,2,0.03448,0,0.04900,0.01900,0.1123,0.1123,-0.018939,0.069893,1.2731,0.0008,29.8651,2.0517,0.0251,30.4463,1.2731,0.0027,29.8635,2.0517,-0.0243,30.4459,-0.015949,-0.000126,29.8656,-0.025150,-0.000153,30.4463,-0.015950,0.000080,29.8640,-0.025150,0.000141,30.4459,-0.00010,0.00010,-0.54886,1.10826,-0.55497,0.00038,0.00010,-0.00010,-0.54886,1.10826,-0.55497,-0.00038,0.00015,-0.00037,0.00015,-0.00037,-0.00014,-0.00308,-0.22996,-1.56702,-0.38252,0.00190,0.00014,0.00349,-0.22999,-1.56696,-0.38254,-0.00063,-0.03032,-0.00164,-0.03032,-0.00164,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0150,-0.00074,0.00000,0.46179,1.00000,0.00000,-0.00210,-0.00000,0.00847,0.00000,0.30067,0.30051,0.00416,0.00000,2,0.03454,0,0.04900,0.01900,0.0702,0.0702,-0.008975,0.069871,0.7629,0.0024,30.4009,1.3100,0.0254,31.0884,0.7629,0.0047,30.3973,1.3100,-0.0225,31.0868,-0.009287,-0.000155,30.4011,-0.015182,-0.000174,31.0884,-0.009290,0.000063,30.3975,-0.015183,0.000131,31.0868,-0.00010,0.00011,-0.54908,1.10887,-0.55542,0.00031,0.00010,-0.00011,-0.54908,1.10887,-0.55542,-0.00031,0.00013,-0.00033,0.00013,-0.00033,-0.00019,-0.00349,-0.16464,-1.48593,-0.23081,0.00282,0.00019,0.00433,-0.16470,-1.48578,-0.23086,-0.00025,-0.02030,-0.00052,-0.02030,-0.00052,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0200,-0.00075,0.00000,0.46181,1.00000,0.00000,-0.00211,-0.00000,0.00846,0.00000,0.30071,0.30051,0.00421,0.00001,2,0.03459,0,0.04900,0.01900,0.0442,0.0442,-0.002812,0.069851,0.4360,0.0045,30.7651,0.8358,0.0253,31.5197,0.4360,0.0070,30.7586,0.8358,-0.0195,31.5162,-0.005131,-0.000182,30.7652,-0.009015,-0.000193,31.5197,-0.005134,0.000037,30.7587,-0.009018,0.000108,31.5162,-0.00010,0.00011,-0.54933,1.10944,-0.55583,0.00024,0.00010,-0.00012,-0.54933,1.10944,-0.55583,-0.00024,0.00010,-0.00030,0.00010,-0.00030,-0.00022,-0.00356,-0.12112,-1.43492,-0.13158,0.00380,0.00022,0.00492,-0.12124,-1.43465,-0.13165,0.00033,-0.01408,0.00010,-0.01408,0.00010,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0250,-0.00075,0.00000,0.46182,1.00000,0.00000,-0.00209,-0.00000,0.00846,0.00000,0.30073,0.30051,0.00421,0.00001,2,0.03463,0,0.04900,0.01900,0.0279,0.0279,0.001066,0.069831,0.2265,0.0069,31.0142,0.5325,0.0258,31.8177,0.2265,0.0095,31.0039,0.5325,-0.0166,31.8113,-0.002498,-0.000208,31.0142,-0.005135,-0.000212,31.8177,-0.002502,0.000004,31.0040,-0.005138,0.000078,31.8113,-0.00010,0.00012,-0.54958,1.10993,-0.55617,0.00019,0.00010,-0.00012,-0.54958,1.10993,-0.55617,-0.00017,0.00008,-0.00026,0.00008,-0.00026,-0.00023,-0.00339,-0.09156,-1.40251,-0.06587,0.00479,0.00022,0.00534,-0.09174,-1.40209,-0.06599,0.00104,-0.01023,0.00041,-0.01023,0.00041,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0300,-0.00075,0.00000,0.46183,1.00000,0.00000,-0.00207,-0.00000,0.00846,0.00000,0.30076,0.30051,0.00419,0.00002,2,0.03467,0,0.04900,0.01900,0.0176,0.0176,0.003545,0.069811,0.0926,0.0096,31.1846,0.3373,0.0268,32.0262,0.0926,0.0121,31.1697,0.3373,-0.0138,32.0160,-0.000808,-0.000233,31.1846,-0.002655,-0.000232,32.0262,-0.000814,-0.000032,31.1697,-0.002659,0.000044,32.0160,-0.00010,0.00012,-0.54982,1.11033,-0.55643,0.00014,0.00010,-0.00013,-0.54982,1.11033,-0.55643,-0.00012,0.00006,-0.00023,0.00006,-0.00023,-0.00022,-0.00305,-0.07103,-1.38160,-0.02180,0.00580,0.00021,0.00567,-0.07129,-1.38099,-0.02198,0.00186,-0.00785,0.00052,-0.00785,0.00052,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0350,-0.00074,0.00000,0.46185,1.00000,0.00000,-0.00204,-0.00000,0.00846,0.00000,0.30077,0.30051,0.00414,0.00002,2,0.03470,0,0.04900,0.01900,0.0111,0.0110,0.005152,0.069789,0.0073,0.0123,31.3012,0.2115,0.0282,32.1726,0.0073,0.0148,31.2807,0.2115,-0.0111,32.1579,0.000291,-0.000258,31.3012,-0.001047,-0.000254,32.1726,0.000283,-0.000070,31.2807,-0.001053,0.000008,32.1579,-0.00010,0.00013,-0.55005,1.11063,-0.55661,0.00010,0.00010,-0.00014,-0.55005,1.11063,-0.55661,-0.00007,0.00004,-0.00019,0.00004,-0.00019,-0.00021,-0.00263,-0.05640,-1.36780,0.00820,0.00681,0.00020,0.00596,-0.05677,-1.36695,0.00796,0.00273,-0.00638,0.00054,-0.00638,0.00054,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0400,-0.00073,0.00000,0.46186,1.00000,0.00000,-0.00200,-0.00000,0.00846,0.00000,0.30079,0.30051,0.00407,0.00003,2,0.03472,0,0.04900,0.01900,0.0069,0.0068,0.006209,0.069766,-0.0466,0.0151,31.3811,0.1304,0.0298,32.2760,-0.0466,0.0175,31.3541,0.1304,-0.0085,32.2557,0.001015,-0.000284,31.3811,0.000010,-0.000277,32.2760,0.001006,-0.000109,31.3541,0.000002,-0.000028,32.2557,-0.00010,0.00013,-0.55026,1.11085,-0.55671,0.00007,0.00010,-0.00014,-0.55026,1.11085,-0.55671,-0.00002,0.00002,-0.00016,0.00002,-0.00016,-0.00020,-0.00214,-0.04570,-1.35839,0.02895,0.00784,0.00019,0.00625,-0.04619,-1.35728,0.02864,0.00365,-0.00546,0.00050,-0.00546,0.00050,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0450,-0.00072,0.00000,0.46187,1.00000,0.00000,-0.00195,-0.00000,0.00846,0.00000,0.30081,0.30051,0.00399,0.00004,2,0.03474,0,0.04900,0.01900,0.0043,0.0040,0.006915,0.069741,-0.0803,0.0179,31.4362,0.0782,0.0316,32.3492,-0.0803,0.0203,31.4017,0.0782,-0.0059,32.3225,0.001501,-0.000312,31.4362,0.000716,-0.000301,32.3492,0.001490,-0.000148,31.4017,0.000707,-0.000065,32.3225,-0.00010,0.00013,-0.55046,1.11098,-0.55674,0.00005,0.00010,-0.00015,-0.55046,1.11098,-0.55674,0.00002,-0.00000,-0.00014,-0.00000,-0.00014,-0.00019,-0.00163,-0.03765,-1.35175,0.04358,0.00888,0.00017,0.00656,-0.03827,-1.35033,0.04317,0.00461,-0.00487,0.00044,-0.00488,0.00044,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
