t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0500,-0.00071,0.00000,0.46188,1.00000,0.00000,-0.00190,-0.00000,0.00847,0.00000,0.30082,0.30051,0.00390,0.00005,2,0.03476,0,0.04900,0.01900,0.0029,0.0023,0.007396,0.069715,-0.1011,0.0207,31.4747,0.0447,0.0335,32.4014,-0.1012,0.0231,31.4318,0.0446,-0.0035,32.3674,0.001834,-0.000341,31.4747,0.001197,-0.000327,32.4014,0.001821,-0.000188,31.4318,0.001186,-0.000101,32.3674,-0.00010,0.00013,-0.55065,1.11104,-0.55672,0.00003,0.00010,-0.00016,-0.55065,1.11104,-0.55672,0.00006,-0.00003,-0.00011,-0.00003,-0.00011,-0.00018,-0.00109,-0.03143,-1.34685,0.05407,0.00992,0.00016,0.00690,-0.03220,-1.34509,0.05357,0.00559,-0.00449,0.00038,-0.00449,0.00038,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0550,-0.00069,0.00000,0.46190,1.00000,0.00000,-0.00184,-0.00000,0.00847,0.00000,0.30084,0.30051,0.00379,0.00006,2,0.03477,0,0.04900,0.01900,0.0022,0.0012,0.007731,0.069688,-0.1137,0.0235,31.5021,0.0233,0.0354,32.4392,-0.1138,0.0258,31.4500,0.0232,-0.0011,32.3969,0.002067,-0.000371,31.5021,0.001531,-0.000354,32.4392,0.002052,-0.000227,31.4500,0.001518,-0.000138,32.3969,-0.00010,0.00012,-0.55081,1.11104,-0.55666,0.00003,0.00010,-0.00016,-0.55081,1.11104,-0.55666,0.00009,-0.00005,-0.00009,-0.00005,-0.00009,-0.00017,-0.00052,-0.02649,-1.34309,0.06176,0.01098,0.00014,0.00727,-0.02743,-1.34095,0.06114,0.00660,-0.00422,0.00031,-0.00423,0.00031,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0600,-0.00068,0.00001,0.46191,1.00000,0.00000,-0.00178,-0.00000,0.00847,0.00000,0.30085,0.30051,0.00368,0.00007,2,0.03478,0,0.04900,0.01900,0.0020,0.0005,0.007969,0.069659,-0.1212,0.0263,31.5224,0.0096,0.0373,32.4669,-0.1212,0.0286,31.4601,0.0096,0.0012,32.4154,0.002235,-0.000402,31.5224,0.001769,-0.000383,32.4669,0.002216,-0.000266,31.4601,0.001753,-0.000174,32.4154,-0.00010,0.00012,-0.55097,1.11099,-0.55655,0.00002,0.00010,-0.00017,-0.55097,1.11100,-0.55656,0.00013,-0.00008,-0.00007,-0.00008,-0.00007,-0.00016,0.00005,-0.02249,-1.34010,0.06748,0.01204,0.00013,0.00768,-0.02361,-1.33754,0.06675,0.00763,-0.00402,0.00025,-0.00403,0.00025,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0650,-0.00066,0.00001,0.46192,1.00000,0.00000,-0.00172,-0.00000,0.00848,0.00000,0.30086,0.30051,0.00357,0.00008,2,0.03479,0,0.04900,0.01900,0.0020,0.0002,0.008142,0.069629,-0.1253,0.0291,31.5383,0.0010,0.0393,32.4879,-0.1254,0.0313,31.4648,0.0010,0.0035,32.4263,0.002358,-0.000434,31.5383,0.001942,-0.000413,32.4879,0.002337,-0.000305,31.4648,0.001924,-0.000210,32.4263,-0.00010,0.00011,-0.55111,1.11091,-0.55643,0.00003,0.00010,-0.00018,-0.55111,1.11091,-0.55643,0.00016,-0.00011,-0.00005,-0.00011,-0.00005,-0.00016,0.00065,-0.01919,-1.33765,0.07183,0.01311,0.00012,0.00813,-0.02050,-1.33463,0.07096,0.00867,-0.00386,0.00019,-0.00387,0.00019,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0700,-0.00065,0.00001,0.46194,1.00000,0.00000,-0.00166,-0.00000,0.00848,0.00000,0.30087,0.30051,0.00345,0.00009,2,0.03480,0,0.04900,0.01900,0.0021,0.0004,0.008272,0.069598,-0.1275,0.0318,31.5513,-0.0043,0.0412,32.5043,-0.1275,0.0340,31.4659,-0.0044,0.0057,32.4318,0.002452,-0.000468,31.5513,0.002072,-0.000443,32.5043,0.002427,-0.000343,31.4659,0.002051,-0.000246,32.4318,-0.00010,0.00010,-0.55124,1.11079,-0.55628,0.00004,0.00010,-0.00019,-0.55124,1.11079,-0.55628,0.00019,-0.00014,-0.00003,-0.00014,-0.00003,-0.00015,0.00126,-0.01641,-1.33560,0.07517,0.01419,0.00011,0.00862,-0.01794,-1.33209,0.07417,0.00974,-0.00372,0.00014,-0.00373,0.00014,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0750,-0.00064,0.00001,0.46195,1.00000,0.00000,-0.00160,0.00000,0.00849,0.00001,0.30089,0.30051,0.00333,0.00011,2,0.03480,0,0.04900,0.01900,0.0022,0.0006,0.008372,0.069567,-0.1284,0.0345,31.5629,-0.0076,0.0431,32.5178,-0.1284,0.0366,31.4645,-0.0077,0.0079,32.4333,0.002525,-0.000502,31.5629,0.002171,-0.000475,32.5178,0.002497,-0.000382,31.4645,0.002147,-0.000282,32.4333,-0.00010,0.00009,-0.55136,1.11064,-0.55611,0.00005,0.00010,-0.00020,-0.55136,1.11065,-0.55612,0.00022,-0.00018,-0.00002,-0.00018,-0.00002,-0.00015,0.00190,-0.01404,-1.33386,0.07778,0.01527,0.00010,0.00914,-0.01580,-1.32982,0.07662,0.01082,-0.00360,0.00009,-0.00361,0.00009,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0800,-0.00062,0.00001,0.46196,1.00000,0.00000,-0.00154,0.00000,0.00849,0.00001,0.30090,0.30051,0.00321,0.00012,2,0.03481,0,0.04900,0.01900,0.0024,0.0007,0.008450,0.069534,-0.1285,0.0371,31.5736,-0.0096,0.0449,32.5294,-0.1286,0.0393,31.4614,-0.0097,0.0100,32.4321,0.002582,-0.000537,31.5736,0.002249,-0.000507,32.5294,0.002550,-0.000421,31.4614,0.002221,-0.000318,32.4321,-0.00010,0.00008,-0.55146,1.11048,-0.55594,0.00007,0.00010,-0.00021,-0.55147,1.11049,-0.55595,0.00025,-0.00022,-0.00001,-0.00022,-0.00001,-0.00015,0.00255,-0.01200,-1.33237,0.07983,0.01637,0.00009,0.00969,-0.01401,-1.32776,0.07851,0.01191,-0.00348,0.00005,-0.00350,0.00005,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0850,-0.00061,0.00002,0.46198,1.00000,0.00000,-0.00148,0.00000,0.00849,0.00001,0.30091,0.30051,0.00308,0.00014,2,0.03481,0,0.04900,0.01900,0.0025,0.0008,0.008512,0.069501,-0.1283,0.0397,31.5841,-0.0108,0.0468,32.5398,-0.1284,0.0418,31.4571,-0.0109,0.0120,32.4289,0.002629,-0.000572,31.5841,0.002311,-0.000540,32.5398,0.002593,-0.000460,31.4571,0.002279,-0.000355,32.4289,-0.00010,0.00007,-0.55157,1.11030,-0.55576,0.00009,0.00010,-0.00022,-0.55157,1.11031,-0.55577,0.00028,-0.00026,0.00001,-0.00026,0.00001,-0.00015,0.00322,-0.01023,-1.33108,0.08146,0.01748,0.00009,0.01028,-0.01250,-1.32587,0.07997,0.01302,-0.00337,0.00002,-0.00339,0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0900,-0.00059,0.00002,0.46199,1.00000,0.00000,-0.00142,0.00000,0.00850,0.00001,0.30092,0.30051,0.00296,0.00016,2,0.03481,0,0.04900,0.01900,0.0026,0.0009,0.008562,0.069467,-0.1277,0.0423,31.5946,-0.0114,0.0486,32.5497,-0.1279,0.0444,31.4520,-0.0115,0.0140,32.4241,0.002667,-0.000608,31.5946,0.002361,-0.000573,32.5497,0.002627,-0.000499,31.4520,0.002325,-0.000391,32.4241,-0.00010,0.00006,-0.55166,1.11011,-0.55558,0.00011,0.00010,-0.00024,-0.55166,1.11012,-0.55559,0.00031,-0.00030,0.00002,-0.00030,0.00002,-0.00015,0.00392,-0.00867,-1.32998,0.08276,0.01860,0.00008,0.01090,-0.01122,-1.32413,0.08109,0.01415,-0.00326,-0.00002,-0.00328,-0.00002,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0950,-0.00058,0.00002,0.46200,1.00000,0.00000,-0.00136,0.00000,0.00850,0.00001,0.30093,0.30051,0.00284,0.00017,2,0.03482,0,0.04900,0.01900,0.0026,0.0010,0.008603,0.069433,-0.1271,0.0448,31.6054,-0.0116,0.0504,32.5592,-0.1272,0.0469,31.4462,-0.0118,0.0160,32.4182,0.002698,-0.000645,31.6053,0.002401,-0.000608,32.5592,0.002654,-0.000539,31.4462,0.002362,-0.000428,32.4182,-0.00010,0.00004,-0.55175,1.10991,-0.55540,0.00014,0.00010,-0.00025,-0.55175,1.10993,-0.55540,0.00034,-0.00034,0.00002,-0.00034,0.00002,-0.00015,0.00464,-0.00728,-1.32904,0.08381,0.01974,0.00007,0.01156,-0.01013,-1.32251,0.08195,0.01529,-0.00316,-0.00005,-0.00318,-0.00005,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1000,-0.00056,0.00003,0.46201,1.00000,0.00000,-0.00130,0.00000,0.00850,0.00001,0.30094,0.30051,0.00272,0.00019,2,0.03482,0,0.04900,0.01900,0.0027,0.0011,0.008637,0.069398,-0.1264,0.0473,31.6165,-0.0117,0.0521,32.5687,-0.1265,0.0494,31.4399,-0.0118,0.0179,32.4113,0.002724,-0.000683,31.6165,0.002435,-0.000642,32.5687,0.002675,-0.000578,31.4399,0.002391,-0.000464,32.4113,-0.00010,0.00003,-0.55183,1.10971,-0.55521,0.00016,0.00010,-0.00027,-0.55183,1.10973,-0.55522,0.00037,-0.00039,0.00003,-0.00039,0.00003,-0.00015,0.00538,-0.00605,-1.32823,0.08465,0.02088,0.00007,0.01224,-0.00921,-1.32099,0.08259,0.01644,-0.00306,-0.00007,-0.00308,-0.00007,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1050,-0.00055,0.00003,0.46203,1.00000,0.00000,-0.00125,0.00000,0.00851,0.00002,0.30095,0.30051,0.00261,0.00021,2,0.03482,0,0.04900,0.01900,0.0028,0.0012,0.008665,0.069363,-0.1257,0.0498,31.6281,-0.0116,0.0539,32.5784,-0.1258,0.0519,31.4331,-0.0118,0.0198,32.4037,0.002746,-0.000720,31.6281,0.002464,-0.000677,32.5784,0.002692,-0.000618,31.4331,0.002415,-0.000501,32.4037,-0.00010,0.00001,-0.55190,1.10951,-0.55503,0.00019,0.00010,-0.00029,-0.55191,1.10952,-0.55504,0.00040,-0.00044,0.00003,-0.00044,0.00003,-0.00015,0.00615,-0.00494,-1.32755,0.08533,0.02204,0.00006,0.01295,-0.00843,-1.31956,0.08305,0.01761,-0.00296,-0.00009,-0.00298,-0.00009,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1100,-0.00054,0.00003,0.46204,1.00000,0.00000,-0.00119,0.00000,0.00851,0.00002,0.30096,0.30051,0.00249,0.00023,2,0.03482,0,0.04900,0.01900,0.0029,0.0013,0.008689,0.069327,-0.1250,0.0523,31.6401,-0.0115,0.0555,32.5883,-0.1251,0.0543,31.4259,-0.0117,0.0217,32.3954,0.002765,-0.000758,31.6401,0.002487,-0.000713,32.5883,0.002706,-0.000658,31.4259,0.002434,-0.000539,32.3954,-0.00010,-0.00001,-0.55197,1.10930,-0.55485,0.00023,0.00010,-0.00031,-0.55198,1.10932,-0.55486,0.00044,-0.00048,0.00004,-0.00049,0.00004,-0.00016,0.00694,-0.00393,-1.32698,0.08587,0.02320,0.00006,0.01370,-0.00776,-1.31821,0.08338,0.01879,-0.00286,-0.00012,-0.00289,-0.00012,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1150,-0.00052,0.00004,0.46205,1.00000,0.00000,-0.00113,0.00000,0.00851,0.00002,0.30097,0.30051,0.00238,0.00025,2,0.03482,0,0.04900,0.01900,0.0030,0.0013,0.008708,0.069291,-0.1242,0.0547,31.6527,-0.0113,0.0572,32.5985,-0.1244,0.0567,31.4184,-0.0115,0.0235,32.3866,0.002781,-0.000797,31.6526,0.002507,-0.000748,32.5985,0.002716,-0.000699,31.4184,0.002449,-0.000576,32.3866,-0.00010,-0.00003,-0.55204,1.10909,-0.55467,0.00026,0.00010,-0.00033,-0.55205,1.10911,-0.55469,0.00048,-0.00053,0.00004,-0.00054,0.00004,-0.00016,0.00776,-0.00300,-1.32651,0.08632,0.02438,0.00005,0.01447,-0.00720,-1.31692,0.08359,0.01998,-0.00277,-0.00013,-0.00280,-0.00013,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.1200,-0.00051,0.00004,0.46206,1.00000,0.00000,-0.00108,0.00000,0.00852,0.00003,0.30098,0.30051,0.00227,0.00028,2,0.03482,0,0.04900,0.01900,0.0031,0.0014,0.008725,0.069255,-0.1236,0.0571,31.6657,-0.0111,0.0588,32.6090,-0.1238,0.0591,31.4104,-0.0113,0.0253,32.3772,0.002794,-0.000836,31.6657,0.002524,-0.000785,32.6090,0.002724,-0.000739,31.4104,0.002460,-0.000614,32.3772,-0.00010,-0.00005,-0.55210,1.10888,-0.55450,0.00030,0.00010,-0.00035,-0.55211,1.10891,-0.55452,0.00051,-0.00058,0.00004,-0.00059,0.00004,-0.00016,0.00860,-0.00215,-1.32613,0.08668,0.02557,0.00005,0.01527,-0.00672,-1.31569,0.08371,0.02118,-0.00268,-0.00015,-0.00271,-0.00015,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
