t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,cop_lx,cop_ly,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.2100,-0.00022,0.00036,0.46266,1.00000,0.00001,-0.00030,-0.00000,0.00859,0.00024,0.30144,0.30051,0.00066,0.00084,2,0.03482,0.04900,0.01900,0.003083,-0.001046,31.4846,0.002809,-0.001016,32.4903,0.003086,-0.000944,31.4936,0.002812,-0.000842,32.4999,-0.00009,-0.00129,-0.54872,1.09805,-0.54854,0.00169,0.00011,-0.00158,-0.54876,1.09812,-0.54857,0.00190,-0.00162,-0.00001,-0.00163,-0.00001,-0.00010,0.00271,0.00344,-1.29732,0.09002,0.03110,0.00012,0.00935,0.00357,-1.29767,0.09010,0.02672,-0.00150,-0.00004,-0.00152,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2150,-0.00021,0.00038,0.46267,1.00000,0.00001,-0.00027,-0.00000,0.00860,0.00026,0.30144,0.30051,0.00060,0.00088,2,0.03482,0.04900,0.01900,0.003072,-0.001040,31.4861,0.002798,-0.001011,32.4917,0.003075,-0.000938,31.4951,0.002801,-0.000838,32.5013,-0.00009,-0.00138,-0.54876,1.09797,-0.54848,0.00179,0.00011,-0.00168,-0.54880,1.09804,-0.54851,0.00200,-0.00167,-0.00001,-0.00168,-0.00001,-0.00010,0.00270,0.00344,-1.29730,0.08969,0.03096,0.00012,0.00933,0.00357,-1.29765,0.08977,0.02658,-0.00148,-0.00004,-0.00149,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2200,-0.00020,0.00041,0.46267,1.00000,0.00001,-0.00023,-0.00000,0.00860,0.00028,0.30145,0.30051,0.00053,0.00092,2,0.03482,0.04900,0.01900,0.003061,-0.001032,31.4875,0.002787,-0.001005,32.4930,0.003064,-0.000931,31.4965,0.002790,-0.000832,32.5026,-0.00009,-0.00149,-0.54880,1.09788,-0.54842,0.00189,0.00012,-0.00178,-0.54884,1.09796,-0.54846,0.00210,-0.00171,-0.00001,-0.00172,-0.00001,-0.00010,0.00269,0.00345,-1.29729,0.08937,0.03077,0.00012,0.00931,0.00358,-1.29764,0.08945,0.02640,-0.00145,-0.00004,-0.00147,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2250,-0.00019,0.00044,0.46268,1.00000,0.00002,-0.00020,-0.00000,0.00860,0.00030,0.30145,0.30051,0.00047,0.00097,2,0.03482,0.04900,0.01900,0.003050,-0.001023,31.4889,0.002776,-0.000998,32.4942,0.003053,-0.000922,31.4978,0.002779,-0.000825,32.5038,-0.00009,-0.00159,-0.54884,1.09781,-0.54837,0.00200,0.00012,-0.00188,-0.54888,1.09788,-0.54840,0.00221,-0.00176,-0.00001,-0.00177,-0.00001,-0.00010,0.00268,0.00346,-1.29728,0.08904,0.03054,0.00012,0.00928,0.00358,-1.29763,0.08913,0.02618,-0.00143,-0.00004,-0.00145,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2300,-0.00018,0.00047,0.46268,1.00000,0.00002,-0.00017,-0.00000,0.00861,0.00032,0.30145,0.30051,0.00041,0.00101,2,0.03482,0.04900,0.01900,0.003039,-0.001012,31.4902,0.002765,-0.000989,32.4953,0.003042,-0.000911,31.4990,0.002769,-0.000816,32.5049,-0.00009,-0.00170,-0.54888,1.09773,-0.54831,0.00211,0.00012,-0.00199,-0.54892,1.09781,-0.54835,0.00232,-0.00180,-0.00001,-0.00181,-0.00001,-0.00010,0.00265,0.00346,-1.29728,0.08873,0.03026,0.00012,0.00924,0.00359,-1.29764,0.08881,0.02591,-0.00141,-0.00004,-0.00143,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2350,-0.00017,0.00050,0.46268,1.00000,0.00002,-0.00014,-0.00000,0.00861,0.00034,0.30146,0.30051,0.00035,0.00105,2,0.03482,0.04900,0.01900,0.003028,-0.001000,31.4914,0.002755,-0.000978,32.4964,0.003031,-0.000899,31.5002,0.002758,-0.000806,32.5059,-0.00009,-0.00181,-0.54892,1.09766,-0.54826,0.00222,0.00012,-0.00210,-0.54896,1.09774,-0.54830,0.00243,-0.00184,-0.00001,-0.00185,-0.00001,-0.00010,0.00263,0.00347,-1.29729,0.08842,0.02995,0.00012,0.00920,0.00360,-1.29764,0.08850,0.02561,-0.00138,-0.00004,-0.00140,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2400,-0.00016,0.00053,0.46269,1.00000,0.00002,-0.00012,-0.00001,0.00861,0.00036,0.30146,0.30051,0.00029,0.00110,2,0.03482,0.04900,0.01900,0.003017,-0.000986,31.4925,0.002744,-0.000966,32.4974,0.003021,-0.000886,31.5012,0.002747,-0.000794,32.5069,-0.00009,-0.00193,-0.54896,1.09759,-0.54821,0.00233,0.00012,-0.00222,-0.54900,1.09768,-0.54825,0.00254,-0.00188,-0.00001,-0.00189,-0.00001,-0.00011,0.00260,0.00348,-1.29730,0.08812,0.02959,0.00011,0.00915,0.00361,-1.29765,0.08820,0.02526,-0.00136,-0.00004,-0.00138,-0.00004,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2450,-0.00015,0.00056,0.46269,1.00000,0.00002,-0.00009,-0.00001,0.00862,0.00039,0.30146,0.30051,0.00023,0.00115,2,0.03482,0.04900,0.01900,0.003007,-0.000970,31.4936,0.002734,-0.000953,32.4984,0.003010,-0.000870,31.5022,0.002737,-0.000781,32.5078,-0.00009,-0.00205,-0.54900,1.09753,-0.54816,0.00245,0.00012,-0.00234,-0.54905,1.09762,-0.54820,0.00266,-0.00192,-0.00000,-0.00193,-0.00000,-0.00011,0.00256,0.00349,-1.29732,0.08783,0.02919,0.00011,0.00910,0.00361,-1.29767,0.08791,0.02487,-0.00134,-0.00005,-0.00136,-0.00005,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2500,-0.00015,0.00059,0.46269,1.00000,0.00002,-0.00006,-0.00001,0.00862,0.00041,0.30146,0.30051,0.00018,0.00119,2,0.03482,0.04900,0.01900,0.002997,-0.000954,31.4947,0.002724,-0.000938,32.4993,0.003000,-0.000854,31.5031,0.002727,-0.000767,32.5086,-0.00009,-0.00218,-0.54903,1.09746,-0.54811,0.00257,0.00012,-0.00247,-0.54909,1.09756,-0.54815,0.00278,-0.00196,-0.00000,-0.00197,-0.00000,-0.00011,0.00252,0.00351,-1.29733,0.08754,0.02876,0.00011,0.00904,0.00363,-1.29768,0.08762,0.02444,-0.00132,-0.00005,-0.00134,-0.00005,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.2550,-0.00014,0.00063,0.46270,1.00000,0.00002,-0.00004,-0.00001,0.00862,0.00044,0.30147,0.30051,0.00012,0.00124,2,0.03482,0.04900,0.01900,0.002987,-0.000935,31.4956,0.002714,-0.000922,32.5002,0.002991,-0.000836,31.5040,0.002718,-0.000751,32.5094,-0.00009,-0.00231,-0.54907,1.09741,-0.54807,0.00270,0.00012,-0.00260,-0.54913,1.09750,-0.54811,0.00291,-0.00200,-0.00000,-0.00201,-0.00000,-0.00011,0.00247,0.00352,-1.29735,0.08727,0.02828,0.00011,0.00898,0.00364,-1.29770,0.08735,0.02397,-0.00130,-0.00005,-0.00132,-0.00005,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
