t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
3.6100,-0.00275,0.09552,0.45944,0.99969,-0.02426,-0.00631,0.00052,0.00861,0.06916,0.30167,0.30051,0.04855,0.07017,1,0.05574,-0.00801,-0.26936,-0.46885,0.94711,-0.46431,0.31842,0.22557,-0.28056,-0.53342,1.19163,-0.46859,-0.02673,-0.00496,-0.00087,-0.11549,0.04356,-0.55514,4.37505,0.33099,-2.32777,0.14125,0.05907,0.05955,-0.75364,-0.23746,0.53630,0.03154,-0.01950,0.08506,0.01015,-0.07593,0.00952,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6150,-0.00280,0.09550,0.45940,0.99969,-0.02426,-0.00638,0.00057,0.00861,0.06915,0.30167,0.30051,0.04854,0.07017,1,0.05605,-0.00805,-0.26936,-0.46934,0.94812,-0.46469,0.31841,0.22786,-0.28085,-0.53561,1.19697,-0.46852,-0.02711,-0.00496,-0.00087,-0.11612,0.04401,-0.55838,4.37368,0.33211,-2.33011,0.14091,0.05900,0.05914,-0.75341,-0.23706,0.53705,0.03262,-0.01836,0.08557,0.01021,-0.07619,0.00946,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6200,-0.00286,0.09548,0.45935,0.99969,-0.02425,-0.00645,0.00061,0.00861,0.06915,0.30166,0.30051,0.04853,0.07017,1,0.05635,-0.00810,-0.26937,-0.46983,0.94913,-0.46507,0.31840,0.23014,-0.28113,-0.53778,1.20227,-0.46842,-0.02745,-0.00497,-0.00087,-0.11674,0.04446,-0.56159,4.37233,0.33323,-2.33246,0.14057,0.05894,0.05872,-0.75317,-0.23665,0.53777,0.03369,-0.01726,0.08608,0.01028,-0.07644,0.00940,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6250,-0.00291,0.09546,0.45930,0.99968,-0.02424,-0.00651,0.00066,0.00861,0.06915,0.30166,0.30051,0.04851,0.07017,1,0.05666,-0.00814,-0.26937,-0.47032,0.95014,-0.46545,0.31839,0.23241,-0.28141,-0.53994,1.20753,-0.46830,-0.02775,-0.00498,-0.00088,-0.11736,0.04491,-0.56477,4.37097,0.33434,-2.33480,0.14023,0.05888,0.05829,-0.75293,-0.23623,0.53845,0.03475,-0.01620,0.08657,0.01035,-0.07668,0.00933,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6300,-0.00296,0.09544,0.45925,0.99968,-0.02423,-0.00658,0.00070,0.00861,0.06915,0.30166,0.30051,0.04850,0.07017,1,0.05696,-0.00819,-0.26938,-0.47081,0.95114,-0.46582,0.31838,0.23467,-0.28169,-0.54208,1.21276,-0.46817,-0.02802,-0.00499,-0.00088,-0.11798,0.04535,-0.56792,4.36962,0.33544,-2.33715,0.13991,0.05882,0.05786,-0.75268,-0.23580,0.53909,0.03579,-0.01518,0.08707,0.01041,-0.07692,0.00927,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6350,-0.00301,0.09542,0.45921,0.99968,-0.02423,-0.00665,0.00074,0.00861,0.06915,0.30166,0.30051,0.04848,0.07017,1,0.05726,-0.00823,-0.26939,-0.47129,0.95214,-0.46620,0.31837,0.23691,-0.28197,-0.54421,1.21796,-0.46801,-0.02826,-0.00499,-0.00088,-0.11860,0.04580,-0.57104,4.36827,0.33654,-2.33949,0.13959,0.05877,0.05743,-0.75244,-0.23536,0.53970,0.03683,-0.01420,0.08755,0.01048,-0.07716,0.00920,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6400,-0.00306,0.09540,0.45916,0.99968,-0.02422,-0.00672,0.00079,0.00861,0.06915,0.30166,0.30051,0.04847,0.07017,1,0.05756,-0.00827,-0.26939,-0.47177,0.95314,-0.46658,0.31836,0.23914,-0.28225,-0.54632,1.22311,-0.46784,-0.02846,-0.00500,-0.00089,-0.11921,0.04624,-0.57413,4.36693,0.33764,-2.34184,0.13928,0.05872,0.05698,-0.75218,-0.23491,0.54026,0.03785,-0.01325,0.08803,0.01054,-0.07739,0.00913,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6450,-0.00311,0.09538,0.45911,0.99968,-0.02421,-0.00678,0.00083,0.00861,0.06915,0.30166,0.30051,0.04845,0.07017,1,0.05786,-0.00831,-0.26940,-0.47225,0.95413,-0.46695,0.31834,0.24136,-0.28252,-0.54842,1.22823,-0.46765,-0.02863,-0.00501,-0.00089,-0.11983,0.04667,-0.57718,4.36559,0.33873,-2.34418,0.13898,0.05867,0.05653,-0.75193,-0.23444,0.54078,0.03886,-0.01235,0.08850,0.01060,-0.07761,0.00905,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6500,-0.00316,0.09536,0.45906,0.99968,-0.02420,-0.00685,0.00088,0.00861,0.06915,0.30166,0.30051,0.04844,0.07017,1,0.05816,-0.00835,-0.26941,-0.47272,0.95512,-0.46733,0.31833,0.24357,-0.28280,-0.55050,1.23331,-0.46744,-0.02877,-0.00501,-0.00090,-0.12043,0.04711,-0.58020,4.36425,0.33981,-2.34651,0.13869,0.05863,0.05607,-0.75168,-0.23397,0.54127,0.03985,-0.01148,0.08896,0.01066,-0.07783,0.00898,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6550,-0.00321,0.09534,0.45902,0.99968,-0.02419,-0.00692,0.00092,0.00861,0.06915,0.30166,0.30051,0.04842,0.07017,1,0.05846,-0.00839,-0.26941,-0.47320,0.95611,-0.46770,0.31832,0.24577,-0.28307,-0.55257,1.23835,-0.46722,-0.02889,-0.00502,-0.00090,-0.12104,0.04755,-0.58020,4.36425,0.33981,-2.34651,0.13869,0.05863,0.05607,-0.75168,-0.23397,0.54127,0.03985,-0.01148,0.08896,0.01066,-0.07783,0.00898,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6600,-0.00326,0.09532,0.45897,0.99968,-0.02419,-0.00698,0.00096,0.00861,0.06915,0.30166,0.30051,0.04841,0.07017,1,0.05876,-0.00843,-0.26941,-0.47367,0.95710,-0.46808,0.31831,0.24795,-0.28334,-0.55462,1.24335,-0.46699,-0.02899,-0.00503,-0.00090,-0.12165,0.04798,-0.58592,4.36181,0.34162,-2.35182,0.13757,0.05873,0.05516,-0.75108,-0.23283,0.54237,0.04147,-0.01034,0.08981,0.01078,-0.07828,0.00884,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6650,-0.00331,0.09530,0.45892,0.99968,-0.02418,-0.00705,0.00100,0.00861,0.06915,0.30166,0.30051,0.04840,0.07017,1,0.05906,-0.00847,-0.26942,-0.47414,0.95808,-0.46845,0.31830,0.25012,-0.28361,-0.55665,1.24830,-0.46674,-0.02907,-0.00504,-0.00091,-0.12225,0.04841,-0.58887,4.36048,0.34279,-2.35402,0.13745,0.05866,0.05467,-0.75084,-0.23235,0.54271,0.04244,-0.00955,0.09027,0.01084,-0.07847,0.00875,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6700,-0.00335,0.09528,0.45888,0.99968,-0.02417,-0.00711,0.00105,0.00861,0.06915,0.30166,0.30051,0.04838,0.07017,1,0.05935,-0.00851,-0.26943,-0.47460,0.95905,-0.46882,0.31828,0.25228,-0.28388,-0.55867,1.25322,-0.46648,-0.02911,-0.00504,-0.00091,-0.12284,0.04884,-0.59177,4.35915,0.34393,-2.35625,0.13730,0.05860,0.05418,-0.75059,-0.23185,0.54302,0.04340,-0.00879,0.09071,0.01090,-0.07866,0.00866,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6750,-0.00340,0.09526,0.45883,0.99968,-0.02416,-0.00718,0.00109,0.00861,0.06915,0.30166,0.30051,0.04837,0.07017,1,0.05965,-0.00855,-0.26943,-0.47506,0.96001,-0.46919,0.31827,0.25442,-0.28415,-0.56067,1.25809,-0.46620,-0.02914,-0.00505,-0.00091,-0.12344,0.04926,-0.59463,4.35783,0.34505,-2.35848,0.13714,0.05855,0.05369,-0.75033,-0.23135,0.54329,0.04435,-0.00806,0.09115,0.01095,-0.07885,0.00857,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6800,-0.00345,0.09524,0.45879,0.99968,-0.02416,-0.00724,0.00113,0.00861,0.06915,0.30166,0.30051,0.04835,0.07017,1,0.05994,-0.00859,-0.26944,-0.47551,0.96097,-0.46956,0.31826,0.25655,-0.28442,-0.56265,1.26292,-0.46590,-0.02913,-0.00506,-0.00092,-0.12403,0.04969,-0.59746,4.35650,0.34615,-2.36073,0.13697,0.05850,0.05318,-0.75007,-0.23083,0.54353,0.04529,-0.00737,0.09158,0.01101,-0.07903,0.00847,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6850,-0.00350,0.09522,0.45874,0.99968,-0.02415,-0.00731,0.00117,0.00861,0.06915,0.30166,0.30051,0.04834,0.07017,1,0.06024,-0.00863,-0.26944,-0.47597,0.96193,-0.46993,0.31825,0.25866,-0.28468,-0.56461,1.26771,-0.46559,-0.02911,-0.00506,-0.00092,-0.12461,0.05011,-0.60024,4.35519,0.34723,-2.36298,0.13679,0.05847,0.05267,-0.74980,-0.23029,0.54374,0.04621,-0.00671,0.09199,0.01107,-0.07920,0.00838,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6900,-0.00354,0.09520,0.45869,0.99968,-0.02414,-0.00737,0.00121,0.00861,0.06915,0.30166,0.30051,0.04832,0.07017,1,0.06053,-0.00867,-0.26945,-0.47641,0.96287,-0.47029,0.31824,0.26075,-0.28495,-0.56655,1.27245,-0.46526,-0.02906,-0.00507,-0.00092,-0.12519,0.05052,-0.60297,4.35388,0.34829,-2.36524,0.13660,0.05844,0.05216,-0.74953,-0.22975,0.54391,0.04711,-0.00608,0.09240,0.01112,-0.07937,0.00828,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.6950,-0.00359,0.09517,0.45865,0.99968,-0.02413,-0.00744,0.00126,0.00861,0.06915,0.30166,0.30051,0.04831,0.07017,1,0.06082,-0.00870,-0.26945,-0.47685,0.96381,-0.47065,0.31822,0.26283,-0.28521,-0.56847,1.27714,-0.46491,-0.02899,-0.00508,-0.00093,-0.12577,0.05094,-0.60567,4.35258,0.34933,-2.36749,0.13642,0.05842,0.05164,-0.74926,-0.22920,0.54405,0.04800,-0.00549,0.09280,0.01117,-0.07954,0.00818,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7000,-0.00364,0.09515,0.45861,0.99968,-0.02412,-0.00750,0.00130,0.00861,0.06914,0.30166,0.30051,0.04829,0.07017,1,0.06110,-0.00874,-0.26946,-0.47729,0.96475,-0.47102,0.31821,0.26490,-0.28547,-0.57038,1.28179,-0.46456,-0.02890,-0.00508,-0.00093,-0.12635,0.05135,-0.60832,4.35129,0.35036,-2.36975,0.13623,0.05841,0.05111,-0.74898,-0.22863,0.54416,0.04888,-0.00492,0.09319,0.01123,-0.07970,0.00808,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7050,-0.00368,0.09513,0.45856,0.99968,-0.02412,-0.00757,0.00134,0.00861,0.06914,0.30166,0.30051,0.04827,0.07017,1,0.06139,-0.00878,-0.26947,-0.47773,0.96568,-0.47138,0.31820,0.26695,-0.28573,-0.57226,1.28639,-0.46419,-0.02881,-0.00509,-0.00093,-0.12692,0.05176,-0.60832,4.35129,0.35036,-2.36975,0.13623,0.05841,0.05111,-0.74898,-0.22863,0.54416,0.04888,-0.00492,0.09319,0.01123,-0.07970,0.00808,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7100,-0.00373,0.09511,0.45852,0.99968,-0.02411,-0.00763,0.00138,0.00861,0.06914,0.30166,0.30051,0.04826,0.07017,1,0.06168,-0.00881,-0.26947,-0.47816,0.96660,-0.47174,0.31818,0.26899,-0.28598,-0.57413,1.29095,-0.46382,-0.02869,-0.00510,-0.00094,-0.12748,0.05216,-0.61318,4.34893,0.35202,-2.37487,0.13532,0.05855,0.05004,-0.74833,-0.22734,0.54451,0.05026,-0.00418,0.09388,0.01132,-0.08003,0.00790,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7150,-0.00377,0.09509,0.45847,0.99968,-0.02410,-0.00769,0.00142,0.00861,0.06914,0.30166,0.30051,0.04824,0.07017,1,0.06196,-0.00885,-0.26948,-0.47859,0.96752,-0.47209,0.31817,0.27101,-0.28624,-0.57597,1.29547,-0.46343,-0.02856,-0.00511,-0.00094,-0.12805,0.05257,-0.61574,4.34766,0.35312,-2.37700,0.13528,0.05852,0.04949,-0.74807,-0.22676,0.54448,0.05110,-0.00368,0.09426,0.01137,-0.08017,0.00779,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7200,-0.00382,0.09507,0.45843,0.99968,-0.02409,-0.00775,0.00146,0.00861,0.06914,0.30166,0.30051,0.04823,0.07017,1,0.06224,-0.00888,-0.26948,-0.47901,0.96842,-0.47245,0.31816,0.27301,-0.28649,-0.57780,1.29993,-0.46303,-0.02841,-0.00511,-0.00094,-0.12860,0.05297,-0.61826,4.34640,0.35419,-2.37914,0.13521,0.05849,0.04893,-0.74780,-0.22618,0.54442,0.05193,-0.00320,0.09463,0.01142,-0.08030,0.00768,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7250,-0.00386,0.09505,0.45839,0.99968,-0.02408,-0.00782,0.00150,0.00861,0.06914,0.30166,0.30051,0.04821,0.07017,1,0.06252,-0.00892,-0.26949,-0.47943,0.96932,-0.47280,0.31815,0.27500,-0.28674,-0.57960,1.30434,-0.46262,-0.02825,-0.00512,-0.00095,-0.12916,0.05336,-0.62072,4.34514,0.35523,-2.38129,0.13513,0.05846,0.04836,-0.74753,-0.22558,0.54434,0.05275,-0.00275,0.09498,0.01147,-0.08042,0.00756,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7300,-0.00390,0.09503,0.45834,0.99968,-0.02407,-0.00788,0.00154,0.00861,0.06914,0.30166,0.30051,0.04820,0.07017,1,0.06280,-0.00895,-0.26949,-0.47984,0.97021,-0.47315,0.31813,0.27696,-0.28699,-0.58139,1.30870,-0.46219,-0.02807,-0.00513,-0.00095,-0.12970,0.05375,-0.62314,4.34389,0.35625,-2.38344,0.13504,0.05845,0.04779,-0.74725,-0.22497,0.54423,0.05355,-0.00233,0.09533,0.01152,-0.08055,0.00744,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7350,-0.00395,0.09501,0.45830,0.99968,-0.02406,-0.00794,0.00157,0.00861,0.06914,0.30166,0.30051,0.04818,0.07017,1,0.06307,-0.00898,-0.26950,-0.48025,0.97110,-0.47349,0.31812,0.27891,-0.28723,-0.58315,1.31301,-0.46175,-0.02788,-0.00513,-0.00095,-0.13025,0.05414,-0.62550,4.34266,0.35724,-2.38559,0.13494,0.05844,0.04721,-0.74697,-0.22435,0.54408,0.05433,-0.00193,0.09566,0.01156,-0.08066,0.00732,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7400,-0.00399,0.09499,0.45826,0.99968,-0.02406,-0.00800,0.00161,0.00861,0.06914,0.30166,0.30051,0.04816,0.07017,1,0.06335,-0.00901,-0.26950,-0.48066,0.97197,-0.47384,0.31811,0.28085,-0.28747,-0.58489,1.31728,-0.46131,-0.02768,-0.00514,-0.00096,-0.13079,0.05453,-0.62550,4.34266,0.35724,-2.38559,0.13494,0.05844,0.04721,-0.74697,-0.22435,0.54408,0.05433,-0.00193,0.09566,0.01156,-0.08066,0.00732,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7450,-0.00403,0.09497,0.45822,0.99968,-0.02405,-0.00806,0.00165,0.00861,0.06914,0.30166,0.30051,0.04815,0.07017,1,0.06362,-0.00905,-0.26951,-0.48106,0.97285,-0.47418,0.31809,0.28277,-0.28772,-0.58661,1.32150,-0.46086,-0.02747,-0.00515,-0.00096,-0.13132,0.05491,-0.62972,4.34040,0.35879,-2.39050,0.13420,0.05860,0.04604,-0.74631,-0.22297,0.54392,0.05553,-0.00141,0.09623,0.01164,-0.08091,0.00713,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7500,-0.00407,0.09495,0.45817,0.99968,-0.02404,-0.00812,0.00169,0.00861,0.06914,0.30166,0.30051,0.04813,0.07017,1,0.06389,-0.00908,-0.26952,-0.48145,0.97371,-0.47452,0.31808,0.28467,-0.28795,-0.58831,1.32566,-0.46040,-0.02725,-0.00515,-0.00096,-0.13185,0.05529,-0.63197,4.33920,0.35984,-2.39254,0.13422,0.05858,0.04544,-0.74604,-0.22234,0.54366,0.05628,-0.00107,0.09655,0.01168,-0.08100,0.00700,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7550,-0.00411,0.09494,0.45813,0.99968,-0.02403,-0.00818,0.00173,0.00861,0.06914,0.30166,0.30051,0.04811,0.07017,1,0.06415,-0.00911,-0.26952,-0.48184,0.97456,-0.47486,0.31807,0.28655,-0.28819,-0.58998,1.32977,-0.45993,-0.02701,-0.00516,-0.00097,-0.13237,0.05567,-0.63418,4.33800,0.36085,-2.39458,0.13421,0.05856,0.04483,-0.74577,-0.22170,0.54336,0.05701,-0.00075,0.09686,0.01173,-0.08109,0.00686,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7600,-0.00416,0.09492,0.45809,0.99968,-0.02402,-0.00824,0.00176,0.00861,0.06914,0.30166,0.30051,0.04810,0.07017,1,0.06442,-0.00914,-0.26953,-0.48223,0.97540,-0.47519,0.31806,0.28841,-0.28842,-0.59164,1.33383,-0.45944,-0.02677,-0.00517,-0.00097,-0.13289,0.05604,-0.63633,4.33681,0.36183,-2.39664,0.13419,0.05856,0.04421,-0.74549,-0.22105,0.54305,0.05773,-0.00045,0.09716,0.01177,-0.08117,0.00673,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7650,-0.00420,0.09490,0.45805,0.99968,-0.02401,-0.00830,0.00180,0.00861,0.06914,0.30166,0.30051,0.04808,0.07017,1,0.06468,-0.00917,-0.26953,-0.48261,0.97623,-0.47552,0.31804,0.29025,-0.28865,-0.59327,1.33783,-0.45895,-0.02652,-0.00517,-0.00097,-0.13340,0.05640,-0.63843,4.33563,0.36278,-2.39869,0.13415,0.05856,0.04359,-0.74521,-0.22039,0.54270,0.05842,-0.00017,0.09744,0.01181,-0.08125,0.00660,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7700,-0.00424,0.09488,0.45801,0.99968,-0.02400,-0.00836,0.00184,0.00861,0.06914,0.30166,0.30051,0.04806,0.07017,1,0.06494,-0.00919,-0.26954,-0.48298,0.97705,-0.47585,0.31803,0.29207,-0.28888,-0.59488,1.34178,-0.45845,-0.02625,-0.00518,-0.00098,-0.13390,0.05677,-0.64047,4.33447,0.36371,-2.40075,0.13411,0.05857,0.04297,-0.74492,-0.21972,0.54233,0.05910,0.00008,0.09772,0.01184,-0.08132,0.00646,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7750,-0.00427,0.09486,0.45797,0.99967,-0.02399,-0.00842,0.00187,0.00861,0.06914,0.30165,0.30051,0.04805,0.07017,1,0.06520,-0.00922,-0.26955,-0.48335,0.97786,-0.47617,0.31802,0.29388,-0.28911,-0.59646,1.34568,-0.45793,-0.02598,-0.00518,-0.00098,-0.13440,0.05712,-0.64245,4.33332,0.36461,-2.40280,0.13405,0.05858,0.04234,-0.74463,-0.21904,0.54193,0.05976,0.00032,0.09798,0.01188,-0.08139,0.00632,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7800,-0.00431,0.09484,0.45793,0.99967,-0.02398,-0.00847,0.00191,0.00861,0.06914,0.30165,0.30051,0.04803,0.07017,1,0.06545,-0.00925,-0.26955,-0.48371,0.97866,-0.47649,0.31800,0.29566,-0.28933,-0.59802,1.34952,-0.45741,-0.02570,-0.00519,-0.00098,-0.13490,0.05748,-0.64438,4.33219,0.36550,-2.40485,0.13400,0.05860,0.04170,-0.74434,-0.21836,0.54150,0.06041,0.00054,0.09823,0.01192,-0.08145,0.00618,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7850,-0.00435,0.09482,0.45790,0.99967,-0.02398,-0.00853,0.00194,0.00861,0.06913,0.30165,0.30051,0.04801,0.07017,1,0.06570,-0.00928,-0.26956,-0.48406,0.97945,-0.47680,0.31799,0.29742,-0.28955,-0.59956,1.35330,-0.45688,-0.02542,-0.00520,-0.00099,-0.13538,0.05783,-0.64626,4.33107,0.36636,-2.40689,0.13394,0.05862,0.04105,-0.74405,-0.21766,0.54105,0.06103,0.00074,0.09847,0.01195,-0.08151,0.00604,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7900,-0.00439,0.09480,0.45786,0.99967,-0.02397,-0.00859,0.00198,0.00861,0.06913,0.30165,0.30051,0.04799,0.07017,1,0.06595,-0.00930,-0.26957,-0.48441,0.98023,-0.47712,0.31798,0.29917,-0.28977,-0.60107,1.35703,-0.45635,-0.02513,-0.00520,-0.00099,-0.13586,0.05817,-0.64808,4.32997,0.36721,-2.40892,0.13387,0.05865,0.04040,-0.74376,-0.21696,0.54057,0.06164,0.00092,0.09871,0.01198,-0.08156,0.00590,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.7950,-0.00443,0.09478,0.45782,0.99967,-0.02396,-0.00864,0.00201,0.00861,0.06913,0.30165,0.30051,0.04798,0.07017,1,0.06620,-0.00933,-0.26957,-0.48476,0.98100,-0.47743,0.31797,0.30089,-0.28999,-0.60256,1.36071,-0.45580,-0.02483,-0.00521,-0.00099,-0.13634,0.05851,-0.64984,4.32889,0.36804,-2.41094,0.13381,0.05868,0.03975,-0.74346,-0.21626,0.54006,0.06223,0.00109,0.09893,0.01202,-0.08161,0.00576,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.8000,-0.00446,0.09476,0.45778,0.99967,-0.02395,-0.00870,0.00204,0.00861,0.06913,0.30165,0.30051,0.04796,0.07017,1,0.06644,-0.00936,-0.26958,-0.48510,0.98177,-0.47773,0.31795,0.30259,-0.29020,-0.60403,1.36433,-0.45525,-0.02453,-0.00522,-0.00099,-0.13681,0.05885,-0.65155,4.32782,0.36886,-2.41295,0.13375,0.05872,0.03909,-0.74317,-0.21554,0.53952,0.06280,0.00124,0.09914,0.01205,-0.08164,0.00561,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.8050,-0.00450,0.09475,0.45775,0.99967,-0.02394,-0.00875,0.00208,0.00861,0.06913,0.30165,0.30051,0.04794,0.07017,1,0.06668,-0.00938,-0.26959,-0.48543,0.98251,-0.47803,0.31794,0.30427,-0.29041,-0.60548,1.36789,-0.45469,-0.02422,-0.00522,-0.00100,-0.13727,0.05918,-0.65320,4.32677,0.36966,-2.41495,0.13369,0.05875,0.03842,-0.74288,-0.21482,0.53896,0.06336,0.00138,0.09934,0.01208,-0.08168,0.00547,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
3.8100,-0.00454,0.09473,0.45771,0.99967,-0.02393,-0.00881,0.00211,0.00861,0.06913,0.30165,0.30051,0.04792,0.07017,1,0.06692,-0.00940,-0.26959,-0.48576,0.98325,-0.47833,0.31793,0.30593,-0.29061,-0.60690,1.37140,-0.45413,-0.02391,-0.00523,-0.00100,-0.13773,0.05951,-0.65479,4.32574,0.37044,-2.41693,0.13364,0.05879,0.03775,-0.74258,-0.21409,0.53837,0.06389,0.00150,0.09953,0.01210,-0.08170,0.00532,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
