t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,cop_lx,cop_ly,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.7100,0.00008,0.00878,0.46275,1.00000,0.00007,0.00078,0.00006,0.00868,0.00640,0.30152,0.30051,0.00157,0.00925,2,0.03483,0.04900,0.01900,0.002744,0.005496,31.5299,0.002467,0.005047,32.5372,0.002765,0.005577,31.4931,0.002485,0.005193,32.5033,-0.00026,-0.03216,-0.54964,1.09369,-0.54546,0.03002,-0.00006,-0.03242,-0.54970,1.09403,-0.54573,0.03022,-0.00278,-0.00000,-0.00284,-0.00000,-0.00043,-0.00709,0.00762,-1.29793,0.08133,-0.15563,-0.00025,-0.00204,0.00636,-1.29683,0.08138,-0.15919,-0.00059,-0.00011,-0.00066,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7150,0.00008,0.00893,0.46275,1.00000,0.00007,0.00079,0.00006,0.00868,0.00651,0.30152,0.30051,0.00157,0.00937,2,0.03483,0.04900,0.01900,0.002744,0.005612,31.5301,0.002467,0.005156,32.5376,0.002765,0.005693,31.4925,0.002485,0.005301,32.5029,-0.00027,-0.03268,-0.54960,1.09361,-0.54542,0.03049,-0.00006,-0.03294,-0.54966,1.09395,-0.54569,0.03069,-0.00278,-0.00000,-0.00284,-0.00000,-0.00043,-0.00720,0.00767,-1.29790,0.08135,-0.15902,-0.00025,-0.00217,0.00638,-1.29677,0.08139,-0.16257,-0.00059,-0.00011,-0.00066,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7200,0.00008,0.00907,0.46275,1.00000,0.00007,0.00079,0.00006,0.00868,0.00661,0.30152,0.30051,0.00157,0.00950,2,0.03483,0.04900,0.01900,0.002743,0.005729,31.5303,0.002466,0.005265,32.5380,0.002765,0.005810,31.4919,0.002485,0.005410,32.5025,-0.00027,-0.03320,-0.54956,1.09352,-0.54537,0.03096,-0.00007,-0.03347,-0.54962,1.09386,-0.54565,0.03117,-0.00278,-0.00000,-0.00284,-0.00000,-0.00044,-0.00730,0.00772,-1.29787,0.08136,-0.16244,-0.00026,-0.00230,0.00641,-1.29670,0.08141,-0.16598,-0.00060,-0.00011,-0.00066,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7250,0.00008,0.00922,0.46275,1.00000,0.00007,0.00079,0.00006,0.00868,0.00672,0.30152,0.30051,0.00158,0.00962,2,0.03483,0.04900,0.01900,0.002743,0.005847,31.5306,0.002466,0.005375,32.5384,0.002764,0.005928,31.4913,0.002485,0.005520,32.5021,-0.00028,-0.03373,-0.54952,1.09343,-0.54532,0.03144,-0.00007,-0.03399,-0.54958,1.09377,-0.54561,0.03165,-0.00278,-0.00000,-0.00284,-0.00000,-0.00044,-0.00741,0.00778,-1.29783,0.08138,-0.16588,-0.00026,-0.00243,0.00643,-1.29664,0.08143,-0.16941,-0.00060,-0.00011,-0.00066,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7300,0.00008,0.00936,0.46275,1.00000,0.00007,0.00079,0.00006,0.00868,0.00683,0.30152,0.30051,0.00158,0.00975,2,0.03483,0.04900,0.01900,0.002743,0.005966,31.5308,0.002465,0.005486,32.5389,0.002764,0.006047,31.4907,0.002484,0.005631,32.5017,-0.00028,-0.03426,-0.54948,1.09334,-0.54528,0.03193,-0.00008,-0.03453,-0.54954,1.09368,-0.54556,0.03213,-0.00278,-0.00000,-0.00285,-0.00000,-0.00044,-0.00752,0.00783,-1.29780,0.08140,-0.16935,-0.00027,-0.00255,0.00646,-1.29657,0.08145,-0.17287,-0.00060,-0.00011,-0.00066,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7350,0.00008,0.00951,0.46275,1.00000,0.00007,0.00079,0.00007,0.00868,0.00694,0.30152,0.30051,0.00158,0.00988,2,0.03483,0.04900,0.01900,0.002742,0.006086,31.5310,0.002465,0.005598,32.5393,0.002764,0.006167,31.4900,0.002484,0.005742,32.5014,-0.00029,-0.03479,-0.54944,1.09325,-0.54523,0.03241,-0.00008,-0.03506,-0.54950,1.09359,-0.54552,0.03262,-0.00278,-0.00000,-0.00285,-0.00000,-0.00045,-0.00762,0.00789,-1.29776,0.08141,-0.17285,-0.00027,-0.00268,0.00648,-1.29650,0.08147,-0.17636,-0.00060,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7400,0.00008,0.00966,0.46275,1.00000,0.00007,0.00080,0.00007,0.00868,0.00705,0.30152,0.30051,0.00159,0.01000,2,0.03483,0.04900,0.01900,0.002742,0.006206,31.5312,0.002464,0.005710,32.5397,0.002764,0.006287,31.4894,0.002484,0.005855,32.5010,-0.00029,-0.03533,-0.54940,1.09315,-0.54518,0.03290,-0.00009,-0.03560,-0.54945,1.09350,-0.54547,0.03311,-0.00278,-0.00000,-0.00285,-0.00000,-0.00045,-0.00773,0.00794,-1.29772,0.08143,-0.17637,-0.00028,-0.00281,0.00651,-1.29643,0.08148,-0.17987,-0.00060,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7450,0.00009,0.00981,0.46275,1.00000,0.00007,0.00080,0.00007,0.00868,0.00716,0.30152,0.30051,0.00159,0.01013,2,0.03483,0.04900,0.01900,0.002741,0.006328,31.5314,0.002464,0.005824,32.5402,0.002764,0.006409,31.4887,0.002484,0.005968,32.5006,-0.00030,-0.03588,-0.54936,1.09305,-0.54513,0.03340,-0.00009,-0.03614,-0.54941,1.09340,-0.54542,0.03360,-0.00278,-0.00000,-0.00285,-0.00000,-0.00046,-0.00784,0.00800,-1.29768,0.08145,-0.17992,-0.00028,-0.00293,0.00654,-1.29636,0.08151,-0.18341,-0.00060,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7500,0.00009,0.00996,0.46275,1.00000,0.00007,0.00080,0.00007,0.00868,0.00727,0.30152,0.30051,0.00160,0.01026,2,0.03483,0.04900,0.01900,0.002741,0.006450,31.5316,0.002463,0.005938,32.5406,0.002764,0.006531,31.4881,0.002484,0.006082,32.5002,-0.00030,-0.03642,-0.54931,1.09295,-0.54507,0.03390,-0.00010,-0.03669,-0.54936,1.09330,-0.54538,0.03410,-0.00279,-0.00000,-0.00285,-0.00000,-0.00046,-0.00794,0.00805,-1.29763,0.08147,-0.18349,-0.00028,-0.00306,0.00656,-1.29628,0.08153,-0.18697,-0.00060,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7550,0.00009,0.01011,0.46275,1.00000,0.00007,0.00080,0.00007,0.00868,0.00738,0.30152,0.30051,0.00160,0.01039,2,0.03483,0.04900,0.01900,0.002741,0.006573,31.5318,0.002463,0.006053,32.5411,0.002764,0.006654,31.4874,0.002483,0.006197,32.4998,-0.00031,-0.03697,-0.54927,1.09285,-0.54502,0.03440,-0.00010,-0.03724,-0.54931,1.09320,-0.54533,0.03460,-0.00279,-0.00000,-0.00285,-0.00000,-0.00047,-0.00805,0.00811,-1.29758,0.08149,-0.18709,-0.00029,-0.00319,0.00659,-1.29621,0.08155,-0.19056,-0.00061,-0.00011,-0.00067,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7600,0.00009,0.01026,0.46275,1.00000,0.00007,0.00080,0.00008,0.00868,0.00749,0.30152,0.30051,0.00160,0.01052,2,0.03483,0.04900,0.01900,0.002740,0.006697,31.5320,0.002462,0.006169,32.5415,0.002764,0.006778,31.4868,0.002483,0.006313,32.4993,-0.00031,-0.03753,-0.54922,1.09275,-0.54497,0.03490,-0.00011,-0.03779,-0.54926,1.09310,-0.54528,0.03510,-0.00279,-0.00000,-0.00285,-0.00000,-0.00047,-0.00815,0.00816,-1.29754,0.08151,-0.19072,-0.00029,-0.00331,0.00661,-1.29613,0.08157,-0.19418,-0.00061,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7650,0.00009,0.01042,0.46275,1.00000,0.00007,0.00080,0.00008,0.00868,0.00760,0.30152,0.30051,0.00160,0.01065,2,0.03483,0.04900,0.01900,0.002740,0.006822,31.5322,0.002462,0.006285,32.5420,0.002764,0.006903,31.4861,0.002483,0.006429,32.4989,-0.00032,-0.03808,-0.54917,1.09264,-0.54491,0.03541,-0.00011,-0.03835,-0.54921,1.09299,-0.54523,0.03561,-0.00279,-0.00000,-0.00285,-0.00000,-0.00047,-0.00825,0.00822,-1.29749,0.08153,-0.19438,-0.00030,-0.00344,0.00664,-1.29604,0.08159,-0.19782,-0.00061,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7700,0.00009,0.01057,0.46275,1.00000,0.00007,0.00081,0.00008,0.00868,0.00772,0.30152,0.30051,0.00161,0.01079,2,0.03483,0.04900,0.01900,0.002740,0.006948,31.5324,0.002461,0.006403,32.5424,0.002764,0.007029,31.4854,0.002483,0.006547,32.4985,-0.00033,-0.03864,-0.54913,1.09253,-0.54486,0.03592,-0.00012,-0.03891,-0.54916,1.09288,-0.54517,0.03612,-0.00279,-0.00000,-0.00286,-0.00000,-0.00048,-0.00836,0.00828,-1.29743,0.08156,-0.19805,-0.00030,-0.00356,0.00666,-1.29596,0.08162,-0.20149,-0.00061,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7750,0.00009,0.01073,0.46275,1.00000,0.00007,0.00081,0.00008,0.00868,0.00783,0.30152,0.30051,0.00161,0.01092,2,0.03483,0.04900,0.01900,0.002739,0.007075,31.5326,0.002461,0.006521,32.5429,0.002764,0.007156,31.4847,0.002483,0.006665,32.4981,-0.00033,-0.03921,-0.54907,1.09242,-0.54480,0.03643,-0.00012,-0.03947,-0.54910,1.09277,-0.54512,0.03663,-0.00279,-0.00000,-0.00286,-0.00000,-0.00048,-0.00846,0.00834,-1.29738,0.08158,-0.20176,-0.00031,-0.00369,0.00669,-1.29587,0.08164,-0.20518,-0.00061,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7800,0.00009,0.01088,0.46275,1.00000,0.00007,0.00081,0.00009,0.00868,0.00795,0.30152,0.30051,0.00161,0.01105,2,0.03483,0.04900,0.01900,0.002739,0.007202,31.5328,0.002461,0.006640,32.5433,0.002765,0.007283,31.4840,0.002483,0.006784,32.4977,-0.00034,-0.03978,-0.54902,1.09231,-0.54474,0.03695,-0.00013,-0.04004,-0.54905,1.09266,-0.54507,0.03715,-0.00279,-0.00000,-0.00286,-0.00000,-0.00049,-0.00856,0.00839,-1.29732,0.08160,-0.20549,-0.00031,-0.00381,0.00672,-1.29578,0.08166,-0.20890,-0.00062,-0.00011,-0.00068,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7850,0.00009,0.01104,0.46275,1.00000,0.00007,0.00081,0.00009,0.00868,0.00807,0.30152,0.30051,0.00162,0.01119,2,0.03483,0.04900,0.01900,0.002739,0.007330,31.5330,0.002460,0.006760,32.5438,0.002765,0.007411,31.4833,0.002483,0.006903,32.4973,-0.00034,-0.04035,-0.54897,1.09220,-0.54468,0.03747,-0.00014,-0.04062,-0.54899,1.09255,-0.54501,0.03767,-0.00279,-0.00000,-0.00286,-0.00000,-0.00049,-0.00866,0.00845,-1.29726,0.08162,-0.20925,-0.00031,-0.00394,0.00674,-1.29569,0.08169,-0.21265,-0.00062,-0.00011,-0.00069,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7900,0.00010,0.01120,0.46275,1.00000,0.00007,0.00081,0.00009,0.00868,0.00818,0.30152,0.30051,0.00162,0.01132,2,0.03483,0.04900,0.01900,0.002738,0.007459,31.5332,0.002460,0.006880,32.5443,0.002765,0.007541,31.4825,0.002482,0.007024,32.4968,-0.00035,-0.04093,-0.54892,1.09208,-0.54462,0.03799,-0.00014,-0.04119,-0.54893,1.09243,-0.54495,0.03820,-0.00279,-0.00000,-0.00286,-0.00000,-0.00050,-0.00877,0.00851,-1.29720,0.08165,-0.21303,-0.00032,-0.00406,0.00677,-1.29560,0.08171,-0.21642,-0.00062,-0.00011,-0.00069,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.7950,0.00010,0.01136,0.46275,1.00000,0.00007,0.00081,0.00009,0.00868,0.00830,0.30152,0.30051,0.00162,0.01146,2,0.03483,0.04900,0.01900,0.002738,0.007589,31.5333,0.002459,0.007002,32.5447,0.002765,0.007671,31.4818,0.002482,0.007145,32.4964,-0.00035,-0.04151,-0.54886,1.09196,-0.54456,0.03852,-0.00015,-0.04177,-0.54887,1.09231,-0.54490,0.03872,-0.00279,-0.00000,-0.00286,-0.00000,-0.00050,-0.00887,0.00857,-1.29714,0.08167,-0.21684,-0.00032,-0.00419,0.00680,-1.29550,0.08174,-0.22021,-0.00062,-0.00011,-0.00069,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8000,0.00010,0.01152,0.46275,1.00000,0.00007,0.00081,0.00010,0.00868,0.00842,0.30152,0.30051,0.00162,0.01160,2,0.03483,0.04900,0.01900,0.002738,0.007720,31.5335,0.002459,0.007124,32.5452,0.002765,0.007801,31.4810,0.002482,0.007267,32.4960,-0.00036,-0.04209,-0.54880,1.09184,-0.54450,0.03905,-0.00015,-0.04235,-0.54881,1.09219,-0.54484,0.03925,-0.00280,-0.00000,-0.00287,-0.00000,-0.00051,-0.00897,0.00863,-1.29707,0.08170,-0.22067,-0.00033,-0.00431,0.00683,-1.29540,0.08177,-0.22403,-0.00063,-0.00011,-0.00069,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8050,0.00010,0.01168,0.46275,1.00000,0.00008,0.00081,0.00010,0.00868,0.00854,0.30152,0.30051,0.00163,0.01173,2,0.03483,0.04900,0.01900,0.002738,0.007852,31.5337,0.002458,0.007247,32.5457,0.002765,0.007933,31.4803,0.002482,0.007390,32.4955,-0.00037,-0.04268,-0.54874,1.09171,-0.54443,0.03958,-0.00016,-0.04294,-0.54875,1.09206,-0.54478,0.03979,-0.00280,-0.00000,-0.00287,-0.00000,-0.00051,-0.00907,0.00869,-1.29700,0.08172,-0.22453,-0.00033,-0.00443,0.00685,-1.29530,0.08180,-0.22788,-0.00063,-0.00011,-0.00070,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8100,0.00010,0.01185,0.46275,1.00000,0.00008,0.00082,0.00010,0.00868,0.00866,0.30152,0.30051,0.00163,0.01187,2,0.03483,0.04900,0.01900,0.002737,0.007984,31.5338,0.002458,0.007370,32.5462,0.002765,0.008066,31.4795,0.002482,0.007514,32.4951,-0.00037,-0.04327,-0.54869,1.09158,-0.54437,0.04012,-0.00017,-0.04353,-0.54869,1.09194,-0.54472,0.04032,-0.00280,-0.00000,-0.00287,-0.00000,-0.00052,-0.00917,0.00875,-1.29693,0.08175,-0.22841,-0.00034,-0.00456,0.00688,-1.29519,0.08182,-0.23175,-0.00063,-0.00011,-0.00070,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8150,0.00010,0.01201,0.46276,1.00000,0.00008,0.00082,0.00010,0.00868,0.00878,0.30152,0.30051,0.00163,0.01201,2,0.03483,0.04900,0.01900,0.002737,0.008118,31.5340,0.002458,0.007495,32.5466,0.002765,0.008199,31.4787,0.002482,0.007638,32.4947,-0.00038,-0.04386,-0.54862,1.09145,-0.54430,0.04066,-0.00017,-0.04412,-0.54862,1.09181,-0.54465,0.04086,-0.00280,-0.00000,-0.00287,-0.00000,-0.00052,-0.00926,0.00881,-1.29686,0.08178,-0.23232,-0.00034,-0.00468,0.00691,-1.29508,0.08185,-0.23565,-0.00063,-0.00011,-0.00070,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8200,0.00010,0.01217,0.46276,1.00000,0.00008,0.00082,0.00011,0.00868,0.00890,0.30152,0.30051,0.00163,0.01215,2,0.03483,0.04900,0.01900,0.002737,0.008252,31.5341,0.002457,0.007620,32.5471,0.002765,0.008333,31.4779,0.002482,0.007763,32.4942,-0.00039,-0.04446,-0.54856,1.09132,-0.54423,0.04120,-0.00018,-0.04472,-0.54856,1.09167,-0.54459,0.04141,-0.00280,-0.00000,-0.00287,-0.00000,-0.00053,-0.00936,0.00888,-1.29678,0.08181,-0.23625,-0.00035,-0.00480,0.00694,-1.29497,0.08188,-0.23957,-0.00064,-0.00011,-0.00071,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8250,0.00010,0.01234,0.46276,1.00000,0.00008,0.00082,0.00011,0.00868,0.00902,0.30152,0.30051,0.00164,0.01229,2,0.03483,0.04900,0.01900,0.002737,0.008387,31.5343,0.002457,0.007746,32.5476,0.002766,0.008468,31.4771,0.002482,0.007889,32.4938,-0.00039,-0.04506,-0.54850,1.09118,-0.54416,0.04175,-0.00019,-0.04532,-0.54849,1.09154,-0.54453,0.04195,-0.00280,-0.00000,-0.00287,-0.00000,-0.00053,-0.00946,0.00894,-1.29670,0.08183,-0.24021,-0.00035,-0.00492,0.00697,-1.29486,0.08191,-0.24352,-0.00064,-0.00011,-0.00071,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8300,0.00011,0.01251,0.46276,1.00000,0.00008,0.00082,0.00011,0.00868,0.00915,0.30152,0.30051,0.00164,0.01243,2,0.03483,0.04900,0.01900,0.002736,0.008522,31.5344,0.002456,0.007873,32.5481,0.002766,0.008604,31.4763,0.002482,0.008016,32.4933,-0.00040,-0.04566,-0.54843,1.09105,-0.54409,0.04230,-0.00019,-0.04593,-0.54842,1.09140,-0.54446,0.04250,-0.00281,-0.00000,-0.00288,-0.00000,-0.00053,-0.00956,0.00900,-1.29662,0.08186,-0.24420,-0.00035,-0.00504,0.00699,-1.29474,0.08194,-0.24749,-0.00064,-0.00011,-0.00071,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8350,0.00011,0.01268,0.46276,1.00000,0.00008,0.00082,0.00011,0.00868,0.00927,0.30152,0.30051,0.00164,0.01257,2,0.03483,0.04900,0.01900,0.002736,0.008659,31.5346,0.002456,0.008000,32.5486,0.002766,0.008741,31.4755,0.002482,0.008144,32.4929,-0.00040,-0.04627,-0.54837,1.09091,-0.54402,0.04285,-0.00020,-0.04653,-0.54835,1.09126,-0.54439,0.04306,-0.00281,-0.00000,-0.00288,-0.00000,-0.00054,-0.00965,0.00906,-1.29654,0.08189,-0.24820,-0.00036,-0.00517,0.00702,-1.29462,0.08197,-0.25148,-0.00065,-0.00011,-0.00071,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8400,0.00011,0.01284,0.46276,1.00000,0.00008,0.00082,0.00012,0.00868,0.00939,0.30152,0.30051,0.00164,0.01271,2,0.03483,0.04900,0.01900,0.002736,0.008796,31.5347,0.002455,0.008128,32.5491,0.002766,0.008878,31.4747,0.002482,0.008272,32.4924,-0.00041,-0.04688,-0.54830,1.09076,-0.54395,0.04341,-0.00020,-0.04715,-0.54828,1.09112,-0.54432,0.04361,-0.00281,-0.00000,-0.00288,-0.00000,-0.00054,-0.00975,0.00913,-1.29645,0.08192,-0.25224,-0.00036,-0.00529,0.00705,-1.29450,0.08200,-0.25550,-0.00065,-0.00011,-0.00072,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8450,0.00011,0.01301,0.46276,1.00000,0.00008,0.00082,0.00012,0.00868,0.00952,0.30152,0.30051,0.00165,0.01285,2,0.03483,0.04900,0.01900,0.002736,0.008934,31.5349,0.002455,0.008257,32.5496,0.002766,0.009016,31.4739,0.002482,0.008401,32.4920,-0.00042,-0.04750,-0.54823,1.09062,-0.54388,0.04397,-0.00021,-0.04776,-0.54820,1.09097,-0.54425,0.04417,-0.00281,-0.00000,-0.00288,-0.00000,-0.00055,-0.00985,0.00919,-1.29636,0.08195,-0.25629,-0.00037,-0.00541,0.00708,-1.29438,0.08204,-0.25954,-0.00065,-0.00011,-0.00072,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8500,0.00011,0.01318,0.46276,1.00000,0.00008,0.00083,0.00012,0.00868,0.00965,0.30152,0.30051,0.00165,0.01299,2,0.03483,0.04900,0.01900,0.002735,0.009073,31.5350,0.002455,0.008387,32.5501,0.002766,0.009155,31.4730,0.002481,0.008531,32.4915,-0.00042,-0.04812,-0.54816,1.09047,-0.54380,0.04453,-0.00022,-0.04838,-0.54813,1.09082,-0.54418,0.04473,-0.00281,-0.00000,-0.00289,-0.00000,-0.00055,-0.00994,0.00926,-1.29627,0.08198,-0.26037,-0.00037,-0.00553,0.00711,-1.29425,0.08207,-0.26361,-0.00066,-0.00011,-0.00072,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8550,0.00011,0.01336,0.46276,1.00000,0.00008,0.00083,0.00012,0.00868,0.00977,0.30152,0.30051,0.00165,0.01314,2,0.03483,0.04900,0.01900,0.002735,0.009213,31.5351,0.002454,0.008518,32.5506,0.002767,0.009295,31.4721,0.002481,0.008661,32.4911,-0.00043,-0.04874,-0.54809,1.09032,-0.54372,0.04510,-0.00022,-0.04900,-0.54805,1.09067,-0.54411,0.04530,-0.00282,-0.00000,-0.00289,-0.00000,-0.00056,-0.01004,0.00932,-1.29618,0.08201,-0.26448,-0.00038,-0.00565,0.00714,-1.29412,0.08210,-0.26770,-0.00066,-0.00011,-0.00073,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8600,0.00011,0.01353,0.46276,1.00000,0.00008,0.00083,0.00013,0.00868,0.00990,0.30152,0.30051,0.00165,0.01328,2,0.03483,0.04900,0.01900,0.002735,0.009353,31.5352,0.002454,0.008649,32.5511,0.002767,0.009436,31.4713,0.002481,0.008792,32.4906,-0.00044,-0.04936,-0.54801,1.09016,-0.54364,0.04566,-0.00023,-0.04963,-0.54797,1.09051,-0.54404,0.04587,-0.00282,-0.00000,-0.00289,-0.00000,-0.00056,-0.01013,0.00939,-1.29608,0.08205,-0.26861,-0.00038,-0.00577,0.00717,-1.29398,0.08214,-0.27182,-0.00066,-0.00011,-0.00073,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8650,0.00011,0.01370,0.46276,1.00000,0.00008,0.00083,0.00013,0.00868,0.01003,0.30152,0.30051,0.00166,0.01342,2,0.03483,0.04900,0.01900,0.002735,0.009495,31.5353,0.002453,0.008781,32.5516,0.002767,0.009577,31.4704,0.002481,0.008924,32.4901,-0.00044,-0.04999,-0.54794,1.09000,-0.54356,0.04624,-0.00024,-0.05025,-0.54789,1.09036,-0.54396,0.04644,-0.00282,-0.00000,-0.00289,-0.00000,-0.00057,-0.01022,0.00945,-1.29598,0.08208,-0.27276,-0.00039,-0.00589,0.00720,-1.29385,0.08217,-0.27596,-0.00067,-0.00011,-0.00074,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.8700,0.00012,0.01388,0.46276,1.00000,0.00008,0.00083,0.00013,0.00868,0.01016,0.30152,0.30051,0.00166,0.01357,2,0.03483,0.04900,0.01900,0.002735,0.009637,31.5354,0.002453,0.008913,32.5522,0.002767,0.009720,31.4695,0.002481,0.009057,32.4897,-0.00045,-0.05062,-0.54786,1.08984,-0.54348,0.04681,-0.00025,-0.05089,-0.54781,1.09020,-0.54388,0.04701,-0.00282,-0.00000,-0.00290,-0.00000,-0.00057,-0.01032,0.00952,-1.29587,0.08211,-0.27694,-0.00039,-0.00601,0.00723,-1.29371,0.08221,-0.28012,-0.00067,-0.00011,-0.00074,-0.00011,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
