tick,t,FR_hip_joint_q,FR_hip_joint_dq,FR_thigh_joint_q,FR_thigh_joint_dq,FR_calf_joint_q,FR_calf_joint_dq,FL_hip_joint_q,FL_hip_joint_dq,FL_thigh_joint_q,FL_thigh_joint_dq,FL_calf_joint_q,FL_calf_joint_dq,RR_hip_joint_q,RR_hip_joint_dq,RR_thigh_joint_q,RR_thigh_joint_dq,RR_calf_joint_q,RR_calf_joint_dq,RL_hip_joint_q,RL_hip_joint_dq,RL_thigh_joint_q,RL_thigh_joint_dq,RL_calf_joint_q,RL_calf_joint_dq,root_x,root_y,root_z,root_qw,root_qx,root_qy,root_qz,root_vx,root_vy,root_vz,root_wx,root_wy,root_wz
1167,2.3340,0.003040,-0.393858,0.775333,7.111859,-1.997106,-2.498606,0.021861,0.624196,0.770992,7.037261,-1.973860,-2.304307,-0.008428,-0.153969,1.315222,-3.034048,-2.103546,-9.741865,-0.008148,0.115742,1.308800,-3.222403,-2.099374,-9.794515,2.27362,-0.00497,0.24660,0.999743,0.002719,0.019968,0.010403,1.93258,-0.00595,-0.08776,-0.11623,0.73514,0.03211
1168,2.3360,0.002474,-0.282643,0.789994,7.330585,-2.001676,-2.285003,0.023507,0.823246,0.785358,7.183412,-1.977728,-1.933908,-0.008860,-0.215919,1.306981,-4.120910,-2.122610,-9.531800,-0.008325,-0.088357,1.300316,-4.241908,-2.118326,-9.476131,2.27748,-0.00496,0.24643,0.999729,0.002632,0.020608,0.010519,1.93040,0.00206,-0.08574,-0.09119,0.63856,0.11961
1169,2.3380,0.001423,-0.525645,0.805145,7.575429,-2.005919,-2.121163,0.024115,0.303733,0.800457,7.549135,-1.982224,-2.248353,-0.009053,-0.096511,1.296737,-5.121576,-2.140479,-8.934631,-0.007528,0.398186,1.289679,-5.318553,-2.136307,-8.990554,2.28132,-0.00497,0.24632,0.999718,0.002549,0.021085,0.010594,1.92319,-0.00209,-0.05619,-0.08611,0.47590,0.07834
1170,2.3400,0.000062,-0.680377,0.820528,7.691450,-2.008993,-1.537071,0.024068,-0.023504,0.815965,7.753971,-1.986239,-2.007327,-0.009048,0.002096,1.284877,-5.930390,-2.157085,-8.302921,-0.006235,0.646402,1.277306,-6.186796,-2.153179,-8.436077,2.28517,-0.00496,0.24622,0.999708,0.002495,0.021485,0.010747,1.92118,0.00455,-0.04772,-0.05527,0.39921,0.15480
1171,2.3420,-0.001430,-0.746306,0.836169,7.820665,-2.011019,-1.012842,0.023531,-0.268276,0.831844,7.939489,-1.989678,-1.719515,-0.008940,0.054011,1.271493,-6.691584,-2.172090,-7.502337,-0.004723,0.756247,1.263376,-6.964979,-2.168555,-7.687774,2.28900,-0.00494,0.24619,0.999703,0.002460,0.021650,0.010957,1.91592,0.01028,-0.01566,-0.03169,0.16393,0.21116
1172,2.3440,-0.002908,-0.738993,0.852090,7.960547,-2.012114,-0.547479,0.022633,-0.449218,0.848064,8.109949,-1.992487,-1.404546,-0.008788,0.076040,1.256697,-7.397996,-2.185193,-6.551799,-0.003152,0.785621,1.248049,-7.663247,-2.182084,-6.764540,2.29282,-0.00491,0.24622,0.999701,0.002440,0.021594,0.011206,1.91276,0.01480,0.01465,-0.01410,-0.05661,0.24904
1173,2.3460,-0.004261,-0.676592,0.868304,8.106822,-2.012386,-0.136017,0.021471,-0.580540,0.864598,8.267421,-1.994638,-1.075342,-0.008628,0.080332,1.240608,-8.044705,-2.196136,-5.471105,-0.001617,0.767275,1.231475,-8.287242,-2.193467,-5.691732,2.29665,-0.00487,0.24631,0.999704,0.002427,0.021334,0.011480,1.91139,0.01823,0.04251,-0.00465,-0.26056,0.27363
1174,2.3480,-0.005413,-0.575604,0.884815,8.255503,-2.011933,0.226262,0.020122,-0.674527,0.881426,8.413750,-1.996124,-0.743141,-0.008479,0.074444,1.223350,-8.629124,-2.204700,-4.282217,-0.000174,0.721551,1.213792,-8.841265,-2.202462,-4.497252,2.30047,-0.00483,0.24644,0.999710,0.002412,0.020888,0.011769,1.91152,0.02074,0.06755,-0.00302,-0.44683,0.28871
1175,2.3500,-0.006315,-0.451146,0.901620,8.402601,-2.010842,0.545705,0.018641,-0.740549,0.898526,8.549951,-1.996955,-0.415575,-0.008348,0.065358,1.205050,-9.149966,-2.210720,-3.010047,0.001146,0.660035,1.195134,-9.328842,-2.208883,-3.210709,2.30430,-0.00479,0.24662,0.999719,0.002391,0.020275,0.012068,1.91283,0.02254,0.08951,-0.00786,-0.61454,0.29711
1176,2.3520,-0.006945,-0.315034,0.918710,8.544983,-2.009186,0.827955,0.017070,-0.785466,0.915880,8.677058,-1.997153,-0.098741,-0.008235,0.056363,1.185834,-9.608007,-2.214081,-1.680411,0.002325,0.589600,1.175627,-9.753532,-2.212607,-1.861930,2.30813,-0.00474,0.24684,0.999730,0.002358,0.019512,0.012370,1.91501,0.02378,0.10826,-0.01752,-0.76357,0.30100
1177,2.3540,-0.007296,-0.175683,0.936072,8.680920,-2.007033,1.076162,0.015440,-0.815259,0.933476,8.798222,-1.996753,0.200106,-0.008139,0.048314,1.165822,-10.005757,-2.214720,-0.319736,0.003358,0.516465,1.155388,-10.119824,-2.213567,-0.479888,2.31196,-0.00469,0.24708,0.999744,0.002311,0.018619,0.012673,1.91779,0.02462,0.12371,-0.03046,-0.89423,0.30188
1178,2.3560,-0.007376,-0.039635,0.953690,8.809148,-2.004447,1.293262,0.013773,-0.833277,0.951325,8.924172,-1.995805,0.473638,-0.008055,0.042031,1.145129,-10.346664,-2.212631,1.044711,0.004246,0.444074,1.134523,-10.432517,-2.211754,0.906472,2.31580,-0.00464,0.24735,0.999758,0.002247,0.017614,0.012976,1.92093,0.02517,0.13570,-0.04541,-1.00676,0.30090
1179,2.3580,-0.007199,0.088311,0.971571,8.940300,-2.001488,1.479593,0.012083,-0.845159,0.969434,9.054672,-1.994371,0.717405,-0.007979,0.038032,1.123859,-10.634864,-2.207859,2.385956,0.004995,0.374359,1.113131,-10.696036,-2.207216,2.268931,2.31965,-0.00459,0.24764,0.999773,0.002167,0.016514,0.013276,1.92419,0.02552,0.14415,-0.06112,-1.10167,0.29906
1180,2.3600,-0.006789,0.205053,0.989719,9.074335,-1.998210,1.638958,0.010377,-0.852906,0.987811,9.188618,-1.992509,0.930580,-0.007905,0.036566,1.102110,-10.874465,-2.200503,3.677892,0.005612,0.308657,1.091301,-10.914560,-2.200055,3.580625,2.32351,-0.00454,0.24794,0.999788,0.002069,0.015336,0.013574,1.92731,0.02573,0.14906,-0.07700,-1.18010,0.29659
1181,2.3620,-0.006730,0.029637,1.008046,9.163508,-1.994518,1.846106,0.009267,-0.554913,1.006358,9.273243,-1.990099,1.204974,-0.007823,0.041270,1.079942,-11.084308,-2.190713,4.895264,0.006099,0.243305,1.069086,-11.107969,-2.190423,4.816139,2.32737,-0.00448,0.24824,0.999803,0.001955,0.014094,0.013869,1.93016,0.02583,0.15045,-0.09267,-1.24358,0.29373
1182,2.3640,-0.007185,-0.227925,1.026558,9.255977,-1.990492,2.012716,0.008857,-0.205309,1.024928,9.285387,-1.987178,1.460864,-0.007688,0.067208,1.057429,-11.256493,-2.178675,6.018822,0.006465,0.183245,1.046538,-11.273810,-2.178521,5.950941,2.33123,-0.00443,0.24853,0.999816,0.001826,0.012829,0.014162,1.93275,0.02602,0.14406,-0.10741,-1.26747,0.29207
1183,2.3660,-0.007988,-0.401167,1.044867,9.154570,-1.986199,2.146647,0.008901,0.022102,1.043349,9.210024,-1.983832,1.673064,-0.007461,0.113856,1.034629,-11.399834,-2.164609,7.033083,0.006715,0.124632,1.023712,-11.412925,-2.164586,6.967355,2.33510,-0.00438,0.24880,0.999827,0.001691,0.011563,0.014456,1.93450,0.02599,0.13341,-0.11281,-1.26864,0.29356
1184,2.3680,-0.008897,-0.454411,1.062919,9.025769,-1.981744,2.227539,0.009202,0.150316,1.061421,9.036170,-1.980099,1.866054,-0.007118,0.171300,1.011618,-11.505571,-2.148789,7.910230,0.006826,0.055873,1.000680,-11.515898,-2.148895,7.845483,2.33897,-0.00433,0.24904,0.999837,0.001555,0.010308,0.014750,1.93380,0.02592,0.12248,-0.11513,-1.25769,0.29285
1185,2.3700,-0.007757,0.569632,1.080627,8.854063,-1.977739,2.002196,0.009247,0.022500,1.079799,9.188833,-1.975509,2.295354,-0.007288,-0.084831,0.988487,-11.565697,-2.131834,8.477468,0.005622,-0.602195,0.977765,-11.457548,-2.131514,8.690737,2.34283,-0.00428,0.24926,0.999845,0.001419,0.009065,0.015042,1.93167,0.02543,0.11110,-0.11411,-1.24533,0.29185
1186,2.3720,-0.004884,1.436744,1.097676,8.524567,-1.973828,1.955530,0.008702,-0.272475,1.098596,9.398586,-1.970513,2.497690,-0.007678,-0.194980,0.965314,-11.586090,-2.113909,8.962106,0.003767,-0.927752,0.954947,-11.409054,-2.112837,9.338308,2.34669,-0.00423,0.24949,0.999853,0.001276,0.007747,0.015246,1.92954,0.02364,0.11486,-0.12138,-1.31961,0.20278
1187,2.3740,-0.001017,1.933291,1.113968,8.146024,-1.969693,2.067654,0.007638,-0.531837,1.117802,9.603332,-1.965318,2.597820,-0.008158,-0.240135,0.942164,-11.575158,-2.095284,9.312583,0.001595,-1.085525,0.932218,-11.364560,-2.093296,9.770691,2.35054,-0.00418,0.24973,0.999861,0.001079,0.006350,0.015384,1.92555,0.02303,0.11629,-0.17451,-1.40049,0.13796
1188,2.3760,0.003287,2.152266,1.129324,7.677894,-1.965125,2.284032,0.006182,-0.727801,1.137211,9.704375,-1.960000,2.658973,-0.008643,-0.242510,0.919078,-11.542880,-2.076274,9.505051,-0.000688,-1.141932,0.909581,-11.318510,-2.073323,9.986426,2.35438,-0.00414,0.24995,0.999868,0.000831,0.004886,0.015478,1.92102,0.02353,0.11130,-0.22542,-1.46722,0.09364
1189,2.3780,0.007674,2.193446,1.143704,7.190272,-1.960094,2.515502,0.004578,-0.802326,1.156067,9.428159,-1.954499,2.750216,-0.009084,-0.220666,0.896084,-11.497376,-2.057226,9.524249,-0.002966,-1.138708,0.887026,-11.277216,-2.053328,9.997150,2.35821,-0.00409,0.25015,0.999873,0.000533,0.003371,0.015541,1.91516,0.02463,0.10190,-0.27351,-1.51972,0.06296
1190,2.3800,0.011972,2.148818,1.157324,6.809858,-1.954695,2.699531,0.002980,-0.798650,1.174001,8.966609,-1.948874,2.812694,-0.009463,-0.189240,0.873225,-11.429479,-2.038509,9.358523,-0.005170,-1.101899,0.864578,-11.224121,-2.033722,9.803387,2.36203,-0.00404,0.25033,0.999877,0.000198,0.001823,0.015588,1.90703,0.02542,0.08952,-0.31126,-1.55342,0.04801
1191,2.3820,0.016058,2.043313,1.170355,6.515368,-1.949001,2.846739,0.001481,-0.749556,1.190821,8.410205,-1.943230,2.822162,-0.009778,-0.157342,0.850547,-11.338579,-2.020496,9.006123,-0.007264,-1.047165,0.842272,-11.153289,-2.014896,9.412822,2.36582,-0.00399,0.25048,0.999878,-0.000166,0.000252,0.015633,1.89820,0.02582,0.07328,-0.33902,-1.57687,0.04514
1192,2.3840,0.019854,1.897587,1.182930,6.287293,-1.943055,2.973399,0.000109,-0.686173,1.206531,7.855094,-1.937574,2.827668,-0.010001,-0.111648,0.828105,-11.221324,-2.003558,8.468988,-0.009237,-0.986564,0.820156,-11.057781,-1.997238,8.829064,2.36960,-0.00393,0.25059,0.999876,-0.000548,-0.001339,0.015683,1.88904,0.02603,0.05380,-0.35773,-1.59603,0.05055
1193,2.3860,0.023301,1.723732,1.195143,6.106801,-1.936877,3.088597,-0.001160,-0.634713,1.221258,7.363273,-1.931806,2.883907,-0.010079,-0.039004,0.805940,-11.082366,-1.988045,7.756868,-0.011046,-0.904517,0.798347,-10.904593,-1.981355,7.941569,2.37336,-0.00388,0.25065,0.999871,-0.000942,-0.002951,0.015744,1.88018,0.02612,0.03201,-0.36842,-1.61856,0.06054
1194,2.3880,0.024283,0.491111,1.208275,6.565977,-1.930531,3.173357,-0.001732,-0.285738,1.235625,7.183675,-1.925890,2.958101,-0.009605,0.237108,0.784134,-10.902925,-1.974018,7.013380,-0.011715,-0.334659,0.776913,-10.716762,-1.967622,6.866119,2.37711,-0.00383,0.25067,0.999863,-0.001336,-0.004589,0.015819,1.87174,0.02596,0.00922,-0.36814,-1.64390,0.07562
1195,2.3900,0.023596,-0.343740,1.222407,7.065910,-1.924864,2.833298,-0.001799,-0.033407,1.249185,6.779733,-1.920402,2.744020,-0.008735,0.434739,0.762832,-10.651128,-1.962520,5.749141,-0.011634,0.040582,0.756146,-10.383732,-1.956901,5.360647,2.38084,-0.00378,0.25061,0.999852,-0.001701,-0.006218,0.015974,1.86909,0.02556,-0.03167,-0.33994,-1.63451,0.15606
1196,2.3920,0.021806,-0.894818,1.236578,7.085661,-1.920103,2.380401,-0.001546,0.126512,1.261743,6.279132,-1.915908,2.247117,-0.007586,0.574394,0.742737,-10.047240,-1.953826,4.346905,-0.011092,0.271012,0.737033,-9.556243,-1.949413,3.744266,2.38457,-0.00373,0.25046,0.999836,-0.002019,-0.007826,0.016198,1.86273,0.02404,-0.07213,-0.29416,-1.61243,0.22485
1197,2.3940,0.019432,-1.186907,1.250376,6.898735,-1.916679,1.712333,-0.001193,0.176323,1.273314,5.785342,-1.912847,1.530686,-0.006334,0.625999,0.725629,-8.554423,-1.948144,2.841104,-0.010208,0.441928,0.721087,-7.973417,-1.945031,2.190789,2.38828,-0.00369,0.25025,0.999817,-0.002298,-0.009431,0.016469,1.85594,0.02257,-0.10802,-0.25507,-1.60854,0.27260
1198,2.3960,0.016930,-1.251147,1.263328,6.476030,-1.915158,0.760505,-0.000773,0.210176,1.283902,5.294313,-1.911711,0.567801,-0.003917,1.208671,0.710215,-7.706583,-1.943447,2.348284,-0.010309,-0.050334,0.709486,-5.800394,-1.942211,1.410238,2.39199,-0.00364,0.24996,0.999794,-0.002537,-0.011121,0.016777,1.85537,0.02120,-0.14289,-0.21364,-1.69365,0.30976
1199,2.3980,0.014404,-1.263247,1.275356,6.014140,-1.915781,-0.311843,-0.000424,0.174391,1.293493,4.795489,-1.912734,-0.511411,-0.000773,1.571948,0.697763,-6.226210,-1.940219,1.614134,-0.010944,-0.317487,0.701758,-3.863913,-1.940848,0.681491,2.39571,-0.00360,0.24967,0.999770,-0.002725,-0.012735,0.017058,1.85724,0.02065,-0.14450,-0.16458,-1.61542,0.28325
1200,2.4000,0.011923,-1.240516,1.286538,5.591215,-1.918593,-1.405639,-0.000212,0.106182,1.302123,4.315147,-1.915947,-1.606483,0.001400,1.086527,0.690034,-3.864646,-1.940054,0.082524,-0.010714,0.114917,0.697645,-2.056683,-1.941823,-0.487500,2.39943,-0.00356,0.24937,0.999743,-0.002841,-0.014311,0.017340,1.85990,0.01937,-0.14860,-0.09272,-1.57740,0.28548
1201,2.4020,0.009597,-1.162608,1.296660,5.060843,-1.923801,-2.604430,-0.000068,0.071608,1.309745,3.810775,-1.921547,-2.800032,0.002768,0.683962,0.686205,-1.914176,-1.941742,-0.843958,-0.009948,0.383008,0.696789,-0.428048,-1.944469,-1.323223,2.40316,-0.00353,0.24900,0.999711,-0.002897,-0.016064,0.017656,1.86403,0.01783,-0.18408,-0.02994,-1.75308,0.32081
1202,2.4040,0.007489,-1.054312,1.305607,4.473174,-1.931463,-3.830868,0.000038,0.053299,1.316348,3.301427,-1.929577,-4.014890,0.003482,0.356940,0.685618,-0.293677,-1.944781,-1.519802,-0.008796,0.575852,0.698760,0.985712,-1.948454,-1.992260,2.40689,-0.00349,0.24858,0.999673,-0.002910,-0.017918,0.017993,1.86584,0.01655,-0.21068,0.01393,-1.85338,0.34190
1203,2.4060,0.005624,-0.932514,1.313307,3.850213,-1.941519,-5.028162,0.000122,0.041689,1.321919,2.785498,-1.939967,-5.195228,0.003670,0.094383,0.687727,1.054409,-1.948827,-2.022842,-0.007371,0.712592,0.703159,2.199442,-1.953487,-2.516558,2.41062,-0.00346,0.24812,0.999631,-0.002892,-0.019816,0.018341,1.86586,0.01538,-0.23019,0.04649,-1.89684,0.35457
1204,2.4080,0.004001,-0.811443,1.319729,3.210877,-1.953831,-6.155849,0.000193,0.035881,1.326457,2.268857,-1.952573,-6.302780,0.003450,-0.110165,0.692076,2.174608,-1.953610,-2.391418,-0.005760,0.805541,0.709591,3.216239,-1.959297,-2.905231,2.41435,-0.00344,0.24764,0.999585,-0.002846,-0.021712,0.018695,1.86461,0.01424,-0.24361,0.07300,-1.89457,0.36193
1205,2.4100,0.002600,-0.700218,1.324830,2.550645,-1.968191,-7.179971,0.000265,0.035737,1.329928,1.735462,-1.967184,-7.305520,0.002916,-0.267086,0.698280,3.101978,-1.958917,-2.653836,-0.004031,0.864593,0.717657,4.032977,-1.965627,-3.165079,2.41807,-0.00341,0.24713,0.999537,-0.002776,-0.023567,0.019055,1.86230,0.01307,-0.25154,0.09700,-1.85284,0.36682
1206,2.4120,0.001395,-0.602794,1.328548,1.859084,-1.984340,-8.074554,0.000347,0.041207,1.332264,1.168028,-1.983540,-8.178339,0.002143,-0.386609,0.705997,3.858438,-1.964559,-2.820557,-0.002228,0.901364,0.727004,4.673353,-1.972238,-3.305404,2.42179,-0.00339,0.24662,0.999487,-0.002680,-0.025345,0.019418,1.85898,0.01182,-0.25448,0.12067,-1.77586,0.37164
1207,2.4140,0.000355,-0.519913,1.330808,1.130172,-2.001978,-8.818904,0.000451,0.051828,1.333376,0.556174,-2.001344,-8.901580,0.001189,-0.477045,0.714964,4.483601,-1.970409,-2.925053,-0.000386,0.921113,0.737363,5.179282,-1.978951,-3.356280,2.42550,-0.00336,0.24612,0.999436,-0.002559,-0.027015,0.019786,1.85486,0.01057,-0.25235,0.14484,-1.66706,0.37631
1208,2.4160,-0.000550,-0.452386,1.331511,0.351140,-2.020775,-9.398607,0.000587,0.068193,1.333145,-0.115544,-2.020267,-9.461697,0.000101,-0.543615,0.724959,4.997667,-1.976361,-2.976440,0.001464,0.924867,0.748514,5.575529,-1.985614,-3.331493,2.42920,-0.00335,0.24563,0.999386,-0.002409,-0.028555,0.020158,1.85031,0.00937,-0.24627,0.16989,-1.53674,0.38053
1209,2.4180,-0.001349,-0.399667,1.330532,-0.489588,-2.040382,-9.803490,0.000768,0.090245,1.331425,-0.860151,-2.039965,-9.849194,-0.001080,-0.590592,0.735795,5.417806,-1.982324,-2.981269,0.003292,0.914066,0.760280,5.883189,-1.992100,-3.242987,2.43289,-0.00333,0.24515,0.999338,-0.002230,-0.029949,0.020533,1.84548,0.00828,-0.23649,0.19561,-1.38916,0.38395
1210,2.4200,-0.002069,-0.360035,1.327730,-1.400833,-2.060436,-10.026875,0.001002,0.117092,1.328051,-1.686967,-2.060081,-10.057781,-0.002323,-0.621571,0.747313,5.758978,-1.988213,-2.944426,0.005072,0.890029,0.772509,6.114520,-1.998304,-3.102040,2.43657,-0.00331,0.24471,0.999293,-0.002023,-0.031181,0.020909,1.84050,0.00733,-0.22323,0.22148,-1.22807,0.38627
1211,2.4220,-0.002731,-0.330969,1.322955,-2.387351,-2.080567,-10.065254,0.001296,0.147076,1.322849,-2.600616,-2.080249,-10.084154,-0.003602,-0.639508,0.759379,6.032851,-1.993953,-2.869972,0.006780,0.854249,0.785065,6.277761,-2.004141,-2.918899,2.44024,-0.00330,0.24429,0.999252,-0.001786,-0.032244,0.021286,1.83546,0.00656,-0.20673,0.24681,-1.05716,0.38711
1212,2.4240,-0.003350,-0.309619,1.316058,-3.448685,-2.100403,-9.918119,0.001652,0.177865,1.315649,-3.600282,-2.100105,-9.928003,-0.004895,-0.646751,0.771863,6.242183,-1.999477,-2.762213,0.008399,0.809152,0.797841,6.388062,-2.009544,-2.701455,2.44390,-0.00329,0.24392,0.999215,-0.001522,-0.033129,0.021662,1.83050,0.00598,-0.18722,0.27083,-0.88000,0.38611
1213,2.4260,-0.003936,-0.293009,1.306901,-4.578669,-2.119579,-9.588218,0.002066,0.206978,1.306291,-4.679040,-2.119289,-9.591930,-0.006185,-0.645001,0.784659,6.397824,-2.004724,-2.623595,0.009912,0.756791,0.810757,6.458017,-2.014458,-2.456677,2.44756,-0.00328,0.24359,0.999184,-0.001232,-0.033836,0.022034,1.82572,0.00560,-0.16498,0.29282,-0.70000,0.38344
1214,2.4280,-0.004477,-0.270161,1.295477,-5.711731,-2.137763,-9.091897,0.002526,0.230301,1.294650,-5.820352,-2.137452,-9.081533,-0.007459,-0.636897,0.797682,6.511776,-2.009642,-2.458988,0.011310,0.698875,0.823756,6.499618,-2.018841,-2.191821,2.45120,-0.00327,0.24331,0.999158,-0.000918,-0.034363,0.022402,1.82119,0.00542,-0.14035,0.31212,-0.52005,0.37912
1215,2.4300,-0.004929,-0.226162,1.282011,-6.732846,-2.154658,-8.447520,0.002967,0.220267,1.280966,-6.841841,-2.154324,-8.435912,-0.008709,-0.624883,0.810883,6.600256,-2.014197,-2.277494,0.012591,0.640578,0.836818,6.530856,-2.022682,-1.920432,2.45483,-0.00326,0.24308,0.999138,-0.000584,-0.034714,0.022764,1.81717,0.00538,-0.11390,0.32966,-0.34372,0.37408
1216,2.4320,-0.005283,-0.177138,1.266711,-7.650426,-2.169949,-7.645377,0.003362,0.197704,1.265457,-7.754538,-2.169599,-7.637536,-0.009927,-0.608791,0.824218,6.667380,-2.018355,-2.078964,0.013757,0.582672,0.849929,6.555532,-2.025971,-1.644336,2.45846,-0.00325,0.24291,0.999123,-0.000232,-0.034899,0.023119,1.81467,0.00559,-0.08689,0.34342,-0.17777,0.36750
1217,2.4340,-0.005546,-0.131061,1.249772,-8.469100,-2.183335,-6.693312,0.003708,0.172750,1.248328,-8.564529,-2.182981,-6.690944,-0.011104,-0.588526,0.837651,6.716761,-2.022083,-1.863782,0.014808,0.525531,0.863081,6.576370,-2.028701,-1.365044,2.46209,-0.00323,0.24279,0.999114,0.000133,-0.034930,0.023466,1.81361,0.00602,-0.05950,0.35294,-0.02212,0.35942
1218,2.4360,-0.005728,-0.091232,1.231387,-9.192412,-2.194552,-5.608125,0.004007,0.149758,1.229776,-9.276330,-2.194204,-5.611527,-0.012232,-0.564030,0.851154,6.751707,-2.025349,-1.632846,0.015746,0.469331,0.876272,6.595392,-2.030869,-1.083880,2.46572,-0.00322,0.24272,0.999110,0.000505,-0.034815,0.023803,1.81386,0.00664,-0.03190,0.35803,0.12349,0.35000
1219,2.4380,-0.005845,-0.058292,1.211739,-9.824099,-2.203375,-4.411663,0.004267,0.129960,1.209987,-9.894439,-2.203045,-4.420523,-0.013302,-0.535286,0.864705,6.775260,-2.028124,-1.387496,0.016575,0.414140,0.889500,6.614100,-2.032473,-0.802036,2.46935,-0.00320,0.24272,0.999111,0.000882,-0.034564,0.024130,1.81523,0.00744,-0.00429,0.35869,0.25942,0.33942
1220,2.4400,-0.005907,-0.031447,1.191002,-10.368630,-2.209633,-3.128852,0.004493,0.112975,1.189139,-10.423993,-2.209330,-3.142577,-0.014307,-0.502339,0.878285,6.790188,-2.030382,-1.129421,0.017294,0.359970,0.902768,6.633576,-2.033514,-0.520578,2.47298,-0.00319,0.24276,0.999116,0.001257,-0.034186,0.024445,1.81758,0.00838,0.02313,0.35504,0.38605,0.32789
1221,2.4420,-0.005926,-0.009249,1.169339,-10.831354,-2.213206,-1.786479,0.004689,0.097720,1.167397,-10.870937,-2.212939,-1.804341,-0.015238,-0.465314,0.891883,6.798968,-2.032104,-0.860558,0.017908,0.306802,0.916077,6.654569,-2.033995,-0.240453,2.47662,-0.00317,0.24286,0.999125,0.001627,-0.033691,0.024747,1.82074,0.00944,0.05014,0.34728,0.50384,0.31563
1222,2.4440,-0.005906,0.009908,1.146903,-11.218409,-2.214030,-0.412274,0.004855,0.082950,1.144913,-11.241940,-2.213806,-0.433478,-0.016086,-0.424433,0.905491,6.803773,-2.033270,-0.582989,0.018417,0.254610,0.929432,6.677565,-2.033920,0.037518,2.48027,-0.00315,0.24302,0.999137,0.001988,-0.033086,0.025038,1.82458,0.01062,0.07650,0.33568,0.61333,0.30282
1223,2.4460,-0.006421,-0.257438,1.123944,-11.479036,-2.215577,-0.773473,0.007625,1.385340,1.121639,-11.636858,-2.214631,-0.412586,-0.017097,-0.505495,0.918103,6.305944,-2.032946,0.161755,0.018258,-0.079445,0.942021,6.294715,-2.032630,0.644741,2.48393,-0.00312,0.24322,0.999152,0.002336,-0.032379,0.025315,1.82899,0.01188,0.10196,0.32056,0.71512,0.28967
1224,2.4480,-0.006880,-0.229676,1.100237,-11.853961,-2.212022,1.777313,0.009161,0.767818,1.097863,-11.887863,-2.211071,1.779749,-0.017946,-0.424254,0.931116,6.506794,-2.032359,0.293402,0.018102,-0.078370,0.954944,6.461471,-2.030952,0.839128,2.48760,-0.00310,0.24348,0.999181,0.002674,-0.031273,0.025526,1.83258,0.01357,0.12813,0.30259,1.11376,0.22339
1225,2.4500,-0.007089,-0.104134,1.076093,-12.071768,-2.204831,3.595758,0.009848,0.343640,1.073761,-12.051038,-2.204094,3.488776,-0.018611,-0.332376,0.944394,6.638709,-2.031420,0.469468,0.017967,-0.067428,0.968133,6.594626,-2.028875,1.038327,2.49128,-0.00307,0.24379,0.999208,0.003029,-0.030194,0.025747,1.83956,0.01560,0.15810,0.32034,1.08764,0.23466
1226,2.4520,-0.007050,0.019370,1.051675,-12.209164,-2.194762,5.034526,0.009977,0.064532,1.049436,-12.162541,-2.194271,4.911545,-0.019097,-0.243352,0.957848,6.726936,-2.030066,0.677212,0.017850,-0.058166,0.981554,6.710177,-2.026392,1.241663,2.49497,-0.00303,0.24416,0.999233,0.003373,-0.029106,0.025971,1.84591,0.01695,0.18253,0.30937,1.09656,0.23684
1227,2.4540,-0.006822,0.114091,1.027079,-12.298065,-2.182284,6.238878,0.009751,-0.112897,1.024961,-12.237815,-2.182009,6.130905,-0.019421,-0.161809,0.971421,6.786950,-2.028250,0.907820,0.017740,-0.055046,0.995187,6.816530,-2.023493,1.449620,2.49867,-0.00300,0.24456,0.999258,0.003694,-0.027987,0.026193,1.85216,0.01813,0.20278,0.28467,1.12661,0.23427
1228,2.4560,-0.006463,0.179336,1.002374,-12.352425,-2.167756,7.263976,0.009308,-0.221950,1.000393,-12.284085,-2.167653,7.178086,-0.019598,-0.088607,0.985085,6.831636,-2.025942,1.153917,0.017621,-0.059447,1.009025,6.918828,-2.020167,1.662803,2.50239,-0.00296,0.24500,0.999283,0.003984,-0.026824,0.026411,1.85851,0.01933,0.21959,0.25366,1.16961,0.22915
1229,2.4580,-0.006019,0.221784,0.977615,-12.379186,-2.151504,8.126106,0.008735,-0.286097,0.975782,-12.305349,-2.151531,8.060969,-0.019645,-0.023330,0.998840,6.877409,-2.023126,1.408069,0.017478,-0.071706,1.023065,7.020042,-2.016404,1.881896,2.50612,-0.00292,0.24547,0.999308,0.004242,-0.025609,0.026623,1.86503,0.02063,0.23336,0.21996,1.22080,0.22262
1230,2.4600,-0.005522,0.248699,0.952852,-12.381779,-2.133853,8.825711,0.008092,-0.321698,0.951174,-12.303899,-2.133976,8.777553,-0.019574,0.035184,1.012694,6.927170,-2.019790,1.668073,0.017296,-0.091214,1.037310,7.122564,-2.012189,2.107177,2.50986,-0.00287,0.24596,0.999334,0.004467,-0.024336,0.026827,1.87172,0.02206,0.24428,0.18520,1.27771,0.21504
1231,2.4620,-0.004990,0.265830,0.928127,-12.362179,-2.115138,9.357112,0.007413,-0.339581,0.926612,-12.281242,-2.115332,9.321981,-0.019398,0.088280,1.026659,6.982786,-2.015925,1.932401,0.017061,-0.117228,1.051766,7.228172,-2.007512,2.338653,2.51362,-0.00282,0.24646,0.999359,0.004658,-0.023001,0.027024,1.87856,0.02361,0.25238,0.15013,1.33855,0.20687
