tick,t,FR_hip_joint_q,FR_hip_joint_dq,FR_thigh_joint_q,FR_thigh_joint_dq,FR_calf_joint_q,FR_calf_joint_dq,FL_hip_joint_q,FL_hip_joint_dq,FL_thigh_joint_q,FL_thigh_joint_dq,FL_calf_joint_q,FL_calf_joint_dq,RR_hip_joint_q,RR_hip_joint_dq,RR_thigh_joint_q,RR_thigh_joint_dq,RR_calf_joint_q,RR_calf_joint_dq,RL_hip_joint_q,RL_hip_joint_dq,RL_thigh_joint_q,RL_thigh_joint_dq,RL_calf_joint_q,RL_calf_joint_dq,root_x,root_y,root_z,root_qw,root_qx,root_qy,root_qz,root_vx,root_vy,root_vz,root_wx,root_wy,root_wz
27,0.0540,-0.002331,0.000619,1.000402,0.000184,-1.989061,-0.000416,0.002331,-0.000619,1.000402,0.000184,-1.989061,-0.000416,-0.002324,-0.000014,1.000399,0.000430,-1.989059,-0.000601,0.002324,0.000014,1.000399,0.000430,-1.989059,-0.000601,0.00001,0.00000,0.28507,1.000000,-0.000000,-0.000091,-0.000000,0.00000,0.00000,-0.52975,-0.00000,-0.00012,-0.00000
28,0.0560,-0.002330,0.000641,1.000402,0.000124,-1.989062,-0.000334,0.002330,-0.000641,1.000402,0.000124,-1.989062,-0.000334,-0.002324,0.000078,1.000400,0.000344,-1.989060,-0.000498,0.002324,-0.000078,1.000400,0.000344,-1.989060,-0.000498,0.00001,0.00000,0.28398,1.000000,-0.000000,-0.000091,-0.000000,0.00000,0.00000,-0.54936,-0.00000,-0.00009,-0.00000
29,0.0580,-0.002328,0.000625,1.000402,0.000082,-1.989063,-0.000269,0.002328,-0.000625,1.000402,0.000082,-1.989063,-0.000269,-0.002324,0.000132,1.000400,0.000276,-1.989061,-0.000413,0.002324,-0.000132,1.000400,0.000276,-1.989061,-0.000413,0.00001,0.00000,0.28284,1.000000,-0.000000,-0.000091,-0.000000,0.00000,0.00000,-0.56898,-0.00000,-0.00008,-0.00000
30,0.0600,-0.002327,0.000586,1.000402,0.000054,-1.989063,-0.000219,0.002327,-0.000586,1.000402,0.000054,-1.989063,-0.000219,-0.002324,0.000160,1.000401,0.000222,-1.989062,-0.000344,0.002324,-0.000160,1.000401,0.000222,-1.989062,-0.000344,0.00001,0.00000,0.28166,1.000000,-0.000000,-0.000091,-0.000000,-0.00000,0.00000,-0.58859,0.00000,-0.00006,-0.00000
31,0.0620,-0.002326,0.000532,1.000402,0.000036,-1.989063,-0.000179,0.002326,-0.000532,1.000402,0.000036,-1.989063,-0.000179,-0.002323,0.000169,1.000401,0.000180,-1.989062,-0.000287,0.002323,-0.000169,1.000401,0.000180,-1.989062,-0.000287,0.00001,0.00000,0.28044,1.000000,-0.000000,-0.000091,-0.000000,-0.00000,0.00000,-0.60821,-0.00000,-0.00005,-0.00000
32,0.0640,-0.002325,0.000472,1.000402,0.000025,-1.989064,-0.000147,0.002325,-0.000472,1.000402,0.000025,-1.989064,-0.000147,-0.002323,0.000166,1.000401,0.000147,-1.989063,-0.000240,0.002323,-0.000166,1.000401,0.000147,-1.989063,-0.000240,0.00001,0.00000,0.27919,1.000000,-0.000000,-0.000091,-0.000000,-0.00000,0.00000,-0.62783,-0.00000,-0.00004,-0.00000
33,0.0660,-0.002324,0.000410,1.000402,0.000018,-1.989064,-0.000122,0.002324,-0.000410,1.000402,0.000018,-1.989064,-0.000122,-0.002323,0.000156,1.000402,0.000121,-1.989063,-0.000201,0.002323,-0.000156,1.000402,0.000121,-1.989063,-0.000201,0.00001,0.00000,0.27789,1.000000,-0.000000,-0.000091,-0.000000,-0.00000,0.00000,-0.64745,0.00000,-0.00003,-0.00000
34,0.0680,-0.002324,0.000351,1.000402,0.000015,-1.989064,-0.000102,0.002324,-0.000351,1.000402,0.000015,-1.989064,-0.000102,-0.002322,0.000142,1.000402,0.000100,-1.989063,-0.000169,0.002322,-0.000142,1.000402,0.000100,-1.989063,-0.000169,0.00001,0.00000,0.27656,1.000000,-0.000000,-0.000091,-0.000000,-0.00000,0.00000,-0.66707,0.00000,-0.00003,-0.00000
35,0.0700,-0.002323,0.000295,1.000402,0.000014,-1.989064,-0.000085,0.002323,-0.000295,1.000402,0.000014,-1.989064,-0.000085,-0.002322,0.000126,1.000402,0.000083,-1.989064,-0.000142,0.002322,-0.000126,1.000402,0.000083,-1.989064,-0.000142,0.00001,0.00000,0.27519,1.000000,-0.000000,-0.000091,-0.000000,-0.00000,0.00000,-0.68669,0.00000,-0.00002,-0.00000
36,0.0720,-0.002323,0.000245,1.000402,0.000013,-1.989064,-0.000072,0.002323,-0.000245,1.000402,0.000013,-1.989064,-0.000072,-0.002322,0.000109,1.000402,0.000069,-1.989064,-0.000120,0.002322,-0.000109,1.000402,0.000069,-1.989064,-0.000120,0.00001,0.00000,0.27377,1.000000,-0.000000,-0.000092,-0.000000,-0.00000,0.00000,-0.70632,0.00000,-0.00002,-0.00000
37,0.0740,-0.002322,0.000201,1.000402,0.000014,-1.989065,-0.000061,0.002322,-0.000201,1.000402,0.000014,-1.989065,-0.000061,-0.002322,0.000094,1.000402,0.000058,-1.989064,-0.000101,0.002322,-0.000094,1.000402,0.000058,-1.989064,-0.000101,0.00001,0.00000,0.27232,1.000000,-0.000000,-0.000092,-0.000000,-0.00000,0.00000,-0.72594,0.00000,-0.00001,-0.00000
38,0.0760,-0.002322,0.000163,1.000402,0.000014,-1.989065,-0.000052,0.002322,-0.000163,1.000402,0.000014,-1.989065,-0.000052,-0.002321,0.000079,1.000402,0.000049,-1.989064,-0.000085,0.002321,-0.000079,1.000402,0.000049,-1.989064,-0.000085,0.00001,0.00000,0.27083,1.000000,-0.000000,-0.000092,-0.000000,-0.00000,0.00000,-0.74556,0.00000,-0.00001,-0.00000
39,0.0780,-0.002322,0.000130,1.000403,0.000014,-1.989065,-0.000045,0.002322,-0.000130,1.000403,0.000014,-1.989065,-0.000045,-0.002321,0.000066,1.000402,0.000041,-1.989064,-0.000072,0.002321,-0.000066,1.000402,0.000041,-1.989064,-0.000072,0.00001,0.00000,0.26930,1.000000,-0.000000,-0.000092,-0.000000,-0.00000,0.00000,-0.76518,0.00000,-0.00001,-0.00000
40,0.0800,-0.002321,0.000103,1.000403,0.000015,-1.989065,-0.000038,0.002321,-0.000103,1.000403,0.000015,-1.989065,-0.000038,-0.002321,0.000054,1.000402,0.000035,-1.989065,-0.000061,0.002321,-0.000054,1.000402,0.000035,-1.989065,-0.000061,0.00001,0.00000,0.26773,1.000000,-0.000000,-0.000092,-0.000000,-0.00000,0.00000,-0.78480,0.00000,-0.00001,-0.00000
41,0.0820,-0.002321,0.000080,1.000403,0.000015,-1.989065,-0.000033,0.002321,-0.000080,1.000403,0.000015,-1.989065,-0.000033,-0.002321,0.000045,1.000403,0.000030,-1.989065,-0.000052,0.002321,-0.000045,1.000403,0.000030,-1.989065,-0.000052,0.00001,0.00000,0.26612,1.000000,-0.000000,-0.000092,-0.000000,0.00000,0.00000,-0.80442,-0.00000,-0.00001,-0.00000
42,0.0840,-0.002321,0.000062,1.000403,0.000014,-1.989065,-0.000029,0.002321,-0.000062,1.000403,0.000014,-1.989065,-0.000029,-0.002321,0.000036,1.000403,0.000025,-1.989065,-0.000044,0.002321,-0.000036,1.000403,0.000025,-1.989065,-0.000044,0.00001,0.00000,0.26447,1.000000,-0.000000,-0.000092,-0.000000,0.00000,0.00000,-0.82404,-0.00000,-0.00000,-0.00000
43,0.0860,-0.002321,0.000047,1.000403,0.000014,-1.989065,-0.000025,0.002321,-0.000047,1.000403,0.000014,-1.989065,-0.000025,-0.002321,0.000029,1.000403,0.000022,-1.989065,-0.000037,0.002321,-0.000029,1.000403,0.000022,-1.989065,-0.000037,0.00001,0.00000,0.26279,1.000000,-0.000000,-0.000092,-0.000000,0.00000,0.00000,-0.84366,-0.00000,-0.00000,-0.00000
44,0.0880,-0.002321,0.000035,1.000403,0.000013,-1.989065,-0.000021,0.002321,-0.000035,1.000403,0.000013,-1.989065,-0.000021,-0.002321,0.000023,1.000403,0.000019,-1.989065,-0.000032,0.002321,-0.000023,1.000403,0.000019,-1.989065,-0.000032,0.00001,0.00000,0.26106,1.000000,-0.000000,-0.000092,-0.000000,0.00000,0.00000,-0.86328,-0.00000,-0.00000,-0.00000
45,0.0900,-0.002321,0.000026,1.000403,0.000012,-1.989065,-0.000018,0.002321,-0.000026,1.000403,0.000012,-1.989065,-0.000018,-0.002321,0.000018,1.000403,0.000016,-1.989065,-0.000027,0.002321,-0.000018,1.000403,0.000016,-1.989065,-0.000027,0.00001,0.00000,0.25929,1.000000,-0.000000,-0.000092,-0.000000,0.00000,0.00000,-0.88290,-0.00000,-0.00000,-0.00000
46,0.0920,-0.002321,0.000018,1.000403,0.000011,-1.989065,-0.000016,0.002321,-0.000018,1.000403,0.000011,-1.989065,-0.000016,-0.002321,0.000014,1.000403,0.000014,-1.989065,-0.000023,0.002321,-0.000014,1.000403,0.000014,-1.989065,-0.000023,0.00001,0.00000,0.25749,1.000000,-0.000000,-0.000092,-0.000000,0.00000,0.00000,-0.90252,-0.00000,-0.00000,-0.00000
47,0.0940,-0.002321,0.000013,1.000403,0.000010,-1.989065,-0.000014,0.002321,-0.000013,1.000403,0.000010,-1.989065,-0.000014,-0.002321,0.000011,1.000403,0.000012,-1.989065,-0.000019,0.002321,-0.000011,1.000403,0.000012,-1.989065,-0.000019,0.00001,0.00000,0.25564,1.000000,-0.000000,-0.000092,-0.000000,0.00000,0.00000,-0.92214,-0.00000,-0.00000,-0.00000
48,0.0960,-0.002353,-0.015824,1.000423,0.010157,-1.989249,-0.091776,0.002353,0.015824,1.000423,0.010157,-1.989249,-0.091776,-0.002349,-0.014057,1.000422,0.009399,-1.989251,-0.092911,0.002349,0.014057,1.000422,0.009399,-1.989251,-0.092911,0.00001,0.00000,0.25376,1.000000,-0.000000,-0.000092,-0.000000,0.00000,0.00000,-0.94176,0.00000,-0.00000,-0.00000
49,0.0980,-0.002456,-0.051854,1.000464,0.020717,-1.989738,-0.244668,0.002456,0.051854,1.000464,0.020717,-1.989738,-0.244668,-0.002442,-0.046409,1.000458,0.018047,-1.989741,-0.245135,0.002442,0.046409,1.000458,0.018047,-1.989741,-0.245135,0.00001,0.00000,0.25184,1.000000,-0.000000,-0.000089,-0.000000,-0.00045,0.00000,-0.95962,0.00000,0.00239,-0.00000
50,0.1000,-0.002678,-0.110956,1.000534,0.034707,-1.990678,-0.469805,0.002678,0.110956,1.000534,0.034707,-1.990678,-0.469805,-0.002640,-0.099191,1.000515,0.028579,-1.990671,-0.464785,0.002640,0.099191,1.000515,0.028579,-1.990671,-0.464785,0.00001,0.00000,0.24989,1.000000,-0.000000,-0.000081,-0.000000,-0.00138,-0.00000,-0.97409,0.00000,0.00785,-0.00000
51,0.1020,-0.003058,-0.189956,1.000640,0.052880,-1.992178,-0.750331,0.003058,0.189956,1.000640,0.052880,-1.992178,-0.750331,-0.002978,-0.168798,1.000598,0.041449,-1.992136,-0.732696,0.002978,0.168798,1.000598,0.041449,-1.992136,-0.732696,-0.00000,0.00000,0.24793,1.000000,-0.000000,-0.000064,-0.000000,-0.00299,-0.00000,-0.98312,0.00000,0.01740,-0.00000
52,0.1040,-0.003621,-0.281293,1.000796,0.078229,-1.994314,-1.068063,0.003621,0.281293,1.000796,0.078229,-1.994314,-1.068063,-0.003473,-0.247459,1.000715,0.058879,-1.994192,-1.028072,0.003473,0.247459,1.000715,0.058879,-1.994192,-1.028072,-0.00001,0.00000,0.24596,1.000000,-0.000000,-0.000032,-0.000000,-0.00539,-0.00000,-0.98467,-0.00000,0.03190,-0.00000
53,0.1060,-0.004371,-0.375025,1.001027,0.115286,-1.997131,-1.408501,0.004371,0.375025,1.001027,0.115286,-1.997131,-1.408501,-0.004123,-0.325376,1.000883,0.083776,-1.996858,-1.333051,0.004123,0.325376,1.000883,0.083776,-1.996858,-1.333051,-0.00003,0.00000,0.24400,1.000000,-0.000000,0.000020,-0.000000,-0.00877,-0.00000,-0.97685,-0.00000,0.05226,-0.00000
54,0.1080,-0.005291,-0.460387,1.001355,0.164358,-2.000634,-1.751191,0.005291,0.460387,1.001355,0.164358,-2.000634,-1.751191,-0.004909,-0.392936,1.001112,0.114449,-2.000107,-1.624372,0.004909,0.392936,1.001112,0.114449,-2.000107,-1.624372,-0.00006,0.00000,0.24209,1.000000,-0.000000,0.000100,-0.000000,-0.01337,-0.00000,-0.95792,0.00000,0.07954,-0.00000
55,0.1100,-0.006353,-0.530681,1.001778,0.211337,-2.004750,-2.058132,0.006353,0.530681,1.001778,0.211337,-2.004750,-2.058132,-0.005800,-0.445491,1.001387,0.137544,-2.003840,-1.866657,0.005800,0.445491,1.001387,0.137544,-2.003840,-1.866657,-0.00009,0.00000,0.24024,1.000000,0.000000,0.000214,-0.000000,-0.01943,-0.00000,-0.92658,0.00000,0.11412,-0.00000
56,0.1120,-0.007518,-0.582651,1.002269,0.245413,-2.009361,-2.305420,0.007518,0.582651,1.002269,0.245413,-2.009361,-2.305420,-0.006764,-0.481734,1.001676,0.144508,-2.007923,-2.041491,0.006764,0.481734,1.001676,0.144508,-2.007923,-2.041491,-0.00015,-0.00000,0.23847,1.000000,-0.000000,0.000368,-0.000000,-0.02691,-0.00000,-0.88261,-0.00000,0.15398,-0.00000
57,0.1140,-0.008751,-0.616228,1.002787,0.258909,-2.014317,-2.477906,0.008751,0.616228,1.002787,0.258909,-2.014317,-2.477906,-0.007770,-0.502917,1.001938,0.131055,-2.012206,-2.141174,0.007770,0.502917,1.001938,0.131055,-2.012206,-2.141174,-0.00022,-0.00000,0.23682,1.000000,-0.000000,0.000563,-0.000000,-0.03562,-0.00000,-0.82666,-0.00000,0.19553,-0.00000
58,0.1160,-0.010018,-0.633573,1.003281,0.247218,-2.019450,-2.566683,0.010018,0.633573,1.003281,0.247218,-2.019450,-2.566683,-0.008793,-0.511799,1.002131,0.096692,-2.016536,-2.165175,0.008793,0.511799,1.002131,0.096692,-2.016536,-2.165175,-0.00031,-0.00000,0.23530,1.000000,-0.000000,0.000798,-0.000000,-0.04524,-0.00000,-0.75999,-0.00000,0.23438,-0.00000
59,0.1180,-0.011294,-0.637930,1.003699,0.208927,-2.024587,-2.568227,0.011294,0.637930,1.003699,0.208927,-2.024587,-2.568227,-0.009817,-0.511645,1.002220,0.044207,-2.020772,-2.118059,0.009817,0.511645,1.002220,0.044207,-2.020772,-2.118059,-0.00042,-0.00000,0.23393,0.999999,-0.000000,0.001064,-0.000000,-0.05533,-0.00000,-0.68437,-0.00000,0.26610,-0.00000
60,0.1200,-0.012559,-0.632643,1.003990,0.145625,-2.029554,-2.483806,0.012559,0.632643,1.003990,0.145625,-2.029554,-2.483806,-0.010828,-0.505501,1.002177,-0.021206,-2.024788,-2.007834,0.010828,0.505501,1.002177,-0.021206,-2.024788,-2.007834,-0.00055,-0.00000,0.23272,0.999999,-0.000000,0.001351,-0.000000,-0.06541,0.00000,-0.60183,-0.00000,0.28673,-0.00000
61,0.1220,-0.013800,-0.620440,1.004113,0.061415,-2.034192,-2.318850,0.013800,0.620440,1.004113,0.061415,-2.034192,-2.318850,-0.011819,-0.495747,1.001991,-0.093019,-2.028477,-1.844541,0.011819,0.495747,1.001991,-0.093019,-2.028477,-1.844541,-0.00070,-0.00000,0.23170,0.999999,-0.000000,0.001644,-0.000000,-0.07501,0.00000,-0.51455,-0.00000,0.29332,0.00000
