t,x,y,z,qw,qx,qy,qz,com_x,com_y,com_z,com_ref_z,tilt,com_ref_y,n_stance,swing_z,trunk_tilt,foot_z,foot_vz,acc_ref_z,e_lin_z,acom_x,acom_y,acom_z,arp_r,arp_p,degraded,cop_lx,cop_ly,slip_l,slip_r,patch_lx,patch_ly,fqp_l_x,fqp_l_y,fqp_l_z,fmj_l_x,fmj_l_y,fmj_l_z,fqp_r_x,fqp_r_y,fqp_r_z,fmj_r_x,fmj_r_y,fmj_r_z,cop_qp_l_x,cop_qp_l_y,fz_qp_l,cop_mj_l_x,cop_mj_l_y,fz_mj_l,cop_qp_r_x,cop_qp_r_y,fz_qp_r,cop_mj_r_x,cop_mj_r_y,fz_mj_r,left_hip_yaw_joint,left_hip_roll_joint,left_hip_pitch_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_yaw_joint,right_hip_roll_joint,right_hip_pitch_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint,left_shoulder_pitch_joint,left_elbow_joint,right_shoulder_pitch_joint,right_elbow_joint,tau_left_hip_yaw_joint,tau_left_hip_roll_joint,tau_left_hip_pitch_joint,tau_left_knee_joint,tau_left_ankle_pitch_joint,tau_left_ankle_roll_joint,tau_right_hip_yaw_joint,tau_right_hip_roll_joint,tau_right_hip_pitch_joint,tau_right_knee_joint,tau_right_ankle_pitch_joint,tau_right_ankle_roll_joint,tau_left_shoulder_pitch_joint,tau_left_elbow_joint,tau_right_shoulder_pitch_joint,tau_right_elbow_joint,lim_left_hip_yaw_joint,lim_left_hip_roll_joint,lim_left_hip_pitch_joint,lim_left_knee_joint,lim_left_ankle_pitch_joint,lim_left_ankle_roll_joint,lim_right_hip_yaw_joint,lim_right_hip_roll_joint,lim_right_hip_pitch_joint,lim_right_knee_joint,lim_right_ankle_pitch_joint,lim_right_ankle_roll_joint,lim_left_shoulder_pitch_joint,lim_left_elbow_joint,lim_right_shoulder_pitch_joint,lim_right_elbow_joint
0.0000,-0.00064,0.00000,0.46177,1.00000,-0.00000,-0.00194,-0.00000,0.00855,0.00000,0.30061,0.30061,0.00363,0.00000,2,0.03443,0.00363,0.034433,0.01259,-0.5318,0.0000,0.9506,0.0000,-1.1806,-0.0000,3.0354,0,0.04900,0.01900,0.1047,0.1047,0.013146,0.068396,3.1511,-0.0008,28.6065,-0.4819,-1.9967,32.6967,3.1511,0.0008,28.6065,-0.4819,1.9967,32.6967,-0.040265,0.000136,28.6081,0.006954,0.018607,32.6967,-0.040265,-0.000136,28.6081,0.006954,-0.018607,32.6967,-0.00010,-0.00015,-0.54854,1.10717,-0.55419,-0.00459,0.00010,0.00015,-0.54854,1.10717,-0.55419,0.00459,0.00019,-0.00042,0.00019,-0.00042,-0.00062,-0.00324,-0.44480,-1.83304,-0.89281,0.00200,0.00062,0.00324,-0.44480,-1.83304,-0.89281,-0.00200,-0.06381,-0.00581,-0.06381,-0.00581,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0050,-0.00070,0.00000,0.46181,1.00000,0.00000,-0.00202,-0.00000,0.00850,0.00000,0.30067,0.30061,0.00388,0.00000,2,0.03449,0.00388,0.034492,0.01151,-0.5293,-0.0001,0.6192,0.0001,-0.8002,0.0000,2.4552,0,0.04900,0.01900,0.1641,0.1641,-0.031619,0.050639,2.0527,0.0014,29.8678,2.8845,-0.2223,29.3939,2.0527,-0.0007,29.8673,2.8845,0.2223,29.3939,-0.024653,0.000349,29.8686,-0.037808,0.000842,29.3939,-0.024654,-0.000358,29.8682,-0.037808,-0.000842,29.3939,-0.00011,-0.00019,-0.54865,1.10768,-0.55450,-0.00419,0.00011,0.00019,-0.54865,1.10768,-0.55450,0.00419,0.00020,-0.00039,0.00020,-0.00039,0.00013,0.00351,-0.31100,-1.66011,-0.57885,0.00208,-0.00013,-0.00343,-0.31101,-1.66009,-0.57886,-0.00183,-0.04220,-0.00312,-0.04220,-0.00312,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0100,-0.00073,0.00000,0.46182,1.00000,0.00000,-0.00208,-0.00000,0.00848,0.00000,0.30071,0.30061,0.00405,0.00000,2,0.03455,0.00405,0.034546,0.01024,-0.5099,-0.0001,0.3957,0.0004,-0.5455,-0.0000,1.9869,0,0.04900,0.01900,0.1061,0.1061,-0.017368,0.050595,1.3119,0.0034,30.7128,1.9285,-0.1569,30.3975,1.3119,-0.0009,30.7111,1.9285,0.1575,30.3971,-0.014906,0.000446,30.7131,-0.023552,0.000798,30.3975,-0.014907,-0.000479,30.7114,-0.023553,-0.000806,30.3971,-0.00012,-0.00025,-0.54884,1.10835,-0.55498,-0.00368,0.00012,0.00025,-0.54884,1.10835,-0.55498,0.00368,0.00019,-0.00036,0.00019,-0.00036,0.00053,0.00759,-0.22027,-1.54523,-0.36603,0.00226,-0.00053,-0.00729,-0.22030,-1.54516,-0.36605,-0.00134,-0.02792,-0.00141,-0.02792,-0.00141,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0150,-0.00075,0.00000,0.46183,1.00000,0.00000,-0.00212,-0.00000,0.00846,0.00000,0.30073,0.30061,0.00416,0.00000,2,0.03459,0.00416,0.034593,0.00893,-0.4809,-0.0002,0.2479,0.0008,-0.3744,-0.0000,1.6057,0,0.04900,0.01900,0.0683,0.0683,-0.008282,0.050521,0.8217,0.0053,31.2808,1.2685,-0.1105,31.0727,0.8217,-0.0002,31.2770,1.2685,0.1125,31.0711,-0.008743,0.000474,31.2809,-0.014463,0.000725,31.0727,-0.008745,-0.000540,31.2771,-0.014464,-0.000756,31.0711,-0.00012,-0.00031,-0.54908,1.10909,-0.55551,-0.00314,0.00012,0.00031,-0.54908,1.10909,-0.55551,0.00314,0.00019,-0.00033,0.00019,-0.00033,0.00072,0.01000,-0.15905,-1.47031,-0.22312,0.00242,-0.00072,-0.00938,-0.15912,-1.47015,-0.22316,-0.00053,-0.01863,-0.00037,-0.01863,-0.00037,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0200,-0.00076,0.00000,0.46183,1.00000,0.00000,-0.00214,-0.00000,0.00845,0.00000,0.30075,0.30061,0.00424,0.00001,2,0.03463,0.00424,0.034634,0.00764,-0.4471,-0.0002,0.1511,0.0012,-0.2594,-0.0000,1.2938,0,0.04900,0.01900,0.0439,0.0439,-0.002461,0.050431,0.5009,0.0072,31.6637,0.8260,-0.0767,31.5310,0.5009,0.0010,31.6569,0.8260,0.0808,31.5273,-0.004809,0.000458,31.6637,-0.008638,0.000635,31.5310,-0.004813,-0.000563,31.6568,-0.008640,-0.000697,31.5273,-0.00013,-0.00037,-0.54936,1.10981,-0.55602,-0.00261,0.00013,0.00037,-0.54936,1.10981,-0.55602,0.00261,0.00018,-0.00029,0.00018,-0.00029,0.00078,0.01134,-0.11760,-1.42197,-0.12728,0.00250,-0.00078,-0.01032,-0.11772,-1.42169,-0.12736,0.00056,-0.01264,0.00022,-0.01264,0.00022,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0250,-0.00077,0.00000,0.46183,1.00000,0.00000,-0.00214,-0.00000,0.00844,0.00000,0.30076,0.30061,0.00427,0.00001,2,0.03467,0.00427,0.034669,0.00646,-0.4119,-0.0003,0.0884,0.0018,-0.1823,-0.0000,1.0374,0,0.04900,0.01900,0.0280,0.0280,0.001299,0.050340,0.2931,0.0091,31.9211,0.5317,-0.0540,31.8476,0.2931,0.0025,31.9104,0.5317,0.0609,31.8409,-0.002286,0.000417,31.9210,-0.004876,0.000545,31.8476,-0.002290,-0.000563,31.9103,-0.004879,-0.000644,31.8409,-0.00013,-0.00043,-0.54965,1.11048,-0.55648,-0.00211,0.00013,0.00043,-0.54965,1.11048,-0.55648,0.00212,0.00018,-0.00026,0.00018,-0.00026,0.00077,0.01202,-0.08933,-1.39099,-0.06293,0.00253,-0.00077,-0.01056,-0.08952,-1.39055,-0.06306,0.00183,-0.00882,0.00053,-0.00882,0.00053,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0300,-0.00077,0.00000,0.46182,1.00000,0.00000,-0.00213,-0.00000,0.00844,0.00000,0.30077,0.30061,0.00428,0.00001,2,0.03470,0.00428,0.034698,0.00539,-0.3781,-0.0003,0.0484,0.0023,-0.1313,-0.0001,0.8256,0,0.04900,0.01900,0.0176,0.0177,0.003742,0.050255,0.1605,0.0109,32.0926,0.3366,-0.0394,32.0684,0.1605,0.0043,32.0771,0.3366,0.0491,32.0578,-0.000664,0.000361,32.0926,-0.002431,0.000460,32.0684,-0.000670,-0.000553,32.0770,-0.002436,-0.000600,32.0578,-0.00013,-0.00048,-0.54994,1.11107,-0.55686,-0.00166,0.00013,0.00047,-0.54994,1.11108,-0.55686,0.00167,0.00018,-0.00022,0.00018,-0.00022,0.00071,0.01235,-0.06984,-1.37121,-0.01965,0.00254,-0.00071,-0.01037,-0.07012,-1.37057,-0.01984,0.00320,-0.00639,0.00066,-0.00639,0.00066,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0350,-0.00077,0.00000,0.46182,1.00000,0.00000,-0.00211,-0.00000,0.00844,0.00000,0.30077,0.30061,0.00426,0.00002,2,0.03472,0.00426,0.034722,0.00446,-0.3470,-0.0003,0.0234,0.0028,-0.0981,-0.0001,0.6503,0,0.04900,0.01900,0.0109,0.0110,0.005334,0.050177,0.0774,0.0127,32.2055,0.2084,-0.0300,32.2225,0.0774,0.0061,32.1842,0.2084,0.0428,32.2071,0.000378,0.000301,32.2055,-0.000839,0.000382,32.2225,0.000371,-0.000538,32.1841,-0.000845,-0.000566,32.2071,-0.00013,-0.00052,-0.55023,1.11160,-0.55717,-0.00126,0.00013,0.00051,-0.55023,1.11160,-0.55717,0.00128,0.00019,-0.00019,0.00019,-0.00019,0.00063,0.01248,-0.05620,-1.35857,0.00955,0.00256,-0.00064,-0.00997,-0.05658,-1.35769,0.00929,0.00462,-0.00486,0.00069,-0.00486,0.00069,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0400,-0.00077,0.00000,0.46181,1.00000,0.00000,-0.00209,-0.00000,0.00844,0.00000,0.30077,0.30061,0.00423,0.00002,2,0.03474,0.00423,0.034742,0.00367,-0.3194,-0.0004,0.0081,0.0034,-0.0771,-0.0002,0.5048,0,0.04900,0.01900,0.0066,0.0068,0.006373,0.050108,0.0268,0.0145,32.2787,0.1250,-0.0240,32.3301,0.0267,0.0080,32.2507,0.1250,0.0400,32.3089,0.001048,0.000239,32.2787,0.000201,0.000312,32.3301,0.001039,-0.000523,32.2506,0.000194,-0.000541,32.3089,-0.00013,-0.00056,-0.55052,1.11204,-0.55741,-0.00091,0.00013,0.00055,-0.55052,1.11204,-0.55741,0.00095,0.00019,-0.00016,0.00019,-0.00016,0.00055,0.01254,-0.04645,-1.35042,0.02937,0.00262,-0.00055,-0.00944,-0.04695,-1.34927,0.02904,0.00602,-0.00391,0.00068,-0.00391,0.00068,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
0.0450,-0.00076,0.00000,0.46181,1.00000,0.00000,-0.00206,-0.00000,0.00844,0.00000,0.30078,0.30061,0.00418,0.00003,2,0.03476,0.00418,0.034758,0.00300,-0.2954,-0.0004,-0.0010,0.0039,-0.0642,-0.0002,0.3839,0,0.04900,0.01900,0.0038,0.0042,0.007054,0.050045,-0.0032,0.0163,32.3253,0.0716,-0.0202,32.4050,-0.0032,0.0098,32.2897,0.0715,0.0395,32.3772,0.001480,0.000179,32.3253,0.000882,0.000249,32.4050,0.001469,-0.000511,32.2896,0.000873,-0.000524,32.3772,-0.00013,-0.00059,-0.55079,1.11242,-0.55759,-0.00061,0.00013,0.00058,-0.55079,1.11242,-0.55759,0.00067,0.00020,-0.00013,0.00020,-0.00013,0.00046,0.01258,-0.03931,-1.34509,0.04295,0.00275,-0.00047,-0.00886,-0.03994,-1.34362,0.04253,0.00739,-0.00330,0.00065,-0.00330,0.00065,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,12.000,12.000,6.000,6.000,6.000,6.000,6.000,6.000
