t_s,phase,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,quat_w,quat_x,quat_y,quat_z,imu_temp,power_v,power_a,foot0,foot1,foot2,foot3,FR_hip_cmd,FR_hip_q,FR_hip_dq,FR_hip_tau,FR_thigh_cmd,FR_thigh_q,FR_thigh_dq,FR_thigh_tau,FR_calf_cmd,FR_calf_q,FR_calf_dq,FR_calf_tau,FL_hip_cmd,FL_hip_q,FL_hip_dq,FL_hip_tau,FL_thigh_cmd,FL_thigh_q,FL_thigh_dq,FL_thigh_tau,FL_calf_cmd,FL_calf_q,FL_calf_dq,FL_calf_tau,RR_hip_cmd,RR_hip_q,RR_hip_dq,RR_hip_tau,RR_thigh_cmd,RR_thigh_q,RR_thigh_dq,RR_thigh_tau,RR_calf_cmd,RR_calf_q,RR_calf_dq,RR_calf_tau,RL_hip_cmd,RL_hip_q,RL_hip_dq,RL_hip_tau,RL_thigh_cmd,RL_thigh_q,RL_thigh_dq,RL_thigh_tau,RL_calf_cmd,RL_calf_q,RL_calf_dq,RL_calf_tau
0.0000,B,-0.01271,-0.00374,-2.23877,0.00852,0.02237,-0.02450,-0.25019,-0.06584,9.20930,-0.436216,0.004455,-0.004905,0.899818,79,30.297,18.014,101,15,31,15,0.00000,-0.00767,0.05038,7.7183,0.61018,0.61074,-0.39530,3.3644,-1.21323,-1.23195,0.82094,8.2028,0.00000,0.00416,-0.02325,-4.3787,0.61018,0.61326,-0.40693,1.3853,-1.21323,-1.22789,0.66929,5.2631,0.00000,-0.01682,0.08139,16.1294,0.61018,0.61516,-0.43793,-0.6432,-1.21323,-1.22698,0.77039,3.2242,0.00000,0.02233,-0.12789,-21.3739,0.61018,0.61637,-0.27904,-1.7069,-1.21323,-1.22906,0.89575,6.4484
0.0020,B,-0.01274,-0.00365,-2.23881,-0.01704,0.05220,-0.01598,-0.38068,-0.02634,9.30746,-0.436199,0.004421,-0.004933,0.899826,79,30.288,18.492,101,15,31,15,0.00000,-0.00764,0.05813,7.6936,0.61018,0.61017,-0.37593,3.4881,-1.21323,-1.23025,0.71984,8.7718,0.00000,0.00416,0.00000,-4.4034,0.61018,0.61207,-0.29842,0.8906,-1.21323,-1.22688,0.57425,6.0691,0.00000,-0.01663,0.07363,16.1541,0.61018,0.61464,-0.28291,-0.9895,-1.21323,-1.22459,0.83307,5.2631,0.00000,0.02208,-0.19765,-21.5718,0.61018,0.61495,-0.28679,-1.8306,-1.21323,-1.22754,0.84116,6.6855
0.0040,B,-0.01271,-0.00358,-2.23886,0.00959,0.03302,-0.03409,-0.38068,-0.02634,9.30746,-0.436174,0.004384,-0.004937,0.899838,79,30.288,18.082,101,15,31,15,0.00000,-0.00758,0.08526,7.5947,0.61018,0.60962,-0.30617,3.4881,-1.21323,-1.22784,0.67940,9.1037,0.00000,0.00409,0.00000,-4.2797,0.61018,0.61153,-0.36042,0.7669,-1.21323,-1.22461,0.79465,5.8320,0.00000,-0.01624,0.07751,16.1294,0.61018,0.61398,-0.47669,-0.9648,-1.21323,-1.22323,0.83105,3.8406,0.00000,0.02190,-0.14339,-21.6707,0.61018,0.61419,-0.40305,-1.0390,-1.21323,-1.22498,0.81285,6.2114
0.0060,B,-0.01278,-0.00350,-2.23891,-0.04368,0.03409,-0.02770,-0.39744,-0.05986,9.32422,-0.436152,0.004360,-0.004985,0.899849,79,30.119,24.577,101,15,30,15,0.00000,-0.00721,0.34880,8.8316,0.61018,0.60911,-0.37593,3.2902,-1.21323,-1.22628,0.95843,11.8063,0.00000,0.00406,0.00000,-4.2797,0.61018,0.61095,-0.37205,0.7669,-1.21323,-1.22292,1.05347,7.9657,0.00000,-0.01561,0.44956,17.9353,0.61018,0.61325,-0.46894,-0.9401,-1.21323,-1.22160,1.01101,7.2545,0.00000,0.02175,-0.16277,-21.4234,0.61018,0.61355,-0.31004,-1.7317,-1.21323,-1.22337,0.94226,9.3882
0.0100,B,-0.01294,-0.00329,-2.23900,-0.06179,0.05752,-0.01811,-0.39744,-0.05986,9.32422,-0.436114,0.004301,-0.005103,0.899867,79,30.208,20.407,101,15,30,15,0.00000,-0.00646,0.06588,8.9800,0.61018,0.60774,-0.30229,4.2797,-1.21323,-1.22284,1.00696,8.4399,0.00000,0.00297,-0.06201,-5.9867,0.61018,0.60986,-0.23641,1.4101,-1.21323,-1.21938,1.03527,4.6941,0.00000,-0.01415,0.21315,17.0694,0.61018,0.61240,-0.22090,-0.6679,-1.21323,-1.21800,1.05953,3.6510,0.00000,0.02012,-0.22478,-22.8087,0.61018,0.61264,-0.15502,-1.1874,-1.21323,-1.22002,1.05549,5.8795
0.0120,B,-0.01296,-0.00325,-2.23902,-0.03835,0.03835,-0.02237,-0.32920,-0.08978,10.31781,-0.436105,0.004288,-0.005125,0.899871,79,30.208,20.509,101,16,31,15,0.00000,-0.00612,0.25966,8.3368,0.61018,0.60735,-0.13952,4.6013,-1.21323,-1.22170,0.87351,8.0131,0.00000,0.00267,-0.14727,-4.9229,0.61018,0.60986,-0.23641,1.4101,-1.21323,-1.21829,0.78454,4.5044,0.00000,-0.01385,0.20928,17.0942,0.61018,0.61201,-0.22866,-0.3463,-1.21323,-1.21674,0.88160,3.5087,0.00000,0.01969,-0.26354,-23.0808,0.61018,0.61186,-0.32554,-0.6927,-1.21323,-1.21862,0.81083,5.6898
0.0140,B,-0.01301,-0.00310,-2.23906,-0.02237,0.04474,-0.03409,-0.32920,-0.08978,10.31781,-0.436085,0.004231,-0.005181,0.899881,79,30.261,18.903,101,16,31,16,0.00000,-0.00588,0.06588,8.2626,0.61018,0.60699,-0.12014,4.6755,-1.21323,-1.22053,0.59649,8.2502,0.00000,0.00243,-0.07363,-5.1208,0.61018,0.60911,-0.19765,1.8059,-1.21323,-1.21704,0.60458,4.8363,0.00000,-0.01346,0.10464,16.7973,0.61018,0.61122,-0.21315,-0.1484,-1.21323,-1.21462,0.44080,3.6035,0.00000,0.01918,-0.17827,-22.3634,0.61018,0.61165,-0.16277,-0.8658,-1.21323,-1.21765,0.60660,6.1165
0.0160,B,-0.01303,-0.00313,-2.23912,-0.01491,-0.03835,-0.02770,-0.14006,-0.21668,10.18134,-0.436061,0.004250,-0.005181,0.899892,79,30.261,18.697,101,15,31,16,0.00000,-0.00567,0.16277,8.0152,0.61018,0.60672,-0.09689,4.6261,-1.21323,-1.21916,0.33565,8.4399,0.00000,0.00219,-0.09301,-4.7250,0.61018,0.60890,-0.08914,1.9296,-1.21323,-1.21565,0.29521,5.0260,0.00000,-0.01321,0.08914,16.9705,0.61018,0.61107,-0.10076,-0.1237,-1.21323,-1.21397,0.34779,3.7932,0.00000,0.01885,-0.23641,-22.0913,0.61018,0.61140,-0.13177,-0.6679,-1.21323,-1.21685,0.43675,5.9743
0.0180,B,-0.01301,-0.00317,-2.23916,0.00959,-0.03835,-0.04368,-0.14006,-0.21668,10.18134,-0.436042,0.004262,-0.005164,0.899902,79,30.270,18.595,101,15,33,16,0.00000,-0.00546,0.12402,7.9657,0.61018,0.60656,-0.05813,4.4776,-1.21323,-1.21916,0.33565,8.4399,0.00000,0.00191,-0.15115,-4.4776,0.61018,0.60874,-0.06976,1.8059,-1.21323,-1.21565,0.29521,5.0260,0.00000,-0.01306,-0.00388,17.1684,0.61018,0.61086,-0.13952,0.0247,-1.21323,-1.21355,0.24264,3.6984,0.00000,0.01866,-0.06201,-22.2645,0.61018,0.61125,-0.06588,-0.7669,-1.21323,-1.21617,0.39834,6.0691
0.0200,B,-0.01300,-0.00316,-2.23919,0.00639,0.01065,-0.02770,-0.14006,-0.21668,10.18134,-0.436030,0.004254,-0.005159,0.899907,79,30.279,18.321,101,15,33,16,0.00000,-0.00531,0.13177,8.1389,0.61018,0.60641,-0.13177,4.5024,-1.21323,-1.21844,0.22040,8.2502,0.00000,0.00182,-0.05426,-4.7250,0.61018,0.60868,-0.07363,1.6080,-1.21323,-1.21533,0.17996,5.2157,0.00000,-0.01297,0.03488,16.9457,0.61018,0.61077,-0.10076,-0.0247,-1.21323,-1.21323,0.24062,3.6984,0.00000,0.01836,-0.20928,-21.7697,0.61018,0.61113,-0.08914,-0.7669,-1.21323,-1.21573,0.24871,5.8795
0.0220,B,-0.01298,-0.00326,-2.23931,0.00213,-0.04687,-0.03835,0.08859,-0.19872,7.49984,-0.435974,0.004296,-0.005130,0.899934,79,30.305,17.638,101,13,29,16,0.00000,-0.00509,0.10851,7.7431,0.61018,0.60629,-0.07363,4.5271,-1.21323,-1.21796,0.15569,7.8235,0.00000,0.00158,-0.05426,-4.6013,0.61018,0.60859,-0.04651,1.6822,-1.21323,-1.21480,0.04246,5.1208,0.00000,-0.01279,-0.02713,16.8715,0.61018,0.61071,-0.02325,-0.2721,-1.21323,-1.21282,0.12334,3.6984,0.00000,0.01797,-0.00775,-21.4728,0.61018,0.61107,0.00775,-0.8658,-1.21323,-1.21514,0.16581,6.0691
0.0240,B,-0.01301,-0.00333,-2.23936,-0.01278,-0.03409,-0.02663,0.08859,-0.19872,7.49984,-0.435950,0.004335,-0.005129,0.899946,79,30.323,16.783,101,13,29,16,0.00000,-0.00491,0.05038,7.5947,0.61018,0.60623,-0.06588,4.3787,-1.21323,-1.21766,0.18400,7.4442,0.00000,0.00152,-0.01938,-4.5024,0.61018,0.60859,-0.03876,1.4596,-1.21323,-1.21457,0.10514,4.6941,0.00000,-0.01258,0.12789,16.5252,0.61018,0.61071,0.00000,-0.2226,-1.21323,-1.21269,0.09099,3.7932,0.00000,0.01763,-0.19765,-21.1512,0.61018,0.61104,0.05038,-0.9648,-1.21323,-1.21495,0.12941,5.9743
0.0260,B,-0.01299,-0.00337,-2.23938,0.00746,-0.03302,-0.02237,0.08859,-0.19872,7.49984,-0.435941,0.004347,-0.005114,0.899950,79,30.350,16.236,101,13,29,13,0.00000,-0.00491,0.05038,7.5947,0.61018,0.60617,-0.05813,4.5024,-1.21323,-1.21766,0.18400,7.4442,0.00000,0.00143,-0.06588,-4.5271,0.61018,0.60859,0.00388,1.5090,-1.21323,-1.21457,0.10514,4.6941,0.00000,-0.01221,0.19378,15.5109,0.61018,0.61071,0.00000,-0.4206,-1.21323,-1.21262,0.05662,3.8406,0.00000,0.01736,-0.31779,-20.9038,0.61018,0.61104,0.01163,-1.1132,-1.21323,-1.21475,0.10312,5.8320
0.0280,B,-0.01295,-0.00346,-2.23943,0.04474,-0.04048,-0.02024,-0.00120,-0.27414,7.35259,-0.435920,0.004380,-0.005072,0.899960,79,30.403,14.391,101,13,29,13,0.00000,-0.00464,0.14339,7.3967,0.61018,0.60617,-0.03488,4.5271,-1.21323,-1.21709,0.21433,6.9700,0.00000,0.00122,-0.06976,-4.1560,0.61018,0.60856,-0.00775,1.4843,-1.21323,-1.21412,0.14154,4.2199,0.00000,-0.01106,0.42631,13.5071,0.61018,0.61071,0.00000,-0.5442,-1.21323,-1.21255,0.05662,3.7932,0.00000,0.01682,-0.16665,-19.9638,0.61018,0.61101,-0.02713,-1.0390,-1.21323,-1.21439,0.12536,5.5001
0.0320,B,-0.01280,-0.00351,-2.23948,0.06711,-0.00959,-0.02770,-0.00120,-0.27414,7.35259,-0.435896,0.004369,-0.004996,0.899973,79,30.456,13.297,101,14,28,11,0.00000,-0.00458,0.06976,7.4462,0.61018,0.60617,0.00000,4.4034,-1.21323,-1.21687,0.16176,6.6381,0.00000,0.00107,-0.04263,-4.0571,0.61018,0.60850,0.00775,1.5833,-1.21323,-1.21390,0.13547,3.9829,0.00000,-0.01028,0.41856,12.5176,0.61018,0.61071,-0.03876,-0.3711,-1.21323,-1.21252,0.02224,3.8880,0.00000,0.01621,-0.22478,-19.0485,0.61018,0.61104,0.05038,-0.8906,-1.21323,-1.21413,0.10919,5.2631
0.0340,B,-0.01259,-0.00351,-2.23955,0.12996,-0.00320,-0.04368,0.76974,-0.81523,7.70454,-0.435868,0.004323,-0.004898,0.899987,79,30.491,12.511,101,14,28,11,0.00000,-0.00455,-0.00388,7.5204,0.61018,0.60617,-0.05038,4.2055,-1.21323,-1.21657,0.15367,6.4959,0.00000,0.00082,-0.08914,-3.4386,0.61018,0.60844,0.00388,1.7069,-1.21323,-1.21361,0.14154,3.8406,0.00000,-0.00964,0.33717,12.0970,0.61018,0.61074,-0.03100,-0.5442,-1.21323,-1.21247,0.00809,3.8880,0.00000,0.01579,-0.24028,-18.7764,0.61018,0.61095,0.01163,-0.7916,-1.21323,-1.21391,0.10717,4.9786
0.0360,B,-0.01229,-0.00356,-2.23965,0.15766,-0.01917,-0.05326,0.76974,-0.81523,7.70454,-0.435823,0.004280,-0.004755,0.900009,79,30.509,11.929,101,14,29,11,0.00000,-0.00452,0.03876,7.6441,0.61018,0.60626,0.04263,4.1808,-1.21323,-1.21631,0.13143,6.2588,0.00000,0.00058,-0.15502,-3.4386,0.61018,0.60847,0.06201,1.6327,-1.21323,-1.21337,0.13750,3.5087,0.00000,-0.00904,0.35267,11.8496,0.61018,0.61074,-0.05813,-0.5442,-1.21323,-1.21246,0.02022,3.8406,0.00000,0.01524,-0.23253,-17.9847,0.61018,0.61098,0.04263,-1.2617,-1.21323,-1.21375,0.05662,4.8837
0.0380,B,-0.01151,-0.00378,-2.23993,0.17470,-0.05539,-0.07989,0.58778,-0.19632,5.35463,-0.435697,0.004209,-0.004356,0.900073,79,30.544,11.314,101,15,29,11,0.00000,-0.00452,-0.01163,7.5204,0.61018,0.60635,0.05426,4.0076,-1.21323,-1.21571,0.12739,5.9743,0.00000,0.00022,-0.09301,-2.9686,0.61018,0.60850,0.03876,1.5090,-1.21323,-1.21287,0.04651,3.2242,0.00000,-0.00852,0.07751,12.0970,0.61018,0.61077,-0.01938,-0.4700,-1.21323,-1.21244,-0.01011,3.8406,0.00000,0.01430,-0.38755,-17.5642,0.61018,0.61101,0.11239,-1.2122,-1.21323,-1.21339,0.07077,4.6941
0.0400,B,-0.01132,-0.00384,-2.24002,0.18962,-0.03835,-0.08629,0.58778,-0.19632,5.35463,-0.435657,0.004192,-0.004258,0.900093,79,30.544,11.280,101,15,29,11,0.00000,-0.00452,-0.01163,7.5204,0.61018,0.60635,0.00000,4.0818,-1.21323,-1.21560,0.12132,5.9743,0.00000,0.00010,-0.09689,-3.0675,0.61018,0.60859,0.06201,1.1627,-1.21323,-1.21287,0.04651,3.2242,0.00000,-0.00840,0.06588,12.2949,0.61018,0.61077,-0.01938,-0.4700,-1.21323,-1.21244,-0.01011,3.8406,0.00000,0.01409,-0.13952,-17.2178,0.61018,0.61101,0.11239,-1.2122,-1.21323,-1.21328,0.05459,4.6467
0.0420,B,-0.01105,-0.00389,-2.24019,0.10653,-0.00746,-0.07989,-0.24301,1.02951,4.88297,-0.435582,0.004155,-0.004127,0.900130,79,30.544,11.041,101,15,29,11,0.00000,-0.00449,0.03100,7.5947,0.61018,0.60635,-0.03876,4.0571,-1.21323,-1.21560,0.12132,5.9743,0.00000,0.00007,0.00388,-3.0181,0.61018,0.60865,0.06976,1.1627,-1.21323,-1.21274,0.05662,3.2242,0.00000,-0.00834,0.01938,12.1960,0.61018,0.61089,0.02713,-0.7916,-1.21323,-1.21243,0.01011,3.8406,0.00000,0.01373,-0.30229,-16.7973,0.61018,0.61101,0.00388,-1.1132,-1.21323,-1.21322,0.03235,4.6941
0.0440,B,-0.01081,-0.00396,-2.24044,0.03835,0.00000,-0.08842,-0.24301,1.02951,4.88297,-0.435466,0.004134,-0.004003,0.900187,79,30.562,10.767,101,15,29,10,0.00000,-0.00437,0.06201,7.3473,0.61018,0.60641,-0.03876,3.8592,-1.21323,-1.21543,0.06470,6.1165,0.00000,-0.00002,0.05813,-3.1418,0.61018,0.60877,0.05813,0.9895,-1.21323,-1.21241,0.03235,2.8923,0.00000,-0.00825,-0.03876,12.3939,0.61018,0.61095,0.00000,-0.6927,-1.21323,-1.21241,0.02426,3.8406,0.00000,0.01321,-0.15890,-16.7478,0.61018,0.61116,0.06588,-1.3606,-1.21323,-1.21312,0.01820,4.6467
0.0460,B,-0.01077,-0.00398,-2.24053,0.01598,-0.00959,-0.08522,-0.24301,1.02951,4.88297,-0.435429,0.004136,-0.003984,0.900205,79,30.562,10.631,101,15,29,10,0.00000,-0.00431,0.05038,7.1741,0.61018,0.60644,-0.03100,3.9581,-1.21323,-1.21543,0.06470,6.1165,0.00000,-0.00005,0.03876,-3.1170,0.61018,0.60880,0.02713,1.0885,-1.21323,-1.21241,0.03235,2.8923,0.00000,-0.00822,-0.01550,12.4681,0.61018,0.61098,-0.01550,-0.8411,-1.21323,-1.21238,0.03640,3.6984,0.00000,0.01300,-0.13564,-16.6736,0.61018,0.61116,0.06588,-1.3606,-1.21323,-1.21307,0.02426,4.6941
0.0480,B,-0.01082,-0.00396,-2.24077,-0.06392,0.02024,-0.08842,-0.08021,0.72185,5.78200,-0.435319,0.004136,-0.004009,0.900258,79,30.562,10.836,101,15,29,12,0.00000,-0.00428,-0.00388,7.1741,0.61018,0.60650,0.02325,3.8097,-1.21323,-1.21541,0.01618,6.1165,0.00000,-0.00005,0.03876,-3.2655,0.61018,0.60883,0.05813,1.1132,-1.21323,-1.21224,0.01618,2.7027,0.00000,-0.00822,-0.03876,12.5423,0.61018,0.61098,-0.02325,-0.6679,-1.21323,-1.21233,0.05257,3.6510,0.00000,0.01294,-0.00775,-16.5499,0.61018,0.61125,0.02713,-1.5090,-1.21323,-1.21296,0.04853,4.5993
0.0520,B,-0.01105,-0.00382,-2.24115,-0.09587,0.04794,-0.10759,0.62848,0.63805,5.80833,-0.435146,0.004125,-0.004143,0.900341,79,30.553,11.007,101,15,29,12,0.00000,-0.00416,0.04263,7.2731,0.61018,0.60662,0.00000,3.7107,-1.21323,-1.21540,0.01011,6.0691,0.00000,0.00007,0.09301,-3.3891,0.61018,0.60893,0.04651,0.8906,-1.21323,-1.21213,0.00202,2.8923,0.00000,-0.00816,0.02325,12.3939,0.61018,0.61095,-0.05813,-0.5937,-1.21323,-1.21220,0.04246,3.5087,0.00000,0.01282,0.03488,-17.0447,0.61018,0.61137,0.05813,-1.5090,-1.21323,-1.21288,-0.02022,4.4570
0.0540,B,-0.01123,-0.00374,-2.24138,-0.11505,0.05220,-0.10759,0.62848,0.63805,5.80833,-0.435045,0.004128,-0.004242,0.900389,79,30.562,11.007,101,15,29,13,0.00000,-0.00419,-0.01550,7.3473,0.61018,0.60675,0.05426,3.5871,-1.21323,-1.21540,-0.01213,6.0217,0.00000,0.00007,0.00000,-3.4881,0.61018,0.60899,0.05813,0.7916,-1.21323,-1.21213,0.00000,2.9871,0.00000,-0.00816,-0.05426,12.4681,0.61018,0.61095,-0.05813,-0.5937,-1.21323,-1.21214,0.04651,3.5087,0.00000,0.01285,0.06976,-17.1684,0.61018,0.61143,0.08526,-1.7069,-1.21323,-1.21287,0.00000,4.5044
0.0560,B,-0.01138,-0.00365,-2.24160,-0.10333,0.07137,-0.10972,0.37350,0.52433,6.33985,-0.434945,0.004116,-0.004329,0.900437,79,30.562,10.767,101,15,29,13,0.00000,-0.00416,0.03488,7.2978,0.61018,0.60681,0.07751,3.6613,-1.21323,-1.21540,0.02831,6.0691,0.00000,0.00013,0.09301,-3.4386,0.61018,0.60908,0.01550,0.7669,-1.21323,-1.21216,-0.04246,3.0346,0.00000,-0.00804,0.05813,12.2702,0.61018,0.61095,-0.04651,-0.5442,-1.21323,-1.21209,0.00202,3.2716,0.00000,0.01285,0.06201,-17.0447,0.61018,0.61158,0.06976,-1.7812,-1.21323,-1.21287,-0.02022,4.5993
0.0580,B,-0.01155,-0.00349,-2.24181,-0.10653,0.09907,-0.11292,0.37350,0.52433,6.33985,-0.434851,0.004082,-0.004444,0.900482,79,30.553,10.767,101,15,29,13,0.00000,-0.00416,0.02325,7.1988,0.61018,0.60681,0.00000,3.5871,-1.21323,-1.21538,0.00000,6.0691,0.00000,0.00013,-0.03100,-3.6365,0.61018,0.60917,-0.01938,0.6432,-1.21323,-1.21217,-0.02426,3.0820,0.00000,-0.00801,-0.04263,12.0970,0.61018,0.61095,-0.01550,-0.6679,-1.21323,-1.21208,-0.00607,3.4613,0.00000,0.01285,0.07363,-17.0694,0.61018,0.61161,0.15115,-1.9048,-1.21323,-1.21287,0.01011,4.6467
0.0600,B,-0.01171,-0.00330,-2.24202,-0.10759,0.10653,-0.10546,0.37350,0.52433,6.33985,-0.434754,0.004032,-0.004554,0.900529,79,30.562,10.836,101,16,28,15,0.00000,-0.00409,0.03876,7.0257,0.61018,0.60687,0.09301,3.5376,-1.21323,-1.21540,0.00607,6.1165,0.00000,0.00031,0.09689,-3.8592,0.61018,0.60920,0.04263,0.7421,-1.21323,-1.21224,-0.01011,3.2242,0.00000,-0.00782,0.01550,11.8744,0.61018,0.61095,-0.01163,-0.6927,-1.21323,-1.21205,0.02831,3.5087,0.00000,0.01279,-0.01163,-17.1436,0.61018,0.61165,0.07751,-1.9048,-1.21323,-1.21287,-0.00202,4.6467
0.0620,B,-0.01187,-0.00308,-2.24223,-0.10440,0.12890,-0.10440,-0.16520,-0.17119,7.13831,-0.434662,0.003965,-0.004675,0.900573,79,30.562,10.870,101,16,28,15,0.00000,-0.00403,0.12402,7.1988,0.61018,0.60681,-0.05813,3.6365,-1.21323,-1.21543,-0.03033,6.2114,0.00000,0.00037,0.01938,-3.8592,0.61018,0.60923,0.00000,0.5690,-1.21323,-1.21227,-0.01415,3.2716,0.00000,-0.00776,0.02325,11.9733,0.61018,0.61089,-0.04651,-0.4206,-1.21323,-1.21206,0.00000,3.4613,0.00000,0.01279,-0.03100,-17.1684,0.61018,0.61171,0.03876,-1.7812,-1.21323,-1.21288,-0.01820,4.5993
0.0660,B,-0.01192,-0.00286,-2.24244,-0.03941,0.12357,-0.11398,-0.16520,-0.17119,7.13831,-0.434566,0.003876,-0.004748,0.900619,79,30.562,10.904,101,16,29,15,0.00000,-0.00413,-0.03488,7.2978,0.61018,0.60693,0.02325,3.4634,-1.21323,-1.21541,0.03235,6.2588,0.00000,0.00046,0.08914,-4.0818,0.61018,0.60935,0.08526,0.5195,-1.21323,-1.21233,-0.03842,3.3191,0.00000,-0.00779,-0.05813,11.9981,0.61018,0.61092,0.04651,-0.6679,-1.21323,-1.21205,0.02022,3.5087,0.00000,0.01279,-0.01938,-17.1931,0.61018,0.61171,-0.06588,-1.9791,-1.21323,-1.21290,-0.01415,4.5993
0.0680,B,-0.01194,-0.00264,-2.24264,-0.02344,0.11611,-0.09268,-0.46328,-0.72903,7.55730,-0.434480,0.003784,-0.004804,0.900661,79,30.553,10.972,101,16,29,15,0.00000,-0.00416,-0.00388,7.3967,0.61018,0.60693,0.00000,3.4881,-1.21323,-1.21549,-0.01415,6.3062,0.00000,0.00052,0.06201,-4.1808,0.61018,0.60938,0.05038,0.5195,-1.21323,-1.21243,-0.04651,3.5087,0.00000,-0.00782,-0.12014,12.0228,0.61018,0.61086,-0.05813,-0.4453,-1.21323,-1.21205,0.02831,3.4613,0.00000,0.01270,-0.17052,-16.7726,0.61018,0.61180,0.01550,-1.9791,-1.21323,-1.21288,-0.00202,4.5993
0.0700,B,-0.01192,-0.00240,-2.24283,0.00959,0.12890,-0.09587,-0.46328,-0.72903,7.55730,-0.434393,0.003671,-0.004847,0.900703,79,30.553,11.246,101,16,29,17,0.00000,-0.00413,0.05038,7.4462,0.61018,0.60702,0.10464,3.4386,-1.21323,-1.21552,0.00202,6.3062,0.00000,0.00061,0.07363,-4.2055,0.61018,0.60941,0.04651,0.5195,-1.21323,-1.21247,-0.03235,3.5087,0.00000,-0.00782,-0.00775,12.5176,0.61018,0.61086,0.00775,-0.3711,-1.21323,-1.21205,0.04448,3.6035,0.00000,0.01282,0.04263,-17.1436,0.61018,0.61183,0.04263,-1.8801,-1.21323,-1.21290,-0.03033,4.6467
0.0720,B,-0.01185,-0.00212,-2.24303,0.03409,0.14168,-0.10440,-0.46328,-0.72903,7.55730,-0.434305,0.003529,-0.004875,0.900746,79,30.544,11.280,101,16,29,17,0.00000,-0.00428,-0.10851,7.5204,0.61018,0.60699,-0.00388,3.3397,-1.21323,-1.21559,-0.02426,6.4959,0.00000,0.00067,0.05038,-4.2797,0.61018,0.60947,0.01550,0.2721,-1.21323,-1.21257,-0.04853,3.6510,0.00000,-0.00795,-0.00388,12.5423,0.61018,0.61086,0.00000,-0.5690,-1.21323,-1.21206,0.00809,3.6035,0.00000,0.01276,-0.08526,-16.9952,0.61018,0.61186,0.05813,-1.9791,-1.21323,-1.21290,-0.02022,4.6941
0.0740,B,-0.01176,-0.00189,-2.24323,0.05220,0.11718,-0.10120,-0.38906,-0.50278,8.72806,-0.434214,0.003405,-0.004887,0.900790,79,30.544,11.348,101,16,29,18,0.00000,-0.00443,-0.07363,7.7926,0.61018,0.60705,0.02713,3.3644,-1.21323,-1.21565,0.01011,6.5907,0.00000,0.00086,0.05813,-4.4034,0.61018,0.60953,0.06201,0.4700,-1.21323,-1.21266,-0.06673,3.7932,0.00000,-0.00807,-0.01938,12.8144,0.61018,0.61083,-0.01938,-0.4700,-1.21323,-1.21206,0.00809,3.5087,0.00000,0.01279,0.08914,-17.1931,0.61018,0.61186,0.05426,-1.7812,-1.21323,-1.21290,-0.01820,4.6467
0.0760,B,-0.01169,-0.00163,-2.24342,0.02557,0.12890,-0.09800,-0.38906,-0.50278,8.72806,-0.434130,0.003274,-0.004913,0.900831,79,30.536,11.383,101,16,29,18,0.00000,-0.00449,-0.03876,7.8173,0.61018,0.60711,-0.01550,3.2407,-1.21323,-1.21574,-0.01820,6.7804,0.00000,0.00092,0.04651,-4.4776,0.61018,0.60959,0.01938,0.3711,-1.21323,-1.21273,-0.03640,3.8406,0.00000,-0.00816,-0.08526,12.7155,0.61018,0.61080,-0.00388,-0.4700,-1.21323,-1.21208,0.00000,3.5087,0.00000,0.01273,-0.18603,-16.9457,0.61018,0.61186,0.00000,-1.9791,-1.21323,-1.21290,-0.02022,4.5993
0.0780,B,-0.01161,-0.00112,-2.24377,-0.00746,0.13635,-0.08842,-0.37589,0.06823,10.07720,-0.433974,0.003026,-0.004987,0.900906,79,30.536,11.553,101,17,31,18,0.00000,-0.00455,0.08526,7.9410,0.61018,0.60720,0.01550,3.0181,-1.21323,-1.21603,-0.07684,7.0648,0.00000,0.00107,0.13177,-4.5271,0.61018,0.60974,0.12014,0.1237,-1.21323,-1.21301,-0.07684,4.1251,0.00000,-0.00828,-0.09301,12.7897,0.61018,0.61074,-0.10851,-0.4700,-1.21323,-1.21209,0.00000,3.5087,0.00000,0.01285,0.06588,-16.7726,0.61018,0.61189,0.03100,-1.9048,-1.21323,-1.21292,-0.02831,4.6467
0.0800,B,-0.01162,-0.00091,-2.24393,-0.01491,0.09800,-0.08416,-0.37589,0.06823,10.07720,-0.433901,0.002930,-0.005035,0.900941,79,30.536,11.553,101,17,31,18,0.00000,-0.00467,0.04263,8.0152,0.61018,0.60723,-0.01163,3.0675,-1.21323,-1.21614,-0.07886,7.0648,0.00000,0.00116,0.03488,-4.7992,0.61018,0.60974,0.03876,0.1484,-1.21323,-1.21311,-0.09099,4.2199,0.00000,-0.00831,0.02325,12.9134,0.61018,0.61077,-0.08526,-0.4206,-1.21323,-1.21209,0.02022,3.6035,0.00000,0.01270,-0.20540,-17.0942,0.61018,0.61189,-0.01550,-2.2512,-1.21323,-1.21293,0.00000,4.6467
