t_s,phase,roll,pitch,yaw,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z,quat_w,quat_x,quat_y,quat_z,imu_temp,power_v,power_a,foot0,foot1,foot2,foot3,FR_hip_cmd,FR_hip_q,FR_hip_dq,FR_hip_tau,FR_thigh_cmd,FR_thigh_q,FR_thigh_dq,FR_thigh_tau,FR_calf_cmd,FR_calf_q,FR_calf_dq,FR_calf_tau,FL_hip_cmd,FL_hip_q,FL_hip_dq,FL_hip_tau,FL_thigh_cmd,FL_thigh_q,FL_thigh_dq,FL_thigh_tau,FL_calf_cmd,FL_calf_q,FL_calf_dq,FL_calf_tau,RR_hip_cmd,RR_hip_q,RR_hip_dq,RR_hip_tau,RR_thigh_cmd,RR_thigh_q,RR_thigh_dq,RR_thigh_tau,RR_calf_cmd,RR_calf_q,RR_calf_dq,RR_calf_tau,RL_hip_cmd,RL_hip_q,RL_hip_dq,RL_hip_tau,RL_thigh_cmd,RL_thigh_q,RL_thigh_dq,RL_thigh_tau,RL_calf_cmd,RL_calf_q,RL_calf_dq,RL_calf_tau
8.6500,C,-0.01286,0.00330,-2.12662,-0.04794,0.02450,0.05646,-0.12210,-0.27892,9.56364,-0.485982,0.001682,-0.006421,0.873943,79,30.863,2.051,101,15,32,15,0.00000,0.00136,0.03488,1.6080,0.67303,0.67109,0.10851,-0.5195,-1.20616,-1.20995,0.05662,7.0174,0.00000,-0.00290,0.00000,-0.3711,0.49003,0.48888,0.25578,0.0000,-1.19622,-1.19325,-0.02629,2.2759,0.00000,0.00377,-0.03100,-0.0495,0.58714,0.58549,0.11239,0.0742,-1.21271,-1.20984,0.00000,1.6595,0.00000,-0.00268,0.01550,-0.7669,0.74622,0.74032,0.17052,2.3501,-1.17640,-1.18347,0.04044,10.1942
8.6520,C,-0.01288,0.00329,-2.12656,-0.03089,-0.00320,0.05113,-0.12210,-0.27892,9.56364,-0.486006,0.001691,-0.006428,0.873930,79,30.863,2.085,101,15,32,15,0.00000,0.00129,-0.05038,1.7812,0.67329,0.67148,0.18990,-0.5195,-1.20611,-1.20984,0.07886,6.9700,0.00000,-0.00290,0.01550,-0.3463,0.49036,0.48924,0.18603,0.0742,-1.19631,-1.19333,-0.04246,2.2759,0.00000,0.00380,0.01550,-0.0247,0.58743,0.58600,0.13564,0.3463,-1.21273,-1.20987,-0.02831,1.7069,0.00000,-0.00268,0.02325,-0.7669,0.74643,0.74048,0.14339,2.6223,-1.17626,-1.18333,0.08897,10.1942
8.6540,C,-0.01296,0.00330,-2.12645,-0.04155,-0.00107,0.05326,-0.12210,-0.27892,9.56364,-0.486055,0.001707,-0.006464,0.873903,79,30.863,2.017,101,16,32,15,0.00000,0.00129,-0.01163,1.7812,0.67355,0.67196,0.21315,-0.5937,-1.20605,-1.20974,0.06875,6.8752,0.00000,-0.00290,0.00000,-0.4206,0.49068,0.48969,0.12014,0.2226,-1.19640,-1.19341,-0.05055,2.2759,0.00000,0.00377,-0.03876,-0.0742,0.58773,0.58627,0.17827,0.1484,-1.21274,-1.20987,0.01011,1.6595,0.00000,-0.00271,-0.06201,-0.7669,0.74665,0.74087,0.12789,2.3254,-1.17613,-1.18322,0.05864,10.0046
8.6560,C,-0.01301,0.00332,-2.12634,-0.04900,0.01811,0.05965,-0.07901,-0.27174,9.70849,-0.486103,0.001713,-0.006493,0.873876,79,30.863,2.017,101,16,32,15,0.00000,0.00129,0.00000,1.7812,0.67380,0.67211,0.06588,-0.5690,-1.20599,-1.20957,0.08088,6.8278,0.00000,-0.00290,0.04263,-0.2721,0.49101,0.49000,0.21315,0.1732,-1.19649,-1.19353,-0.06673,2.2759,0.00000,0.00374,-0.06201,-0.1237,0.58802,0.58651,0.13952,0.1732,-1.21276,-1.20987,0.01415,1.7069,0.00000,-0.00274,-0.12014,-0.6927,0.74686,0.74102,0.14339,2.5233,-1.17599,-1.18311,0.06875,10.0046
8.6580,C,-0.01309,0.00335,-2.12623,-0.05326,0.02663,0.05326,-0.07901,-0.27174,9.70849,-0.486153,0.001720,-0.006533,0.873848,79,30.863,2.017,101,16,32,15,0.00000,0.00126,0.00000,1.9296,0.67406,0.67236,0.06201,-0.5690,-1.20593,-1.20949,0.07481,6.8752,0.00000,-0.00296,-0.03876,-0.4206,0.49134,0.49027,0.18215,0.1732,-1.19658,-1.19361,-0.08290,2.2759,0.00000,0.00374,-0.04651,-0.0742,0.58831,0.58679,0.18990,0.1732,-1.21277,-1.20985,-0.00404,1.6121,0.00000,-0.00265,0.03100,-0.8411,0.74707,0.74123,0.14339,2.3007,-1.17586,-1.18289,0.03640,10.0520
8.6600,C,-0.01316,0.00337,-2.12611,-0.04155,0.00852,0.04900,-0.14245,-0.37230,9.54568,-0.486204,0.001727,-0.006566,0.873819,79,30.863,2.017,101,16,31,15,0.00000,0.00129,0.03876,1.7317,0.67431,0.67284,0.13564,-0.6679,-1.20587,-1.20942,0.04448,6.8278,0.00000,-0.00293,-0.00775,-0.3216,0.49166,0.49075,0.19765,0.0247,-1.19667,-1.19369,-0.05055,2.1337,0.00000,0.00377,-0.03876,-0.0495,0.58861,0.58697,0.11627,0.1732,-1.21279,-1.20988,0.00404,1.6595,0.00000,-0.00265,0.01163,-0.7916,0.74728,0.74141,0.16277,2.5233,-1.17573,-1.18274,0.08492,10.0520
8.6620,C,-0.01322,0.00338,-2.12599,-0.03089,0.00639,0.05433,-0.14245,-0.37230,9.54568,-0.486256,0.001736,-0.006596,0.873790,79,30.863,1.983,101,16,31,15,0.00000,0.00126,0.01163,1.9791,0.67456,0.67299,0.07751,-0.5195,-1.20581,-1.20927,0.08088,6.8752,0.00000,-0.00299,-0.05426,-0.2721,0.49199,0.49096,0.17440,0.2474,-1.19675,-1.19386,-0.08492,2.3233,0.00000,0.00380,0.00775,-0.1237,0.58890,0.58745,0.12789,0.1237,-1.21280,-1.20990,0.02629,1.6595,0.00000,-0.00268,-0.01938,-0.7669,0.74749,0.74181,0.17827,2.2017,-1.17559,-1.18265,0.04044,10.0046
8.6660,C,-0.01333,0.00339,-2.12574,-0.03302,0.01917,0.06285,-0.14006,-0.40701,9.56364,-0.486363,0.001761,-0.006647,0.873730,79,30.854,1.983,101,16,31,15,0.00000,0.00126,0.00000,1.9296,0.67507,0.67354,0.08526,-0.5937,-1.20569,-1.20911,0.05864,6.5907,0.00000,-0.00296,-0.03876,-0.4453,0.49264,0.49160,0.24803,0.2226,-1.19693,-1.19405,-0.06268,2.3233,0.00000,0.00374,-0.03488,0.0247,0.58948,0.58800,0.19378,0.1484,-1.21283,-1.20993,0.00202,1.6121,0.00000,-0.00265,-0.00388,-0.8411,0.74791,0.74226,0.23641,2.1275,-1.17532,-1.18227,0.05662,10.0520
8.6680,C,-0.01337,0.00344,-2.12563,-0.02663,0.04368,0.05965,-0.14006,-0.40701,9.56364,-0.486411,0.001749,-0.006676,0.873703,79,30.863,1.983,101,16,31,15,0.00000,0.00120,-0.05426,1.9296,0.67533,0.67384,0.16665,-0.7916,-1.20563,-1.20903,0.04044,6.5907,0.00000,-0.00293,0.05038,-0.3216,0.49297,0.49193,0.18990,0.0247,-1.19702,-1.19416,-0.06066,2.5130,0.00000,0.00374,-0.02713,-0.0742,0.58978,0.58827,0.12402,0.2226,-1.21285,-1.20990,0.03437,1.6121,0.00000,-0.00265,-0.00388,-0.8411,0.74812,0.74241,0.11627,2.2264,-1.17519,-1.18227,0.05662,10.0520
8.6700,C,-0.01340,0.00345,-2.12551,-0.01704,-0.00213,0.06072,-0.14964,-0.43335,9.45590,-0.486466,0.001751,-0.006695,0.873672,79,30.863,2.017,101,16,31,15,0.00000,0.00123,0.03876,1.9296,0.67558,0.67420,0.08526,-0.7669,-1.20557,-1.20895,0.04448,6.5907,0.00000,-0.00299,-0.01938,-0.2721,0.49330,0.49242,0.20153,0.0742,-1.19711,-1.19426,-0.09908,2.4182,0.00000,0.00374,-0.04263,-0.0742,0.59007,0.58866,0.14339,0.1484,-1.21286,-1.20993,-0.00809,1.6121,0.00000,-0.00265,-0.02713,-0.6927,0.74834,0.74275,0.10076,2.0038,-1.17505,-1.18210,0.00607,10.0046
8.6720,C,-0.01346,0.00346,-2.12539,-0.03515,0.01385,0.05220,-0.14964,-0.43335,9.45590,-0.486517,0.001762,-0.006721,0.873643,79,30.854,1.983,101,15,30,15,0.00000,0.00120,0.00388,2.0285,0.67584,0.67445,0.14339,-0.7916,-1.20551,-1.20879,0.06066,6.5907,0.00000,-0.00296,0.03876,-0.3463,0.49362,0.49269,0.20540,0.0742,-1.19719,-1.19432,-0.07077,2.6078,0.00000,0.00371,-0.07751,0.0000,0.59036,0.58888,0.08914,0.1732,-1.21287,-1.20993,0.00000,1.5173,0.00000,-0.00262,0.00000,-0.8411,0.74855,0.74296,0.16665,2.2017,-1.17492,-1.18197,0.03640,10.0520
8.6740,C,-0.01349,0.00348,-2.12528,-0.02770,0.01811,0.05965,-0.14964,-0.43335,9.45590,-0.486568,0.001763,-0.006740,0.873615,79,30.854,1.948,101,15,30,15,0.00000,0.00123,0.09689,2.0038,0.67609,0.67466,0.10464,-0.7916,-1.20545,-1.20873,0.03437,6.4484,0.00000,-0.00302,-0.03100,-0.2721,0.49395,0.49296,0.20540,0.1484,-1.19728,-1.19451,-0.05864,2.5130,0.00000,0.00371,-0.08526,-0.0742,0.59065,0.58915,0.12789,0.2226,-1.21289,-1.20993,0.00404,1.6595,0.00000,-0.00262,-0.00388,-0.7421,0.74876,0.74314,0.16665,2.1522,-1.17478,-1.18175,0.05864,9.9572
8.6760,C,-0.01357,0.00351,-2.12515,-0.04581,0.01491,0.05539,-0.27773,-0.40701,9.33499,-0.486621,0.001770,-0.006779,0.873585,79,30.854,1.983,101,15,30,15,0.00000,0.00117,0.01550,2.1275,0.67634,0.67490,0.13177,-0.8411,-1.20539,-1.20862,0.05662,6.4484,0.00000,-0.00302,-0.01163,-0.2721,0.49428,0.49330,0.25966,0.1237,-1.19737,-1.19461,-0.03842,2.6552,0.00000,0.00374,-0.03876,-0.0495,0.59095,0.58936,0.08526,0.2721,-1.21290,-1.20993,0.01011,1.7069,0.00000,-0.00262,-0.10464,-0.6927,0.74897,0.74335,0.14339,2.1028,-1.17464,-1.18162,0.04448,10.0046
8.6780,C,-0.01362,0.00353,-2.12504,-0.03728,0.01172,0.04368,-0.27773,-0.40701,9.33499,-0.486671,0.001771,-0.006809,0.873557,79,30.863,1.948,101,15,30,15,0.00000,0.00117,0.03488,2.0038,0.67660,0.67514,0.09301,-1.0885,-1.20533,-1.20856,0.04044,6.4484,0.00000,-0.00302,-0.03488,-0.3463,0.49460,0.49351,0.17440,0.1237,-1.19745,-1.19477,-0.12334,2.6552,0.00000,0.00377,0.03876,0.0000,0.59124,0.58997,0.15890,0.0742,-1.21291,-1.20995,-0.03640,1.4699,0.00000,-0.00265,-0.08526,-0.6927,0.74918,0.74356,0.17827,2.0038,-1.17451,-1.18146,0.08088,9.8149
8.6800,C,-0.01366,0.00356,-2.12488,-0.01811,0.00213,0.04474,-0.25977,-0.41539,9.46428,-0.486740,0.001768,-0.006833,0.873518,79,30.863,1.948,101,15,30,15,0.00000,0.00114,-0.00388,2.0285,0.67685,0.67560,0.12402,-1.0637,-1.20527,-1.20848,0.05459,6.4010,0.00000,-0.00302,0.02713,-0.1732,0.49493,0.49393,0.09689,0.2226,-1.19754,-1.19481,-0.06268,2.6078,0.00000,0.00374,-0.02713,-0.0247,0.59153,0.59018,0.11239,0.0742,-1.21292,-1.20996,-0.00202,1.5173,0.00000,-0.00262,-0.05813,-0.8906,0.74939,0.74393,0.17440,2.0285,-1.17437,-1.18134,0.06673,9.8149
8.6820,C,-0.01369,0.00359,-2.12482,-0.03515,0.02557,0.05752,-0.25977,-0.41539,9.46428,-0.486766,0.001765,-0.006851,0.873504,79,30.863,1.914,101,15,30,15,0.00000,0.00114,0.00000,2.0038,0.67710,0.67590,0.24803,-1.0637,-1.20521,-1.20830,0.07684,6.3062,0.00000,-0.00305,0.02713,-0.3711,0.49525,0.49417,0.20540,0.3216,-1.19763,-1.19499,-0.07481,2.6552,0.00000,0.00371,-0.09301,-0.0495,0.59182,0.59036,0.07751,0.1484,-1.21294,-1.20996,0.00202,1.4699,0.00000,-0.00262,-0.04263,-0.8411,0.74960,0.74405,0.10851,2.2017,-1.17423,-1.18107,0.06673,9.5778
8.6840,C,-0.01374,0.00363,-2.12473,-0.03089,0.03302,0.03835,-0.25977,-0.41539,9.46428,-0.486806,0.001759,-0.006887,0.873481,79,30.863,1.948,101,15,30,15,0.00000,0.00111,-0.02325,2.1028,0.67736,0.67602,0.12402,-0.9895,-1.20515,-1.20822,0.06875,6.4010,0.00000,-0.00305,-0.01163,-0.3463,0.49558,0.49442,0.22090,0.2226,-1.19771,-1.19510,-0.10717,2.6078,0.00000,0.00377,0.01938,-0.0742,0.59211,0.59081,0.13177,0.1484,-1.21295,-1.20996,0.02022,1.4699,0.00000,-0.00259,0.01938,-0.7669,0.74981,0.74426,0.18603,2.0038,-1.17410,-1.18090,0.11525,9.6253
8.6860,C,-0.01381,0.00370,-2.12458,-0.01704,-0.00959,0.05539,-0.28252,-0.43814,9.35415,-0.486872,0.001746,-0.006931,0.873444,79,30.863,1.880,101,15,30,15,0.00000,0.00114,0.05426,1.9791,0.67761,0.67647,0.07363,-1.1874,-1.20508,-1.20813,0.08088,6.3062,0.00000,-0.00305,0.01550,-0.2474,0.49590,0.49496,0.16277,0.0495,-1.19780,-1.19518,-0.07077,2.7027,0.00000,0.00374,-0.01550,-0.0247,0.59240,0.59109,0.13952,-0.0495,-1.21296,-1.20998,-0.01011,1.4699,0.00000,-0.00259,-0.00388,-0.8906,0.75002,0.74462,0.17827,2.1028,-1.17396,-1.18072,0.13952,9.6253
8.6900,C,-0.01385,0.00372,-2.12446,-0.02557,0.00852,0.03941,-0.33639,-0.47405,9.41400,-0.486926,0.001746,-0.006955,0.873414,79,30.872,1.914,101,15,30,15,0.00000,0.00111,0.02713,2.0285,0.67812,0.67699,0.12402,-1.2122,-1.20496,-1.20789,0.06470,6.2588,0.00000,-0.00305,0.03876,-0.2474,0.49655,0.49548,0.23641,0.2226,-1.19797,-1.19543,-0.03842,2.7027,0.00000,0.00377,0.01550,-0.1237,0.59299,0.59154,0.08914,0.0742,-1.21298,-1.20998,0.00202,1.5173,0.00000,-0.00256,0.00000,-0.8658,0.75043,0.74499,0.09301,2.0285,-1.17368,-1.18048,0.09503,9.4356
8.6940,C,-0.01392,0.00379,-2.12434,-0.01811,0.03302,0.02983,-0.33639,-0.47405,9.41400,-0.486976,0.001734,-0.007001,0.873386,79,30.863,1.880,101,15,30,15,0.00000,0.00108,-0.01163,2.1028,0.67862,0.67729,0.10076,-1.1874,-1.20483,-1.20780,0.05459,6.0691,0.00000,-0.00308,-0.02713,-0.2474,0.49721,0.49584,0.20153,0.1484,-1.19814,-1.19554,-0.07279,2.7975,0.00000,0.00377,0.03100,-0.0247,0.59357,0.59184,0.13177,0.0000,-1.21300,-1.20998,0.00607,1.4225,0.00000,-0.00256,0.02713,-0.7669,0.75085,0.74526,0.15502,1.9048,-1.17341,-1.18036,0.04853,9.4830
8.6960,C,-0.01399,0.00385,-2.12423,-0.01811,0.01598,0.02876,-0.35793,-0.40701,9.36731,-0.487024,0.001723,-0.007046,0.873359,79,30.863,1.880,101,16,29,15,0.00000,0.00108,0.02325,2.0038,0.67887,0.67787,0.14727,-1.5090,-1.20477,-1.20762,0.04853,6.0691,0.00000,-0.00305,0.03876,-0.3463,0.49753,0.49657,0.20540,0.1237,-1.19822,-1.19565,-0.07684,2.8449,0.00000,0.00371,-0.06588,0.0495,0.59386,0.59245,0.15115,0.0000,-1.21301,-1.20998,0.04246,1.3276,0.00000,-0.00253,0.01938,-0.7421,0.75106,0.74571,0.17440,1.9791,-1.17327,-1.18006,0.06066,9.4830
8.6980,C,-0.01403,0.00386,-2.12417,-0.02663,0.00320,0.02344,-0.35793,-0.40701,9.36731,-0.487051,0.001730,-0.007068,0.873343,79,30.863,1.880,101,16,29,15,0.00000,0.00105,0.05038,2.2017,0.67913,0.67808,0.13952,-1.2617,-1.20471,-1.20753,0.07279,6.0691,0.00000,-0.00305,0.05426,-0.2226,0.49786,0.49687,0.20928,0.0742,-1.19831,-1.19584,-0.07886,2.7975,0.00000,0.00374,-0.01938,-0.1237,0.59415,0.59275,0.19765,0.0742,-1.21302,-1.21001,-0.01011,1.4225,0.00000,-0.00253,0.00000,-0.9895,0.75127,0.74590,0.08139,1.8306,-1.17313,-1.17990,0.08492,9.4830
8.7000,C,-0.01408,0.00392,-2.12410,-0.01917,0.03196,0.03835,-0.42138,-0.45370,9.40802,-0.487081,0.001719,-0.007103,0.873326,79,30.863,1.880,101,16,29,15,0.00000,0.00102,-0.06588,2.0285,0.67938,0.67847,0.12402,-1.5090,-1.20464,-1.20745,0.05257,6.1165,0.00000,-0.00308,-0.00388,-0.3216,0.49818,0.49723,0.15502,0.0495,-1.19839,-1.19584,-0.07886,2.7975,0.00000,0.00371,-0.06976,-0.0742,0.59444,0.59302,0.12402,0.0000,-1.21303,-1.21002,0.00202,1.4699,0.00000,-0.00250,0.06588,-0.7916,0.75148,0.74620,0.14339,1.7812,-1.17299,-1.17977,0.05864,9.4830
8.7020,C,-0.01412,0.00397,-2.12404,-0.02344,0.03089,0.03089,-0.42138,-0.45370,9.40802,-0.487109,0.001705,-0.007131,0.873310,79,30.863,1.914,101,16,29,15,0.00000,0.00105,0.02713,2.0285,0.67963,0.67872,0.16277,-1.2864,-1.20458,-1.20739,0.05662,6.1165,0.00000,-0.00302,0.08526,-0.3216,0.49850,0.49753,0.16277,0.0742,-1.19848,-1.19606,-0.09503,2.9871,0.00000,0.00374,-0.05038,-0.1237,0.59473,0.59330,0.09689,0.0000,-1.21304,-1.21002,0.01415,1.4225,0.00000,-0.00256,-0.05038,-0.8658,0.75169,0.74638,0.15502,1.8801,-1.17285,-1.17946,0.05864,9.4356
8.7040,C,-0.01416,0.00404,-2.12395,-0.02663,0.02450,0.02663,-0.45610,-0.47884,9.40562,-0.487148,0.001687,-0.007166,0.873288,79,30.863,1.880,101,16,29,15,0.00000,0.00102,0.02713,2.1028,0.67988,0.67914,0.05426,-1.5090,-1.20452,-1.20732,0.05459,5.9743,0.00000,-0.00305,0.01550,-0.2721,0.49883,0.49775,0.22090,0.2226,-1.19856,-1.19616,-0.08492,2.9871,0.00000,0.00374,-0.02713,-0.0495,0.59502,0.59378,0.13952,-0.1237,-1.21305,-1.21002,0.01820,1.4225,0.00000,-0.00256,-0.06976,-0.7669,0.75189,0.74656,0.14339,1.7812,-1.17271,-1.17930,0.10312,9.4356
8.7060,C,-0.01418,0.00406,-2.12391,-0.02237,0.02024,0.03409,-0.45610,-0.47884,9.40562,-0.487164,0.001682,-0.007179,0.873280,79,30.863,1.846,101,16,29,15,0.00000,0.00102,0.02713,2.0780,0.68013,0.67938,0.10464,-1.5090,-1.20445,-1.20729,0.03842,6.1165,0.00000,-0.00305,0.05426,-0.2721,0.49915,0.49823,0.13952,0.1484,-1.19864,-1.19623,-0.06875,2.8923,0.00000,0.00374,-0.02713,-0.1237,0.59531,0.59378,0.13952,-0.1237,-1.21306,-1.21002,0.03033,1.4225,0.00000,-0.00253,-0.02713,-0.8906,0.75210,0.74671,0.13177,1.8059,-1.17257,-1.17913,0.10717,9.2459
8.7080,C,-0.01421,0.00410,-2.12387,-0.02024,0.01065,0.02237,-0.45610,-0.47884,9.40562,-0.487184,0.001672,-0.007202,0.873268,79,30.863,1.914,101,16,29,15,0.00000,0.00102,0.03876,2.1275,0.68039,0.67968,0.15502,-1.6822,-1.20439,-1.20723,0.05459,6.0691,0.00000,-0.00302,0.09689,-0.3216,0.49948,0.49847,0.14727,0.2226,-1.19873,-1.19638,-0.12132,3.1294,0.00000,0.00377,0.01938,-0.1237,0.59560,0.59424,0.12014,0.0000,-1.21307,-1.21004,0.01011,1.4225,0.00000,-0.00253,-0.03488,-0.7669,0.75231,0.74705,0.07751,1.7317,-1.17243,-1.17902,0.08088,9.2933
8.7100,C,-0.01424,0.00417,-2.12381,0.00000,0.02663,0.02131,-0.52792,-0.41180,9.41280,-0.487210,0.001648,-0.007231,0.873253,79,30.863,1.880,101,16,29,15,0.00000,0.00099,-0.01163,2.0780,0.68064,0.67990,0.14727,-1.5090,-1.20432,-1.20713,0.04044,6.0691,0.00000,-0.00308,-0.00775,-0.3216,0.49980,0.49875,0.17827,0.1484,-1.19881,-1.19655,-0.05257,3.0820,0.00000,0.00377,0.03488,0.0247,0.59589,0.59451,0.10464,-0.0742,-1.21308,-1.21004,0.02022,1.3276,0.00000,-0.00250,0.00775,-0.8906,0.75252,0.74726,0.14339,1.8059,-1.17229,-1.17870,0.09099,9.0563
8.7120,C,-0.01425,0.00419,-2.12379,-0.01704,0.02450,0.01917,-0.52792,-0.41180,9.41280,-0.487220,0.001639,-0.007243,0.873248,79,30.863,1.880,101,15,29,15,0.00000,0.00099,-0.01163,2.0780,0.68089,0.68008,0.09301,-1.8059,-1.20426,-1.20709,0.01415,6.0691,0.00000,-0.00308,-0.00388,-0.2226,0.50013,0.49902,0.13564,0.0742,-1.19889,-1.19666,-0.05662,3.1294,0.00000,0.00374,-0.01163,-0.1484,0.59618,0.59484,0.17052,-0.1237,-1.21309,-1.21002,0.04246,1.2802,0.00000,-0.00250,0.00388,-0.7916,0.75272,0.74744,0.14339,1.8801,-1.17215,-1.17857,0.07481,9.1985
8.7140,C,-0.01427,0.00424,-2.12374,-0.00959,0.02024,0.01491,-0.52792,-0.41180,9.41280,-0.487239,0.001625,-0.007264,0.873237,79,30.854,1.880,101,15,29,15,0.00000,0.00102,0.04651,2.1275,0.68114,0.68053,0.17827,-1.4843,-1.20419,-1.20702,0.04651,6.2588,0.00000,-0.00308,0.00000,-0.3216,0.50045,0.49932,0.23641,0.2226,-1.19897,-1.19679,-0.09301,3.1294,0.00000,0.00377,0.05038,-0.0495,0.59647,0.59533,0.16277,-0.2226,-1.21310,-1.21002,0.04853,1.3276,0.00000,-0.00250,0.00000,-0.8906,0.75293,0.74762,0.12014,1.7812,-1.17201,-1.17846,0.03640,9.1985
8.7160,C,-0.01429,0.00428,-2.12370,-0.00959,0.02024,0.01065,-0.46208,-0.43215,9.53730,-0.487257,0.001612,-0.007280,0.873227,79,30.863,1.914,101,15,29,15,0.00000,0.00096,-0.06588,2.1275,0.68139,0.68053,0.17827,-1.4843,-1.20413,-1.20698,0.03842,6.0691,0.00000,-0.00308,0.00000,-0.3216,0.50078,0.49962,0.18603,-0.0742,-1.19906,-1.19687,-0.06673,3.3191,0.00000,0.00374,-0.02713,-0.0742,0.59676,0.59533,0.16277,-0.2226,-1.21311,-1.21004,-0.00202,1.4225,0.00000,-0.00250,0.00000,-0.8906,0.75314,0.74780,0.15502,1.7069,-1.17187,-1.17830,0.06470,9.2459
8.7180,C,-0.01428,0.00440,-2.12365,-0.00852,0.04368,0.01278,-0.46208,-0.43215,9.53730,-0.487278,0.001559,-0.007307,0.873215,79,30.863,1.846,101,15,29,15,0.00000,0.00102,0.03100,2.0780,0.68164,0.68083,0.10464,-1.2122,-1.20406,-1.20693,0.02022,6.0691,0.00000,-0.00305,0.04263,-0.3216,0.50110,0.50017,0.18603,0.0495,-1.19914,-1.19698,-0.06875,3.2716,0.00000,0.00371,-0.08139,-0.0247,0.59705,0.59581,0.16277,-0.1732,-1.21311,-1.21007,-0.01415,1.2802,0.00000,-0.00250,-0.05813,-0.8411,0.75335,0.74814,0.15890,1.8059,-1.17173,-1.17816,0.05459,9.1985
8.7200,C,-0.01428,0.00442,-2.12364,-0.00533,0.02237,0.01065,-0.52074,-0.53870,9.16141,-0.487284,0.001549,-0.007313,0.873212,79,30.863,1.846,101,15,29,15,0.00000,0.00102,0.00388,2.1522,0.68189,0.68099,0.06201,-1.2864,-1.20399,-1.20687,0.00000,6.3062,0.00000,-0.00305,0.00000,-0.2474,0.50142,0.50047,0.18990,-0.0247,-1.19922,-1.19707,-0.07481,3.1294,0.00000,0.00377,0.02713,-0.0742,0.59734,0.59605,0.11627,-0.2226,-1.21312,-1.21006,0.02831,1.3276,0.00000,-0.00250,0.00388,-0.9401,0.75355,0.74838,0.13564,1.7069,-1.17158,-1.17807,0.02831,9.1985
8.7220,C,-0.01427,0.00449,-2.12356,0.00000,0.01491,0.02024,-0.52074,-0.53870,9.16141,-0.487318,0.001518,-0.007323,0.873192,79,30.863,1.846,101,15,29,15,0.00000,0.00102,0.03488,2.1275,0.68214,0.68120,0.06201,-1.3853,-1.20393,-1.20685,-0.00809,6.3062,0.00000,-0.00308,0.00000,-0.2721,0.50175,0.50077,0.16665,0.0000,-1.19930,-1.19725,-0.06673,3.2716,0.00000,0.00374,-0.01550,-0.0742,0.59763,0.59636,0.14727,-0.2474,-1.21313,-1.21007,0.00809,1.3276,0.00000,-0.00253,-0.05038,-0.8906,0.75376,0.74856,0.15115,1.8306,-1.17144,-1.17778,0.07886,9.1037
8.7240,C,-0.01428,0.00450,-2.12353,-0.01491,0.00533,0.02983,-0.52074,-0.53870,9.16141,-0.487332,0.001516,-0.007330,0.873185,79,30.863,1.880,101,16,29,15,0.00000,0.00099,0.01163,2.2017,0.68240,0.68138,0.10851,-1.1132,-1.20386,-1.20682,0.00202,6.4010,0.00000,-0.00308,-0.01938,-0.2474,0.50207,0.50111,0.17052,-0.0495,-1.19938,-1.19732,-0.06268,3.2242,0.00000,0.00374,-0.01550,-0.0742,0.59792,0.59660,0.09301,-0.2226,-1.21314,-1.21009,-0.01618,1.3276,0.00000,-0.00250,-0.01550,-0.7916,0.75397,0.74880,0.18990,1.5585,-1.17130,-1.17778,0.07886,9.1037
8.7260,C,-0.01429,0.00451,-2.12350,-0.00746,0.00852,0.00959,-0.47285,-0.27294,9.44872,-0.487347,0.001513,-0.007339,0.873176,79,30.863,1.880,101,16,29,15,0.00000,0.00099,0.03876,2.1028,0.68265,0.68159,0.13564,-1.2864,-1.20379,-1.20676,0.05257,6.2114,0.00000,-0.00308,-0.00388,-0.3216,0.50239,0.50132,0.14339,-0.0742,-1.19946,-1.19742,-0.07886,3.0820,0.00000,0.00374,-0.04651,-0.1237,0.59821,0.59708,0.10851,-0.2474,-1.21314,-1.21010,-0.02831,1.2802,0.00000,-0.00247,0.01938,-0.8411,0.75417,0.74895,0.15502,1.7317,-1.17116,-1.17753,0.03640,9.1037
8.7280,C,-0.01429,0.00456,-2.12345,0.00000,0.02876,0.01917,-0.47285,-0.27294,9.44872,-0.487367,0.001492,-0.007347,0.873165,79,30.863,1.880,101,16,29,15,0.00000,0.00096,-0.03100,2.0285,0.68290,0.68205,0.20540,-1.3853,-1.20373,-1.20672,0.04853,6.2588,0.00000,-0.00308,-0.01938,-0.3463,0.50272,0.50153,0.10464,0.0742,-1.19954,-1.19747,-0.04651,3.2242,0.00000,0.00371,-0.05813,-0.0247,0.59850,0.59708,0.10851,-0.2474,-1.21315,-1.21009,-0.00202,1.4225,0.00000,-0.00250,-0.04651,-0.7669,0.75438,0.74914,0.12014,1.5090,-1.17102,-1.17740,0.02224,9.1037
